Cusip,Company_Name,Ticker,Eps-actual,eps_forecast,anndats,transcript_date
88025U10,10X GENOMICS INC,TXG,-0.8,-0.37,2020-02-18,2020-02-18
88025U10,10X GENOMICS INC,TXG,-0.41,-0.55,2020-08-11,2020-08-11
88025U10,10X GENOMICS INC,TXG,-0.65,-0.3,2020-11-10,2020-11-10
88025U10,10X GENOMICS INC,TXG,-5.37,-1.43,2021-02-17,2021-02-17
88025U10,10X GENOMICS INC,TXG,-0.11,-0.25,2021-05-05,2021-05-05
88025U10,10X GENOMICS INC,TXG,-0.1,-0.24,2021-08-04,2021-08-04
88025U10,10X GENOMICS INC,TXG,-0.53,-0.43,2022-02-16,2022-02-16
88025U10,10X GENOMICS INC,TXG,-0.38,-0.31,2022-05-04,2022-05-04
88025U10,10X GENOMICS INC,TXG,-0.37,-0.46,2022-11-02,2022-11-02
88025U10,10X GENOMICS INC,TXG,-1.46,-1.62,2023-02-15,2023-02-15
88025U10,10X GENOMICS INC,TXG,-0.44,-0.36,2023-05-03,2023-05-03
88025U10,10X GENOMICS INC,TXG,-0.79,-0.47,2023-11-02,2023-11-02
68247Q10,111 INC,YI,-6.61,-3.58,2019-03-07,2019-03-07
68247Q10,111 INC,YI,-5.3,-2.31,2020-03-12,2020-03-12
68247Q10,111 INC,YI,-4.62,-2.31,2021-03-18,2021-03-18
68247Q10,111 INC,YI,-6.32,-3.85,2022-03-17,2022-03-17
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.02,-0.04,2002-08-07,2002-08-07
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.11,-0.11,2002-10-22,2002-10-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.15,0.15,2003-01-22,2003-01-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.02,0.02,2003-04-22,2003-04-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.18,0.18,2003-08-06,2003-08-06
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.08,-0.09,2003-10-23,2003-10-23
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.2,0.2,2004-01-20,2004-01-20
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.03,0.03,2004-04-22,2004-04-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.31,0.3,2004-08-05,2004-08-05
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.04,-0.04,2004-10-21,2004-10-21
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.13,0.15,2005-01-18,2005-01-18
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.03,0.0,2005-04-21,2005-04-21
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.12,0.12,2005-08-11,2005-08-11
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.1,-0.1,2005-10-27,2005-10-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.16,0.2,2006-01-26,2006-01-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.02,-0.01,2006-04-27,2006-04-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.06,0.11,2006-08-10,2006-08-10
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.11,-0.12,2006-10-26,2006-10-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.26,0.25,2007-01-24,2007-01-24
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.02,0.0,2007-04-26,2007-04-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.26,0.24,2007-08-08,2007-08-08
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.09,-0.09,2007-10-23,2007-10-23
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.29,0.28,2008-01-24,2008-01-24
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.05,0.04,2008-04-24,2008-04-24
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.32,0.3,2008-08-07,2008-08-07
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.08,-0.1,2008-10-23,2008-10-23
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.23,0.35,2009-01-29,2009-01-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.06,-0.03,2009-04-30,2009-04-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.05,0.1,2009-08-20,2009-08-20
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.09,-0.1,2009-10-22,2009-10-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.2,0.22,2010-01-28,2010-01-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.09,-0.02,2010-04-28,2010-04-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.01,0.02,2010-08-19,2010-08-19
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.08,-0.1,2010-10-21,2010-10-21
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.21,0.18,2011-01-27,2011-01-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.04,-0.08,2011-04-21,2011-04-21
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.09,0.09,2011-08-30,2011-08-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.08,-0.09,2011-10-27,2011-10-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.22,0.23,2012-01-26,2012-01-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.0,-0.03,2012-05-03,2012-05-03
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.16,0.15,2012-08-23,2012-08-23
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.07,-0.07,2012-10-25,2012-10-25
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.24,0.25,2013-01-31,2013-01-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.04,0.04,2013-04-30,2013-04-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.24,0.22,2013-08-29,2013-08-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.07,-0.06,2013-10-29,2013-10-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.27,0.26,2014-01-29,2014-01-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.02,-0.01,2014-04-29,2014-04-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.22,0.23,2014-09-11,2014-09-11
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.06,-0.07,2014-10-28,2014-10-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.83,0.81,2015-02-02,2015-02-02
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.13,-0.2,2015-04-28,2015-04-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.51,0.51,2015-08-27,2015-08-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.22,-0.25,2015-11-03,2015-11-03
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.92,0.9,2016-01-28,2016-01-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.14,-0.14,2016-04-26,2016-04-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.43,0.43,2016-08-25,2016-08-25
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.24,-0.23,2016-11-02,2016-11-02
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.93,0.94,2017-01-31,2017-01-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.17,-0.18,2017-05-02,2017-05-02
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.43,0.45,2017-08-24,2017-08-24
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.2,-0.21,2017-10-31,2017-10-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.88,0.88,2018-01-31,2018-01-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.13,-0.11,2018-05-01,2018-05-01
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.44,0.61,2018-08-23,2018-08-23
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.27,-0.29,2018-11-01,2018-11-01
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.04,0.97,2019-01-31,2019-01-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.13,-0.18,2019-04-30,2019-04-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.52,0.5,2019-08-22,2019-08-22
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.24,-0.28,2019-10-31,2019-10-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.12,1.07,2020-01-30,2020-01-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.14,-0.16,2020-04-30,2020-04-30
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.95,0.94,2020-08-27,2020-08-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.1,-0.13,2020-10-29,2020-10-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.72,1.38,2021-01-28,2021-01-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.02,-0.09,2021-04-29,2021-04-29
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.84,1.81,2021-08-26,2021-08-26
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.2,-0.25,2021-10-28,2021-10-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.34,1.81,2022-01-27,2022-01-27
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.32,-0.28,2022-04-28,2022-04-28
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.5,0.56,2022-09-01,2022-09-01
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.52,-0.53,2022-11-03,2022-11-03
68243Q10,1-800-FLOWERS.COM INC,FLWS,1.28,1.0,2023-02-02,2023-02-02
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.27,-0.36,2023-05-11,2023-05-11
68243Q10,1-800-FLOWERS.COM INC,FLWS,0.21,0.16,2023-08-31,2023-08-31
68243Q10,1-800-FLOWERS.COM INC,FLWS,-0.48,-0.53,2023-11-02,2023-11-02
68197710,1-800 CONTACTS INC,CTAC,-0.11,-0.21,2006-11-07,2006-11-07
68197710,1-800 CONTACTS INC,CTAC,-0.22,-0.37,2007-03-06,2007-03-06
68197710,1-800 CONTACTS INC,CTAC,-0.08,0.0,2007-05-08,2007-05-08
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.4,-0.17,2020-05-13,2020-05-13
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.24,-0.32,2020-08-12,2020-08-12
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.13,-0.2,2020-11-10,2020-11-10
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.75,-0.87,2021-02-25,2021-02-25
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.29,-0.15,2021-05-12,2021-05-12
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.3,-0.19,2021-08-04,2021-08-04
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.51,-0.17,2021-11-03,2021-11-03
68269G10,1LIFE HEALTHCARE INC,ONEM,-1.64,-1.59,2022-02-23,2022-02-23
68269G10,1LIFE HEALTHCARE INC,ONEM,-0.47,-0.48,2022-05-04,2022-05-04
32055110,1STDIBS.COM INC,DIBS,-0.17,-0.15,2021-11-10,2021-11-10
32055110,1STDIBS.COM INC,DIBS,-1.08,-0.7,2022-03-01,2022-03-01
32055110,1STDIBS.COM INC,DIBS,-0.17,-0.19,2022-05-11,2022-05-11
32055110,1STDIBS.COM INC,DIBS,-0.01,-0.23,2022-08-10,2022-08-10
32055110,1STDIBS.COM INC,DIBS,-0.23,-0.28,2022-11-09,2022-11-09
32055110,1STDIBS.COM INC,DIBS,-0.59,-0.62,2023-03-01,2023-03-01
32055110,1STDIBS.COM INC,DIBS,-0.21,-0.22,2023-05-10,2023-05-10
32055110,1STDIBS.COM INC,DIBS,-0.21,-0.2,2023-08-09,2023-08-09
32055110,1STDIBS.COM INC,DIBS,-0.08,-0.15,2023-11-08,2023-11-08
33690110,1ST SOURCE CORP,SRCE,1.1,0.88,2021-04-22,2021-04-22
33690110,1ST SOURCE CORP,SRCE,1.1,0.96,2022-04-21,2022-04-21
33690110,1ST SOURCE CORP,SRCE,1.25,1.32,2023-04-20,2023-04-20
90130N10,21ST CENTURY INSURANCE,TW,0.17,0.19,2003-11-05,2003-11-05
90130N10,21ST CENTURY INSURANCE,TW,1.12,1.2,2007-02-26,2007-02-21
90130N10,21ST CENTURY INSURANCE,TW,0.25,0.22,2007-07-31,2007-07-31
90137F10,22ND CENTURY GROUP INC,XXII,-0.03,-0.04,2020-11-05,2020-11-05
90137F10,22ND CENTURY GROUP INC,XXII,-0.14,-0.13,2021-03-11,2021-03-11
90137F10,22ND CENTURY GROUP INC,XXII,-0.03,-0.03,2021-05-06,2021-05-06
90137F10,22ND CENTURY GROUP INC,XXII,-0.03,-0.03,2021-08-05,2021-08-05
90137F10,22ND CENTURY GROUP INC,XXII,-0.06,-0.04,2021-11-04,2021-11-04
90137F10,22ND CENTURY GROUP INC,XXII,-0.21,-0.18,2022-03-01,2022-03-01
90137F10,22ND CENTURY GROUP INC,XXII,-0.05,-0.05,2022-05-05,2022-05-05
90137F10,22ND CENTURY GROUP INC,XXII,-0.05,-0.06,2022-08-09,2022-08-09
90137F10,22ND CENTURY GROUP INC,XXII,-0.06,-0.06,2022-11-08,2022-11-08
90137F10,22ND CENTURY GROUP INC,XXII,-0.31,-0.24,2023-03-09,2023-03-09
90137F10,22ND CENTURY GROUP INC,XXII,-0.08,-0.07,2023-05-09,2023-05-09
90137F10,22ND CENTURY GROUP INC,XXII,-1.4,-0.07,2023-08-14,2023-08-14
90138Q10,23ANDME HOLDING CO.,ME,-0.11,-0.11,2021-11-10,2021-11-10
90138Q10,23ANDME HOLDING CO.,ME,-0.21,-0.16,2022-02-10,2022-02-10
90138Q10,23ANDME HOLDING CO.,ME,-0.64,-0.62,2022-05-26,2022-05-26
90138Q10,23ANDME HOLDING CO.,ME,-0.2,-0.16,2022-08-08,2022-08-08
90138Q10,23ANDME HOLDING CO.,ME,-0.15,-0.19,2022-11-07,2022-11-07
90138Q10,23ANDME HOLDING CO.,ME,-0.02,-0.21,2023-02-08,2023-02-08
90138Q10,23ANDME HOLDING CO.,ME,-0.69,-0.76,2023-05-25,2023-05-25
90138Q10,23ANDME HOLDING CO.,ME,-0.23,-0.15,2023-08-08,2023-08-08
90138Q10,23ANDME HOLDING CO.,ME,-0.16,-0.14,2023-11-08,2023-11-08
90138410,2SEVENTY BIO INC,TSVT,-2.02,-1.95,2022-08-10,2022-08-10
90138410,2SEVENTY BIO INC,TSVT,-1.08,-1.26,2023-05-03,2023-05-03
90138410,2SEVENTY BIO INC,TSVT,-0.83,-1.09,2023-08-14,2023-08-14
90214J10,2U INC,TWOU,-0.13,-0.17,2014-11-04,2014-11-04
90214J10,2U INC,TWOU,-0.08,-0.1,2015-05-07,2015-05-07
90214J10,2U INC,TWOU,-0.14,-0.19,2015-08-06,2015-08-06
90214J10,2U INC,TWOU,-0.12,-0.18,2015-10-26,2015-10-26
90214J10,2U INC,TWOU,-0.34,-0.37,2016-02-25,2016-02-25
90214J10,2U INC,TWOU,0.0,-0.04,2016-05-05,2016-05-05
90214J10,2U INC,TWOU,-0.09,-0.12,2016-08-04,2016-08-04
90214J10,2U INC,TWOU,-0.06,-0.09,2016-11-03,2016-11-03
90214J10,2U INC,TWOU,-0.1,-0.12,2017-02-23,2017-02-23
90214J10,2U INC,TWOU,0.01,0.01,2017-05-04,2017-05-04
90214J10,2U INC,TWOU,-0.11,-0.12,2017-08-07,2017-08-07
90214J10,2U INC,TWOU,-0.15,-0.17,2017-11-07,2017-11-07
90214J10,2U INC,TWOU,-0.09,-0.09,2018-02-26,2018-02-26
90214J10,2U INC,TWOU,-0.12,-0.13,2018-05-03,2018-05-03
90214J10,2U INC,TWOU,-0.19,-0.21,2018-08-02,2018-08-02
90214J10,2U INC,TWOU,-0.01,-0.02,2018-11-05,2018-11-05
90214J10,2U INC,TWOU,-0.06,-0.08,2019-02-25,2019-02-25
90214J10,2U INC,TWOU,-0.15,-0.18,2019-05-07,2019-05-07
90214J10,2U INC,TWOU,-0.43,-0.35,2019-07-30,2019-07-30
90214J10,2U INC,TWOU,-0.41,-0.51,2019-11-12,2019-11-12
90214J10,2U INC,TWOU,-1.17,-1.2,2020-02-06,2020-02-06
90214J10,2U INC,TWOU,-0.33,-0.47,2020-04-30,2020-04-30
90214J10,2U INC,TWOU,-0.34,-0.38,2020-07-30,2020-07-30
90214J10,2U INC,TWOU,-0.24,-0.26,2020-10-27,2020-10-27
90214J10,2U INC,TWOU,-0.97,-1.0,2021-02-11,2021-02-11
90214J10,2U INC,TWOU,-0.12,-0.23,2021-04-28,2021-04-28
90214J10,2U INC,TWOU,-0.09,-0.16,2021-07-29,2021-07-29
90214J10,2U INC,TWOU,-0.23,-0.25,2021-11-09,2021-11-09
90214J10,2U INC,TWOU,-0.64,-0.68,2022-02-09,2022-02-09
90214J10,2U INC,TWOU,-0.24,-0.26,2022-05-05,2022-05-05
90214J10,2U INC,TWOU,-0.1,-0.16,2022-07-28,2022-07-28
90214J10,2U INC,TWOU,-0.05,-0.02,2022-11-07,2022-11-07
90214J10,2U INC,TWOU,-0.14,-0.18,2023-02-02,2023-02-02
90214J10,2U INC,TWOU,-0.1,-0.05,2023-04-26,2023-04-26
90214J10,2U INC,TWOU,-0.18,-0.09,2023-08-08,2023-08-08
90214J10,2U INC,TWOU,-0.15,-0.14,2023-11-09,2023-11-09
88429K10,36KR HOLDINGS INC,KRKR,0.61,0.07,2020-03-11,2020-03-11
88429K10,36KR HOLDINGS INC,KRKR,-0.29,-0.27,2020-05-26,2020-05-26
88429K10,36KR HOLDINGS INC,KRKR,-0.23,-0.16,2020-08-31,2020-08-31
88429K10,36KR HOLDINGS INC,KRKR,-5.85,-0.65,2021-04-15,2021-04-15
88429K10,36KR HOLDINGS INC,KRKR,-0.92,-0.71,2021-06-01,2021-06-01
88429K10,36KR HOLDINGS INC,KRKR,-0.76,-0.78,2021-08-24,2021-08-24
88429K10,36KR HOLDINGS INC,KRKR,-0.64,-0.76,2021-12-09,2021-12-09
88429K10,36KR HOLDINGS INC,KRKR,-1.84,-2.44,2022-03-29,2022-03-29
88429K10,36KR HOLDINGS INC,KRKR,0.88,1.2,2023-03-29,2023-03-29
88553510,3COM CORPORATION,COMS,-0.64,-0.72,2002-06-25,2002-06-25
88553510,3COM CORPORATION,COMS,-0.02,-0.03,2002-09-19,2002-09-19
88553510,3COM CORPORATION,COMS,-0.06,-0.02,2003-03-19,2003-03-19
88553510,3COM CORPORATION,COMS,-0.23,-0.2,2003-06-25,2003-06-25
88553510,3COM CORPORATION,COMS,-0.15,-0.16,2003-09-18,2003-09-18
88553510,3COM CORPORATION,COMS,-0.14,-0.14,2003-12-17,2003-12-17
88553510,3COM CORPORATION,COMS,-0.12,-0.14,2004-03-18,2004-03-18
88553510,3COM CORPORATION,COMS,-0.45,-0.5,2004-06-22,2004-06-22
88553510,3COM CORPORATION,COMS,-0.08,-0.08,2004-09-16,2004-09-16
88553510,3COM CORPORATION,COMS,-0.1,-0.11,2005-03-17,2005-03-17
88553510,3COM CORPORATION,COMS,-0.41,-0.41,2005-06-29,2005-06-29
88553510,3COM CORPORATION,COMS,-0.09,-0.11,2005-09-22,2005-09-22
88553510,3COM CORPORATION,COMS,-0.08,-0.08,2005-12-21,2005-12-21
88553510,3COM CORPORATION,COMS,-0.06,-0.07,2006-03-23,2006-03-23
88553510,3COM CORPORATION,COMS,-0.24,-0.27,2006-06-28,2006-06-28
88553510,3COM CORPORATION,COMS,0.0,-0.01,2006-09-21,2006-09-21
88553510,3COM CORPORATION,COMS,0.04,0.0,2006-12-20,2006-12-20
88553510,3COM CORPORATION,COMS,0.04,0.01,2007-03-22,2007-03-22
88553510,3COM CORPORATION,COMS,0.1,0.1,2007-06-28,2007-06-28
88553510,3COM CORPORATION,COMS,0.03,0.03,2007-09-20,2007-09-20
88553510,3COM CORPORATION,COMS,0.08,0.04,2008-03-24,2008-03-24
88553510,3COM CORPORATION,COMS,0.23,0.2,2008-06-24,2008-06-24
88553510,3COM CORPORATION,COMS,0.11,0.06,2008-09-22,2008-09-22
88553510,3COM CORPORATION,COMS,0.12,0.1,2008-12-18,2008-12-18
88553510,3COM CORPORATION,COMS,0.13,0.1,2009-03-19,2009-03-19
88553510,3COM CORPORATION,COMS,0.45,0.41,2009-07-09,2009-07-09
88553510,3COM CORPORATION,COMS,0.08,0.04,2009-09-24,2009-09-24
88554D20,3D SYSTEMS CORP,DDD,0.27,0.16,2011-07-28,2011-07-28
88554D20,3D SYSTEMS CORP,DDD,0.14,0.16,2011-10-27,2011-10-27
88554D20,3D SYSTEMS CORP,DDD,0.7,0.71,2012-02-23,2012-02-23
88554D20,3D SYSTEMS CORP,DDD,0.18,0.11,2012-04-26,2012-04-26
88554D20,3D SYSTEMS CORP,DDD,0.27,0.28,2012-07-26,2012-07-26
88554D20,3D SYSTEMS CORP,DDD,0.32,0.27,2012-10-25,2012-10-25
88554D20,3D SYSTEMS CORP,DDD,0.83,1.22,2013-02-25,2013-02-25
88554D20,3D SYSTEMS CORP,DDD,0.21,0.21,2013-04-30,2013-04-30
88554D20,3D SYSTEMS CORP,DDD,0.2,0.25,2013-07-30,2013-07-30
88554D20,3D SYSTEMS CORP,DDD,0.26,0.26,2013-10-29,2013-10-29
88554D20,3D SYSTEMS CORP,DDD,0.85,0.85,2014-02-28,2014-02-28
88554D20,3D SYSTEMS CORP,DDD,0.15,0.15,2014-04-29,2014-04-29
88554D20,3D SYSTEMS CORP,DDD,0.16,0.18,2014-07-31,2014-07-31
88554D20,3D SYSTEMS CORP,DDD,0.18,0.21,2014-11-10,2014-11-10
88554D20,3D SYSTEMS CORP,DDD,0.7,0.73,2015-02-26,2015-02-26
88554D20,3D SYSTEMS CORP,DDD,0.05,0.17,2015-05-06,2015-05-06
88554D20,3D SYSTEMS CORP,DDD,0.03,0.09,2015-08-06,2015-08-06
88554D20,3D SYSTEMS CORP,DDD,0.01,0.09,2015-11-04,2015-11-04
88554D20,3D SYSTEMS CORP,DDD,0.27,0.12,2016-03-14,2016-03-14
88554D20,3D SYSTEMS CORP,DDD,0.05,0.06,2016-05-05,2016-05-05
88554D20,3D SYSTEMS CORP,DDD,0.12,0.06,2016-08-03,2016-08-03
88554D20,3D SYSTEMS CORP,DDD,0.14,0.1,2016-11-03,2016-11-03
88554D20,3D SYSTEMS CORP,DDD,0.46,0.45,2017-02-28,2017-02-28
88554D20,3D SYSTEMS CORP,DDD,0.06,0.11,2017-05-03,2017-05-03
88554D20,3D SYSTEMS CORP,DDD,0.08,0.13,2017-08-02,2017-08-02
88554D20,3D SYSTEMS CORP,DDD,-0.08,0.13,2017-10-31,2017-10-31
88554D20,3D SYSTEMS CORP,DDD,-0.02,-0.05,2018-03-14,2018-03-14
88554D20,3D SYSTEMS CORP,DDD,-0.03,0.01,2018-05-02,2018-05-02
88554D20,3D SYSTEMS CORP,DDD,0.06,0.01,2018-08-07,2018-08-07
88554D20,3D SYSTEMS CORP,DDD,0.02,0.03,2018-10-30,2018-10-30
88554D20,3D SYSTEMS CORP,DDD,0.15,0.11,2019-02-28,2019-02-28
88554D20,3D SYSTEMS CORP,DDD,-0.09,-0.01,2019-05-07,2019-05-07
88554D20,3D SYSTEMS CORP,DDD,0.0,-0.04,2019-08-07,2019-08-07
88554D20,3D SYSTEMS CORP,DDD,-0.04,-0.05,2019-10-30,2019-10-30
88554D20,3D SYSTEMS CORP,DDD,-0.08,-0.13,2020-02-26,2020-02-26
88554D20,3D SYSTEMS CORP,DDD,-0.04,-0.04,2020-05-06,2020-05-06
88554D20,3D SYSTEMS CORP,DDD,-0.13,-0.09,2020-08-05,2020-08-05
88554D20,3D SYSTEMS CORP,DDD,0.45,0.4,2022-02-28,2022-02-28
88554D20,3D SYSTEMS CORP,DDD,-0.07,-0.06,2023-08-09,2023-08-09
88579Y10,3M CO,MMM,1.36,1.33,2002-07-22,2002-07-22
88579Y10,3M CO,MMM,1.38,1.37,2002-10-21,2002-10-21
88579Y10,3M CO,MMM,5.26,5.25,2003-01-21,2003-01-21
88579Y10,3M CO,MMM,1.42,1.4,2003-04-21,2003-04-21
88579Y10,3M CO,MMM,1.56,1.5,2003-07-21,2003-07-21
88579Y10,3M CO,MMM,0.83,0.79,2003-10-20,2003-10-20
88579Y10,3M CO,MMM,3.09,3.07,2004-01-20,2004-01-20
88579Y10,3M CO,MMM,0.9,0.87,2004-04-19,2004-04-19
88579Y10,3M CO,MMM,0.97,0.96,2004-07-19,2004-07-19
88579Y10,3M CO,MMM,0.97,0.98,2004-10-18,2004-10-18
88579Y10,3M CO,MMM,3.75,3.75,2005-01-18,2005-01-18
88579Y10,3M CO,MMM,1.03,1.01,2005-04-18,2005-04-18
88579Y10,3M CO,MMM,1.09,1.09,2005-07-18,2005-07-18
88579Y10,3M CO,MMM,1.1,1.08,2005-10-18,2005-10-18
88579Y10,3M CO,MMM,4.26,4.25,2006-01-24,2006-01-24
88579Y10,3M CO,MMM,1.17,1.16,2006-04-21,2006-04-21
88579Y10,3M CO,MMM,1.05,1.07,2006-07-25,2006-07-25
88579Y10,3M CO,MMM,1.17,1.13,2006-10-20,2006-10-20
88579Y10,3M CO,MMM,4.49,4.54,2007-01-30,2007-01-30
88579Y10,3M CO,MMM,1.28,1.12,2007-04-26,2007-04-26
88579Y10,3M CO,MMM,1.23,1.18,2007-07-26,2007-07-26
88579Y10,3M CO,MMM,1.29,1.29,2007-10-19,2007-10-19
88579Y10,3M CO,MMM,4.98,4.97,2008-01-29,2008-01-29
88579Y10,3M CO,MMM,1.38,1.35,2008-04-24,2008-04-24
88579Y10,3M CO,MMM,1.39,1.35,2008-07-24,2008-07-24
88579Y10,3M CO,MMM,1.42,1.38,2008-10-21,2008-10-21
88579Y10,3M CO,MMM,5.17,5.13,2009-01-29,2009-01-29
88579Y10,3M CO,MMM,0.81,0.86,2009-04-24,2009-04-24
88579Y10,3M CO,MMM,1.2,0.94,2009-07-23,2009-07-23
88579Y10,3M CO,MMM,1.37,1.17,2009-10-22,2009-10-22
88579Y10,3M CO,MMM,4.69,4.55,2010-01-28,2010-01-28
88579Y10,3M CO,MMM,1.4,1.2,2010-04-27,2010-04-27
88579Y10,3M CO,MMM,1.54,1.46,2010-07-22,2010-07-22
88579Y10,3M CO,MMM,1.53,1.5,2010-10-28,2010-10-28
88579Y10,3M CO,MMM,5.75,5.74,2011-01-25,2011-01-25
88579Y10,3M CO,MMM,1.49,1.42,2011-04-26,2011-04-26
88579Y10,3M CO,MMM,1.6,1.6,2011-07-26,2011-07-26
88579Y10,3M CO,MMM,1.52,1.6,2011-10-25,2011-10-25
88579Y10,3M CO,MMM,5.96,5.9,2012-01-26,2012-01-26
88579Y10,3M CO,MMM,1.63,1.49,2012-04-24,2012-04-24
88579Y10,3M CO,MMM,1.66,1.65,2012-07-26,2012-07-26
88579Y10,3M CO,MMM,1.65,1.65,2012-10-23,2012-10-23
88579Y10,3M CO,MMM,6.32,6.32,2013-01-24,2013-01-24
88579Y10,3M CO,MMM,1.61,1.65,2013-04-25,2013-04-25
88579Y10,3M CO,MMM,1.71,1.71,2013-07-25,2013-07-25
88579Y10,3M CO,MMM,1.78,1.75,2013-10-24,2013-10-24
88579Y10,3M CO,MMM,6.72,6.72,2014-01-30,2014-01-30
88579Y10,3M CO,MMM,1.79,1.8,2014-04-24,2014-04-24
88579Y10,3M CO,MMM,1.91,1.91,2014-07-24,2014-07-24
88579Y10,3M CO,MMM,1.98,1.96,2014-10-23,2014-10-23
88579Y10,3M CO,MMM,7.49,7.48,2015-01-27,2015-01-27
88579Y10,3M CO,MMM,1.95,1.93,2015-04-23,2015-04-23
