Cusip,Company_Name,Ticker,Eps-actual,eps_forecast,anndats,transcript_date
49436810,KIMBERLY-CLARK CORP,KMB,1.48,1.48,2014-04-21,2014-04-21
49436810,KIMBERLY-CLARK CORP,KMB,1.49,1.49,2014-07-22,2014-07-22
49436810,KIMBERLY-CLARK CORP,KMB,1.61,1.55,2014-10-21,2014-10-21
49436810,KIMBERLY-CLARK CORP,KMB,5.51,5.51,2015-01-23,2015-01-23
49436810,KIMBERLY-CLARK CORP,KMB,1.42,1.33,2015-04-21,2015-04-21
49436810,KIMBERLY-CLARK CORP,KMB,1.41,1.36,2015-07-23,2015-07-23
49436810,KIMBERLY-CLARK CORP,KMB,1.51,1.5,2015-10-21,2015-10-21
49436810,KIMBERLY-CLARK CORP,KMB,5.76,5.76,2016-01-25,2016-01-25
49436810,KIMBERLY-CLARK CORP,KMB,1.53,1.51,2016-04-22,2016-04-22
49436810,KIMBERLY-CLARK CORP,KMB,1.53,1.48,2016-07-25,2016-07-25
49436810,KIMBERLY-CLARK CORP,KMB,1.52,1.54,2016-10-24,2016-10-24
49436810,KIMBERLY-CLARK CORP,KMB,6.03,6.0,2017-01-24,2017-01-24
49436810,KIMBERLY-CLARK CORP,KMB,1.57,1.54,2017-04-24,2017-04-24
49436810,KIMBERLY-CLARK CORP,KMB,1.49,1.5,2017-07-25,2017-07-25
49436810,KIMBERLY-CLARK CORP,KMB,1.6,1.54,2017-10-23,2017-10-23
49436810,KIMBERLY-CLARK CORP,KMB,6.23,6.2,2018-01-23,2018-01-23
49436810,KIMBERLY-CLARK CORP,KMB,1.71,1.69,2018-04-23,2018-04-23
49436810,KIMBERLY-CLARK CORP,KMB,1.59,1.58,2018-07-24,2018-07-24
49436810,KIMBERLY-CLARK CORP,KMB,1.71,1.64,2018-10-22,2018-10-22
49436810,KIMBERLY-CLARK CORP,KMB,6.61,6.65,2019-01-23,2019-01-23
49436810,KIMBERLY-CLARK CORP,KMB,1.66,1.55,2019-04-22,2019-04-22
49436810,KIMBERLY-CLARK CORP,KMB,1.67,1.62,2019-07-23,2019-07-23
49436810,KIMBERLY-CLARK CORP,KMB,1.84,1.8,2019-10-22,2019-10-22
49436810,KIMBERLY-CLARK CORP,KMB,6.89,6.87,2020-01-23,2020-01-23
49436810,KIMBERLY-CLARK CORP,KMB,2.13,1.96,2020-04-22,2020-04-22
49436810,KIMBERLY-CLARK CORP,KMB,2.2,1.81,2020-07-23,2020-07-23
49436810,KIMBERLY-CLARK CORP,KMB,1.72,1.77,2020-10-22,2020-10-22
49436810,KIMBERLY-CLARK CORP,KMB,7.74,7.66,2021-01-25,2021-01-25
49436810,KIMBERLY-CLARK CORP,KMB,1.8,1.92,2021-04-23,2021-04-23
49436810,KIMBERLY-CLARK CORP,KMB,1.47,1.77,2021-07-23,2021-07-23
49436810,KIMBERLY-CLARK CORP,KMB,6.18,6.14,2022-01-26,2022-01-26
49436810,KIMBERLY-CLARK CORP,KMB,1.35,1.22,2022-04-22,2022-04-22
49436810,KIMBERLY-CLARK CORP,KMB,1.34,1.29,2022-07-26,2022-07-26
49436810,KIMBERLY-CLARK CORP,KMB,1.4,1.46,2022-10-25,2022-10-25
49436810,KIMBERLY-CLARK CORP,KMB,5.63,5.62,2023-01-25,2023-01-25
49436810,KIMBERLY-CLARK CORP,KMB,1.67,1.35,2023-04-25,2023-04-25
49436810,KIMBERLY-CLARK CORP,KMB,1.65,1.48,2023-07-25,2023-07-25
49436810,KIMBERLY-CLARK CORP,KMB,1.74,1.57,2023-10-24,2023-10-24
49446R10,KIMCO REALTY CORP,KIM,0.32,0.33,2005-10-25,2005-10-25
49446R10,KIMCO REALTY CORP,KIM,1.45,1.32,2006-02-13,2006-02-13
49446R10,KIMCO REALTY CORP,KIM,0.4,0.39,2006-04-25,2006-04-25
49446R10,KIMCO REALTY CORP,KIM,0.36,0.38,2006-07-25,2006-07-25
49446R10,KIMCO REALTY CORP,KIM,0.35,0.36,2006-10-30,2006-10-30
49446R10,KIMCO REALTY CORP,KIM,1.44,0.39,2007-02-13,2007-02-13
49446R10,KIMCO REALTY CORP,KIM,0.38,0.4,2007-05-03,2007-05-03
49446R10,KIMCO REALTY CORP,KIM,0.38,0.35,2007-07-27,2007-07-27
49446R10,KIMCO REALTY CORP,KIM,0.87,0.86,2018-02-15,2018-02-15
49446R10,KIMCO REALTY CORP,KIM,0.2,0.16,2019-07-25,2019-07-25
49446R10,KIMCO REALTY CORP,KIM,0.14,0.17,2019-10-24,2019-10-24
49446R10,KIMCO REALTY CORP,KIM,1.6,1.65,2022-02-10,2022-02-10
49446R10,KIMCO REALTY CORP,KIM,0.37,0.13,2022-04-28,2022-04-28
49446R10,KIMCO REALTY CORP,KIM,-0.21,0.15,2022-07-28,2022-07-28
49446R10,KIMCO REALTY CORP,KIM,0.08,0.17,2022-10-27,2022-10-27
49446R10,KIMCO REALTY CORP,KIM,0.16,0.41,2023-02-09,2023-02-09
49446R10,KIMCO REALTY CORP,KIM,0.46,0.17,2023-04-27,2023-04-27
49446R10,KIMCO REALTY CORP,KIM,0.16,0.15,2023-07-27,2023-07-27
49446R10,KIMCO REALTY CORP,KIM,0.19,0.16,2023-10-26,2023-10-26
49455P10,KINDER MORGAN INC,KMI,0.47,0.45,2001-04-18,2001-04-18
49455P10,KINDER MORGAN INC,KMI,0.66,0.64,2002-10-16,2002-10-16
49455P10,KINDER MORGAN INC,KMI,2.85,2.7,2003-01-15,2003-01-15
49455P10,KINDER MORGAN INC,KMI,0.76,0.73,2003-07-16,2003-07-16
49455P10,KINDER MORGAN INC,KMI,0.77,0.76,2003-10-15,2003-10-15
49455P10,KINDER MORGAN INC,KMI,3.33,3.3,2004-01-21,2004-01-21
49455P10,KINDER MORGAN INC,KMI,1.02,1.01,2004-04-21,2004-04-21
49455P10,KINDER MORGAN INC,KMI,0.84,0.83,2004-07-21,2004-07-21
49455P10,KINDER MORGAN INC,KMI,0.9,0.88,2004-10-20,2004-10-20
49455P10,KINDER MORGAN INC,KMI,3.79,3.75,2005-01-18,2005-01-18
49455P10,KINDER MORGAN INC,KMI,1.17,1.14,2005-04-20,2005-04-20
49455P10,KINDER MORGAN INC,KMI,0.95,0.95,2005-07-20,2005-07-20
49455P10,KINDER MORGAN INC,KMI,1.01,1.0,2005-10-19,2005-10-19
49455P10,KINDER MORGAN INC,KMI,4.45,4.28,2006-01-18,2006-01-18
49455P10,KINDER MORGAN INC,KMI,1.54,1.46,2006-04-19,2006-04-19
49455P10,KINDER MORGAN INC,KMI,1.05,1.02,2006-07-19,2006-07-19
49455P10,KINDER MORGAN INC,KMI,1.02,0.93,2006-10-18,2006-10-18
49455P10,KINDER MORGAN INC,KMI,5.0,5.03,2007-01-17,2007-01-17
49456B10,KINDER MORGAN INC,KMI,0.21,0.28,2011-10-19,2011-10-17
49456B10,KINDER MORGAN INC,KMI,1.07,1.23,2015-01-21,2015-01-21
49456B10,KINDER MORGAN INC,KMI,0.24,0.23,2015-04-15,2015-04-15
49456B10,KINDER MORGAN INC,KMI,0.16,0.19,2015-07-15,2015-07-15
49456B10,KINDER MORGAN INC,KMI,0.19,0.19,2015-10-21,2015-10-21
49456B10,KINDER MORGAN INC,KMI,0.72,0.7,2016-01-20,2016-01-20
49456B10,KINDER MORGAN INC,KMI,0.18,0.19,2016-04-20,2016-04-20
49456B10,KINDER MORGAN INC,KMI,0.15,0.14,2016-07-20,2016-07-20
49456B10,KINDER MORGAN INC,KMI,0.15,0.15,2016-10-19,2016-10-19
49456B10,KINDER MORGAN INC,KMI,0.66,0.65,2017-01-18,2017-01-18
49456B10,KINDER MORGAN INC,KMI,0.17,0.18,2017-04-19,2017-04-19
49456B10,KINDER MORGAN INC,KMI,0.14,0.15,2017-07-19,2017-07-19
49456B10,KINDER MORGAN INC,KMI,0.15,0.15,2017-10-18,2017-10-18
49456B10,KINDER MORGAN INC,KMI,0.66,0.64,2018-01-17,2018-01-17
49456B10,KINDER MORGAN INC,KMI,0.22,0.21,2018-04-18,2018-04-18
49456B10,KINDER MORGAN INC,KMI,0.195,0.2,2018-07-18,2018-07-18
49456B10,KINDER MORGAN INC,KMI,0.22,0.21,2018-10-17,2018-10-17
49456B10,KINDER MORGAN INC,KMI,0.89,0.89,2019-01-16,2019-01-16
49456B10,KINDER MORGAN INC,KMI,0.25,0.24,2019-04-17,2019-04-17
49456B10,KINDER MORGAN INC,KMI,0.22,0.23,2019-07-17,2019-07-17
49456B10,KINDER MORGAN INC,KMI,0.22,0.24,2019-10-16,2019-10-16
49456B10,KINDER MORGAN INC,KMI,0.95,0.96,2020-01-22,2020-01-22
49456B10,KINDER MORGAN INC,KMI,0.24,0.25,2020-04-22,2020-04-22
49456B10,KINDER MORGAN INC,KMI,0.17,0.17,2020-07-22,2020-07-22
49456B10,KINDER MORGAN INC,KMI,0.21,0.21,2020-10-21,2020-10-21
49456B10,KINDER MORGAN INC,KMI,0.88,0.86,2021-01-20,2021-01-20
49456B10,KINDER MORGAN INC,KMI,0.6,0.24,2021-04-21,2021-04-21
49456B10,KINDER MORGAN INC,KMI,0.23,0.19,2021-07-21,2021-07-21
49456B10,KINDER MORGAN INC,KMI,0.22,0.24,2021-10-20,2021-10-20
49456B10,KINDER MORGAN INC,KMI,1.32,1.31,2022-01-19,2022-01-19
49456B10,KINDER MORGAN INC,KMI,0.32,0.28,2022-04-20,2022-04-20
49456B10,KINDER MORGAN INC,KMI,0.27,0.26,2022-07-20,2022-07-20
49456B10,KINDER MORGAN INC,KMI,0.25,0.29,2022-10-19,2022-10-19
49456B10,KINDER MORGAN INC,KMI,1.16,1.15,2023-01-18,2023-01-18
49456B10,KINDER MORGAN INC,KMI,0.3,0.29,2023-04-19,2023-04-19
49456B10,KINDER MORGAN INC,KMI,0.24,0.24,2023-07-19,2023-07-19
49456B10,KINDER MORGAN INC,KMI,0.25,0.26,2023-10-18,2023-10-18
49457710,KINDRED BIOSCIENCES INC,KIN,-1.44,-1.54,2015-03-12,2015-03-12
49457710,KINDRED BIOSCIENCES INC,KIN,-0.25,-0.32,2016-08-08,2016-08-08
49457710,KINDRED BIOSCIENCES INC,KIN,-0.3,-0.33,2017-05-03,2017-05-03
49457710,KINDRED BIOSCIENCES INC,KIN,-0.29,-0.33,2017-08-07,2017-08-07
49457710,KINDRED BIOSCIENCES INC,KIN,-0.29,-0.33,2017-11-07,2017-11-07
49457710,KINDRED BIOSCIENCES INC,KIN,-1.23,-1.16,2018-03-01,2018-03-01
49457710,KINDRED BIOSCIENCES INC,KIN,-0.36,-0.38,2018-05-08,2018-05-08
49457710,KINDRED BIOSCIENCES INC,KIN,-0.39,-0.41,2018-08-09,2018-08-09
49457710,KINDRED BIOSCIENCES INC,KIN,-0.39,-0.38,2018-11-07,2018-11-07
49457710,KINDRED BIOSCIENCES INC,KIN,-1.6,-1.57,2019-03-06,2019-03-06
49457710,KINDRED BIOSCIENCES INC,KIN,-0.42,-0.41,2019-05-09,2019-05-09
49457710,KINDRED BIOSCIENCES INC,KIN,-0.37,-0.4,2019-08-01,2019-08-01
49457710,KINDRED BIOSCIENCES INC,KIN,-0.39,-0.38,2019-11-12,2019-11-12
49457710,KINDRED BIOSCIENCES INC,KIN,-1.59,-1.58,2020-03-16,2020-03-16
49457710,KINDRED BIOSCIENCES INC,KIN,-0.53,-0.44,2020-05-07,2020-05-07
49457710,KINDRED BIOSCIENCES INC,KIN,0.65,-0.34,2020-08-05,2020-08-05
49457710,KINDRED BIOSCIENCES INC,KIN,-0.31,-0.29,2020-11-09,2020-11-09
49457710,KINDRED BIOSCIENCES INC,KIN,-0.55,-0.58,2021-03-16,2021-03-16
49457710,KINDRED BIOSCIENCES INC,KIN,-0.24,-0.27,2021-05-11,2021-05-11
49458010,KINDRED HEALTHCARE INC,KND,0.45,0.4,2007-04-30,2007-04-30
49458010,KINDRED HEALTHCARE INC,KND,0.32,0.45,2007-08-08,2007-08-08
49458010,KINDRED HEALTHCARE INC,KND,1.52,1.41,2011-02-08,2011-02-08
02215L20,KINETIK HOLDINGS INC,ALTM,0.33,0.42,2020-11-05,2020-11-05
02215L20,KINETIK HOLDINGS INC,ALTM,0.36,0.93,2021-08-05,2021-08-05
02215L20,KINETIK HOLDINGS INC,ALTM,0.08,1.23,2021-11-05,2021-11-04
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.61,-1.27,2020-08-18,2020-08-18
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-0.8,-1.11,2020-11-18,2020-11-18
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-5.15,-3.74,2021-03-17,2021-03-17
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-0.98,-0.91,2021-05-18,2021-05-18
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.05,-0.93,2021-08-25,2021-08-25
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.5,-1.3,2021-11-24,2021-11-24
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-5.99,-5.74,2022-03-24,2022-03-24
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.85,-1.77,2022-06-08,2022-06-08
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.85,-1.78,2022-09-06,2022-09-06
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.99,-1.62,2022-11-23,2022-11-23
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.8,-1.58,2023-05-23,2023-05-23
49639K10,KINGSOFT CLOUD HOLDINGS LTD,KC,-1.33,-1.43,2023-08-22,2023-08-22
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,0.59,0.59,2014-08-12,2014-08-12
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,0.56,0.46,2014-11-06,2014-11-06
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,2.3,2.23,2015-02-12,2015-02-12
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,0.61,0.54,2015-05-14,2015-05-14
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,0.49,0.43,2015-08-13,2015-08-13
G5258J10,KING DIGITAL ENTERTAINMENT PLC,KING,0.45,0.37,2015-11-04,2015-11-04
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.61,-0.69,2021-08-03,2021-08-03
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.44,-0.64,2021-11-01,2021-11-01
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-2.3,-2.25,2022-02-22,2022-02-22
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.36,-0.5,2022-05-03,2022-05-03
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.29,-0.45,2022-08-03,2022-08-03
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,3.18,0.73,2022-11-01,2022-11-01
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,2.6,2.33,2023-02-28,2023-02-28
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.18,-0.22,2023-05-02,2023-05-02
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,0.21,-0.17,2023-07-25,2023-07-25
G5269C10,KINIKSA PHARMACEUTICALS LTD,KNSA,-0.2,-0.17,2023-10-31,2023-10-31
49720P50,KINTERA INC,KNTA,-0.34,-0.32,2008-03-13,2008-03-13
49720P50,KINTERA INC,KNTA,-0.11,-0.06,2008-05-07,2008-05-07
49726610,KIRBY CORP,KEX,0.36,0.36,2002-04-18,2002-04-18
49726610,KIRBY CORP,KEX,1.58,1.56,2003-01-30,2003-01-30
49726610,KIRBY CORP,KEX,0.28,0.28,2003-04-24,2003-04-24
49726610,KIRBY CORP,KEX,0.48,0.47,2003-07-24,2003-07-24
49726610,KIRBY CORP,KEX,0.46,0.46,2003-10-23,2003-10-23
49726610,KIRBY CORP,KEX,1.67,1.69,2004-01-29,2004-01-29
49726610,KIRBY CORP,KEX,1.13,1.12,2013-10-28,2013-10-28
49726610,KIRBY CORP,KEX,2.86,2.82,2019-01-31,2019-01-31
49726610,KIRBY CORP,KEX,0.74,0.67,2019-05-02,2019-05-02
49726610,KIRBY CORP,KEX,0.79,0.78,2019-07-25,2019-07-25
49726610,KIRBY CORP,KEX,0.8,0.74,2019-10-25,2019-10-25
49726610,KIRBY CORP,KEX,2.9,2.9,2020-01-30,2020-01-30
49726610,KIRBY CORP,KEX,0.59,0.42,2020-05-05,2020-05-05
49726610,KIRBY CORP,KEX,0.42,0.48,2020-07-30,2020-07-30
49726610,KIRBY CORP,KEX,0.46,0.36,2020-10-29,2020-10-29
49726610,KIRBY CORP,KEX,1.84,1.7,2021-01-28,2021-01-28
49726610,KIRBY CORP,KEX,0.17,0.14,2021-07-29,2021-07-29
49726610,KIRBY CORP,KEX,0.17,0.24,2021-10-28,2021-10-28
49726610,KIRBY CORP,KEX,0.56,0.54,2022-01-27,2022-01-27
49726610,KIRBY CORP,KEX,0.29,0.26,2022-04-28,2022-04-28
49726610,KIRBY CORP,KEX,0.47,0.45,2022-07-28,2022-07-28
49726610,KIRBY CORP,KEX,0.65,0.59,2022-10-24,2022-10-24
49726610,KIRBY CORP,KEX,2.03,2.08,2023-01-31,2023-01-31
49726610,KIRBY CORP,KEX,0.68,0.64,2023-04-27,2023-04-27
49726610,KIRBY CORP,KEX,0.95,0.86,2023-07-27,2023-07-27
49726610,KIRBY CORP,KEX,1.05,1.02,2023-10-26,2023-10-26
49749810,KIRKLAND'S INC,KIRK,-0.14,-0.14,2004-08-26,2004-08-26
49749810,KIRKLAND'S INC,KIRK,-0.14,-0.15,2004-12-03,2004-12-03
49749810,KIRKLAND'S INC,KIRK,0.35,0.34,2005-03-17,2005-03-17
49749810,KIRKLAND'S INC,KIRK,-0.09,-0.08,2005-05-19,2005-05-19
49749810,KIRKLAND'S INC,KIRK,-0.29,-0.31,2005-08-18,2005-08-18
49749810,KIRKLAND'S INC,KIRK,-0.13,-0.14,2005-11-18,2005-11-18
49749810,KIRKLAND'S INC,KIRK,0.01,0.0,2006-03-10,2006-03-10
49749810,KIRKLAND'S INC,KIRK,-0.16,-0.17,2006-05-19,2006-05-19
49749810,KIRKLAND'S INC,KIRK,-0.27,-0.29,2006-08-29,2006-08-29
49749810,KIRKLAND'S INC,KIRK,-0.13,-0.19,2006-11-17,2006-11-17
49749810,KIRKLAND'S INC,KIRK,0.02,0.03,2007-03-16,2007-03-16
49749810,KIRKLAND'S INC,KIRK,-0.38,-0.37,2007-06-01,2007-06-01
49749810,KIRKLAND'S INC,KIRK,-0.33,-0.38,2007-08-30,2007-08-30
49749810,KIRKLAND'S INC,KIRK,-0.55,-0.27,2007-11-30,2007-11-30
49749810,KIRKLAND'S INC,KIRK,-1.04,-1.0,2008-03-25,2008-03-25
49749810,KIRKLAND'S INC,KIRK,-0.13,-0.42,2008-05-30,2008-05-30
49749810,KIRKLAND'S INC,KIRK,-0.09,-0.17,2008-08-28,2008-08-28
49749810,KIRKLAND'S INC,KIRK,-0.07,-0.16,2008-11-21,2008-11-21
49749810,KIRKLAND'S INC,KIRK,0.3,0.23,2009-03-20,2009-03-20
49749810,KIRKLAND'S INC,KIRK,0.17,-0.09,2009-05-21,2009-05-21
49749810,KIRKLAND'S INC,KIRK,0.17,0.04,2009-08-26,2009-08-26
49749810,KIRKLAND'S INC,KIRK,0.27,0.08,2009-11-20,2009-11-20
49749810,KIRKLAND'S INC,KIRK,1.71,1.43,2010-03-12,2010-03-12
49749810,KIRKLAND'S INC,KIRK,0.32,0.13,2010-05-18,2010-05-18
49749810,KIRKLAND'S INC,KIRK,0.16,0.18,2010-08-20,2010-08-20
49749810,KIRKLAND'S INC,KIRK,0.11,0.12,2010-11-19,2010-11-19
49749810,KIRKLAND'S INC,KIRK,1.24,1.25,2011-03-10,2011-03-10
49749810,KIRKLAND'S INC,KIRK,0.15,0.13,2011-05-20,2011-05-20
49749810,KIRKLAND'S INC,KIRK,-0.02,0.02,2011-08-19,2011-08-19
49749810,KIRKLAND'S INC,KIRK,0.06,0.04,2011-11-18,2011-11-18
49749810,KIRKLAND'S INC,KIRK,0.91,0.91,2012-03-08,2012-03-08
49749810,KIRKLAND'S INC,KIRK,0.1,0.1,2012-05-18,2012-05-18
49749810,KIRKLAND'S INC,KIRK,-0.11,-0.08,2012-08-17,2012-08-17
49749810,KIRKLAND'S INC,KIRK,-0.02,-0.05,2012-11-20,2012-11-20
49749810,KIRKLAND'S INC,KIRK,0.77,0.7,2013-03-14,2013-03-14
49749810,KIRKLAND'S INC,KIRK,0.1,0.05,2013-05-23,2013-05-23
49749810,KIRKLAND'S INC,KIRK,-0.03,-0.11,2013-08-22,2013-08-22
49749810,KIRKLAND'S INC,KIRK,0.06,0.02,2013-11-21,2013-11-21
49749810,KIRKLAND'S INC,KIRK,0.82,0.81,2014-03-13,2014-03-13
49749810,KIRKLAND'S INC,KIRK,0.12,0.1,2014-05-22,2014-05-22
49749810,KIRKLAND'S INC,KIRK,-0.06,-0.04,2014-08-21,2014-08-21
49749810,KIRKLAND'S INC,KIRK,0.07,0.03,2014-11-20,2014-11-20
49749810,KIRKLAND'S INC,KIRK,1.0,0.99,2015-03-12,2015-03-12
49749810,KIRKLAND'S INC,KIRK,0.16,0.11,2015-05-21,2015-05-21
49749810,KIRKLAND'S INC,KIRK,-0.11,-0.11,2015-08-20,2015-08-20
49749810,KIRKLAND'S INC,KIRK,-0.04,0.04,2015-11-19,2015-11-19
49749810,KIRKLAND'S INC,KIRK,0.94,0.91,2016-03-11,2016-03-11
49749810,KIRKLAND'S INC,KIRK,0.06,0.1,2016-05-24,2016-05-24
49749810,KIRKLAND'S INC,KIRK,-0.22,-0.2,2016-08-23,2016-08-23
49749810,KIRKLAND'S INC,KIRK,-0.05,-0.11,2016-11-22,2016-11-22
49749810,KIRKLAND'S INC,KIRK,0.61,0.58,2017-03-10,2017-03-10
49749810,KIRKLAND'S INC,KIRK,-0.09,-0.05,2017-05-23,2017-05-23
49749810,KIRKLAND'S INC,KIRK,-0.24,-0.29,2017-08-22,2017-08-22
49749810,KIRKLAND'S INC,KIRK,-0.1,-0.09,2017-11-21,2017-11-21
49749810,KIRKLAND'S INC,KIRK,0.33,0.33,2018-03-16,2018-03-16
49749810,KIRKLAND'S INC,KIRK,-0.06,-0.09,2018-05-31,2018-05-31
49749810,KIRKLAND'S INC,KIRK,-0.43,-0.34,2018-08-30,2018-08-30
49749810,KIRKLAND'S INC,KIRK,-0.18,-0.14,2018-11-29,2018-11-29
49749810,KIRKLAND'S INC,KIRK,0.24,0.31,2019-03-15,2019-03-15
49749810,KIRKLAND'S INC,KIRK,-0.53,-0.38,2019-06-06,2019-06-06
49749810,KIRKLAND'S INC,KIRK,-1.05,-0.68,2019-09-05,2019-09-05
49749810,KIRKLAND'S INC,KIRK,-0.58,-0.43,2019-12-05,2019-12-05
49749810,KIRKLAND'S INC,KIRK,-3.79,-1.39,2020-03-13,2020-03-13
49749810,KIRKLAND'S INC,KIRK,-0.53,-0.52,2020-06-04,2020-06-04
49749810,KIRKLAND'S INC,KIRK,-0.66,-0.88,2020-09-03,2020-09-03
49749810,KIRKLAND'S INC,KIRK,0.82,-0.67,2020-12-03,2020-12-03
49749810,KIRKLAND'S INC,KIRK,1.09,0.85,2021-03-12,2021-03-12
49749810,KIRKLAND'S INC,KIRK,0.11,-0.01,2021-06-01,2021-06-01
49749810,KIRKLAND'S INC,KIRK,0.04,-0.1,2021-09-02,2021-09-02
49749810,KIRKLAND'S INC,KIRK,0.51,0.54,2021-12-02,2021-12-02
49749810,KIRKLAND'S INC,KIRK,1.51,1.31,2022-03-17,2022-03-17
49749810,KIRKLAND'S INC,KIRK,-0.63,-0.18,2022-05-31,2022-05-31
49749810,KIRKLAND'S INC,KIRK,-1.31,-0.85,2022-08-30,2022-08-30
49749810,KIRKLAND'S INC,KIRK,-0.38,-0.28,2022-12-02,2022-12-02
49749810,KIRKLAND'S INC,KIRK,-2.39,-2.29,2023-04-04,2023-04-04
49749810,KIRKLAND'S INC,KIRK,-0.85,-0.79,2023-06-08,2023-06-08
49749810,KIRKLAND'S INC,KIRK,-1.39,-1.11,2023-09-06,2023-09-06
49741E1X,KIRKLAND LAKE GOLD LTD,KL,0.53,0.48,2019-05-07,2019-05-07
49741E1X,KIRKLAND LAKE GOLD LTD,KL,0.84,0.75,2019-11-06,2019-11-06
49741E1X,KIRKLAND LAKE GOLD LTD,KL,2.74,2.66,2020-02-20,2020-02-20
49741E1X,KIRKLAND LAKE GOLD LTD,KL,0.7,0.76,2020-05-06,2020-05-06
49741E1X,KIRKLAND LAKE GOLD LTD,KL,0.79,0.73,2020-07-30,2020-07-30
49741E1X,KIRKLAND LAKE GOLD LTD,KL,0.91,0.92,2020-11-05,2020-11-05
49741E1X,KIRKLAND LAKE GOLD LTD,KL,3.41,3.4,2021-02-25,2021-02-25
49803L10,KITE PHARMA INC,KITE,-0.48,-0.4,2015-08-10,2015-08-10
49803L10,KITE PHARMA INC,KITE,-0.63,-0.56,2015-11-12,2015-11-12
49803L10,KITE PHARMA INC,KITE,-1.4,-2.19,2016-02-29,2016-02-29
49803L10,KITE PHARMA INC,KITE,-0.9,-0.96,2016-05-09,2016-05-09
49803L10,KITE PHARMA INC,KITE,-1.31,-1.22,2016-08-08,2016-08-08
49803L10,KITE PHARMA INC,KITE,-1.49,-1.68,2016-11-09,2016-11-09
49803L10,KITE PHARMA INC,KITE,-5.46,-5.49,2017-02-28,2017-02-28
49803L10,KITE PHARMA INC,KITE,-1.74,-1.77,2017-05-08,2017-05-08
49803L10,KITE PHARMA INC,KITE,-1.94,-1.97,2017-08-08,2017-08-08
49803T30,KITE REALTY GROUP TRUST,KRG,-0.2,0.01,2014-11-03,2014-11-03
48251W10,KKR & CO INC,KKR,0.6,0.59,2018-10-25,2018-10-25
48251W10,KKR & CO INC,KKR,1.93,1.87,2019-02-01,2019-02-01
48251W10,KKR & CO INC,KKR,0.38,0.37,2019-04-30,2019-04-30
48251W10,KKR & CO INC,KKR,0.39,0.34,2019-07-25,2019-07-25
48251W10,KKR & CO INC,KKR,0.46,0.41,2019-10-29,2019-10-29
48251W10,KKR & CO INC,KKR,1.67,1.64,2020-01-31,2020-01-31
48251W10,KKR & CO INC,KKR,0.42,0.42,2020-05-06,2020-05-06
48251W10,KKR & CO INC,KKR,0.39,0.36,2020-08-04,2020-08-04
48251W10,KKR & CO INC,KKR,0.48,0.4,2020-10-30,2020-10-30
48251W10,KKR & CO INC,KKR,0.75,0.63,2021-05-04,2021-05-04
48251W10,KKR & CO INC,KKR,1.05,0.86,2021-08-03,2021-08-03
48251W10,KKR & CO INC,KKR,1.05,0.92,2021-11-02,2021-11-02
48251W10,KKR & CO INC,KKR,4.44,4.02,2022-02-08,2022-02-08
48251W10,KKR & CO INC,KKR,1.1,0.98,2022-05-03,2022-05-03
48251W10,KKR & CO INC,KKR,0.95,0.94,2022-08-02,2022-08-02
48251W10,KKR & CO INC,KKR,0.92,0.85,2022-11-01,2022-11-01
48251W10,KKR & CO INC,KKR,3.9,3.85,2023-02-07,2023-02-07
48251W10,KKR & CO INC,KKR,0.81,0.74,2023-05-08,2023-05-08
48251W10,KKR & CO INC,KKR,0.73,0.72,2023-08-07,2023-08-07
48251W10,KKR & CO INC,KKR,0.88,0.82,2023-11-07,2023-11-07
48248M10,KKR & CO LP,KKR,0.43,0.46,2010-11-03,2010-11-03
48248M10,KKR & CO LP,KKR,2.83,2.55,2011-02-23,2011-02-23
48248M10,KKR & CO LP,KKR,0.96,0.48,2011-05-04,2011-05-04
48248M10,KKR & CO LP,KKR,0.36,0.44,2011-08-03,2011-08-03
