transcript_name,eps_name,confidence,transcript_filepath,eps_value
Reed Elsevier PLC,REED ELSEVIER N V,100.0,transcripts_by_company/Reed_Elsevier_plc_2003Q1.txt,2.2
Teck Resources Limited,TECK RESOURCES LTD,100.0,transcripts_by_company/Teck_Resources_Limited_2022Q3.txt,0.44
Speedway,INTERNATIONAL SPEEDWAY CORP,100.0,transcripts_by_company/Speedway_2011Q2.txt,0.35
Keyera,KALEYRA INC,76.92307692307692,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.19
Watson Wyatt,WATSON WYATT & CO HOLDINGS,100.0,transcripts_by_company/Watson_Wyatt_2005Q2.txt,3.42
Sherritt International,SHERRITT INTERNATIONAL CORP,100.0,transcripts_by_company/Sherritt_International_2023Q2.txt,0.08
ORC Software AB,CORP SOFTWARE,88.0,transcripts_by_company/Saba_2006Q1.txt,0.2
Assa Abloy,ASSA ABLOY AB,100.0,transcripts_by_company/Dassault_Systemes_2007Q2.txt,0.592
"Norbord, Inc.",NORBORD INC,100.0,transcripts_by_company/Norbord_Inc_2012Q1.txt,
SGL Carbon SE,SGL CARBON AG,100.0,transcripts_by_company/Apogee_Enterprises_2007Q4.txt,0.35
Assura Group Ltd.,ARTRA GROUP INC,78.26086956521739,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Steinway Musical,STEINWAY MUSICAL INSTRUMENTS INC,100.0,transcripts_by_company/Steinway_Musical_2009Q3.txt,-0.07
"MedAssets, Incorporated",MEDASSETS INC,100.0,transcripts_by_company/MedAssets_Incorporated_2009Q3.txt,0.17
Tata Steel Ltd.,NATL STEEL,80.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,1.04
UniCredit,UNICREDIT SPA,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
M.Video,VIMEO INC,72.72727272727272,transcripts_by_company/America_Movil_SA_de_CV_2007Q1.txt,-0.13
Myriad Pharmaceuticals,MYRIAD PHARMACEUTICALS INC,100.0,transcripts_by_company/Myriad_Pharmaceuticals_2009Q4.txt,-2.43
Idera Pharmaceuticals,IDERA PHARMACEUTICALS INC,100.0,transcripts_by_company/Idec_Pharmaceuticals_2002Q3.txt,-0.26
CalAmp Corp.,CALAMP CORP,100.0,transcripts_by_company/Calamp_Corp_2017Q3.txt,-0.16
Fortum,INFORUM INC,76.92307692307692,transcripts_by_company/Electronics_For_Imaging_2004Q1.txt,0.45
Courier Corp.,COURIER CORP,100.0,transcripts_by_company/Courier_Corp_2006Q2.txt,0.14
Bezeq The Israel Telecommunication Corp.,BEZEQ ISRAELI TELECOMMUNICATION,98.36065573770492,transcripts_by_company/Bezeq_The_Israel_Telecommunication_Corp_2014Q1.txt,
Sauer-Danfoss Inc.,SAUER-DANFOSS INC,100.0,transcripts_by_company/Sauer-Danfoss_Inc_2004Q3.txt,-0.64
SUPERIOR PLUS CORP,SUPERIOR OIL,80.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.75
Nyah Resources Corp.,ARCH RESOURCES INC,85.71428571428571,transcripts_by_company/FedEx_Corp_2006Q2.txt,-3.21
Clearwater Paper Corporation,CLEARWATER PAPER CORP,100.0,transcripts_by_company/Clearwater_Paper_Corporation_2023Q4.txt,1.52
Denbury Resources Inc.,DENBURY INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.88
"Global Industries, Ltd.","GLOBAL INDUSTRIES, LTD.",100.0,transcripts_by_company/Global_Industries_Ltd_2010Q1.txt,0.4
"Trustmark Corporation, Inc.",TRUSTMARK CORP,100.0,transcripts_by_company/Trustmark_Corporation_Inc_2009Q3.txt,0.23
AspenTech,SENESTECH INC,77.77777777777777,transcripts_by_company/Tetra_Tech_2007Q2.txt,-0.34
Rexam Plc,REXHAM CORP,90.9090909090909,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
Clorox Corp.,CLOROX CO,100.0,transcripts_by_company/Clorox_Corp_2009Q3.txt,3.81
"Lender Processing Services, Inc.",LENDER PROCESSING SERVICES INC,100.0,transcripts_by_company/Lender_Processing_Services_Inc_2022Q2.txt,0.83
Boardwalk Pipeline Partners,BOARDWALK PIPELINE PARTNERS LP,100.0,transcripts_by_company/Boardwalk_Pipeline_Partners_2009Q3.txt,0.12
"Olympic Steel, Inc.","OLYMPIC STEEL, INC.",100.0,transcripts_by_company/Olympic_Steel_Inc_2007Q2.txt,-3.11
"Forestar Group, Inc.",FORESTAR GROUP INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Zhone,DASAN ZHONE SOLUTIONS INC,100.0,transcripts_by_company/Capital_One_2007Q1.txt,-0.01
Informatica Corp.,INFORMATICA CORP,100.0,transcripts_by_company/Informatica_Corp_2011Q3.txt,0.19
"TSYS, Inc.",ETSY INC,75.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.07
TNT,TNT EXPRESS NV,100.0,transcripts_by_company/Steak_N_Shake_Company_2005Q4.txt,
"Peregrine Pharmaceuticals, Inc.",PEREGRINE PHARMACEUTICAL,97.95918367346938,transcripts_by_company/Peregrine_Pharmaceuticals_Inc_2009Q3.txt,-0.07
Aaron's Inc.,AARON'S COMPANY INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,3.02
Standard Register Company,STANDARD REGISTER CO,100.0,transcripts_by_company/Standard_Register_Company_2006Q2.txt,0.11
"MMR Information Systems, Inc.",CAMELOT INFORMATION SYSTEMS INC,90.47619047619048,transcripts_by_company/MMR_Information_Systems_Inc_2010Q4.txt,0.23
RIOCAN REIT,CRITERION GROUP,70.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.13
Mead Johnson Nutrition Company,JOHNSON  JOHNSON,100.0,transcripts_by_company/Mead_Johnson_Nutrition_Company_2017Q1.txt,1.15
"comScore, Inc.",COMSCORE INC,100.0,transcripts_by_company/Comscore_Inc_2020Q4.txt,0.04
Legacy Bancorp Inc.,LEGACY BANCORP INC,100.0,transcripts_by_company/Legacy_Bancorp_Inc_2009Q3.txt,-0.19
CE Franklin Ltd.,CE FRANKLIN LTD,100.0,transcripts_by_company/CE_Franklin_Ltd_2012Q2.txt,0.03
Trinity Mirror Plc,TRINITY INDS INC,73.6842105263158,transcripts_by_company/Trinity_Mirror_Plc_2012Q1.txt,0.43
Lonza Group Limited,LONZA GROUP AG,100.0,transcripts_by_company/Lonza_Group_Limited_2015Q3.txt,
Royal Dutch Telecom,TELECOM CP,82.35294117647058,transcripts_by_company/Journal_Register_Co_2002Q2.txt,0.01
TelecityGroup Plc,TELEGROUP INC,81.81818181818181,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.62
"Antena 3 de Television, S.A.",LIN TELEVISION,83.33333333333333,transcripts_by_company/Antena_3_de_Television_SA_2009Q3.txt,0.04
Jardine Lloyd Thompson Group plc,THOMPSON MED INC,80.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.42
Acme Packet Inc.,ACME PACKET INC,100.0,transcripts_by_company/Acme_Packet_Inc_2009Q4.txt,0.07
"Fidelity National Information Services, Inc.",FIDELITY NATIONAL CORPORATION,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.1
Euler Hermes,FEDERATED HERMES INC,71.42857142857143,transcripts_by_company/Toys_R_Us_2004Q2.txt,0.52
Gibraltar Industries,GIBRALTAR INDUSTRIES INC,100.0,transcripts_by_company/GIbraltar_Industries_2005Q4.txt,-0.02
Coca-Cola Hellenic Bottling Company S.A.,COCA-COLA HBC,81.81818181818181,transcripts_by_company/Coca-Cola_Hellenic_Bottling_Company_SA_2013Q2.txt,
Waste Services Inc.,AMERICAN WASTE SERVICES INCO,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.01
iCAD Inc.,ICAD INC,100.0,transcripts_by_company/iCAD_Inc_2006Q2.txt,-0.03
SouthWest Water Company,SOUTHWEST WATER COMPANY,100.0,transcripts_by_company/SouthWest_Water_Company_2010Q2.txt,-0.02
Ramtron,RAMTRON INTERNATIONAL CORPORATIO,100.0,transcripts_by_company/On_Assignment_2007Q3.txt,-0.03
"Under Armour, Inc",UNDER ARMOUR INC,100.0,transcripts_by_company/Under_Armour_Inc_2013Q3.txt,0.03
ManTech International Corp.,MANTECH INTERNATIONAL CORP,100.0,transcripts_by_company/ManTech_International_Corp_2009Q3.txt,0.8
Shenandoah Telecommunications Company,SHENANDOAH TELECOMMUNICATIONS CO,100.0,transcripts_by_company/Shenandoah_Telecommunications_Company_CurrentQ4.txt,0.29
Intevac Inc.,INTEVAC INC,100.0,transcripts_by_company/Intevac_Inc_2007Q1.txt,-0.2
OCEANAGOLD CORP,OCEANAGOLD CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.01
Silicom Ltd.,SILICOM LIMITED,100.0,transcripts_by_company/Silicom_Ltd_2022Q2.txt,0.04
Hochschild Mining,AZCO MINING INC,70.58823529411765,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.01
Office Depot Inc.,OFFICE DEPOT INC,100.0,transcripts_by_company/Office_Depot_Inc_2006Q1.txt,-0.22
EXCO Resources,EXCO RESOURCES INC,100.0,transcripts_by_company/WPS_Resources_2007Q1.txt,0.33
Centerra Gold Inc.,CENTERRA GOLD INC,100.0,transcripts_by_company/Centerra_Gold_Inc_2007Q1.txt,-0.14
Moody's Corp.,MOODY'S CORP,100.0,transcripts_by_company/Moodys_Corp_2006Q4.txt,0.43
Esai,EISAI LTD,88.88888888888889,transcripts_by_company/Esai_2009Q3.txt,
Outotec Oyj,OUTOTEC OYJ,100.0,transcripts_by_company/Outotec_Oyj_2020Q2.txt,
Vernalis Plc,VENAXIS INC,80.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,-1.84
Diana Shipping Inc,DIANA CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.33
"Grupo Bimbo, S.A.B. de C.V.",GRUPO SIMEC SAB DE CV,85.71428571428571,transcripts_by_company/Grupo_Bimbo_SAB_de_CV_2020Q3.txt,
Atwood Oceanics Inc.,ATWOOD OCEANICS INCORPORATED,100.0,transcripts_by_company/Atwood_Oceanics_Inc_2005Q4.txt,1.05
"VirtualScopics, Inc.",VIRTUALSCOPICS INC,100.0,transcripts_by_company/VirtualScopics_Inc_2012Q2.txt,-0.02
Brit Insurance Holdings PLC,SEABRIGHT INSURANCE HOLDINGS INC,90.19607843137254,transcripts_by_company/Brit_Insurance_Holdings_PLC_2006Q1.txt,0.2
Lazard Ltd,LAZARD INC,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.66
"Grand Canyon Education, Inc",GRAND CANYON EDUCATION INC,100.0,transcripts_by_company/Grand_Canyon_Education_Inc_2009Q3.txt,0.13
"Transatlantic Holdings, Inc.",TRANSATLANTIC HLDGS INC,92.6829268292683,transcripts_by_company/Transatlantic_Holdings_Inc_2011Q3.txt,1.93
USIMINAS,USIMINAS PNA,100.0,transcripts_by_company/USIMINAS_2010Q2.txt,
"Trican Well Service, Ltd.",SERVICE RES CORP,77.77777777777777,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,-0.06
Broadview Security,RSA SECURITY,80.0,transcripts_by_company/RSA_Security_2006Q3.txt,0.14
Energy Recovery Inc,ENERGY RECOVERY INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.0
Changyou.com,CHANGYOU.COM LTD,100.0,transcripts_by_company/Changyoucom_2009Q3.txt,0.66
Experian Group,EXPERIAN GROUP,100.0,transcripts_by_company/Experian_Group_2009Q4.txt,
"Comverge, Inc",COMVERGE INC,100.0,transcripts_by_company/Comverge_Inc_2009Q3.txt,-0.43
Compellent,COMPELLENT TECHNOLOGIES INC,100.0,transcripts_by_company/Compellent_2009Q3.txt,0.05
"TJX Companies, Inc.",TJX COMPANIES INC,100.0,transcripts_by_company/TJX_Companies_Inc_2011Q2.txt,0.61
SolarWinds Inc.,SOLARWINDS CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.6
Support.com,SUPPORT.COM INC,100.0,transcripts_by_company/supportcom_2015Q1.txt,-0.09
PROS HOLDINGS INC,PROS HOLDINGS INC,100.0,transcripts_by_company/PROS_Holdings_Inc_2023Q3.txt,0.1
Sun Hydraulics Corporation,SUN HYDRAULICS CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.03
General Motors Corp.,DESARROLLO (GM),100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,
"Synchronoss Technologies, Inc",SYNCHRONOSS TECHNOLOGIES INC,100.0,transcripts_by_company/Synchronoss_Technologies_Inc_2009Q3.txt,0.12
Hanesbrands,HANESBRANDS INC,100.0,transcripts_by_company/HanesBrands_2014Q2.txt,0.42
"Tempur-Pedic, International, Inc.",TEMPUR-PEDIC INTERNATIONAL,100.0,transcripts_by_company/Tempur-Pedic_International_Inc_2009Q3.txt,0.22
Actions Semiconductor Company Ltd.,ACTIONS SEMICONDUCTOR CO LTD,93.33333333333331,transcripts_by_company/Actions_Semiconductor_Company_Ltd_2009Q4.txt,0.0
"ClickSoftware Technologies, Inc.",CLICKSOFTWARE TECHNOLOGIES,100.0,transcripts_by_company/ClickSoftware_Technologies_Inc_2009Q3.txt,0.1
AudioCodes Ltd,AUDIOCODES LTD,100.0,transcripts_by_company/Audiocodes_Ltd_2015Q4.txt,0.02
Virtual Radiologic,VIRTUAL RADIOLOGIC CORP,100.0,transcripts_by_company/Virtual_Radiologic_2009Q3.txt,0.21
Marfin Popular Bank Ltd,POPULAR INC,100.0,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,0.72
Calamos,CALAMOS ASSET MANAGEMENT INC,100.0,transcripts_by_company/Calamos_2009Q3.txt,0.09
Mullen Group Ltd.,AMERN GROUP LTD,78.26086956521739,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.36
Nanometrics Incorporated,NANOMETRICS INC,100.0,transcripts_by_company/Nanometrics_Incorporated_2007Q1.txt,-0.25
Woodward Governor,WOODWARD GOVERNOR CO,100.0,transcripts_by_company/Woodward_Governor_2003Q2.txt,0.41
"BCE, Inc",BCE INC,100.0,transcripts_by_company/BCE_Inc_2007Q3.txt,0.58
BMP Sunstone,BMP SUNSTONE CORP,100.0,transcripts_by_company/BMP_Sunstone_2009Q3.txt,-0.04
"Life Partners Holdings, Inc.",LIFE PARTNERS HOLDINGS INC,100.0,transcripts_by_company/Life_Partners_Holdings_Inc_2009Q3.txt,0.5
Arch Chemicals,ARCH CHEMICALS INC,100.0,transcripts_by_company/Arch_Chemicals_2007Q1.txt,1.18
BlackRock Kelso,BLACKROCK INC,100.0,transcripts_by_company/BlackRock_Kelso_2012Q1.txt,1.75
Provident Bancorp,PROVIDENT BANCORP INC (MARYLAND),100.0,transcripts_by_company/Provident_Bancorp_2010Q3.txt,0.6
Fletcher Building,FLETCHER BUILDING LTD (NZ),100.0,transcripts_by_company/Fletcher_Building_2016Q3.txt,
IG Group Holdings,ICG GROUP INC,94.11764705882354,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.08
PSA Peugeot Citroen SA,PEUGEOT SA,100.0,transcripts_by_company/Saba_2006Q1.txt,-2.22
"Brink's Home Security Holdings, Inc.",BRINKS CO,100.0,transcripts_by_company/Brinks_Home_Security_Holdings_Inc_2009Q3.txt,0.34
ALPHATEC HOLDINGS INC,ALPHATEC HOLDINGS INC,100.0,transcripts_by_company/ALPHATEC_HOLDINGS_INC_2010Q4.txt,-0.13
"Benchmark Electronics, Inc.",BENCHMARK ELECTRONICS INC,100.0,transcripts_by_company/Benchmark_Electronics_Inc_2006Q3.txt,0.19
Sensient Technologies Corp.,SENSIENT TECHNOLOGIES CORP,100.0,transcripts_by_company/Sensient_Technologies_Corp_2010Q3.txt,0.53
"Internet Brands, Inc.",INTERNET BRANDS INC,100.0,transcripts_by_company/Internet_Brands_Inc_2010Q2.txt,0.06
Idenix Pharmaceuticals Inc.,IDENIX PHARMACEUTICALS INC,100.0,transcripts_by_company/Idenix_Pharmaceuticals_Inc_2012Q1.txt,-0.28
Transcend Services Inc.,TRANSCEND SERVICES INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.6
"Walter Energy, Inc.",WALTER ENERGY INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.21
"ORMAT Technologies, Inc.",ORMAT TECHNOLOGIES INC,100.0,transcripts_by_company/Ormat_Technologies_inc_2015Q3.txt,0.35
Voltaire Ltd,VOLTAIRE LTD,100.0,transcripts_by_company/Voltaire_Ltd_2023Q4.txt,-0.11
Investment AB Kinnevik,GSC INVESTMENT CORP,83.33333333333333,transcripts_by_company/Saba_2006Q1.txt,0.31
STAAR Surgical Company,STAAR SURGICAL C,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,0.09
Infinity Property &amp; Casualty Corp,INFINITY PROPERTY AND CASUALTY C,96.29629629629628,transcripts_by_company/Infinity_Property_and_Casualty_Corp_2003Q3.txt,1.18
Hayground Cove Asset Management,ARES MANAGEMENT CORP,80.0,transcripts_by_company/Right_Management_Consultants_Inc_2003Q3.txt,1.42
Repligen,REPLIGEN CORP,100.0,transcripts_by_company/Repligen_2006Q4.txt,-0.04
Fortune Industries,IE INDUSTRIES,86.95652173913044,transcripts_by_company/Electro_Scientific_Industries_Inc_2007Q3.txt,0.09
Cookson Group plc,CRONOS GROUP INC,80.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.11
Federal Signal Corp.,FEDERAL CO,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,
Symyx Technologies Inc.,SYMYX TECHNOLOGIES INC,100.0,transcripts_by_company/Symyx_Technologies_Inc_2010Q1.txt,0.03
Grupo Pao de Acucar,PAO DE ACUCAR,100.0,transcripts_by_company/Grupo_Pao_de_Acucar_2012Q1.txt,0.57
"Cascades, Inc.",CASCADE CORP,93.33333333333331,transcripts_by_company/Cascades_Inc_2005Q4.txt,-1.14
Rewards Network Inc.,IDINE REWARDS NETWORK INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.17
Synthetic Genomics Inc.,10X GENOMICS INC,80.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.8
NetApp Inc.,NETAPP INC,100.0,transcripts_by_company/NetApp_Inc_2017Q1.txt,0.22
Great Lakes Dredge &amp; Dock Company,GREAT LAKES DREDGE & DOCK CORP,100.0,transcripts_by_company/Great_Lakes_Dredge_and_Dock_Company_2014Q4.txt,0.13
Banco Santander SA,BANCO SANTANDER BRASIL SA,100.0,transcripts_by_company/Banco_Santander_SA_2016Q1.txt,1.45
"Endesa, S.A.",ENDESA (CHILE),100.0,transcripts_by_company/A_Schulman_2007Q2.txt,1.28
Endeavour International,ENDEAVOUR INTERNATIONAL CORP,100.0,transcripts_by_company/Endeavour_International_2006Q2.txt,-0.06
UPM,J.P. MORGAN,66.66666666666666,transcripts_by_company/UPM_2009Q3.txt,2.77
HSBC Holdings plc,HSBC HOLDINGS,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
UGI,UGI CORP,100.0,transcripts_by_company/UGI_2007Q3.txt,0.06
inVentive,INVENTIVA SA,88.88888888888889,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-1.27
"Concur Technologies, Inc.",CONCUR TECHNOLOGIES INC,100.0,transcripts_by_company/Concur_Technologies_Inc_2006Q4.txt,0.2
Regency GP LLC,REGENCY BANCSHAR,82.35294117647058,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.63
"United Parcel Service, Inc.",UNITED PARCEL SERVICE INC,100.0,transcripts_by_company/United_Parcel_Service_Inc_2017Q4.txt,0.49
Rosetta Stone Inc.,ROSETTA STONE INC,100.0,transcripts_by_company/Rosetta_Stone_Inc_2019Q3.txt,0.2
"Primedia, Inc.",PRIMEDIA INC,100.0,transcripts_by_company/Primedia_Inc_2005Q2.txt,-0.25
Rediff.com,REDIFF.COM INDIA LIMITED ADR,100.0,transcripts_by_company/Rediffcom_2007Q1.txt,-0.05
"Openwave Systems, Inc",OPENWAVE SYSTEM INC,96.7741935483871,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.23
"Autobytel, Inc.",AUTOBYTEL INC,100.0,transcripts_by_company/Autobytel_Inc_2006Q4.txt,-0.03
CINEPLEX GALAXY INCOME FD,CINEPLEX CORP,100.0,transcripts_by_company/The_Mony_Group_Inc_2002Q4.txt,-0.09
Gladstone Commercial,GLADSTONE COMMERCIAL CORP,100.0,transcripts_by_company/Gladstone_Commercial_2009Q3.txt,0.01
"Franklin Resources, Inc.",FRANKLIN RESOURCES INC,100.0,transcripts_by_company/Franklin_Resources_Inc_CurrentQ4.txt,1.29
European Aeronautic Defense and Space Company EADS N.V.,GEN DEFENSE,77.77777777777777,transcripts_by_company/WD-40_Company_2007Q3.txt,
Uni-Select Inc.,I-SECTOR CORPORATION,66.66666666666666,transcripts_by_company/Uni-Select_Inc_2004Q4.txt,-0.3
"TransAct Technologies, Incorporated",TRANSACT TECHNOLOGIES INC,100.0,transcripts_by_company/TransAct_Technologies_Incorporated_2009Q3.txt,0.07
Scholastic Corp.,SCHOLASTIC CORP,100.0,transcripts_by_company/Scholastic_Corp_2005Q3.txt,1.24
21st Century Holding Co.,21ST CENTURY HOLDING COMPANY,100.0,transcripts_by_company/21st_Century_Holding_Co_2009Q3.txt,0.1
Flowserve Corp.,FLOWSERVE CORP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.65
"Symmetry Medical, Inc.",SYMMETRY MEDICAL INC,100.0,transcripts_by_company/Symmetry_Medical_Inc_2012Q3.txt,0.25
"Terremark Worldwide, Inc",TERREMARK WORLDWIDE INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.28
"3D Systems, Inc.",3-D SYSTEMS INC,95.23809523809524,transcripts_by_company/3D_systems_Inc_2009Q4.txt,0.05
Omnicell,OMNICELL INC,100.0,transcripts_by_company/Omnicell_2006Q1.txt,0.1
Hexion Specialty Chemicals Inc.,HEXION SPECIALTY CHEMICALS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
BigBank Networks,BIGBAND NETWORKS INC,93.75,transcripts_by_company/BigBank_Networks_2009Q3.txt,0.09
"Cliffs Natural Resources, Inc.",CLIFFS NATURAL RESOURCES INC,100.0,transcripts_by_company/Cliffs_Natural_Resources_Inc_2015Q3.txt,-0.08
Eutelsat Communications,EUTELSAT COMMUNICATIONS SA,100.0,transcripts_by_company/Eutelsat_Communications_2015Q2.txt,
"Luna Innovations, Incorporated",LUNA INNOVATIONS INC,100.0,transcripts_by_company/Luna_Innovations_Incorporated_2009Q3.txt,-0.21
Multimedia Games Inc.,MULTIMEDIA GAMES HOLDING CO INC,100.0,transcripts_by_company/Multimedia_Games_Inc_2006Q3.txt,-0.04
Daily Mail &amp; General Trust Plc,GENERAL RE CORP,82.35294117647058,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,2.92
"Calumet Specialty Products Partners, LP",CALUMET INC,100.0,transcripts_by_company/Standard_Motor_Products_2007Q2.txt,-1.18
Grupo Modelo SAB de CV,GRUPO MODELO SA,100.0,transcripts_by_company/Grupo_Modelo_SAB_de_CV_2009Q3.txt,
Vicor Company,VICOR CORP,100.0,transcripts_by_company/Vicor_Company_2009Q3.txt,0.03
"Alaska Communications Systems Group, Inc",COMMUNICATIONS SYSTEMS INC,100.0,transcripts_by_company/Alaska_Communications_Systems_Group_Inc_2011Q4.txt,0.21
Assisted Living Concepts,ASSISTED LIVING CONCEPTS INC,100.0,transcripts_by_company/Martha_Stewart_Living_Omnimedia_2007Q2.txt,
First Place Financial Corp,FIRST FINANCIAL CORP,100.0,transcripts_by_company/First_Place_Financial_Corp_2009Q3.txt,0.35
American Ecology Corporation,AMERICAN ECOLOGY CORPORATION,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.1
"CEC Entertainment, Inc.",CEC ENTERTAINMENT INC.,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.39
"Williams Controls, Inc.",WILLIAMS CONTROLS INCORPORATED,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.32
Peter Hambro Mining PLC,PETER HAMBRO MINING PLC,100.0,transcripts_by_company/Peter_Hambro_Mining_PLC_2009Q3.txt,
TPG-Axon Capital,SAXON CAPITAL INC,82.75862068965517,transcripts_by_company/Capital_One_2007Q1.txt,0.56
DBS Group Holdings Limited,DBS GROUP HOLDINGS (ADR),100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.66
Banco Latinoamericano de Exportaciones SA,BANCO LATINOAMERICANO DE EXP,92.3076923076923,transcripts_by_company/Banco_Latinoamericano_de_Exportaciones_SA_2009Q4.txt,0.29
Thales SA,THALES (EX THOMSON-CSF),100.0,transcripts_by_company/Saba_2006Q1.txt,
Banco Bradesco,BANCO BRADESCO S/A,100.0,transcripts_by_company/Banco_Bradesco_2009Q3.txt,0.35
"Speedway Motorsports, Inc.",SPEEDWAY MOTORSPORTS,100.0,transcripts_by_company/Speedway_Motorsports_Inc_2019Q3.txt,0.82
Saab,ESAB CORP,75.0,transcripts_by_company/Tele_Celular_Sul_Participacoes_SA_2002Q4.txt,1.08
MDC Partners,MDC CORPORATION,100.0,transcripts_by_company/MDC_Partners_2004Q1.txt,0.35
Nexstar Broadcasting Grp,NEXSTAR BROADCASTING GROUP INC.,96.0,transcripts_by_company/Nexstar_Broadcasting_Grp_2009Q3.txt,-0.04
M-real,REALD INC,72.72727272727272,transcripts_by_company/M-real_2010Q4.txt,-0.12
DiamondRock Hospitality Co.,DIAMONDROCK HOSPITALITY CO,100.0,transcripts_by_company/Diamondrock_Hospitality_Co_2013Q1.txt,0.02
