Cusip,Company_Name,Ticker,anndats,transcript_date,actual_eps,forecast_eps
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2021-05-05,2021-05-05,-0.5,-0.47
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2021-08-04,2021-08-04,-0.35,-0.45
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2021-11-03,2021-11-03,-0.58,-0.39
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2022-03-03,2022-03-03,-0.59,-2.0
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2022-05-04,2022-05-04,-0.56,-0.59
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2022-08-03,2022-08-03,-0.52,-0.52
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2022-11-02,2022-11-02,-0.49,-0.7
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2023-03-02,2023-03-02,-1.16,-2.19
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2023-05-03,2023-05-03,-0.56,-0.65
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2023-08-02,2023-08-02,-0.61,0.31
30233G20,EYEPOINT PHARMACEUTICALS INC,EYPT,2023-11-01,2023-11-01,-0.33,-0.45
30234E10,EYENOVIA INC,EYEN,2018-05-09,2018-05-09,-0.45,-0.38
30234E10,EYENOVIA INC,EYEN,2018-08-14,2018-08-14,-0.33,-0.42
30234E10,EYENOVIA INC,EYEN,2018-11-13,2018-11-13,-0.43,-0.45
30234E10,EYENOVIA INC,EYEN,2019-03-27,2019-03-27,-0.6,-1.65
30234E10,EYENOVIA INC,EYEN,2019-05-14,2019-05-14,-0.5,-0.39
30234E10,EYENOVIA INC,EYEN,2019-08-12,2019-08-12,-0.44,-0.42
30234E10,EYENOVIA INC,EYEN,2019-11-13,2019-11-13,-0.29,-0.34
30234E10,EYENOVIA INC,EYEN,2020-03-25,2020-03-25,-0.31,-1.51
30234E10,EYENOVIA INC,EYEN,2020-05-13,2020-05-13,-0.31,-0.34
30234E10,EYENOVIA INC,EYEN,2020-08-12,2020-08-12,-0.25,-0.26
30234E10,EYENOVIA INC,EYEN,2020-11-10,2020-11-10,-0.23,-0.25
30234E10,EYENOVIA INC,EYEN,2021-03-25,2021-03-25,-0.17,-0.99
30234E10,EYENOVIA INC,EYEN,2021-05-12,2021-05-12,-0.21,-0.22
30234E10,EYENOVIA INC,EYEN,2021-08-11,2021-08-11,-0.19,-0.23
30234E10,EYENOVIA INC,EYEN,2022-03-28,2022-03-28,0.1,-0.85
30234E10,EYENOVIA INC,EYEN,2022-05-12,2022-05-12,-0.24,-0.23
30234E10,EYENOVIA INC,EYEN,2022-08-10,2022-08-10,-0.22,-0.22
30234E10,EYENOVIA INC,EYEN,2022-11-10,2022-11-10,-0.21,-0.2
30234E10,EYENOVIA INC,EYEN,2023-03-30,2023-03-30,-0.17,-0.88
30234E10,EYENOVIA INC,EYEN,2023-05-11,2023-05-11,-0.15,-0.18
30234E10,EYENOVIA INC,EYEN,2023-08-10,2023-08-10,-0.16,-0.17
30241L10,FEI CO,FEIC,2002-07-30,2002-07-30,0.17,0.15
30241L10,FEI CO,FEIC,2003-01-28,2003-01-28,0.08,0.53
30241L10,FEI CO,FEIC,2003-07-29,2003-07-29,0.12,0.08
30241L10,FEI CO,FEIC,2004-02-04,2004-02-04,0.1,0.4
30241L10,FEI CO,FEIC,2004-04-28,2004-04-28,0.09,0.09
30241L10,FEI CO,FEIC,2004-07-28,2004-07-28,0.13,0.13
30241L10,FEI CO,FEIC,2004-10-27,2004-10-27,0.12,0.15
30241L10,FEI CO,FEIC,2005-02-02,2005-02-02,0.25,0.53
30241L10,FEI CO,FEIC,2005-04-27,2005-04-27,0.11,0.13
30241L10,FEI CO,FEIC,2005-08-03,2005-08-03,-0.02,0.09
30241L10,FEI CO,FEIC,2005-10-25,2005-10-25,-0.01,0.0
30241L10,FEI CO,FEIC,2006-02-07,2006-02-07,-0.12,0.11
30241L10,FEI CO,FEIC,2006-05-03,2006-05-03,-0.15,0.04
30241L10,FEI CO,FEIC,2006-08-02,2006-08-02,0.11,0.13
30241L10,FEI CO,FEIC,2006-11-01,2006-11-01,0.17,0.13
30241L10,FEI CO,FEIC,2007-02-06,2007-02-06,0.3,0.34
30241L10,FEI CO,FEIC,2007-04-30,2007-04-30,0.36,0.3
30241L10,FEI CO,FEIC,2007-07-31,2007-07-31,0.33,0.34
30241L10,FEI CO,FEIC,2007-10-30,2007-10-30,0.31,0.28
30241L10,FEI CO,FEIC,2008-02-04,2008-02-04,0.4,1.26
30241L10,FEI CO,FEIC,2008-04-29,2008-04-29,0.2,0.22
30241L10,FEI CO,FEIC,2008-07-29,2008-07-29,0.17,0.15
30241L10,FEI CO,FEIC,2008-10-28,2008-10-28,0.14,0.12
30241L10,FEI CO,FEIC,2009-02-05,2009-02-05,0.22,0.67
30241L10,FEI CO,FEIC,2009-05-05,2009-05-05,0.19,0.15
30241L10,FEI CO,FEIC,2009-08-05,2009-08-05,0.12,0.14
30241L10,FEI CO,FEIC,2009-11-03,2009-11-03,0.17,0.11
30241L10,FEI CO,FEIC,2010-02-03,2010-02-03,0.19,0.7
30241L10,FEI CO,FEIC,2010-05-04,2010-05-04,0.18,0.2
30241L10,FEI CO,FEIC,2010-08-05,2010-08-05,0.22,0.19
30241L10,FEI CO,FEIC,2010-11-02,2010-11-02,0.31,0.26
30241L10,FEI CO,FEIC,2011-02-03,2011-02-03,0.53,1.09
30241L10,FEI CO,FEIC,2011-05-03,2011-05-03,0.54,0.46
30241L10,FEI CO,FEIC,2011-08-02,2011-08-02,0.63,0.6
30241L10,FEI CO,FEIC,2011-10-27,2011-10-27,0.63,0.56
30241L10,FEI CO,FEIC,2012-02-08,2012-02-08,0.63,2.43
30241L10,FEI CO,FEIC,2012-05-01,2012-05-01,0.63,0.63
30241L10,FEI CO,FEIC,2012-08-02,2012-08-02,0.74,0.67
30241L10,FEI CO,FEIC,2012-10-30,2012-10-30,0.71,0.66
30241L10,FEI CO,FEIC,2013-02-06,2013-02-06,0.72,2.77
30241L10,FEI CO,FEIC,2013-04-30,2013-04-30,0.65,0.64
30241L10,FEI CO,FEIC,2013-08-01,2013-08-01,0.72,0.67
30241L10,FEI CO,FEIC,2013-10-29,2013-10-29,0.67,0.67
30241L10,FEI CO,FEIC,2014-02-05,2014-02-05,0.97,2.96
30241L10,FEI CO,FEIC,2014-04-29,2014-04-29,0.59,0.66
30241L10,FEI CO,FEIC,2014-07-30,2014-07-30,0.66,0.65
30241L10,FEI CO,FEIC,2014-10-28,2014-10-28,0.69,0.68
30241L10,FEI CO,FEIC,2015-02-04,2015-02-04,0.98,3.0
30241L10,FEI CO,FEIC,2015-04-28,2015-04-28,0.66,0.6
30241L10,FEI CO,FEIC,2015-07-30,2015-07-30,0.89,0.77
30241L10,FEI CO,FEIC,2015-10-27,2015-10-27,0.68,0.75
30241L10,FEI CO,FEIC,2016-02-02,2016-02-02,1.24,3.34
30241L10,FEI CO,FEIC,2016-05-04,2016-05-04,0.56,0.55
30244510,FLIR SYSTEMS INC,FLIR,2020-08-06,2020-08-06,0.64,0.5
30244510,FLIR SYSTEMS INC,FLIR,2020-10-30,2020-10-30,0.64,0.55
30249130,FMC CORP,FMC,2015-05-11,2015-05-11,0.62,0.73
30249210,FLYWIRE CORP,FLYW,2021-11-09,2021-11-09,0.08,0.0
30249210,FLYWIRE CORP,FLYW,2022-03-02,2022-03-02,-0.11,-0.09
30249210,FLYWIRE CORP,FLYW,2022-05-10,2022-05-10,-0.1,0.01
30249210,FLYWIRE CORP,FLYW,2022-08-09,2022-08-09,-0.22,-0.13
30249210,FLYWIRE CORP,FLYW,2022-11-08,2022-11-08,-0.04,0.07
30249210,FLYWIRE CORP,FLYW,2023-02-28,2023-02-28,-0.01,-0.47
30249210,FLYWIRE CORP,FLYW,2023-05-09,2023-05-09,-0.03,-0.07
30249210,FLYWIRE CORP,FLYW,2023-08-08,2023-08-08,-0.15,-0.14
30249210,FLYWIRE CORP,FLYW,2023-11-07,2023-11-07,0.08,0.1
30249U10,FMC TECHNOLOGIES INC,FTI,2010-07-26,2010-07-26,0.78,0.7
30252010,FNB CORP,FNB,2004-10-20,2004-10-15,0.31,0.32
30252010,FNB CORP,FNB,2014-10-22,2014-10-22,0.2,0.21
30252010,FNB CORP,FNB,2015-01-22,2015-01-22,0.21,0.8
30252010,FNB CORP,FNB,2015-04-23,2015-04-23,0.22,0.21
30252010,FNB CORP,FNB,2015-07-23,2015-07-23,0.22,0.22
30252010,FNB CORP,FNB,2015-10-22,2015-10-22,0.22,0.22
30252010,FNB CORP,FNB,2016-01-21,2016-01-21,0.22,0.88
30252010,FNB CORP,FNB,2016-04-22,2016-04-22,0.12,0.21
