CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping
46062R10,2005.0,1.0,0.63,,46062R10,INTERPOOL INCORPORATED,Interpool Inc.,high,transcripts_by_company/Interpool_Inc_2005Q1.txt,2005-01-05,2005-03-31,,2005-03-31,high
46568510,2014.0,1.0,0.44,1.27,46568510,ITC HOLDINGS CORP,ITC Holdings Corp.,high,transcripts_by_company/ITC_Holdings_Corp_2014Q1.txt,2014-02-27,2014-02-27,1.6333,2014-02-27,high
23332B10,2007.0,3.0,0.26,0.38,23332B10,DSP GROUP INC,"DSP Group, Inc.",high,transcripts_by_company/DSP_Group_Inc_2007Q3.txt,2007-07-23,2007-07-23,0.25,2007-07-23,high
31682710,2011.0,4.0,0.61,0.58,31682710,51JOB INC,51job Inc,high,transcripts_by_company/51job_Inc_2011Q4.txt,2011-11-10,2011-11-09,0.52,2011-11-09,high
33740N10,2011.0,4.0,0.03,0.05,33740N10,1ST UNITED BANCORP INC,1st United Bancorp Inc,high,transcripts_by_company/1st_United_Bancorp_Inc_2011Q4.txt,2011-10-25,2011-10-24,0.05,2011-10-24,high
55269010,2016.0,1.0,0.17,0.23,55269010,MDU RESOURCES GROUP INC,"MDU Resources Group, Inc.",high,transcripts_by_company/MDU_Resources_Group_Inc_2016Q1.txt,2016-02-04,2016-02-03,0.92,2016-02-03,high
46069S10,2015.0,4.0,0.2,0.18,46069S10,INTERSIL CORPORATION,Intersil Corporation,high,transcripts_by_company/Intersil_Corporation_2015Q4.txt,2015-12-02,2016-01-27,0.68,2016-01-27,high
42628110,2010.0,2.0,0.35,0.37,42628110,HENRY JACK & ASSOCIATES,Jack Henry &amp; Associates,high,transcripts_by_company/Jack_Henry_and_Associates_2010Q2.txt,2010-05-05,2010-05-04,0.37,2010-05-04,high
97314910,2005.0,3.0,0.07,0.05,97314910,WIND RIVER SYSTEMS INC,Wind River Systems,high,transcripts_by_company/Wind_River_Systems_2005Q3.txt,2005-08-23,2005-08-23,0.07,2005-08-23,high
27915810,2016.0,4.0,0.03,0.33,27915810,ECOPETROL SA,Ecopetrol SA,high,transcripts_by_company/Ecopetrol_SA_2016Q4.txt,2016-11-16,2016-11-15,0.04,2016-11-15,high
26747510,2009.0,4.0,0.15,0.19,26747510,DYCOM INDUSTRIES INC,"Dycom Industries, Inc.",high,transcripts_by_company/Dycom_Industries_Inc_2009Q4.txt,2009-11-24,2009-11-23,0.15,2009-11-23,high
05348410,2008.0,1.0,0.6,0.67,05348410,AVALONBAY COMMUNITIES INC,Avalonbay Communities,high,transcripts_by_company/Avalonbay_Communities_2008Q1.txt,2008-02-07,2008-02-06,4.38,2008-02-06,high
55349810,2019.0,2.0,1.22,1.2,55349810,MSA SAFETY INC,MSA Safety Incorporated,high,transcripts_by_company/MSA_Safety_Incorporated_2019Q2.txt,2019-04-25,2019-04-24,1.14,2019-04-24,high
44485910,2005.0,2.0,0.51,0.52,44485910,HUMANA INC,Humana. Inc.,high,transcripts_by_company/Humana_Inc_2005Q2.txt,2005-05-02,2005-05-02,0.53,2005-05-02,high
98417P10,2017.0,1.0,,,98417P10,XINYUAN REAL ESTATE CO LTD,"Xinyuan Real Estate Co., Ltd.",high,transcripts_by_company/Xinyuan_Real_Estate_Co_Ltd_2017Q1.txt,2017-02-14,2017-02-14,,2017-02-14,high
58446K10,2003.0,4.0,0.06,-0.2,58446K10,MEDIACOM COMMUNICATIONS CORP,Mediacom Communications,high,transcripts_by_company/Mediacom_Communications_2003Q4.txt,2003-11-05,2003-11-05,0.02,2003-11-05,high
00095710,2017.0,3.0,0.51,0.54,00095710,ABM INDUSTRIES INC,ABM Industries Incorporated,high,transcripts_by_company/ABM_Industries_Incorporated_2017Q3.txt,2017-07-12,2017-09-06,0.51,2017-09-06,high
68213N10,2020.0,3.0,0.6,0.82,68213N10,OMNICELL INC,"Omnicell, Inc.",high,transcripts_by_company/Omnicell_Inc_2020Q3.txt,2020-07-28,2020-07-28,0.37,2020-07-28,high
56275010,2018.0,4.0,0.46,0.35,56275010,MANHATTAN ASSOCIATES INC,"Manhattan Associates, Inc.",high,transcripts_by_company/Manhattan_Associates_Inc_2018Q4.txt,2018-10-23,2018-10-23,0.49,2018-10-23,high
43300010,2022.0,2.0,-0.1,-0.03,43300010,HIMS & HERS HEALTH INC,"Hims &amp; Hers Health, Inc.",high,transcripts_by_company/Hims_and_Hers_Health_Inc_2022Q2.txt,2022-05-09,2022-05-09,-0.08,2022-05-09,high
86800U10,2017.0,3.0,,0.41,86800U10,SUPER MICRO COMPUTER INC,"Super Micro Computer, Inc.",high,transcripts_by_company/Super_Micro_Computer_Inc_2017Q3.txt,2017-08-03,2017-08-03,1.57,2017-08-03,high
03037110,2009.0,1.0,0.03,0.12,03037110,AMERICAN VANGUARD CORP,American Vanguard,high,transcripts_by_company/American_Vanguard_2009Q1.txt,2009-03-09,2009-03-09,0.73,2009-03-09,high
14756B10,2006.0,1.0,-0.07,-0.02,14756B10,CASH SYSTEMS INC,"Cash Systems, Inc.",high,transcripts_by_company/Cash_Systems_Inc_2006Q1.txt,2006-02-21,2006-03-16,-0.23,2006-03-16,high
02081G10,2012.0,3.0,-0.02,0.0,02081G10,ALPHATEC HOLDINGS INC,"Alphatec Spine, Inc.",high,transcripts_by_company/Alphatec_Spine_Inc_2012Q3.txt,2012-08-07,2012-08-07,-0.04,2012-08-07,high
M6184R10,2003.0,3.0,,0.02,M6184R10,JACADA LTD.,Jacada Ltd.,high,transcripts_by_company/Jacada_Ltd_2003Q3.txt,2003-07-28,2003-07-28,-0.02,2003-07-28,high
90431110,2014.0,3.0,0.41,0.42,90431110,UNDER ARMOUR INC,"Under Armour, Inc.",high,transcripts_by_company/Under_Armour_Inc_2014Q3.txt,2014-09-03,2014-10-23,0.41,2014-10-23,high
52186520,2021.0,1.0,3.73,2.97,52186520,LEAR CORP,Lear Corporation,high,transcripts_by_company/Lear_Corporation_2021Q1.txt,2021-02-04,2021-02-04,5.33,2021-02-04,high
44332010,2016.0,1.0,0.58,0.41,44332010,HUB GROUP INC,"Hub Group, Inc.",high,transcripts_by_company/Hub_Group_Inc_2016Q1.txt,2016-02-03,2016-02-03,2.01,2016-02-03,high
87837710,2014.0,2.0,0.88,0.87,87837710,TECHNE CORP,Techne Corporation,high,transcripts_by_company/Techne_Corporation_2014Q2.txt,2014-04-28,2014-04-28,0.94,2014-04-28,high
78486Q10,2013.0,2.0,1.06,0.88,78486Q10,SVB FINANCIAL GROUP,SVB Financial Group,high,transcripts_by_company/SVB_Financial_Group_2013Q2.txt,2013-04-25,2013-04-25,0.9,2013-04-25,high
15670R10,2015.0,3.0,-0.32,-0.12,15670R10,CEPHEID INC,Cepheid,high,transcripts_by_company/Cepheid_2015Q3.txt,2015-09-09,2015-10-20,-0.32,2015-10-20,high
46631310,2011.0,3.0,0.62,0.59,46631310,JABIL CIRCUIT INC,"Jabil Circuit, Inc.",high,transcripts_by_company/Jabil_Circuit_Inc_2011Q3.txt,2011-09-06,2011-09-27,2.34,2011-09-27,high
29670E10,2020.0,4.0,0.05,0.15,29670E10,ESSENTIAL PROPERTIES REALTY TRUS,"Essential Properties Realty Trust, Inc.",high,transcripts_by_company/Essential_Properties_Realty_Trust_Inc_2020Q4.txt,2020-11-05,2020-11-04,0.13,2020-11-04,high
89612W1X,2023.0,2.0,0.16,0.12,89612W1X,TRICON RESIDENTIAL INC,Tricon Residential Inc.,high,transcripts_by_company/Tricon_Residential_Inc_2023Q2.txt,2023-06-21,2023-08-08,0.16,2023-08-08,high
27886510,2010.0,2.0,0.56,0.56,27886510,ECOLAB INC,Ecolab Inc.,high,transcripts_by_company/Ecolab_Inc_2010Q2.txt,2010-04-27,2010-04-27,0.41,2010-04-27,high
90338R10,2004.0,4.0,-0.07,-0.04,90338R10,US UNWIRED INC,U.S. Unwired,high,transcripts_by_company/US_Unwired_2004Q4.txt,2004-11-03,2004-11-02,-0.02,2004-11-02,high
89674910,2018.0,2.0,-1.62,0.38,89674910,TRIPLE-S MANAGEMENT CORP,Triple-S Management Corporation,high,transcripts_by_company/Triple-S_Management_Corporation_2018Q2.txt,2018-05-08,2018-05-08,0.6,2018-05-08,high
17123210,2005.0,3.0,0.89,1.94,17123210,CHUBB CORP,Chubb Corporation,high,transcripts_by_company/Chubb_Corporation_2005Q3.txt,2005-07-26,2005-07-26,2.28,2005-07-26,high
17104610,2019.0,1.0,-0.26,-0.12,17104610,CHRISTOPHER & BANKS CORP,Christopher &amp; Banks Corporation,high,transcripts_by_company/Christopher_and_Banks_Corporation_2019Q1.txt,2019-03-13,2019-03-13,-0.74,2019-03-13,high
72019020,2016.0,3.0,-0.09,0.08,72019020,PIEDMONT OFFICE REALTY TRUST INC,"Piedmont Office Realty Trust, Inc.",high,transcripts_by_company/Piedmont_Office_Realty_Trust_Inc_2016Q3.txt,2016-08-04,2016-08-03,0.01,2016-08-03,high
20369C10,2022.0,1.0,0.21,0.27,20369C10,COMMUNITY HEALTHCARE TRUST INC,Community Healthcare Trust Incorporated,high,transcripts_by_company/Community_Healthcare_Trust_Incorporated_2022Q1.txt,2022-02-16,2022-02-15,0.87,2022-02-15,high
G2004520,2006.0,4.0,0.64,1.25,G2004520,CENTRAL EUROPEAN MEDIA ENTERPRIS,"Central European Media Enterprises, Ltd.",high,transcripts_by_company/Central_European_Media_Enterprises_Ltd_2006Q4.txt,2006-11-09,2006-11-09,0.15,2006-11-09,high
44485910,2003.0,2.0,0.37,0.32,44485910,HUMANA INC,Humana,high,transcripts_by_company/Humana_2003Q2.txt,2003-04-28,2003-04-28,0.31,2003-04-28,high
70960010,2012.0,1.0,-0.94,0.02,70960010,PENSON WORLDWIDE INC,Penson Worldwide Inc,high,transcripts_by_company/Penson_Worldwide_Inc_2012Q1.txt,2012-03-13,2012-03-13,-1.37,2012-03-13,high
57776J10,2021.0,4.0,0.86,0.57,57776J10,MAXLINEAR INC,"MaxLinear, Inc.",high,transcripts_by_company/MaxLinear_Inc_2021Q4.txt,2020-11-05,2020-11-05,0.32,2020-11-05,high
59514P10,2009.0,4.0,0.02,-0.01,59514P10,MICROTUNE,"Microtune, Inc.",high,transcripts_by_company/Microtune_Inc_2009Q4.txt,2009-10-22,2009-10-22,-0.05,2009-10-22,high
67072V10,2015.0,1.0,-0.09,-0.09,67072V10,NXSTAGE MEDICAL INC,"NxStage Medical, Inc.",high,transcripts_by_company/NxStage_Medical_Inc_2015Q1.txt,2015-01-15,2015-02-26,-0.39,2015-02-26,high
76131N10,2020.0,3.0,0.06,0.08,76131N10,RETAIL OPPORTUNITY INVESTMENTS C,Retail Opportunity Investments Corp.,high,transcripts_by_company/Retail_Opportunity_Investments_Corp_2020Q3.txt,2020-07-30,2020-07-29,0.04,2020-07-29,high
22890310,2014.0,1.0,0.04,0.1,22890310,CRYOLIFE INC,"CryoLife, Inc.",high,transcripts_by_company/CryoLife_Inc_2014Q1.txt,2014-02-20,2014-02-20,0.36,2014-02-20,high
29362U10,2008.0,4.0,-0.14,0.1,29362U10,ENTEGRIS INC,Entegris,high,transcripts_by_company/Entegris_2008Q4.txt,2008-11-04,2008-11-04,0.12,2008-11-04,high
76115210,2007.0,2.0,0.41,0.45,76115210,RESMED INC,ResMed Inc.,high,transcripts_by_company/ResMed_Inc_2007Q2.txt,2007-04-23,2007-04-23,0.35,2007-04-23,high
56624R10,2008.0,3.0,0.11,0.08,56624R10,MARCHEX INC,"Marchex, Inc.",high,transcripts_by_company/Marchex_Inc_2008Q3.txt,2008-08-05,2008-08-05,0.09,2008-08-05,high
00900T10,2018.0,4.0,-0.95,-0.91,00900T10,AIMMUNE THERAPEUTICS INC,"Aimmune Therapeutics, Inc.",high,transcripts_by_company/Aimmune_Therapeutics_Inc_2018Q4.txt,2018-11-14,2018-11-08,-0.89,2018-11-08,high
75950910,2006.0,1.0,2.14,1.06,75950910,RELIANCE INC,Reliance Steel,high,transcripts_by_company/Reliance_Steel_2006Q1.txt,2006-02-16,2006-02-16,6.21,2006-02-16,high
M4R82T10,2023.0,4.0,0.56,0.41,M4R82T10,FIVERR INTERNATIONAL LTD,Fiverr International Ltd.,high,transcripts_by_company/Fiverr_International_Ltd_CurrentQ4.txt,2023-11-09,2023-11-09,0.55,2023-11-09,high
69365610,2012.0,1.0,1.18,1.0,69365610,PVH CORP,PVH Corp.,high,transcripts_by_company/PVH_Corp_2012Q1.txt,2012-03-28,2012-03-27,5.38,2012-03-27,high
80306210,2013.0,1.0,0.06,0.11,80306210,SAPIENT CORP,Sapient Corporation,high,transcripts_by_company/Sapient_Corporation_2013Q1.txt,2013-02-12,2013-02-12,0.46,2013-02-12,high
57632310,2018.0,4.0,1.07,0.9,57632310,MASTEC INC,Mastek Limited,high,transcripts_by_company/Mastek_Limited_2018Q4.txt,2018-10-25,2018-11-01,1.33,2018-11-01,high
81685010,2016.0,3.0,0.35,0.3,81685010,SEMTECH CORP,Semtech Corporation,high,transcripts_by_company/Semtech_Corporation_2016Q3.txt,2016-08-31,2016-08-31,0.35,2016-08-31,high
59513710,2008.0,2.0,0.34,0.34,59513710,MICROSEMI CORP,MTI MicroFuel Cells,high,transcripts_by_company/MTI_MicroFuel_Cells_2008Q2.txt,2008-05-12,2008-07-24,0.34,2008-07-24,high
12485720,2009.0,3.0,0.25,0.24,12485720,CBS CORP,CBS Corporation,high,transcripts_by_company/CBS_Corporation_2009Q3.txt,2009-08-06,2009-08-06,0.08,2009-08-06,high
64111Q10,2016.0,3.0,0.76,0.68,64111Q10,NETGEAR INC,NETGEAR Inc.,high,transcripts_by_company/NETGEAR_Inc_2016Q3.txt,2016-07-27,2016-07-27,0.72,2016-07-27,high
88105P10,2023.0,1.0,-0.24,-0.13,88105P10,TERRAN ORBITAL CORP,Terran Orbital Corporation,high,transcripts_by_company/Terran_Orbital_Corporation_2023Q1.txt,2023-03-21,2023-03-21,-0.78,2023-03-21,high
37468910,2006.0,2.0,0.66,0.69,37468910,GIBRALTAR INDUSTRIES INC,"Gibraltar Industries, Inc.",high,transcripts_by_company/Gibraltar_Industries_Inc_2006Q2.txt,2006-04-27,2006-04-26,0.48,2006-04-26,high
L7296710,2020.0,4.0,0.4,0.24,L7296710,ORION SA,Orion Oyj,high,transcripts_by_company/Orion_Oyj_2020Q4.txt,2020-10-21,2020-11-05,0.34,2020-11-05,high
19239V30,2015.0,2.0,0.02,0.1,19239V30,COGENT COMMUNICATIONS HOLDINGS I,"Cogent Communications Holdings, Inc.",high,transcripts_by_company/Cogent_Communications_Holdings_Inc_2015Q2.txt,2015-05-12,2015-05-07,-0.03,2015-05-07,high
03274410,2006.0,1.0,0.22,0.14,03274410,ANAREN INC,Anaren Inc.,high,transcripts_by_company/Anaren_Inc_2006Q1.txt,2006-01-26,2006-01-26,0.17,2006-01-26,high
22100610,2010.0,3.0,0.62,0.63,22100610,CORVEL CORPORATION,CorVel Corporation,high,transcripts_by_company/CorVel_Corporation_2010Q3.txt,2010-08-03,2010-08-06,0.64,2010-08-06,high
87161C50,2018.0,1.0,0.84,0.64,87161C50,SYNOVUS FINANCIAL CORP,Synovus Financial Corp.,high,transcripts_by_company/Synovus_Financial_Corp_2018Q1.txt,2018-01-23,2018-01-23,2.64,2018-01-23,high
37897340,2011.0,3.0,-0.06,-0.06,37897340,GLOBALSTAR INC,"Globalstar, Inc.",high,transcripts_by_company/Globalstar_Inc_2011Q3.txt,2011-08-04,2011-08-04,-0.06,2011-08-04,high
00760J10,2006.0,3.0,0.09,0.07,00760J10,AEHR TEST SYSTEMS,Aehr Test Systems,high,transcripts_by_company/Aehr_Test_Systems_2006Q3.txt,2006-07-19,2006-07-19,0.11,2006-07-19,high
92921W30,2022.0,4.0,-0.17,-0.15,92921W30,VUZIX CORP,Vuzix Corporation,high,transcripts_by_company/Vuzix_Corporation_2022Q4.txt,2022-11-09,2022-11-09,-0.15,2022-11-09,high
89271710,2006.0,3.0,-0.31,-0.28,89271710,TRAFFIC.COM INC,Traffic.com,high,transcripts_by_company/Trafficcom_2006Q3.txt,2006-07-26,2006-07-26,-0.23,2006-07-26,high
70816010,2006.0,3.0,0.75,0.55,70816010,"PENNEY, JC","JC Penney Corporation, Inc.",high,transcripts_by_company/JC_Penney_Corporation_Inc_2006Q3.txt,2006-08-10,2006-08-10,0.75,2006-08-10,high
59522J10,2020.0,2.0,0.65,0.59,59522J10,MID-AMERICA APARTMENT COMMUNITIE,"Mid-America Apartment Communities, Inc.",high,transcripts_by_company/Mid-America_Apartment_Communities_Inc_2020Q2.txt,2020-05-19,2020-05-06,0.31,2020-05-06,high
58058910,2006.0,1.0,0.31,0.42,58058910,MCGRATH RENTCORP,McGrath Rentcorp,high,transcripts_by_company/McGrath_Rentcorp_2006Q1.txt,2006-02-23,2006-02-23,1.61,2006-02-23,high
26000310,2019.0,4.0,1.54,1.53,26000310,DOVER CORP,"Dover Motorsports, Inc.",high,transcripts_by_company/Dover_Motorsports_Inc_2019Q4.txt,2019-10-24,2019-10-17,1.6,2019-10-17,high
16934W10,2022.0,1.0,-0.28,-0.28,16934W10,CHIMERIX INC,"Chimerix, Inc.",high,transcripts_by_company/Chimerix_Inc_2022Q1.txt,2022-03-01,2022-03-01,-2.04,2022-03-01,high
87155S10,2007.0,4.0,-0.1,0.08,87155S10,SYMYX TECHNOLOGIES INC,"Symyx Technologies, Inc",high,transcripts_by_company/Symyx_Technologies_Inc_2007Q4.txt,2007-10-24,2007-10-24,-0.01,2007-10-24,high
72690010,2004.0,1.0,0.05,0.29,72690010,PLANAR SYSTEMS INCORPORATED,Planar Systems,high,transcripts_by_company/Planar_Systems_2004Q1.txt,2004-01-14,2004-01-14,0.21,2004-01-14,high
30063P10,2010.0,4.0,-0.08,-0.07,30063P10,EXACT SCIENCES CORP,EXACT Sciences Corporation,high,transcripts_by_company/EXACT_Sciences_Corporation_2010Q4.txt,2010-10-27,2010-10-27,-0.08,2010-10-27,high
78351310,2002.0,4.0,0.33,0.28,78351310,RYANAIR HOLDINGS PLC,Ryanair,high,transcripts_by_company/Ryanair_2002Q4.txt,2002-11-04,2002-11-04,0.81,2002-11-04,high
16282510,2010.0,1.0,0.1,0.02,16282510,CHECKPOINT SYSTEMS INC,Checkpoint Systems,high,transcripts_by_company/Checkpoint_Systems_2010Q1.txt,2010-02-23,2010-02-23,0.92,2010-02-23,high
80603710,2010.0,2.0,0.52,0.46,80603710,SCANSOURCE INC,"ScanSource, Inc.",high,transcripts_by_company/ScanSource_Inc_2010Q2.txt,2010-04-22,2010-04-22,0.45,2010-04-22,high
88224Q10,2008.0,2.0,0.22,0.33,88224Q10,TEXAS CAPITAL BANCSHARES INC,"Texas Capital Bancshares, Inc.",high,transcripts_by_company/Texas_Capital_Bancshares_Inc_2008Q2.txt,2008-04-03,2008-04-16,0.3,2008-04-16,high
50124210,2005.0,4.0,0.38,0.09,50124210,KULICKE & SOFFA INDS INC,Kulicke &amp; Soffa,high,transcripts_by_company/Kulicke_and_Soffa_2005Q4.txt,2005-11-17,2005-11-17,-0.15,2005-11-17,high
73933H10,2023.0,1.0,,0.85,73933H10,POWER REIT,Downer EDI Limited,high,transcripts_by_company/Downer_EDI_Limited_2023Q1.txt,2023-02-26,2023-03-31,,2023-03-31,high
55345K10,2022.0,3.0,0.42,0.27,55345K10,MRC GLOBAL INC,MRC Global Inc.,high,transcripts_by_company/MRC_Global_Inc_2022Q3.txt,2022-08-09,2022-08-08,0.27,2022-08-08,high
76115210,2015.0,2.0,0.68,0.71,76115210,RESMED INC,ResMed Inc.,high,transcripts_by_company/ResMed_Inc_2015Q2.txt,2015-04-23,2015-04-23,0.65,2015-04-23,high
47973J10,2016.0,2.0,-0.26,-0.27,47973J10,JOINT CORP,The Joint Corp.,high,transcripts_by_company/The_Joint_Corp_2016Q2.txt,2016-05-12,2016-05-12,-0.28,2016-05-12,high
29286610,2003.0,3.0,0.72,0.49,29286610,ENGINEERED SUPPORT SYS INC,Engineered Support Systems,high,transcripts_by_company/Engineered_Support_Systems_2003Q3.txt,2003-08-26,2003-08-26,0.72,2003-08-26,high
73744610,2019.0,3.0,1.39,1.4,73744610,POST HOLDINGS INC,"Post Holdings, Inc.",high,transcripts_by_company/Post_Holdings_Inc_2019Q3.txt,2019-08-02,2019-08-01,1.19,2019-08-01,high
56584910,2009.0,3.0,0.61,0.67,56584910,MARATHON OIL CORP,Marathon Oil Corporation,high,transcripts_by_company/Marathon_Oil_Corporation_2009Q3.txt,2009-08-03,2009-08-03,0.35,2009-08-03,high
21873J10,2022.0,2.0,-0.02,0.2,21873J10,CORE SCIENTIFIC INC,Sequent Scientific Limited,high,transcripts_by_company/Sequent_Scientific_Limited_2022Q2.txt,2022-05-26,2022-05-12,0.31,2022-05-12,high
G491BT10,2015.0,2.0,0.63,0.67,G491BT10,INVESCO HOLDING COMPANY LTD,Invesco Ltd.,high,transcripts_by_company/Invesco_Ltd_2015Q2.txt,2015-06-03,2015-07-30,0.63,2015-07-30,high
21935010,2021.0,2.0,0.53,0.43,21935010,CORNING INC,Owens Corning,high,transcripts_by_company/Owens_Corning_2021Q2.txt,2021-04-28,2021-04-27,0.45,2021-04-27,high
G3223R10,2021.0,4.0,9.12,7.52,G3223R10,EVEREST GROUP LTD,"Everest Re Group, Ltd.",high,transcripts_by_company/Everest_Re_Group_Ltd_2021Q4.txt,2021-10-28,2021-10-27,-1.34,2021-10-27,high
G3832710,2022.0,1.0,0.51,1.1,G3832710,GEOPARK HOLDINGS LTD,GeoPark Limited,high,transcripts_by_company/GeoPark_Limited_2022Q1.txt,2022-03-10,2022-05-11,0.51,2022-05-11,high
30034T10,2023.0,4.0,0.12,0.27,30034T10,EVERI HOLDINGS INC,Everi Holdings Inc.,high,transcripts_by_company/Everi_Holdings_Inc_CurrentQ4.txt,2023-11-08,2023-11-08,0.29,2023-11-08,high
00507E10,2011.0,1.0,,,00507E10,ACTIONS SEMICONDUCTOR CO LTD,"Actions Semiconductor Co., Ltd.",high,transcripts_by_company/Actions_Semiconductor_Co_Ltd_2011Q1.txt,2011-01-27,2011-01-27,0.005,2011-01-27,high
18911Q10,2010.0,1.0,0.38,0.35,18911Q10,CLOUD PEAK ENERGY INC,Cloud Peak Energy Inc.,high,transcripts_by_company/Cloud_Peak_Energy_Inc_2010Q1.txt,2010-02-02,2010-03-16,2.97,2010-03-16,high
44490310,2006.0,2.0,-0.47,-0.47,44490310,HUMAN GENOME SCIENCES INCORPORAT,"Human Genome Sciences, Inc.",high,transcripts_by_company/Human_Genome_Sciences_Inc_2006Q2.txt,2006-06-06,2006-08-09,-0.47,2006-08-09,high
02989910,2013.0,4.0,0.3,0.41,02989910,AMERICAN STATES WATER CO,Amica Mature Lifestyles Inc.,high,transcripts_by_company/Amica_Mature_Lifestyles_Inc_2013Q4.txt,2013-10-15,2013-11-04,0.53,2013-11-04,high
74978Q10,2015.0,3.0,0.15,0.14,74978Q10,RSP PERMIAN INC,RSP Permian Inc.,high,transcripts_by_company/RSP_Permian_Inc_2015Q3.txt,2015-08-04,2015-08-03,0.16,2015-08-03,high
92232110,2005.0,3.0,-0.03,,92232110,VASOMEDICAL INC,Vasomedical,high,transcripts_by_company/Vasomedical_2005Q3.txt,2005-08-16,2005-08-16,,2005-08-16,high
19244810,2010.0,2.0,0.19,0.17,19244810,COGO GROUP INC,"Cogo Group, Inc.",high,transcripts_by_company/Cogo_Group_Inc_2010Q2.txt,2010-05-06,2010-05-06,0.17,2010-05-06,high
81762P10,2020.0,1.0,1.05,0.9,81762P10,SERVICENOW INC,"ServiceNow, Inc.",high,transcripts_by_company/ServiceNow_Inc_2020Q1.txt,2020-01-29,2020-01-29,3.32,2020-01-29,high
24903010,2005.0,2.0,0.69,0.68,24903010,DENTSPLY INTERNATIONAL INC,DENTSPLY International Inc.,high,transcripts_by_company/DENTSPLY_International_Inc_2005Q2.txt,2005-04-26,2005-04-25,0.6,2005-04-25,high
02553710,2021.0,3.0,1.43,1.48,02553710,AMERICAN ELECTRIC POWER COMPANY,"American Electric Power Company, Inc.",high,transcripts_by_company/American_Electric_Power_Company_Inc_2021Q3.txt,2021-07-22,2021-07-22,1.18,2021-07-22,high
15721010,2022.0,3.0,0.2,0.23,15721010,CEVA INC,CEVA Logistics AG,high,transcripts_by_company/CEVA_Logistics_AG_2022Q3.txt,2018-07-27,2018-08-07,0.04,2018-08-07,high
64115T10,2016.0,3.0,0.39,0.44,64115T10,NETSCOUT SYSTEMS INC,"NetScout Systems, Inc.",high,transcripts_by_company/NetScout_Systems_Inc_2016Q3.txt,2016-07-28,2016-07-28,0.28,2016-07-28,high
G8766E10,2019.0,3.0,0.22,0.37,G8766E10,TEXTAINER GROUP HOLDINGS LTD,Textainer Group Holdings Limited,high,transcripts_by_company/Textainer_Group_Holdings_Limited_2019Q3.txt,2019-08-06,2019-08-06,0.16,2019-08-06,high
75043810,2008.0,1.0,0.3,0.32,75043810,RADIOSHACK CORPORATION,RadioShack Corporation,high,transcripts_by_company/RadioShack_Corporation_2008Q1.txt,2008-02-26,2008-02-26,1.67,2008-02-26,high
45866F10,2016.0,2.0,3.43,3.53,45866F10,INTERCONTINENTAL EXCHANGE INC,"Intercontinental Exchange, Inc.",high,transcripts_by_company/Intercontinental_Exchange_Inc_2016Q2.txt,2016-06-09,2016-08-03,3.43,2016-08-03,high
75811010,2023.0,1.0,,,75811010,REEBOK INTL LTD,Reebok,high,transcripts_by_company/Reebok_2023Q1.txt,2004-01-28,2004-01-28,2.43,2004-01-28,high
01626W10,2022.0,3.0,0.12,0.14,01626W10,ALIGHT INC,Elsight Limited,high,transcripts_by_company/Elsight_Limited_2022Q3.txt,2022-08-02,2022-08-03,0.12,2022-08-03,high
34656310,2008.0,3.0,0.31,0.32,34656310,FORRESTER RESEARCH INC,Forrester Research,high,transcripts_by_company/Forrester_Research_2008Q3.txt,2008-07-31,2008-07-31,0.37,2008-07-31,high
G6754310,2002.0,3.0,-0.24,-0.04,G6754310,OPENTV CORPORATION,OpenTV,high,transcripts_by_company/OpenTV_2002Q3.txt,2002-08-08,2002-08-08,-0.23,2002-08-08,high
G7738W10,2022.0,3.0,0.39,0.26,G7738W10,SFL CORPORATION LTD,Scales Corporation Limited,high,transcripts_by_company/Scales_Corporation_Limited_2022Q3.txt,2022-08-23,2022-08-17,0.45,2022-08-17,high
81731510,2008.0,4.0,0.92,0.52,81731510,SEPRACOR INC,Sepracor,high,transcripts_by_company/Sepracor_2008Q4.txt,2008-10-28,2008-10-28,0.1,2008-10-28,high
0641491X,2008.0,3.0,0.98,1.08,0641491X,BANK OF NOVA SCOTIA,Bank of Nova Scotia,high,transcripts_by_company/Bank_of_Nova_Scotia_2008Q3.txt,2008-08-26,2008-08-26,0.98,2008-08-26,high
84863710,2022.0,4.0,0.83,0.01,84863710,SPLUNK INC,Splunk Inc.,high,transcripts_by_company/Splunk_Inc_2022Q4.txt,2022-11-30,2022-11-30,0.83,2022-11-30,high
01849010,2006.0,2.0,0.86,0.95,01849010,ALLERGAN INC,Allergan,high,transcripts_by_company/Allergan_2006Q2.txt,2006-05-03,2006-05-03,0.82,2006-05-03,high
0641491X,2006.0,1.0,0.84,,0641491X,BANK OF NOVA SCOTIA,Bank of Nova Scotia,high,transcripts_by_company/Bank_of_Nova_Scotia_2006Q1.txt,2006-03-03,2006-03-03,0.84,2006-03-03,high
00825210,2006.0,4.0,1.79,1.66,00825210,AFFILIATED MANAGERS GROUP INC,"Affiliated Managers Group, Inc.",high,transcripts_by_company/Affiliated_Managers_Group_Inc_2006Q4.txt,2006-10-25,2006-10-25,1.34,2006-10-25,high
