CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping
40204010,2007.0,1.0,0.57,0.66,40204010,GUITAR CENTER INC,"Guitar Center, Inc.",high,transcripts_by_company/Guitar_Center_Inc_2007Q1.txt,2007-02-26,2007-02-26,2.54,2007-02-26,high
51327210,2022.0,2.0,0.65,0.51,51327210,LAMB WESTON HOLDINGS INC,"Lamb Weston Holdings, Inc.",high,transcripts_by_company/Lamb_Weston_Holdings_Inc_2022Q2.txt,2022-04-07,2022-04-07,0.73,2022-04-07,high
E9021510,2006.0,1.0,0.19,0.14,E9021510,TELVENT GIT SA,"Telvent GIT, S.A.",high,transcripts_by_company/Telvent_GIT_SA_2006Q1.txt,2006-03-02,2006-03-01,0.76,2006-03-01,high
60855R10,2005.0,2.0,-0.17,0.59,60855R10,MOLINA HEALTHCARE INC,Molina Healthcare,high,transcripts_by_company/Molina_Healthcare_2005Q2.txt,2005-04-28,2005-04-28,0.53,2005-04-28,high
76239710,2005.0,4.0,-0.75,-0.16,76239710,RHODIA SA,Rhodia SA,high,transcripts_by_company/Rhodia_SA_2005Q4.txt,2005-11-09,2005-11-09,-0.23,2005-11-09,high
12665410,2023.0,4.0,,-0.04,12665410,CV SCIENCES INC,BioHarvest Sciences Inc.,high,transcripts_by_company/BioHarvest_Sciences_Inc_2023Q4.txt,2022-10-27,2022-11-14,,2022-11-14,high
55306N10,2013.0,4.0,0.4,0.37,55306N10,MKS INSTRUMENTS INC,"MKS Instruments, Inc.",high,transcripts_by_company/MKS_Instruments_Inc_2013Q4.txt,2013-10-24,2013-10-23,0.25,2013-10-23,high
G8127610,2011.0,1.0,1.55,1.36,G8127610,SIGNET JEWELERS LTD,Signet Jewelers Ltd.,high,transcripts_by_company/Signet_Jewelers_Ltd_2011Q1.txt,2011-01-11,2011-03-30,2.66,2011-03-30,high
01234810,2011.0,2.0,0.32,0.46,01234810,ALBANY INTERNATIONAL CORP,Albany International,high,transcripts_by_company/Albany_International_2011Q2.txt,2011-05-05,2011-05-04,0.48,2011-05-04,high
00401C10,2018.0,2.0,-0.08,0.36,00401C10,ACACIA COMMUNICATIONS INC,"Acacia Communications, Inc.",high,transcripts_by_company/Acacia_Communications_Inc_2018Q2.txt,2018-05-03,2018-05-03,0.1,2018-05-03,high
12663810,2023.0,2.0,-0.56,-0.63,12663810,CVRX INC,"CVRx, Inc.",high,transcripts_by_company/CVRx_Inc_2023Q2.txt,2023-04-27,2023-04-27,-0.55,2023-04-27,high
92552V10,2002.0,3.0,-0.11,0.16,92552V10,VIASAT INC,ViaSat,high,transcripts_by_company/ViaSat_2002Q3.txt,2002-08-13,2002-08-13,-0.01,2002-08-13,high
84934310,2020.0,4.0,0.28,0.57,84934310,SPRAGUE RESOURCES LP,Sprague Resources LP,high,transcripts_by_company/Sprague_Resources_LP_2020Q4.txt,2020-11-05,2020-11-05,0.33,2020-11-05,high
16943C10,2011.0,3.0,,0.02,16943C10,CHINA NEPSTAR CHAIN DRUGSTORE LT,China Nepstar Chain Drugstore Ltd,high,transcripts_by_company/China_Nepstar_Chain_Drugstore_Ltd_2011Q3.txt,2011-08-23,2011-08-23,,2011-08-23,high
21935010,2019.0,1.0,0.4,0.42,21935010,CORNING INC,Corning Incorporated,high,transcripts_by_company/Corning_Incorporated_2019Q1.txt,2019-01-29,2019-01-29,1.78,2019-01-29,high
60463E10,2018.0,4.0,-0.33,-0.3,60463E10,MIRAGEN THERAPEUTICS INC,"Miragen Therapeutics, Inc.",high,transcripts_by_company/Miragen_Therapeutics_Inc_2018Q4.txt,2018-11-07,2018-11-07,-0.29,2018-11-07,high
92719110,2003.0,1.0,0.4,,92719110,CONCHA Y TORO,TRDO,high,transcripts_by_company/TRDO_2003Q1.txt,2003-01-31,2003-03-27,,2003-03-27,high
15129088,2020.0,4.0,0.06,-0.01,15129088,CEMEX SAB DE CV,"Bolsa Mexicana de Valores, S.A.B. de C.V.",low,transcripts_by_company/Bolsa_Mexicana_de_Valores_SAB_de_CV_2020Q4.txt,2020-10-14,2020-10-28,-0.98,2020-10-28,low
H5043023,2008.0,4.0,0.22,0.64,H5043023,LOGITECH INTERNATIONAL SA,Logitech International,high,transcripts_by_company/Logitech_International_2008Q4.txt,2008-10-21,2008-10-20,0.39,2008-10-20,high
75950910,2009.0,4.0,1.05,0.63,75950910,RELIANCE INC,Reliance Steel &amp; Aluminum Co.,high,transcripts_by_company/Reliance_Steel_and_Aluminum_Co_2009Q4.txt,2009-10-22,2009-10-22,0.57,2009-10-22,high
80688210,2015.0,2.0,0.0,0.28,80688210,SCHNITZER STEEL INDUSTRIES INC,"Schnitzer Steel Industries, Inc.",high,transcripts_by_company/Schnitzer_Steel_Industries_Inc_2015Q2.txt,2015-04-07,2015-04-07,-0.43,2015-04-07,high
26805710,2004.0,2.0,0.24,0.27,26805710,DYNAMICS RESEARCH CORP,Dynamics Research Corporation,high,transcripts_by_company/Dynamics_Research_Corporation_2004Q2.txt,2004-05-05,2004-05-04,0.23,2004-05-04,high
55907920,2004.0,1.0,0.35,,55907920,MAGELLAN HEALTH INC,Magellan Health Services,high,transcripts_by_company/Magellan_Health_Services_2004Q1.txt,2004-03-30,2004-04-29,0.35,2004-04-29,high
28257930,2006.0,3.0,,,28257930,EISAI CO LTD,Elisa Corporation,high,transcripts_by_company/Elisa_Corporation_2006Q3.txt,2006-07-25,2006-08-15,,2006-08-15,high
87254010,2018.0,3.0,1.17,1.06,87254010,TJX COMPANIES INC,"The TJX Companies, Inc.",high,transcripts_by_company/The_TJX_Companies_Inc_2018Q3.txt,2018-08-21,2018-08-21,1.17,2018-08-21,high
30226D10,2015.0,2.0,0.1,0.12,30226D10,EXTREME NETWORKS INC,"Extreme Networks, Inc.",high,transcripts_by_company/Extreme_Networks_Inc_2015Q2.txt,2015-05-06,2015-05-06,-0.08,2015-05-06,high
56275010,2021.0,2.0,0.61,0.37,56275010,MANHATTAN ASSOCIATES INC,"Manhattan Associates, Inc.",high,transcripts_by_company/Manhattan_Associates_Inc_2021Q2.txt,2021-04-27,2021-04-27,0.43,2021-04-27,high
G0464B10,2011.0,2.0,0.14,0.8,G0464B10,ARGO GROUP INTERNATIONAL HOLDING,"Argo Group International Holdings, Ltd.",high,transcripts_by_company/Argo_Group_International_Holdings_Ltd_2011Q2.txt,2011-05-03,2011-05-02,-2.82,2011-05-02,high
10536820,2013.0,4.0,0.12,0.04,10536820,BRANDYWINE REALTY TRUST,Brandywine Realty Trust,high,transcripts_by_company/Brandywine_Realty_Trust_2013Q4.txt,2013-10-24,2013-10-23,0.06,2013-10-23,high
09227Q10,2020.0,2.0,0.85,0.61,09227Q10,BLACKBAUD INC,"Blackbaud, Inc.",high,transcripts_by_company/Blackbaud_Inc_2020Q2.txt,2020-05-06,2020-05-05,0.51,2020-05-05,high
00508Y10,2015.0,2.0,1.37,1.28,00508Y10,ACUITY BRANDS INC,"Acuity Brands, Inc.",high,transcripts_by_company/Acuity_Brands_Inc_2015Q2.txt,2015-04-01,2015-04-01,1.08,2015-04-01,high
80917Q10,2006.0,4.0,,,80917Q10,SCOR SA,SCOR,high,transcripts_by_company/SCOR_2006Q4.txt,2006-11-08,2006-11-07,,2006-11-07,high
74758R10,2010.0,4.0,-0.02,-0.07,74758R10,QUALSTAR,Qualstar Corporation,high,transcripts_by_company/Qualstar_Corporation_2010Q4.txt,2010-11-11,2010-11-11,0.01,2010-11-11,high
42704L10,2018.0,4.0,1.16,0.75,42704L10,HERC HOLDINGS INC,Herc Holdings Inc.,high,transcripts_by_company/Herc_Holdings_Inc_2018Q4.txt,2018-11-08,2018-11-08,1.6,2018-11-08,high
98974P10,2006.0,3.0,-0.07,-0.1,98974P10,ZIX CORP,ZIX Corporation,high,transcripts_by_company/ZIX_Corporation_2006Q3.txt,2006-08-08,2006-08-08,-0.09,2006-08-08,high
62846410,2005.0,3.0,0.14,0.16,62846410,MYERS INDUSTRIES INC,Myers Industries,high,transcripts_by_company/Myers_Industries_2005Q3.txt,2005-07-29,2005-07-29,0.15,2005-07-29,high
69328210,2012.0,3.0,0.21,0.19,69328210,PDF SOLUTIONS INC,PDF Solutions,high,transcripts_by_company/PDF_Solutions_2012Q3.txt,2012-08-08,2012-08-08,0.22,2012-08-08,high
00030710,2017.0,1.0,0.12,0.23,00030710,AAC HOLDINGS INC,"AAC Technologies Holdings, Inc.",high,transcripts_by_company/AAC_Technologies_Holdings_Inc_2017Q1.txt,2017-03-22,2017-05-03,0.12,2017-05-03,high
21050210,2022.0,1.0,,0.15,21050210,CONSUMER PORTFOLIO SERVICES INC,"Consumer Portfolio Services, Inc.",high,transcripts_by_company/Consumer_Portfolio_Services_Inc_2022Q1.txt,2022-02-15,2022-02-14,1.84,2022-02-14,high
09060J10,2009.0,2.0,-0.75,1.21,09060J10,BIODELIVERY SCIENCES INTERNATION,"BioDelivery Sciences International, Inc.",high,transcripts_by_company/BioDelivery_Sciences_International_Inc_2009Q2.txt,2009-06-15,2009-07-30,-0.75,2009-07-30,high
M2059810,2020.0,2.0,,-0.06,M2059810,CAESARSTONE LTD,Caesarstone Ltd.,high,transcripts_by_company/Caesarstone_Ltd_2020Q2.txt,2020-05-06,2020-05-06,0.13,2020-05-06,high
80004C10,2011.0,4.0,1.29,1.25,80004C10,SANDISK CORP,Skanska AB,high,transcripts_by_company/Skanska_AB_2011Q4.txt,2011-11-03,2012-01-25,4.65,2012-01-25,high
G7280010,2016.0,1.0,-0.81,-0.8,G7280010,PROTHENA CORPORATION PLC,Prothena Corporation PLC,high,transcripts_by_company/Prothena_Corporation_PLC_2016Q1.txt,2016-02-18,2016-02-18,-2.66,2016-02-18,high
58988910,2022.0,4.0,0.79,0.75,58988910,MERIT MEDICAL SYSTEMS INC,"Merit Medical Systems, Inc.",high,transcripts_by_company/Merit_Medical_Systems_Inc_2022Q4.txt,2022-10-26,2022-10-26,0.64,2022-10-26,high
03042010,2015.0,1.0,0.44,0.41,03042010,AMERICAN WATER WORKS COMPANY INC,"American Water Works Company, Inc.",high,transcripts_by_company/American_Water_Works_Company_Inc_2015Q1.txt,2015-02-25,2015-02-24,2.47,2015-02-24,high
04280A10,2018.0,3.0,-0.12,-0.2,04280A10,ARROWHEAD PHARMACEUTICALS INC,"Arrowhead Pharmaceuticals, Inc.",high,transcripts_by_company/Arrowhead_Pharmaceuticals_Inc_2018Q3.txt,2018-08-07,2018-08-07,-0.18,2018-08-07,high
90338R10,2003.0,4.0,-0.25,-0.36,90338R10,US UNWIRED INC,U.S. Unwired,high,transcripts_by_company/US_Unwired_2003Q4.txt,2003-11-14,2003-11-13,-0.25,2003-11-13,high
00484810,2017.0,4.0,,,00484810,ACORN ENERGY INC,"Acorn Energy, Inc.",high,transcripts_by_company/Acorn_Energy_Inc_2017Q4.txt,2017-11-14,2017-11-14,,2017-11-14,high
45772F10,2014.0,3.0,0.12,0.1,45772F10,INPHI CORP,Inphi Corporation,high,transcripts_by_company/Inphi_Corporation_2014Q3.txt,2014-07-29,2014-07-29,0.09,2014-07-29,high
67034610,2022.0,3.0,6.5,4.42,67034610,NUCOR CORP,Nucor Corporation,high,transcripts_by_company/Nucor_Corporation_2022Q3.txt,2022-07-21,2022-07-21,9.67,2022-07-21,high
45773Y10,2012.0,3.0,0.1,0.11,45773Y10,INNERWORKINGS INC,"InnerWorkings, Inc.",high,transcripts_by_company/InnerWorkings_Inc_2012Q3.txt,2012-08-10,2012-08-09,0.09,2012-08-09,high
23337740,2011.0,4.0,0.61,0.49,23337740,DXP ENTERPRISES INC,"DXP Enterprises, Inc",high,transcripts_by_company/DXP_Enterprises_Inc_2011Q4.txt,2011-10-26,2011-10-26,0.55,2011-10-26,high
89820210,2017.0,3.0,0.01,-0.03,89820210,TRUPANION INC,"Trupanion, Inc.",high,transcripts_by_company/Trupanion_Inc_2017Q3.txt,2017-08-01,2017-08-01,-0.02,2017-08-01,high
05301510,2010.0,2.0,0.42,0.46,05301510,AUTOMATIC DATA PROCESSING INC,Automatic Data Processing,high,transcripts_by_company/Automatic_Data_Processing_2010Q2.txt,2010-04-27,2010-04-27,0.79,2010-04-27,high
29668910,2015.0,3.0,1.0,1.0,29668910,ESSENDANT INC,Essendant Inc.,high,transcripts_by_company/Essendant_Inc_2015Q3.txt,2015-07-23,2015-07-22,0.82,2015-07-22,high
10676410,2007.0,4.0,0.16,,10676410,BREEZE-EASTERN CORP,Breeze-Eastern,high,transcripts_by_company/Breeze-Eastern_2007Q4.txt,2007-10-25,2007-10-25,0.09,2007-10-25,high
87945510,2010.0,3.0,0.29,0.22,87945510,TELENAV INC,TeleNav Inc.,high,transcripts_by_company/TeleNav_Inc_2010Q3.txt,2010-07-29,2010-07-29,1.16,2010-07-29,high
88250810,2020.0,2.0,1.48,1.2,88250810,TEXAS INSTRUMENTS INC,Texas Instruments Incorporated,high,transcripts_by_company/Texas_Instruments_Incorporated_2020Q2.txt,2020-04-23,2020-04-21,1.24,2020-04-21,high
47760A10,2013.0,2.0,-0.14,-0.08,47760A10,JIVE SOFTWARE INC,"Jive Software, Inc.",high,transcripts_by_company/Jive_Software_Inc_2013Q2.txt,2013-04-30,2013-04-30,-0.15,2013-04-30,high
78478V10,2012.0,4.0,-0.09,0.11,78478V10,STR HOLDINGS INC,"STR Holdings, Inc.",high,transcripts_by_company/STR_Holdings_Inc_2012Q4.txt,2012-11-07,2012-11-07,-0.03,2012-11-07,high
12526910,2021.0,4.0,3.27,1.09,12526910,CF INDUSTRIES HOLDINGS INC,"CF Industries Holdings, Inc.",high,transcripts_by_company/CF_Industries_Holdings_Inc_2021Q4.txt,2020-10-29,2020-11-04,-0.09,2020-11-04,high
00847X10,2015.0,1.0,-0.13,-0.59,00847X10,AGIOS PHARMACEUTICALS INC,"Agios Pharmaceuticals, Inc.",high,transcripts_by_company/Agios_Pharmaceuticals_Inc_2015Q1.txt,2015-01-12,2015-02-17,-1.59,2015-02-17,high
55305B10,2020.0,1.0,1.09,0.71,55305B10,M/I HOMES INC,"M/I Homes, Inc.",high,transcripts_by_company/MI_Homes_Inc_2020Q1.txt,2020-02-05,2020-02-05,4.63,2020-02-05,high
X3078L10,2017.0,2.0,0.18,0.16,X3078L10,GALP ENERGIA SGPS SA,"Galp Energia, SGPS, S.A.",high,transcripts_by_company/Galp_Energia_SGPS_SA_2017Q2.txt,2017-05-02,2017-05-02,0.12,2017-05-02,high
89269P10,2023.0,2.0,0.04,0.02,89269P10,TRAEGER INC,"Traeger, Inc.",high,transcripts_by_company/Traeger_Inc_2023Q2.txt,2023-05-16,2023-05-10,0.04,2023-05-10,high
68193610,2005.0,2.0,-0.05,0.09,68193610,OMEGA HEALTHCARE INVESTORS INC,Omega HealthCare Investors,high,transcripts_by_company/Omega_HealthCare_Investors_2005Q2.txt,2005-04-28,2005-04-28,0.11,2005-04-28,high
41690610,2008.0,4.0,0.07,0.35,41690610,HARVARD BIOSCIENCE INC,"Harvard Bioscience, Inc.",high,transcripts_by_company/Harvard_Bioscience_Inc_2008Q4.txt,2008-11-05,2008-11-05,0.06,2008-11-05,high
52989810,2017.0,4.0,-0.02,0.35,52989810,LIBBEY INC,Libbey Inc.,high,transcripts_by_company/Libbey_Inc_2017Q4.txt,2017-10-31,2017-10-31,0.04,2017-10-31,high
00751Y10,2015.0,2.0,2.27,2.38,00751Y10,ADVANCE AUTO PARTS INC,"Advance Auto Parts, Inc.",high,transcripts_by_company/Advance_Auto_Parts_Inc_2015Q2.txt,2015-05-21,2015-05-21,2.39,2015-05-21,high
56456310,2020.0,1.0,0.81,0.59,56456310,MANTECH INTERNATIONAL CORP,ManTech International Corporation,high,transcripts_by_company/ManTech_International_Corporation_2020Q1.txt,2020-02-19,2020-02-19,2.59,2020-02-19,high
P7368411,2019.0,4.0,0.09,0.12,P7368411,ONESPAWORLD HOLDINGS LTD,OneSpaWorld Holdings Limited,high,transcripts_by_company/OneSpaWorld_Holdings_Limited_2019Q4.txt,2019-11-13,2019-11-13,0.11,2019-11-13,high
69642930,2004.0,1.0,0.26,0.31,69642930,PALL CORP,Pall Corp.,high,transcripts_by_company/Pall_Corp_2004Q1.txt,2004-03-03,2004-03-02,0.26,2004-03-02,high
0641491X,2007.0,4.0,0.95,0.94,0641491X,BANK OF NOVA SCOTIA,Bank of Nova Scotia,high,transcripts_by_company/Bank_of_Nova_Scotia_2007Q4.txt,2007-12-06,2007-12-06,3.68,2007-12-06,high
88077910,2019.0,3.0,0.82,1.11,88077910,TEREX CORP,Terex Corporation,high,transcripts_by_company/Terex_Corporation_2019Q3.txt,2019-07-30,2019-07-29,1.21,2019-07-29,high
82921410,2019.0,4.0,0.11,0.11,82921410,SIMULATIONS PLUS INC,"Simulations Plus, Inc.",high,transcripts_by_company/Simulations_Plus_Inc_2019Q4.txt,2019-11-13,2019-11-13,0.48,2019-11-13,high
00650F10,2023.0,1.0,-0.4,-0.44,00650F10,ADAPTIVE BIOTECHNOLOGIES CORP,Adaptive Biotechnologies Corporation,high,transcripts_by_company/Adaptive_Biotechnologies_Corporation_2023Q1.txt,2023-01-09,2023-02-14,-1.4,2023-02-14,high
81018610,2006.0,3.0,0.02,0.03,81018610,SCOTTS CO,The Scotts Miracle-Gro Company,high,transcripts_by_company/The_Scotts_Miracle-Gro_Company_2006Q3.txt,2006-07-27,2006-07-27,1.93,2006-07-27,high
56275010,2023.0,2.0,0.88,0.69,56275010,MANHATTAN ASSOCIATES INC,"Manhattan Associates, Inc.",high,transcripts_by_company/Manhattan_Associates_Inc_2023Q2.txt,2023-04-25,2023-04-25,0.8,2023-04-25,high
11135B10,2020.0,3.0,0.18,0.29,11135B10,BROADMARK REALTY CAPITAL INC,Broadmark Realty Capital Inc.,high,transcripts_by_company/Broadmark_Realty_Capital_Inc_2020Q3.txt,2020-08-10,2020-08-10,0.18,2020-08-10,high
73701010,2020.0,1.0,-0.88,-0.8,73701010,PORTOLA PHARMACEUTICALS INC,"Portola Pharmaceuticals, Inc.",high,transcripts_by_company/Portola_Pharmaceuticals_Inc_2020Q1.txt,2020-01-14,2020-02-26,-3.68,2020-02-26,high
75936P10,2010.0,4.0,,,75936P10,REIS INC,"Reis, Inc.",high,transcripts_by_company/Reis_Inc_2010Q4.txt,2010-11-05,2010-11-05,,2010-11-05,high
63741710,2011.0,4.0,0.26,0.24,63741710,NATIONAL RETAIL PROPERTIES INC,"National Retail Properties, Inc.",high,transcripts_by_company/National_Retail_Properties_Inc_2011Q4.txt,2011-11-07,2011-11-07,0.24,2011-11-07,high
73730P10,2023.0,3.0,-0.35,-0.51,73730P10,"POSEIDA THERAPEUTICS, INC.",Poseida Therapeutics,high,transcripts_by_company/Poseida_Therapeutics_2023Q3.txt,2023-09-26,2023-11-09,-0.35,2023-11-09,high
77543R10,2021.0,1.0,0.54,-0.35,77543R10,ROKU INC,"Roku, Inc.",high,transcripts_by_company/Roku_Inc_2021Q1.txt,2021-02-18,2021-02-18,-0.14,2021-02-18,high
92046N10,2010.0,2.0,0.15,0.15,92046N10,VALUECLICK INC,"ValueClick, Inc.",high,transcripts_by_company/ValueClick_Inc_2010Q2.txt,2010-04-29,2010-04-29,0.14,2010-04-29,high
70423110,2003.0,2.0,-0.25,-0.83,70423110,PAXSON COMMUNICATIONS,Paxson Communications,high,transcripts_by_company/Paxson_Communications_2003Q2.txt,2003-05-14,2003-05-14,-0.35,2003-05-14,high
03662Q10,2020.0,2.0,1.55,1.62,03662Q10,ANSYS INC,"ANSYS, Inc.",high,transcripts_by_company/ANSYS_Inc_2020Q2.txt,2020-05-15,2020-05-06,0.83,2020-05-06,high
77816210,2003.0,1.0,0.5,0.47,77816210,ROSLYN BANCORP,Roslyn,high,transcripts_by_company/Roslyn_2003Q1.txt,2003-01-22,2003-01-22,1.8,2003-01-22,high
88738910,2019.0,4.0,0.84,1.17,88738910,TIMKEN CO,The Timken Company,high,transcripts_by_company/The_Timken_Company_2019Q4.txt,2019-10-31,2019-10-30,1.14,2019-10-30,high
58711810,2006.0,1.0,0.67,0.56,58711810,MENS WEARHOUSE INC,Men's Wearhouse,high,transcripts_by_company/Mens_Wearhouse_2006Q1.txt,2006-03-01,2006-03-01,2.04,2006-03-01,high
P4833F10,2006.0,3.0,0.07,0.07,P4833F10,GRUPO MODELO SA,Grupo Modelo,high,transcripts_by_company/Grupo_Modelo_2006Q3.txt,2006-07-18,2006-07-28,0.07,2006-07-28,high
25470M10,2009.0,1.0,0.7,0.61,25470M10,DISH NETWORK CORP,DISH Network Corporation,high,transcripts_by_company/DISH_Network_Corporation_2009Q1.txt,2009-03-02,2009-03-02,1.98,2009-03-02,high
61744644,2008.0,4.0,-2.34,1.52,61744644,MORGAN STANLEY DEAN WITTER,"Stanley, Inc.",high,transcripts_by_company/Stanley_Inc_2008Q4.txt,2008-10-30,2008-12-17,1.45,2008-12-17,high
22463310,2019.0,3.0,0.21,0.19,22463310,CRAWFORD  CO,Crawford &amp; Company,high,transcripts_by_company/Crawford_and_Company_2019Q3.txt,2019-08-06,2019-08-05,0.19,2019-08-05,high
50125N10,2014.0,1.0,,,50125N10,KUMBA IRON ORE LTD,Kumba Iron Ore Ltd.,high,transcripts_by_company/Kumba_Iron_Ore_Ltd_2014Q1.txt,2014-02-11,2014-02-11,,2014-02-11,high
M8411610,2021.0,2.0,0.42,0.36,M8411610,SILICOM LIMITED,Silicom Ltd.,high,transcripts_by_company/Silicom_Ltd_2021Q2.txt,2021-04-29,2021-04-29,0.42,2021-04-29,high
74912110,2007.0,2.0,0.13,0.1,74912110,QWEST COMMUNICATIONS INTL,Qwest,high,transcripts_by_company/Qwest_2007Q2.txt,2007-05-01,2007-05-01,0.12,2007-05-01,high
14912310,2012.0,1.0,2.37,2.09,14912310,CATERPILLAR INC,Caterpillar Inc.,high,transcripts_by_company/Caterpillar_Inc_2012Q1.txt,2012-01-26,2012-01-26,7.4,2012-01-26,high
22717L1X,2019.0,1.0,1.58,0.48,22717L1X,CRONOS GROUP INC,Cronos Group Inc.,high,transcripts_by_company/Cronos_Group_Inc_2019Q1.txt,2019-02-21,2019-03-26,-0.11,2019-03-26,high
51712510,2023.0,4.0,-0.3,-0.25,51712510,LARIMAR THERAPEUTICS INC,"Larimar Therapeutics, Inc.",high,transcripts_by_company/Larimar_Therapeutics_Inc_CurrentQ4.txt,2023-11-07,2023-11-14,-0.21,2023-11-14,high
03042010,2012.0,4.0,0.32,0.4,03042010,AMERICAN WATER WORKS COMPANY INC,"American Water Works Company, Inc.",high,transcripts_by_company/American_Water_Works_Company_Inc_2012Q4.txt,2012-11-08,2012-11-07,0.87,2012-11-07,high
02000210,2010.0,4.0,0.5,1.11,02000210,ALLSTATE CORP,The Allstate Corporation,high,transcripts_by_company/The_Allstate_Corporation_2010Q4.txt,2010-10-28,2010-10-27,0.83,2010-10-27,high
09522910,2017.0,3.0,-0.12,-0.19,09522910,BLUCORA INC,"Blucora, Inc.",high,transcripts_by_company/Blucora_Inc_2017Q3.txt,2017-07-27,2017-07-27,0.7,2017-07-27,high
27871520,2018.0,3.0,0.92,0.95,27871520,EBIX INC,"Ebix, Inc.",high,transcripts_by_company/Ebix_Inc_2018Q3.txt,2018-08-08,2018-08-08,0.92,2018-08-08,high
25030W10,2008.0,2.0,1.26,0.91,25030W10,DESARROLLADORA HOMEX SA DE CV,Desarrolladora Homex,high,transcripts_by_company/Desarrolladora_Homex_2008Q2.txt,2008-04-24,2008-04-23,0.84,2008-04-23,high
04522R10,2021.0,3.0,-0.12,-0.12,04522R10,ASLAN PHARMACEUTICALS LTD,Basilea Pharmaceutica AG,high,transcripts_by_company/Basilea_Pharmaceutica_AG_2021Q3.txt,2021-08-17,2021-08-06,-0.07,2021-08-06,high
68668810,2009.0,3.0,0.52,0.46,68668810,ORMAT TECHNOLOGIES INC,"ORMAT Technologies, Inc.",high,transcripts_by_company/ORMAT_Technologies_Inc_2009Q3.txt,2009-08-06,2009-08-05,0.35,2009-08-05,high
59087630,2013.0,1.0,0.16,0.17,59087630,MET-PRO CORP,Met-Pro Corporation,high,transcripts_by_company/Met-Pro_Corporation_2013Q1.txt,2013-03-21,2013-03-21,0.55,2013-03-21,high
42210P10,2012.0,2.0,0.03,0.04,42210P10,HEADWATERS,"Headwaters, Inc.",high,transcripts_by_company/Headwaters_Inc_2012Q2.txt,2012-04-26,2012-04-26,-0.29,2012-04-26,high
70432V10,2022.0,1.0,1.9,1.83,70432V10,PAYCOM SOFTWARE INC,"Paycom Software, Inc.",high,transcripts_by_company/Paycom_Software_Inc_2022Q1.txt,2022-02-08,2022-02-08,4.48,2022-02-08,high
33773810,2003.0,4.0,0.42,0.41,33773810,FISERV INC,Fiserv Inc,high,transcripts_by_company/Fiserv_Inc_2003Q4.txt,2003-10-22,2003-10-21,0.41,2003-10-21,high
60972010,2014.0,2.0,0.07,0.05,60972010,MONMOUTH REAL ESTATE INVESTMENT,Monmouth Real Estate Investment Corporation,high,transcripts_by_company/Monmouth_Real_Estate_Investment_Corporation_2014Q2.txt,2014-05-08,2014-05-07,0.05,2014-05-07,high
G3832710,2018.0,1.0,0.3,0.17,G3832710,GEOPARK HOLDINGS LTD,GeoPark Limited,high,transcripts_by_company/GeoPark_Limited_2018Q1.txt,2018-03-08,2018-03-08,-0.5,2018-03-08,high
92532W10,2018.0,4.0,0.55,0.62,92532W10,VERSUM MATERIALS INC,"Versum Materials, Inc.",high,transcripts_by_company/Versum_Materials_Inc_2018Q4.txt,2018-11-06,2018-11-06,2.35,2018-11-06,high
56150Q10,2007.0,2.0,-0.07,-0.07,56150Q10,MAMMA.COM INC,Mamma.com Inc.,high,transcripts_by_company/Mammacom_Inc_2007Q2.txt,2007-05-10,2007-05-10,-0.1,2007-05-10,high
76017410,2015.0,4.0,,0.21,76017410,RENTRAK CORP,Rentrak,high,transcripts_by_company/Rentrak_2015Q4.txt,2015-10-01,2015-11-04,0.29,2015-11-04,high
11875910,2008.0,1.0,1.09,0.95,11875910,BUCYRUS INTERNATIONAL INC,BUCYRUS INTERNATIONAL INC,high,transcripts_by_company/BUCYRUS_INTERNATIONAL_INC_2008Q1.txt,2008-02-15,2008-02-14,3.85,2008-02-14,high
12480510,2017.0,4.0,0.04,-0.01,12480510,CBIZ INC,"CBIZ, Inc.",high,transcripts_by_company/CBIZ_Inc_2017Q4.txt,2017-11-02,2017-11-02,0.18,2017-11-02,high
76132B10,2015.0,3.0,0.12,0.19,76132B10,RETAILMENOT INC,"RetailMeNot, Inc.",high,transcripts_by_company/RetailMeNot_Inc_2015Q3.txt,2015-08-05,2015-08-05,0.09,2015-08-05,high
05591L10,2022.0,2.0,0.15,0.22,05591L10,BM TECHNOLOGIES INC,"Parade Technologies, Ltd.",medium,transcripts_by_company/Parade_Technologies_Ltd_2022Q2.txt,2022-04-27,2022-05-16,0.35,2022-05-16,medium
29362U10,2010.0,4.0,0.23,0.17,29362U10,ENTEGRIS INC,"Entegris, Inc.",high,transcripts_by_company/Entegris_Inc_2010Q4.txt,2010-10-26,2010-10-26,0.18,2010-10-26,high
70931T10,2011.0,4.0,0.7,0.57,70931T10,PENNYMAC MORTGAGE INVESTMENT TRU,PennyMac Mortgage Investment Trust,high,transcripts_by_company/PennyMac_Mortgage_Investment_Trust_2011Q4.txt,2011-10-27,2011-10-27,0.73,2011-10-27,high
91301710,2013.0,2.0,1.7,1.58,91301710,UNITED TECHNOLOGIES CORP,United Technologies,high,transcripts_by_company/United_Technologies_2013Q2.txt,2013-06-18,2013-07-23,1.7,2013-07-23,high
