CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping
65566310,2003.0,1.0,0.15,0.1,65566310,NORDSON CORP,Nordson Corporation,high,transcripts_by_company/Nordson_Corporation_2003Q1.txt,2003-02-26,2003-02-26,0.15,2003-02-26,high
84943110,2018.0,1.0,-0.37,-0.5,84943110,SPRING BANK PHARMACEUTICALS INC,"Spring Bank Pharmaceuticals, Inc.",high,transcripts_by_company/Spring_Bank_Pharmaceuticals_Inc_2018Q1.txt,2018-02-21,2018-02-20,-2.48,2018-02-20,high
29276410,2014.0,2.0,-1.16,-0.86,29276410,ENERNOC INC,EnerNOC Inc.,high,transcripts_by_company/EnerNOC_Inc_2014Q2.txt,2014-05-08,2014-05-08,-1.09,2014-05-08,high
74319R10,2022.0,1.0,0.57,1.09,74319R10,PROG HOLDINGS INC,PWR Holdings Limited,high,transcripts_by_company/PWR_Holdings_Limited_2022Q1.txt,2022-02-21,2022-02-23,3.94,2022-02-23,high
24983L10,2017.0,1.0,-0.79,-0.91,24983L10,DERMIRA INC,"Dermira, Inc.",high,transcripts_by_company/Dermira_Inc_2017Q1.txt,2017-03-06,2017-05-08,-0.79,2017-05-08,high
80412010,2003.0,4.0,0.24,,80412010,SAUCONY INC,Saucony Inc.,high,transcripts_by_company/Saucony_Inc_2003Q4.txt,2003-10-29,2003-10-28,0.34,2003-10-28,high
94767L10,2005.0,2.0,0.29,0.27,94767L10,WEBEX COMMUNICATIONS,"WebEx Communications, Inc.",high,transcripts_by_company/WebEx_Communications_Inc_2005Q2.txt,2005-04-20,2005-04-20,0.27,2005-04-20,high
05430310,2005.0,3.0,0.35,0.43,05430310,AVON PRODUCTS INC,Avon Products Inc.,high,transcripts_by_company/Avon_Products_Inc_2005Q3.txt,2005-07-19,2005-07-19,0.69,2005-07-19,high
89674K10,2002.0,3.0,-0.01,0.02,89674K10,TRIQUINT SEMICONDUCTOR INC,TriQuint Semiconductor,high,transcripts_by_company/TriQuint_Semiconductor_2002Q3.txt,2002-07-22,2002-07-22,0.0,2002-07-22,high
45811810,2006.0,1.0,0.15,0.11,45811810,INTEGRATED DEVICE TECHNOLOGY INC,Integrated Device Technology,high,transcripts_by_company/Integrated_Device_Technology_2006Q1.txt,2006-01-26,2006-01-26,0.14,2006-01-26,high
Y6213210,2016.0,1.0,0.35,0.46,Y6213210,NAVIGATOR HOLDINGS LTD,Navigator,high,transcripts_by_company/Navigator_2016Q1.txt,2016-03-01,2016-05-09,0.35,2016-05-09,high
20440960,2012.0,2.0,,,20440960,COMPANHIA ENERGETICA DE MINAS GE,Companhia Energetica de Minas Gerais,high,transcripts_by_company/Companhia_Energetica_de_Minas_Gerais_2012Q2.txt,2012-04-02,2012-05-17,,2012-05-17,high
47768J10,2023.0,1.0,0.07,0.82,47768J10,JOANN INC,JOANN Inc.,high,transcripts_by_company/JOANN_Inc_2023Q1.txt,2023-03-23,2023-03-23,-0.85,2023-03-23,high
14575E10,2021.0,4.0,0.17,0.41,14575E10,CARS.COM INC,Cars.com Inc.,high,transcripts_by_company/Carscom_Inc_2021Q4.txt,2021-11-04,2021-11-04,0.43,2021-11-04,high
92025310,2013.0,4.0,2.66,2.57,92025310,VALMONT INDS INC,Valmont,high,transcripts_by_company/Valmont_2013Q4.txt,2013-10-18,2013-10-17,2.41,2013-10-17,high
41619610,2012.0,3.0,0.14,0.21,41619610,HARTE-HANKS COMMUNICATIONS,"Harte-Hanks, Inc.",high,transcripts_by_company/Harte-Hanks_Inc_2012Q3.txt,2012-08-02,2012-08-02,0.13,2012-08-02,high
13959410,2008.0,1.0,0.31,0.3,13959410,CAPELLA EDUCATION CO,Capella Education Co.,high,transcripts_by_company/Capella_Education_Co_2008Q1.txt,2008-02-14,2008-02-14,1.33,2008-02-14,high
84490910,2006.0,1.0,-0.05,,84490910,SOUTHWALL TECHNOLOGIES,Southwall Technologies Inc.,high,transcripts_by_company/Southwall_Technologies_Inc_2006Q1.txt,2006-02-28,2006-02-15,0.1,2006-02-15,high
92826910,2011.0,3.0,,0.03,92826910,VIRTUALSCOPICS INC,"VirtualScopics, Inc.",high,transcripts_by_company/VirtualScopics_Inc_2011Q3.txt,2011-08-10,2011-08-09,,2011-08-09,high
46631310,2009.0,2.0,0.04,0.24,46631310,JABIL CIRCUIT INC,"Jabil Circuit, Inc.",high,transcripts_by_company/Jabil_Circuit_Inc_2009Q2.txt,2009-05-19,2009-06-23,0.04,2009-06-23,high
89652210,2012.0,2.0,0.84,0.55,89652210,TRINITY INDUSTRIES INC,"Trinity Industries, Inc.",high,transcripts_by_company/Trinity_Industries_Inc_2012Q2.txt,2012-04-26,2012-04-25,0.66,2012-04-25,high
09091110,2004.0,2.0,0.03,0.11,09091110,BIOLASE INC,Biolase Technology Inc.,high,transcripts_by_company/Biolase_Technology_Inc_2004Q2.txt,2004-04-27,2004-04-27,0.03,2004-04-27,high
22890310,2021.0,1.0,0.03,-0.01,22890310,CRYOLIFE INC,"CryoLife, Inc.",high,transcripts_by_company/CryoLife_Inc_2021Q1.txt,2021-02-11,2021-02-11,0.25,2021-02-11,high
51841510,2018.0,1.0,0.05,0.06,51841510,LATTICE SEMICONDUCTOR CORP,Lattice Semiconductor Corporation,high,transcripts_by_company/Lattice_Semiconductor_Corporation_2018Q1.txt,2018-02-13,2018-02-13,0.11,2018-02-13,high
45848310,2009.0,1.0,0.0,,45848310,INTERCLICK INC,"Superclick, Inc.",low,transcripts_by_company/Superclick_Inc_2009Q1.txt,2009-01-22,2009-02-11,-0.26,2009-02-11,low
67421510,2013.0,3.0,0.8,0.64,67421510,OASIS PETROLEUM INC,Oasis Petroleum,high,transcripts_by_company/Oasis_Petroleum_2013Q3.txt,2013-08-07,2013-08-06,0.65,2013-08-06,high
59004910,2004.0,1.0,0.12,-0.01,59004910,MERIX CORPORATION,Merix Corp.,high,transcripts_by_company/Merix_Corp_2004Q1.txt,2004-03-24,2004-03-24,0.12,2004-03-24,high
63937X10,2014.0,2.0,-0.07,-0.07,63937X10,NAVIDEA BIOPHARMACEUTICALS INC,"Navidea Biopharmaceuticals, Inc.",high,transcripts_by_company/Navidea_Biopharmaceuticals_Inc_2014Q2.txt,2014-05-16,2014-05-07,-0.06,2014-05-07,high
30281V10,2017.0,1.0,0.48,0.39,30281V10,FTD COMPANIES INC,"FTD Companies, Inc.",high,transcripts_by_company/FTD_Companies_Inc_2017Q1.txt,2017-03-14,2017-03-14,2.02,2017-03-14,high
03050610,2008.0,3.0,0.01,0.3,03050610,AMERICAN WOODMARK CORP,American Woodmark Corp.,high,transcripts_by_company/American_Woodmark_Corp_2008Q3.txt,2008-08-20,2008-08-20,0.01,2008-08-20,high
40460910,2021.0,2.0,0.39,0.25,40460910,HACKETT GROUP INC,"The Hackett Group, Inc.",high,transcripts_by_company/The_Hackett_Group_Inc_2021Q2.txt,2021-05-11,2021-05-11,0.27,2021-05-11,high
29742510,2005.0,3.0,0.55,0.47,29742510,ESTERLINE CORP,Esterline Technologies,high,transcripts_by_company/Esterline_Technologies_2005Q3.txt,2005-09-01,2005-09-01,0.55,2005-09-01,high
36144810,2021.0,2.0,1.35,1.04,36144810,GATX CORP,GATX Corporation,high,transcripts_by_company/GATX_Corporation_2021Q2.txt,2021-04-23,2021-04-20,1.02,2021-04-20,high
92343E10,2008.0,1.0,0.21,0.31,92343E10,"VERISIGN, INC","VeriSign, Inc.",high,transcripts_by_company/VeriSign_Inc_2008Q1.txt,2008-01-31,2008-01-31,1.02,2008-01-31,high
90321310,2017.0,2.0,,,90321310,UQM TECHNOLOGIES INC,"UQM Technologies, Inc.",high,transcripts_by_company/UQM_Technologies_Inc_2017Q2.txt,2017-05-11,2017-05-11,-0.03,2017-05-11,high
96176510,2011.0,1.0,,0.38,96176510,WESTWOOD HOLDINGS GROUP,"Westwood Holdings Group, Inc.",high,transcripts_by_company/Westwood_Holdings_Group_Inc_2011Q1.txt,2011-02-03,2011-02-03,,2011-02-03,high
77032310,2017.0,4.0,0.65,0.66,77032310,ROBERT HALF INC,Robert Half International Inc.,high,transcripts_by_company/Robert_Half_International_Inc_2017Q4.txt,2017-10-24,2017-10-24,0.68,2017-10-24,high
G1992S10,2018.0,1.0,0.19,0.2,G1992S10,CISION LTD,Cision Ltd.,high,transcripts_by_company/Cision_Ltd_2018Q1.txt,2018-03-08,2018-03-08,0.57,2018-03-08,high
G2004520,2019.0,1.0,,,G2004520,CENTRAL EUROPEAN MEDIA ENTERPRIS,Central European Media Enterprises Ltd.,high,transcripts_by_company/Central_European_Media_Enterprises_Ltd_2019Q1.txt,2019-02-06,2019-02-06,0.25,2019-02-06,high
45253610,2014.0,3.0,-0.03,-0.05,45253610,IMMUNOCELLULAR THERAPEUTICS LTD,"ImmunoCellular Therapeutics, Ltd.",high,transcripts_by_company/ImmunoCellular_Therapeutics_Ltd_2014Q3.txt,2014-08-07,2014-08-07,-0.04,2014-08-07,high
74371310,2023.0,1.0,0.3,0.42,74371310,PROTO LABS INC,"Proto Labs, Inc.",high,transcripts_by_company/Proto_Labs_Inc_2023Q1.txt,2023-02-10,2023-02-10,1.5,2023-02-10,high
80281730,2012.0,1.0,0.01,0.05,80281730,SANTARUS INC,Santarus Inc,high,transcripts_by_company/Santarus_Inc_2012Q1.txt,2012-03-05,2012-03-05,0.07,2012-03-05,high
23754510,2012.0,1.0,,,23754510,DASSAULT SYSTEMES SE,Dassault Systemes SA,high,transcripts_by_company/Dassault_Systemes_SA_2012Q1.txt,2012-02-09,2012-02-09,,2012-02-09,high
41805610,2002.0,3.0,0.32,0.41,41805610,HASBRO BRADLEY I,"Hasbro, Inc.",high,transcripts_by_company/Hasbro_Inc_2002Q3.txt,2002-07-22,2002-08-27,-0.03,2002-08-27,high
98433210,2007.0,1.0,0.1,0.14,98433210,YAHOO INC,Yahoo,high,transcripts_by_company/Yahoo_2007Q1.txt,2007-03-06,2007-04-17,0.1,2007-04-17,high
44925310,2020.0,3.0,0.41,0.3,44925310,IAA INC (NEW YORK),"IAA, Inc.",high,transcripts_by_company/IAA_Inc_2020Q3.txt,2020-08-04,2020-08-04,0.27,2020-08-04,high
69351T10,2018.0,1.0,0.74,0.66,69351T10,PPL CORP,PPL Corporation,high,transcripts_by_company/PPL_Corporation_2018Q1.txt,2018-02-22,2018-02-22,2.25,2018-02-22,high
33939J30,2019.0,2.0,-0.05,-0.11,33939J30,FLEXSHOPPER INC,"FlexShopper, Inc.",high,transcripts_by_company/FlexShopper_Inc_2019Q2.txt,2019-05-08,2019-05-07,-0.01,2019-05-07,high
68210P10,2014.0,3.0,0.12,0.34,68210P10,OMEGA PROTEIN CORPORATION,Omega Protein Corporation,high,transcripts_by_company/Omega_Protein_Corporation_2014Q3.txt,2014-08-07,2014-08-06,0.38,2014-08-06,high
88224Q10,2005.0,3.0,0.28,0.27,88224Q10,TEXAS CAPITAL BANCSHARES INC,Texas Capital Bancshares,high,transcripts_by_company/Texas_Capital_Bancshares_2005Q3.txt,2005-07-20,2005-07-20,0.25,2005-07-20,high
91378810,2011.0,3.0,,,91378810,UNIVERSAL POWER GROUP INC,Universal Power Group Inc.,high,transcripts_by_company/Universal_Power_Group_Inc_2011Q3.txt,2011-08-11,2011-08-15,,2011-08-15,high
09058V10,2007.0,1.0,-0.3,-0.43,09058V10,"BIOCRYST PHARMACEUTICALS, INC.",BioCryst Pharmaceuticals,high,transcripts_by_company/BioCryst_Pharmaceuticals_2007Q1.txt,2007-02-07,2007-02-07,-1.5,2007-02-07,high
80689H10,2021.0,3.0,0.62,0.41,80689H10,SCHNEIDER NATIONAL INC,"Schneider National, Inc.",high,transcripts_by_company/Schneider_National_Inc_2021Q3.txt,2021-07-29,2021-07-29,0.6,2021-07-29,high
03062T10,2013.0,1.0,0.84,0.81,03062T10,AMERICA'S CAR-MART INC,America's CAR-MART Inc,high,transcripts_by_company/Americas_CAR-MART_Inc_2013Q1.txt,2013-02-19,2013-02-18,0.84,2013-02-18,high
88654710,2008.0,1.0,1.27,1.22,88654710,TIFFANY  CO,Tiffany &amp; Co.,high,transcripts_by_company/Tiffany_and_Co_2008Q1.txt,2008-01-15,2008-03-24,2.33,2008-03-24,high
87155S10,2006.0,4.0,0.16,0.14,87155S10,SYMYX TECHNOLOGIES INC,Symyx Technologies,high,transcripts_by_company/Symyx_Technologies_2006Q4.txt,2006-10-24,2006-10-24,0.09,2006-10-24,high
00847J10,2011.0,3.0,-0.14,-0.1,00847J10,AGILYSYS INC,Agilysys Inc,high,transcripts_by_company/Agilysys_Inc_2011Q3.txt,2011-08-09,2011-08-09,-0.11,2011-08-09,high
30320C10,2023.0,1.0,-0.07,0.02,30320C10,FTC SOLAR INC,"FTC Solar, Inc.",high,transcripts_by_company/FTC_Solar_Inc_2023Q1.txt,2023-02-28,2023-02-28,-0.67,2023-02-28,high
66553110,2010.0,3.0,0.1,0.11,66553110,NORTHERN OIL AND GAS INC,NORTHERN OIL &amp; GAS INC NEV,medium,transcripts_by_company/NORTHERN_OIL_and_GAS_INC_NEV_2010Q3.txt,2010-08-09,2010-08-09,0.07,2010-08-09,medium
45950610,2012.0,2.0,1.08,1.06,45950610,INTERNATIONAL FLAVORS & FRAGRANC,International Flavors &amp; Fragrances Inc.,high,transcripts_by_company/International_Flavors_and_Fragrances_Inc_2012Q2.txt,2012-05-10,2012-05-08,1.0,2012-05-08,high
34338910,2016.0,2.0,-0.04,0.04,34338910,FLOTEK INDUSTRIES INC,"Flotek Industries, Inc.",high,transcripts_by_company/Flotek_Industries_Inc_2016Q2.txt,2016-04-12,2016-05-03,-0.08,2016-05-03,high
81211K10,2005.0,3.0,0.68,0.76,81211K10,SEALED AIR CORP,Sealed Air,high,transcripts_by_company/Sealed_Air_2005Q3.txt,2005-07-27,2005-07-27,0.66,2005-07-27,high
74736L10,2017.0,2.0,-0.03,-0.05,74736L10,Q2 HOLDINGS INC,"Q2 Holdings, Inc.",high,transcripts_by_company/Q2_Holdings_Inc_2017Q2.txt,2017-05-04,2017-05-03,-0.03,2017-05-03,high
86368510,2023.0,2.0,-1.87,-0.09,86368510,STRYVE FOODS INC,"Stryve Foods, Inc.",high,transcripts_by_company/Stryve_Foods_Inc_2023Q2.txt,2023-04-03,2023-04-03,-1.08,2023-04-03,high
43350710,2014.0,2.0,-0.04,-0.03,43350710,HIPCRICKET INC,"Hipcricket, Inc.",high,transcripts_by_company/Hipcricket_Inc_2014Q2.txt,2014-05-08,2014-05-08,-0.13,2014-05-08,high
80706610,2002.0,4.0,1.85,1.93,80706610,SCHOLASTIC CORP,Scholastic,high,transcripts_by_company/Scholastic_2002Q4.txt,2002-12-20,2002-12-20,1.85,2002-12-20,high
80640710,2011.0,1.0,0.82,0.82,80640710,HENRY SCHEIN INC,"Henry Schein, Inc.",high,transcripts_by_company/Henry_Schein_Inc_2011Q1.txt,2011-01-10,2011-02-22,3.58,2011-02-22,high
86561310,2021.0,4.0,,,86561310,SUMITOMO CORP,"Sumitomo Dainippon Pharma Co., Ltd.",high,transcripts_by_company/Sumitomo_Dainippon_Pharma_Co_Ltd_2021Q4.txt,2020-10-29,2020-11-05,,2020-11-05,high
G8721010,2004.0,2.0,0.4,0.32,G8721010,UTI WORLDWIDE INC,UTi Worldwide,high,transcripts_by_company/UTi_Worldwide_2004Q2.txt,2004-04-06,2004-04-06,1.42,2004-04-06,high
92855110,2010.0,1.0,-0.23,-0.3,92855110,"VIVUS, INC.","VIVUS, Inc.",high,transcripts_by_company/VIVUS_Inc_2010Q1.txt,2010-01-07,2010-03-08,-0.75,2010-03-08,high
45684P10,2005.0,1.0,0.04,0.16,45684P10,INFRASOURCE SERVICES INC,"InfraSource Services, Inc.",high,transcripts_by_company/InfraSource_Services_Inc_2005Q1.txt,2005-03-11,2005-03-11,0.6,2005-03-11,high
88331E10,2009.0,2.0,-3.83,,88331E10,THE BANK HOLDINGS INC,"NTK Holdings, Inc.",high,transcripts_by_company/NTK_Holdings_Inc_2009Q2.txt,2009-05-20,2009-05-20,-0.03,2009-05-20,high
67069D10,2010.0,4.0,0.25,0.25,67069D10,"NUTRI/SYSTEM, INC.","Nutrisystem, Inc.",high,transcripts_by_company/Nutrisystem_Inc_2010Q4.txt,2010-11-01,2010-11-01,0.32,2010-11-01,high
47973J10,2016.0,2.0,-0.26,-0.27,47973J10,JOINT CORP,The Joint Corp.,high,transcripts_by_company/The_Joint_Corp_2016Q2.txt,2016-05-12,2016-05-12,-0.28,2016-05-12,high
15670010,2020.0,2.0,0.42,0.37,15670010,CENTURYLINK INC,"CenturyLink, Inc.",high,transcripts_by_company/CenturyLink_Inc_2020Q2.txt,2020-05-06,2020-05-06,0.37,2020-05-06,high
53272L10,2022.0,3.0,,,53272L10,LIMINAL BIOSCIENCES INC,Liminal BioSciences Inc.,high,transcripts_by_company/Liminal_BioSciences_Inc_2022Q3.txt,2022-08-10,2022-08-09,,2022-08-09,high
87666410,2007.0,3.0,0.15,0.11,87666410,TAUBMAN CENTERS INCORPORATED,Taubman Centers,high,transcripts_by_company/Taubman_Centers_2007Q3.txt,2007-07-25,2007-07-24,0.16,2007-07-24,high
33904110,2014.0,1.0,1.12,1.04,33904110,FLEETCOR TECHNOLOGIES INC,Fleetcor Technologies Inc,high,transcripts_by_company/Fleetcor_Technologies_Inc_2014Q1.txt,2014-02-05,2014-02-05,4.05,2014-02-05,high
P3107610,2017.0,2.0,1.48,1.16,P3107610,COPA HOLDINGS SA,"Copa Holdings, S.A.",high,transcripts_by_company/Copa_Holdings_SA_2017Q2.txt,2017-05-11,2017-05-10,2.43,2017-05-10,high
48113010,2008.0,3.0,0.16,0.2,48113010,JOURNAL COMMUNICATIONS INC,"Journal Communications, Inc.",high,transcripts_by_company/Journal_Communications_Inc_2008Q3.txt,2008-07-22,2008-07-22,0.16,2008-07-22,high
12008R10,2012.0,3.0,-0.07,-0.05,12008R10,BUILDERS FIRSTSOURCE INC,Builders FirstSource Inc.,high,transcripts_by_company/Builders_FirstSource_Inc_2012Q3.txt,2012-07-20,2012-07-19,-0.07,2012-07-19,high
89214A10,2008.0,2.0,0.26,0.25,89214A10,TOWN SPORTS INTERNATIONAL HOLDIN,"Town Sports International, Inc.",high,transcripts_by_company/Town_Sports_International_Inc_2008Q2.txt,2008-05-21,2008-05-01,0.18,2008-05-01,high
91913430,2009.0,2.0,,,91913430,VALEO SA,Valeo SA,high,transcripts_by_company/Valeo_SA_2009Q2.txt,2009-04-24,2009-04-24,,2009-04-24,high
45774N10,2011.0,1.0,1.08,0.75,45774N10,INNOPHOS HOLDINGS INC,"Innophos Holdings, Inc.",high,transcripts_by_company/Innophos_Holdings_Inc_2011Q1.txt,2011-02-08,2011-02-07,2.9,2011-02-07,high
39006410,2007.0,1.0,-0.28,-0.18,39006410,GREAT ATLANTIC & PAC TEA INC,Great Atlantic &amp; Pacific Tea,high,transcripts_by_company/Great_Atlantic_and_Pacific_Tea_2007Q1.txt,2007-01-09,2007-01-09,-0.49,2007-01-09,high
R9173311,2016.0,3.0,1.51,1.4,R9173311,TOMRA SYSTEMS ASA,Tomra Systems ASA,high,transcripts_by_company/Tomra_Systems_ASA_2016Q3.txt,2016-07-19,2016-07-19,1.4,2016-07-19,high
69351T10,2022.0,1.0,0.41,0.39,69351T10,PPL CORP,PPL Corporation,high,transcripts_by_company/PPL_Corporation_2022Q1.txt,2022-02-18,2022-02-18,1.05,2022-02-18,high
25786710,2007.0,4.0,0.8,0.73,25786710,"DONNELLEY, RR",RR Donnelley,high,transcripts_by_company/RR_Donnelley_2007Q4.txt,2007-10-30,2007-10-30,0.81,2007-10-30,high
45383610,2017.0,3.0,0.87,0.89,45383610,INDEPENDENT BANK CORP (MASSACHUS,Independent Bank Corp.,high,transcripts_by_company/Independent_Bank_Corp_2017Q3.txt,2017-07-21,2017-07-20,0.75,2017-07-20,high
98475710,2003.0,2.0,0.13,0.12,98475710,YANKEE CANDLE CO,Yankee Candle,high,transcripts_by_company/Yankee_Candle_2003Q2.txt,2003-04-23,2003-04-22,0.17,2003-04-22,high
