filepath,cusip,ticker,company_name,eps_actual,eps_forecast
/Users/vazea/Desktop/NNW/transcripts_by_company/IAA_INC_2022Q1.txt,44925310,IAA,IAA INC,0.66,0.57
/Users/vazea/Desktop/NNW/transcripts_by_company/MERIDIANLINK_INC_2022Q2.txt,58985J10,MLNK,MERIDIANLINK INC,0.09,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/PCTEL_INC_2017Q4.txt,69325Q10,PCTI,PCTEL INC,0.28,0.27
/Users/vazea/Desktop/NNW/transcripts_by_company/COVISINT_CORP_2015Q4.txt,22357R10,COVS,COVISINT CORP,-0.52,-0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/RF_INDUSTRIES_LTD_2022Q1.txt,74955210,RFIL,RF INDUSTRIES LTD,0.06,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/WORTHINGTON_ENTERPRISES_INC_2011Q2.txt,98181110,WOR,WORTHINGTON ENTERPRISES INC,0.2,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/STARBUCKS_CORP_2022Q2.txt,85524410,SBUX,STARBUCKS CORP,0.59,0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/STATE_AUTO_FINANCIAL_CORP_2002Q2.txt,85570710,STFC,STATE AUTO FINANCIAL CORP,-0.02,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/WADDELL_REED_FINANCIAL_INC_2014Q4.txt,93005910,WDR,WADDELL & REED FINANCIAL INC,3.64,3.63
/Users/vazea/Desktop/NNW/transcripts_by_company/MYERS_INDUSTRIES_INC_2011Q3.txt,62846410,MYE,MYERS INDUSTRIES INC,0.14,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/MERCURY_SYSTEMS_INC_2006Q2.txt,58937810,MRCY,MERCURY SYSTEMS INC,0.18,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/CYTOGEN_CORPORATION_2007Q2.txt,23282430,CYTO,CYTOGEN CORPORATION,-0.35,-0.33
/Users/vazea/Desktop/NNW/transcripts_by_company/ARGON_ST_INC_2007Q3.txt,04014910,STST,ARGON ST INC,0.19,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/ELI_LILLY_AND_CO_2004Q4.txt,53245710,LLY,ELI LILLY AND CO,2.82,2.81
/Users/vazea/Desktop/NNW/transcripts_by_company/ROLLINS_INC_2010Q4.txt,77571110,ROL,ROLLINS INC,0.56,0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/T2_BIOSYSTEMS_INC_2020Q3.txt,89853L10,TTOO,T2 BIOSYSTEMS INC,-0.08,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/FIVE_BELOW_INC_2024Q1.txt,33829M10,FIVE,FIVE BELOW INC,0.67,0.63
/Users/vazea/Desktop/NNW/transcripts_by_company/MCCORMICK_SCHMICKS_SEAFOOD_RE_2008Q2.txt,57979310,MSSR,MCCORMICK & SCHMICKS SEAFOOD RE,0.16,0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/PRGX_GLOBAL_INC_2019Q3.txt,69357C50,PRGX,PRGX GLOBAL INC,-0.03,0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/TRICIDA_INC_2018Q4.txt,89610F10,TCDA,TRICIDA INC,-4.64,-2.92
/Users/vazea/Desktop/NNW/transcripts_by_company/ALIGNMENT_HEALTHCARE_INC_2022Q4.txt,01625V10,ALHC,ALIGNMENT HEALTHCARE INC,-0.83,-0.81
/Users/vazea/Desktop/NNW/transcripts_by_company/ENCORE_CAPITAL_GROUP_INC_2010Q2.txt,29255410,ECPG,ENCORE CAPITAL GROUP INC,0.47,0.44
/Users/vazea/Desktop/NNW/transcripts_by_company/LEARNING_TREE_INTERNATIONAL_2012Q1.txt,52201510,LTRE,LEARNING TREE INTERNATIONAL,0.14,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/DIGI_INTERNATIONAL_INC_2023Q2.txt,25379810,DGII,DIGI INTERNATIONAL INC,0.5,0.44
/Users/vazea/Desktop/NNW/transcripts_by_company/SONOCO_PRODUCTS_CO_2002Q3.txt,83549510,SON,SONOCO PRODUCTS CO,0.34,0.33
/Users/vazea/Desktop/NNW/transcripts_by_company/LANNETT_COMPANY_INC_2021Q1.txt,51601210,LCI,LANNETT COMPANY INC,0.06,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/ETHAN_ALLEN_INTERIORS_INC_2022Q4.txt,29760210,ETD,ETHAN ALLEN INTERIORS INC,3.93,3.48
/Users/vazea/Desktop/NNW/transcripts_by_company/LOCAL_BOUNTI_CORP_2023Q1.txt,53960E10,LOCL,LOCAL BOUNTI CORP,-0.23,-0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/METABASIS_THERAPEUTICS_INC_2005Q1.txt,59101M10,MBRX,METABASIS THERAPEUTICS INC,-0.35,-0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/RELIANCE_INC_2021Q1.txt,75950910,RS,RELIANCE INC,4.1,3.56
/Users/vazea/Desktop/NNW/transcripts_by_company/MEDICINES_CO_2010Q4.txt,58468810,MDCO,MEDICINES CO,1.14,1.12
/Users/vazea/Desktop/NNW/transcripts_by_company/ATHERSYS_INC_2014Q4.txt,04744L10,ATHX,ATHERSYS INC,-0.29,-0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/PENSKE_AUTOMOTIVE_GROUP_INC_2021Q4.txt,70959W10,PAG,PENSKE AUTOMOTIVE GROUP INC,14.89,15.0
/Users/vazea/Desktop/NNW/transcripts_by_company/ARBOR_REALTY_TRUST_INC_2018Q1.txt,03892310,ABR,ARBOR REALTY TRUST INC,0.45,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/SONOSITE_INC_2008Q4.txt,83568G10,SONO,SONOSITE INC,0.64,0.67
/Users/vazea/Desktop/NNW/transcripts_by_company/MASCO_CORP_2020Q2.txt,57459910,MAS,MASCO CORP,0.84,0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/WALT_DISNEY_CO_2022Q3.txt,25468710,DIS,WALT DISNEY CO,1.09,0.99
/Users/vazea/Desktop/NNW/transcripts_by_company/ALTA_EQUIPMENT_GROUP_INC_2021Q2.txt,02128L10,ALTG,ALTA EQUIPMENT GROUP INC,-0.48,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/DIAMOND_OFFSHORE_DRILLING_INC_2006Q3.txt,25271C10,DO,DIAMOND OFFSHORE DRILLING INC,1.19,1.25
/Users/vazea/Desktop/NNW/transcripts_by_company/CIGNA_HOLDING_CO_2014Q3.txt,12550910,CI,CIGNA HOLDING CO,1.95,1.82
/Users/vazea/Desktop/NNW/transcripts_by_company/MARCHEX_INC_2022Q3.txt,56624R10,MCHX,MARCHEX INC,-0.01,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTRAVISION_COMMUNICATIONS_CORP_2013Q1.txt,29382R10,EVC,ENTRAVISION COMMUNICATIONS CORP,-0.01,0.0
/Users/vazea/Desktop/NNW/transcripts_by_company/RETAILMENOT_INC_2014Q3.txt,76132B10,SALE,RETAILMENOT INC,0.16,0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/CIMAREX_ENERGY_CO_2013Q1.txt,17179810,XEC,CIMAREX ENERGY CO,1.06,1.06
/Users/vazea/Desktop/NNW/transcripts_by_company/CHERRY_HILL_MORTGAGE_INVESTMENT_2018Q4.txt,16465110,CHMI,CHERRY HILL MORTGAGE INVESTMENT,2.23,2.07
/Users/vazea/Desktop/NNW/transcripts_by_company/ID_SYSTEMS_INC_2012Q2.txt,44948910,IDSY,I.D. SYSTEMS INC.,-0.1,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/DR_HORTON_INC_2009Q3.txt,23331A10,DHI,DR HORTON INC,-0.45,-0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/MITTAL_STEEL_CO_NV_2006Q4.txt,60684P10,MT,MITTAL STEEL CO NV,5.28,5.47
/Users/vazea/Desktop/NNW/transcripts_by_company/USG_CORPORATION_2016Q1.txt,90329340,USG,USG CORPORATION,0.43,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/CLEAN_ENERGY_FUELS_CORP_2020Q3.txt,18449910,CLNE,CLEAN ENERGY FUELS CORP,-0.01,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/ZEDGE_INC_2022Q1.txt,98923T10,ZDGE,ZEDGE INC,0.14,0.12
/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_CORP_2018Q3.txt,87612G10,TRGP,TARGA RESOURCES CORP,-0.24,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/MICROSOFT_CORP_2018Q2.txt,59491810,MSFT,MICROSOFT CORP,0.96,0.86
/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERIOR_INDUSTRIES_INTERNATIONA_2017Q1.txt,86816810,SUP,SUPERIOR INDUSTRIES INTERNATIONA,0.31,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/BANK7_CORP_2019Q4.txt,06652N10,BSVN,BANK7 CORP,0.81,0.84
/Users/vazea/Desktop/NNW/transcripts_by_company/MAGNACHIP_SEMICONDUCTOR_CORP_2019Q1.txt,55933J20,MX,MAGNACHIP SEMICONDUCTOR CORP,-0.58,-0.53
/Users/vazea/Desktop/NNW/transcripts_by_company/ARRAY_BIOPHARMA_INC_2015Q2.txt,04269X10,ARRY,ARRAY BIOPHARMA INC,-0.06,-0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/MERIT_MEDICAL_SYSTEMS_INC_2018Q1.txt,58988910,MMSI,MERIT MEDICAL SYSTEMS INC,0.31,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/ALKERMES_PLC_2021Q2.txt,G0176710,ALKS,ALKERMES PLC,0.3,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/FORTUNE_BRANDS_INNOVATIONS_INC_2017Q2.txt,34964C10,FBHS,FORTUNE BRANDS INNOVATIONS INC,0.92,0.87
/Users/vazea/Desktop/NNW/transcripts_by_company/AARONS_INC_2012Q2.txt,00253530,AAN,AARON'S INC,0.47,0.47
/Users/vazea/Desktop/NNW/transcripts_by_company/SEPRACOR_INC_2006Q4.txt,81731510,SEPR,SEPRACOR INC,1.6,1.33
/Users/vazea/Desktop/NNW/transcripts_by_company/NOVELL_INC_2003Q2.txt,67000610,NOVL,NOVELL INC,-0.02,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/AUTODESK_INC_2012Q1.txt,05276910,ADSK,AUTODESK INC,0.4,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/SILICOM_LTD_2021Q2.txt,M8411610,SILC,SILICOM LTD,0.42,0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/GENESEE_WYOMING_INC_2011Q2.txt,37155910,GWR,GENESEE & WYOMING INC,0.73,0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/CYBERSOURCE_CORP_2006Q2_1.txt,23251J10,CYBS,CYBERSOURCE CORP,0.07,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/KULICKE_AND_SOFFA_INDUSTRIES_INC_2017Q2.txt,50124210,KLIC,KULICKE AND SOFFA INDUSTRIES INC,0.4,0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/HYWIN_HOLDINGS_LTD_2021Q4.txt,44951X10,HYW,HYWIN HOLDINGS LTD,7.76,7.4
/Users/vazea/Desktop/NNW/transcripts_by_company/INFINITY_PROPERTY_AND_CSLTY_CORP_2004Q2.txt,45665Q10,IPCC,INFINITY PROPERTY AND CSLTY CORP,1.15,0.73
/Users/vazea/Desktop/NNW/transcripts_by_company/SYNCHRONY_FINANCIAL_2018Q3.txt,87165B10,SYF,SYNCHRONY FINANCIAL,0.91,0.81
/Users/vazea/Desktop/NNW/transcripts_by_company/BORLAND_SOFTWARE_2007Q1.txt,09984910,BORL,BORLAND SOFTWARE,-0.09,-0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/SPEEDWAY_MOTORSPORTS_2004Q3.txt,84778810,TRK,SPEEDWAY MOTORSPORTS,0.06,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/HESS_CORP_2011Q1.txt,42809H10,HES,HESS CORP,1.82,1.82
/Users/vazea/Desktop/NNW/transcripts_by_company/LITHIA_MOTORS_INC_2014Q3.txt,53679710,LAD,LITHIA MOTORS INC,1.32,1.31
/Users/vazea/Desktop/NNW/transcripts_by_company/BRUNSWICK_CORP_2009Q3.txt,11704310,BC,BRUNSWICK CORP,-1.29,-1.37
/Users/vazea/Desktop/NNW/transcripts_by_company/DOMINION_ENERGY_INC_2002Q1.txt,25746U10,D,DOMINION ENERGY INC,1.2,1.35
/Users/vazea/Desktop/NNW/transcripts_by_company/OCCIDENTAL_PETROLEUM_CORP_2012Q1.txt,67459910,OXY,OCCIDENTAL PETROLEUM CORP,1.92,1.92
/Users/vazea/Desktop/NNW/transcripts_by_company/ICOS_CORP_2002Q1.txt,44929510,ICOS,ICOS CORP,-0.65,-0.59
/Users/vazea/Desktop/NNW/transcripts_by_company/WENDYS_CO_2022Q3.txt,95058W10,WEN,WENDY'S CO,0.24,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/SCRIPPS_NETWORKS_INTERACTIVE_INC_2012Q1.txt,81106510,SNI,SCRIPPS NETWORKS INTERACTIVE INC,0.73,0.62
/Users/vazea/Desktop/NNW/transcripts_by_company/TARGET_CORP_2009Q1.txt,87612E10,TGT,TARGET CORP,0.74,0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/SSC_TECHNOLOGIES_HOLDINGS_INC_2023Q1.txt,78467J10,SSNC,SS&C TECHNOLOGIES HOLDINGS INC,1.11,1.14
/Users/vazea/Desktop/NNW/transcripts_by_company/SYSTEMAX_INC_2017Q4.txt,87185110,SYX,SYSTEMAX INC,1.3,1.29
/Users/vazea/Desktop/NNW/transcripts_by_company/NOVA_LTD_2013Q2.txt,M7516K10,NVMI,NOVA LTD,0.14,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/ONEWATER_MARINE_INC_2022Q2.txt,68280L10,ONEW,ONEWATER MARINE INC,2.54,2.09
/Users/vazea/Desktop/NNW/transcripts_by_company/MAXIMUS_INC_2017Q1.txt,57793310,MMS,MAXIMUS INC,0.73,0.64
/Users/vazea/Desktop/NNW/transcripts_by_company/CST_BRANDS_INC_2014Q1.txt,12646R10,CST,CST BRANDS INC,0.14,0.18
/Users/vazea/Desktop/NNW/transcripts_by_company/CH_ROBINSON_WORLDWIDE_INC_2007Q4.txt,12541W20,CHRW,CH ROBINSON WORLDWIDE INC,1.86,1.85
/Users/vazea/Desktop/NNW/transcripts_by_company/KEYNOTE_SYSTEMS_INC_2010Q4.txt,49330810,KEYN,KEYNOTE SYSTEMS INC,0.51,0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/LIFECORE_BIOMEDICAL_INC_2023Q3.txt,51476610,LFCR,LIFECORE BIOMEDICAL INC,-0.22,-0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/SYMMETRICOM_INCORPORATED_2010Q1.txt,87154310,SYMM,SYMMETRICOM INCORPORATED,0.05,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/RIT_TECHNOLOGIES_LTD_2007Q1.txt,M8215N10,RITT,RIT TECHNOLOGIES LTD,-0.05,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/LANTERN_PHARMA_INC_2021Q1.txt,51654W10,LTRN,LANTERN PHARMA INC,-0.24,-0.27
/Users/vazea/Desktop/NNW/transcripts_by_company/MAXIMUS_INC_2012Q2.txt,57793310,MMS,MAXIMUS INC,0.49,0.47
/Users/vazea/Desktop/NNW/transcripts_by_company/LEGG_MASON_INC_2008Q4.txt,52490110,LM,LEGG MASON INC,1.86,2.81
/Users/vazea/Desktop/NNW/transcripts_by_company/ECHELON_CORPORATION_2015Q3.txt,27874N10,ELON,ECHELON CORPORATION,-0.02,-0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/FULGENT_GENETICS_INC_2022Q1.txt,35966410,FLGT,FULGENT GENETICS INC,5.08,3.42
/Users/vazea/Desktop/NNW/transcripts_by_company/MERU_NETWORKS_INC_2014Q2.txt,59047Q10,MERU,MERU NETWORKS INC,-0.13,-0.12
/Users/vazea/Desktop/NNW/transcripts_by_company/WERNER_ENTERPRISES_INC_2022Q3.txt,95075510,WERN,WERNER ENTERPRISES INC,0.9,0.98
/Users/vazea/Desktop/NNW/transcripts_by_company/LIFE_TIME_GROUP_HOLDINGS_INC_2022Q2.txt,53190C10,LTH,LIFE TIME GROUP HOLDINGS INC,-0.01,-0.11
/Users/vazea/Desktop/NNW/transcripts_by_company/EBAY_INC_2010Q4.txt,27864210,EBAY,EBAY INC,1.73,1.69
/Users/vazea/Desktop/NNW/transcripts_by_company/PILGRIMS_PRIDE_CORP_2012Q1.txt,72147K10,PPC,PILGRIMS PRIDE CORP,0.19,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/ADVENT_SOFTWARE_INC_2005Q4.txt,00797410,ADVS,ADVENT SOFTWARE INC,0.41,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERIOR_INDUSTRIES_INTERNATIONA_2016Q3.txt,86816810,SUP,SUPERIOR INDUSTRIES INTERNATIONA,0.23,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/NUSTAR_ENERGY_LP_2009Q2.txt,67058H10,NS,NUSTAR ENERGY LP,1.04,0.93
/Users/vazea/Desktop/NNW/transcripts_by_company/IDEX_CORP_2007Q3.txt,45167R10,IEX,IDEX CORP,0.47,0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/CURIS_INCORPORATED_2015Q1.txt,23126910,CRIS,CURIS INCORPORATED,-0.07,-0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTUS_INVESTMENT_PARTNERS_INC_2018Q4.txt,92828Q10,VRTS,VIRTUS INVESTMENT PARTNERS INC,12.26,12.32
/Users/vazea/Desktop/NNW/transcripts_by_company/PPL_CORP_2012Q4.txt,69351T10,PPL,PPL CORP,2.42,2.35
/Users/vazea/Desktop/NNW/transcripts_by_company/ATHERSYS_INC_2016Q4.txt,04744L10,ATHX,ATHERSYS INC,-0.18,-0.18
/Users/vazea/Desktop/NNW/transcripts_by_company/TARGET_CORP_2020Q1.txt,87612E10,TGT,TARGET CORP,1.53,1.43
/Users/vazea/Desktop/NNW/transcripts_by_company/SCANSOURCE_INC_2010Q2.txt,80603710,SCSC,SCANSOURCE INC,0.44,0.42
/Users/vazea/Desktop/NNW/transcripts_by_company/DONEGAL_GROUP_INC_2023Q3.txt,25770120,DGICA,DONEGAL GROUP INC,0.01,0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/K12_INC_2010Q4.txt,48273U10,LRN,K12 INC,0.71,0.68
/Users/vazea/Desktop/NNW/transcripts_by_company/NETGEAR_INC_2008Q4.txt,64111Q10,NTGR,NETGEAR INC,0.92,1.22
/Users/vazea/Desktop/NNW/transcripts_by_company/EQUITY_BANCSHARES_INC_2017Q2.txt,29460X10,EQBK,EQUITY BANCSHARES INC,0.52,0.51
/Users/vazea/Desktop/NNW/transcripts_by_company/OVERSEAS_SHIPHOLDING_GROUP_2004Q1.txt,69036810,OSG,OVERSEAS SHIPHOLDING GROUP,1.93,1.84
/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRA_LIFESCIENCES_HOLDINGS_CO_2006Q2.txt,45798520,IART,INTEGRA LIFESCIENCES HOLDINGS CO,0.34,0.31
/Users/vazea/Desktop/NNW/transcripts_by_company/PHILLIPS_66_PARTNERS_LP_2021Q2.txt,71854920,PSXP,PHILLIPS 66 PARTNERS LP,1.013,0.88
/Users/vazea/Desktop/NNW/transcripts_by_company/MYLAN_INC_2013Q3.txt,62853010,MYL,MYLAN INC,0.82,0.78
/Users/vazea/Desktop/NNW/transcripts_by_company/ARROW_ELECTRONICS_INC_2021Q4.txt,04273510,ARW,ARROW ELECTRONICS INC,15.5,14.66
/Users/vazea/Desktop/NNW/transcripts_by_company/WEC_ENERGY_GROUP_INC_2019Q1.txt,92939U10,WEC,WEC ENERGY GROUP INC,1.33,1.26
/Users/vazea/Desktop/NNW/transcripts_by_company/RED_ROCK_RESORTS_INC_2017Q2.txt,75700L10,RRR,RED ROCK RESORTS INC,0.53,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/BLOOMIN_BRANDS_INC_2023Q1.txt,09423510,BLMN,BLOOMIN' BRANDS INC,0.98,0.88
/Users/vazea/Desktop/NNW/transcripts_by_company/ARROW_ELECTRONICS_INC_2003Q1.txt,04273510,ARW,ARROW ELECTRONICS INC,0.1,0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/PLUG_POWER_INC_2020Q1.txt,72919P20,PLUG,PLUG POWER INC,-0.12,-0.11
/Users/vazea/Desktop/NNW/transcripts_by_company/AMPHENOL_CORP_2002Q2.txt,03209510,APH,AMPHENOL CORP,0.46,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/TRINITY_BIOTECH_PLC_2009Q3.txt,89643830,TRIB,TRINITY BIOTECH PLC,0.15,0.12
/Users/vazea/Desktop/NNW/transcripts_by_company/INTERDIGITAL_COMMUNICATIONS_2004Q1.txt,45866A10,IDCC,INTERDIGITAL COMMUNICATIONS,0.1,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/VISA_INC_2013Q3.txt,92826C83,V,VISA INC,1.88,1.8
/Users/vazea/Desktop/NNW/transcripts_by_company/NELSON_THOMAS_INC_2005Q1.txt,64037610,TNM,NELSON THOMAS INC,0.12,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKWELL_AUTOMATION_INC_2016Q3.txt,77390310,ROK,ROCKWELL AUTOMATION INC,1.55,1.47
/Users/vazea/Desktop/NNW/transcripts_by_company/CHIASMA_INC_2020Q4.txt,16706W10,CHMA,CHIASMA INC,-1.43,-1.49
/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHROP_GRUMMAN_CORP_2015Q1.txt,66680710,NOC,NORTHROP GRUMMAN CORP,2.41,2.26
/Users/vazea/Desktop/NNW/transcripts_by_company/FSI_INTERNATIONAL_2008Q1.txt,30263310,FSII,FSI INTERNATIONAL,-0.07,-0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHROP_GRUMMAN_CORP_2002Q2.txt,66680710,NOC,NORTHROP GRUMMAN CORP,1.53,1.46
/Users/vazea/Desktop/NNW/transcripts_by_company/SCICLONEPHARMACEUTICALS_INCORPO_2009Q4.txt,80862K10,SCLN,SCICLONEPHARMACEUTICALS INCORPO,0.25,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/MATTEL_INC_2020Q1.txt,57708110,MAT,MATTEL INC,-0.56,-0.42
/Users/vazea/Desktop/NNW/transcripts_by_company/CAMPBELLS_CO_2014Q3.txt,13442910,CPB,CAMPBELL'S CO,0.62,0.59
/Users/vazea/Desktop/NNW/transcripts_by_company/KIMBERLYCLARK_CORP_2002Q3.txt,49436810,KMB,KIMBERLY-CLARK CORP,0.87,0.89
/Users/vazea/Desktop/NNW/transcripts_by_company/ACCENTURE_PLC_2020Q1.txt,G1151C10,ACN,ACCENTURE PLC,2.09,1.99
/Users/vazea/Desktop/NNW/transcripts_by_company/RADIUS_RECYCLING_INC_2022Q4.txt,80688210,SCHN,RADIUS RECYCLING INC,6.07,6.04
/Users/vazea/Desktop/NNW/transcripts_by_company/CBOE_GLOBAL_MARKETS_INC_2014Q2.txt,12503M10,CBOE,CBOE GLOBAL MARKETS INC,0.5,0.5
/Users/vazea/Desktop/NNW/transcripts_by_company/OOMA_INC_2018Q2.txt,68341610,OOMA,OOMA INC,-0.02,-0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/ICONIX_BRAND_GROUP_INC_2012Q3.txt,45105510,ICON,ICONIX BRAND GROUP INC,0.41,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/CONNS_INC_2014Q3.txt,20824210,CONN,CONN'S INC,0.71,0.64
/Users/vazea/Desktop/NNW/transcripts_by_company/NETFLIX_INC_2018Q4.txt,64110L10,NFLX,NETFLIX INC,2.68,2.62
/Users/vazea/Desktop/NNW/transcripts_by_company/INTEST_CORP_2020Q1.txt,46114710,INTT,INTEST CORP,-0.08,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/PETROQUEST_ENERGY_INC_2013Q1.txt,71674810,PQ,PETROQUEST ENERGY INC,0.05,0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/ACLARIS_THERAPEUTICS_INC_2015Q4.txt,00461U10,ACRS,ACLARIS THERAPEUTICS INC,-3.79,-3.28
/Users/vazea/Desktop/NNW/transcripts_by_company/TENNECO_INC_2018Q1_1.txt,88034910,TEN,TENNECO INC,1.58,1.7
/Users/vazea/Desktop/NNW/transcripts_by_company/ABERCROMBIE_FITCH_CO_2009Q3.txt,00289620,ANF,ABERCROMBIE & FITCH CO,0.72,0.75
/Users/vazea/Desktop/NNW/transcripts_by_company/RA_MEDICAL_SYSTEMS_INC_2020Q1.txt,74933X10,RMED,RA MEDICAL SYSTEMS INC,-0.56,-0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/MANHATTAN_ASSOCIATES_INC_2007Q4.txt,56275010,MANH,MANHATTAN ASSOCIATES INC,1.3,1.33
/Users/vazea/Desktop/NNW/transcripts_by_company/CORVEL_CORPORATION_2003Q4.txt,22100610,CRVL,CORVEL CORPORATION,1.5,1.5
/Users/vazea/Desktop/NNW/transcripts_by_company/VENTAS_INC_2015Q1.txt,92276F10,VTR,VENTAS INC,0.37,0.3
/Users/vazea/Desktop/NNW/transcripts_by_company/VIASAT_INC_2024Q1.txt,92552V10,VSAT,VIASAT INC,-0.83,-0.27
/Users/vazea/Desktop/NNW/transcripts_by_company/WNS_HOLDINGS_LTD_2024Q1.txt,92932M10,WNS,WNS (HOLDINGS) LTD,1.01,0.92
/Users/vazea/Desktop/NNW/transcripts_by_company/TRULIA_INC_2013Q3.txt,89788810,TRLA,TRULIA INC,0.03,0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/REX_ENERGY_CORP_2008Q2.txt,76156510,REXX,REX ENERGY CORP,0.09,0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/COHERENT_INC_2012Q1.txt,19247910,COHR,COHERENT INC,0.82,0.81
/Users/vazea/Desktop/NNW/transcripts_by_company/BARNES_NOBLE_INC_2017Q1.txt,06777410,BKS,BARNES & NOBLE INC.,-0.07,-0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/SURGALIGN_HOLDINGS_INC_2020Q4.txt,86882C10,SRGA,SURGALIGN HOLDINGS INC,-0.51,-0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/OPKO_HEALTH_INC_2016Q1.txt,68375N10,OPK,OPKO HEALTH INC,-0.03,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/POWERONE_INC_2003Q2.txt,73930810,PWER,POWER-ONE INC.,-0.01,-0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/SHORETEL_INC_2012Q2.txt,82521110,SHOR,SHORETEL INC,0.03,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/TRAVELPORT_WORLDWIDE_LTD_2016Q4.txt,G9019D10,TVPT,TRAVELPORT WORLDWIDE LTD,1.23,1.21
/Users/vazea/Desktop/NNW/transcripts_by_company/MEREDITH_CORP_2017Q4.txt,58943310,MDP,MEREDITH CORP,4.0,3.88
/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOZONE_INC_2010Q3.txt,05333210,AZO,AUTOZONE INC,4.12,3.58
/Users/vazea/Desktop/NNW/transcripts_by_company/FLEX_LTD_2010Q3.txt,Y2573F10,FLEX,FLEX LTD,0.17,0.15
