filepath,cusip,ticker,company_name,eps_actual,eps_forecast
/Users/vazea/Desktop/NNW/transcripts_by_company/SIX_FLAGS_ENTERTAINMENT_CORP_DE_2020Q1.txt,83001A10,SIX,SIX FLAGS ENTERTAINMENT CORP (DE,-1.0,-1.1
/Users/vazea/Desktop/NNW/transcripts_by_company/BAKER_HUGHES_INC_2002Q3.txt,05722410,BHI,BAKER HUGHES INC,0.26,0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/ASML_HOLDING_NV_2009Q1.txt,N0705918,ASML,ASML HOLDING NV,-0.35,-0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/NAPSTER_INC_2006Q1.txt,63079710,NAPS,NAPSTER INC,-0.46,-0.63
/Users/vazea/Desktop/NNW/transcripts_by_company/ACCELERON_PHARMA_INC_2020Q1.txt,00434H10,XLRN,ACCELERON PHARMA INC,-0.95,-0.9
/Users/vazea/Desktop/NNW/transcripts_by_company/ANGEL_OAK_MORTGAGE_REIT_INC_2022Q4.txt,03464Y10,AOMR,ANGEL OAK MORTGAGE REIT INC,0.78,3.58
/Users/vazea/Desktop/NNW/transcripts_by_company/CHEETAH_MOBILE_INC_2014Q2.txt,16307510,CMCM,CHEETAH MOBILE INC,0.08,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/VERISIGN_INC_2003Q4.txt,92343E10,VRSN,"VERISIGN, INC",0.61,0.56
/Users/vazea/Desktop/NNW/transcripts_by_company/VERA_BRADLEY_INC_2022Q4.txt,92335C10,VRA,VERA BRADLEY INC,0.57,0.67
/Users/vazea/Desktop/NNW/transcripts_by_company/GENOMIC_HEALTH_INC_2019Q1.txt,37244C10,GHDX,GENOMIC HEALTH INC,0.34,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/SILICON_LABORATORIES_INC_2012Q1.txt,82691910,SLAB,SILICON LABORATORIES INC,0.43,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/8X8_INC_2012Q3.txt,28291410,EGHT,8X8 INC,0.04,0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/WEC_ENERGY_GROUP_INC_2019Q3.txt,92939U10,WEC,WEC ENERGY GROUP INC,0.74,0.71
/Users/vazea/Desktop/NNW/transcripts_by_company/COMPUTER_SCIENCES_CORP_2005Q4.txt,20536310,CSC,COMPUTER SCIENCES CORP,3.17,3.16
/Users/vazea/Desktop/NNW/transcripts_by_company/SEADRILL_PARTNERS_LLC_2016Q4.txt,Y7545W10,SDLP,SEADRILL PARTNERS LLC,3.06,3.85
/Users/vazea/Desktop/NNW/transcripts_by_company/DASEKE_INC_2023Q1.txt,23753F10,DSKE,DASEKE INC,-0.05,0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/PUMA_BIOTECHNOLOGY_INC_2022Q4.txt,74587V10,PBYI,PUMA BIOTECHNOLOGY INC,0.0,0.16
/Users/vazea/Desktop/NNW/transcripts_by_company/MOODYS_CORP_2016Q3.txt,61536910,MCO,MOODY'S CORP,1.34,1.18
/Users/vazea/Desktop/NNW/transcripts_by_company/INTERDIGITAL_INC_2019Q1.txt,45867G10,IDCC,INTERDIGITAL INC,-0.09,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/BERRY_CORPORATION_BRY_2023Q2.txt,08579X10,BRY,BERRY CORPORATION (BRY),0.15,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/MSC_INDUSTRIAL_DIRECT_CO_INC_2014Q2.txt,55353010,MSM,MSC INDUSTRIAL DIRECT CO INC,0.87,0.86
/Users/vazea/Desktop/NNW/transcripts_by_company/CONVERGEONE_HOLDINGS_INC_2018Q3.txt,21248110,CVON,CONVERGEONE HOLDINGS INC,0.31,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/DIODES_INC_2006Q1.txt,25454310,DIOD,DIODES INC,0.38,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/ECI_TELECOM_LTD_2004Q2.txt,26825810,ECIL,ECI TELECOM LTD,0.04,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/IDT_CORP_2006Q4.txt,44894730,IDT,IDT CORP,-1.55,-1.49
/Users/vazea/Desktop/NNW/transcripts_by_company/FAIR_ISAAC_CORP_2015Q1.txt,30325010,FICO,FAIR ISAAC CORP,0.43,0.6
/Users/vazea/Desktop/NNW/transcripts_by_company/SYNLOGIC_INC_2018Q4.txt,87166L10,SYBX,SYNLOGIC INC,-2.03,-2.13
/Users/vazea/Desktop/NNW/transcripts_by_company/SYNAPTICS_INC_2012Q4.txt,87157D10,SYNA,SYNAPTICS INC,2.28,2.27
/Users/vazea/Desktop/NNW/transcripts_by_company/STRATASYS_INC_2005Q3.txt,86268510,SSYS,STRATASYS INC,0.2,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/BLUEGREEN_VACATIONS_CORP_2017Q4.txt,09629F10,BXG,BLUEGREEN VACATIONS CORP,1.09,0.9
/Users/vazea/Desktop/NNW/transcripts_by_company/NEUROGESX_INC_2012Q2.txt,64125210,NGSX,NEUROGESX INC,-0.17,-0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/CONEXANT_SYSTEMS_INCWI_2007Q1.txt,20714210,CNXT,CONEXANT SYSTEMS INC-W/I,0.02,0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/ODP_CORP_2023Q1.txt,88337F10,ODP,ODP CORP,1.78,1.34
/Users/vazea/Desktop/NNW/transcripts_by_company/HONEYWELL_INTERNATIONAL_INC_2015Q4.txt,43851610,HON,HONEYWELL INTERNATIONAL INC,6.1,6.1
/Users/vazea/Desktop/NNW/transcripts_by_company/MASCO_CORP_2016Q1.txt,57459910,MAS,MASCO CORP,0.32,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/IHS_MARKIT_LTD_2020Q4.txt,G4756710,INFO,IHS MARKIT LTD,2.84,2.78
/Users/vazea/Desktop/NNW/transcripts_by_company/DAWSON_GEOPHYSICAL_CO_2017Q3.txt,23936010,DWSN,DAWSON GEOPHYSICAL CO,-0.13,-0.34
/Users/vazea/Desktop/NNW/transcripts_by_company/BIOKEY_INTERNATIONAL_INC_2020Q1.txt,09060C30,BKYI,BIO-KEY INTERNATIONAL INC,-0.18,-0.05
/Users/vazea/Desktop/NNW/transcripts_by_company/BIGBEARAI_HOLDINGS_INC_2022Q4.txt,08975B10,BBAI,BIGBEAR.AI HOLDINGS INC,-0.95,-0.81
/Users/vazea/Desktop/NNW/transcripts_by_company/USA_TRUCK_INC_2014Q3.txt,90292510,USAK,USA TRUCK INC,0.26,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_DEFENSE_TECHNOLOGY_SYST_2010Q4.txt,37950B10,GTEC,GLOBAL DEFENSE TECHNOLOGY & SYST,0.96,0.95
/Users/vazea/Desktop/NNW/transcripts_by_company/PAYMENTUS_HOLDINGS_INC_2021Q4.txt,70439P10,PAY,PAYMENTUS HOLDINGS INC,0.09,0.07
/Users/vazea/Desktop/NNW/transcripts_by_company/LEXMARK_INTERNATIONAL_INC_2014Q2.txt,52977110,LXK,LEXMARK INTERNATIONAL INC,0.99,0.92
/Users/vazea/Desktop/NNW/transcripts_by_company/ICAHN_ENTERPRISES_LP_2017Q1.txt,45110010,IEP,ICAHN ENTERPRISES LP,-0.12,0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/MOTUS_GI_HOLDINGS_INC_2022Q3.txt,62014P40,MOTS,MOTUS GI HOLDINGS INC,-1.69,-1.96
/Users/vazea/Desktop/NNW/transcripts_by_company/INTERSIL_CORPORATION_2012Q1.txt,46069S10,ISIL,INTERSIL CORPORATION,-0.03,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/GENASYS_INC_2014Q2.txt,50213V10,LRAD,GENASYS INC,0.02,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/SIMON_PROPERTY_GROUP_INC_2017Q1.txt,82880610,SPG,SIMON PROPERTY GROUP INC,1.53,1.5
/Users/vazea/Desktop/NNW/transcripts_by_company/DELPHI_TECHNOLOGIES_PLC_2018Q4.txt,G2709G10,DLPH,DELPHI TECHNOLOGIES PLC,4.38,4.2
/Users/vazea/Desktop/NNW/transcripts_by_company/UNDER_ARMOUR_INC_2018Q3.txt,90431120,UA,UNDER ARMOUR INC,0.25,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/CBIZ_INC_2021Q3.txt,12480510,CBZ,CBIZ INC,0.41,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/XENOPORT_INC_2008Q4.txt,98411C10,XNPT,XENOPORT INC,-2.48,-2.55
/Users/vazea/Desktop/NNW/transcripts_by_company/MDC_PARTNERS_INC_2013Q1.txt,55269710,MDCA,MDC PARTNERS INC,0.48,-0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/CARRIAGE_SERVICES_INC_2003Q3.txt,14390510,CSV,CARRIAGE SERVICES INC,0.05,0.04
/Users/vazea/Desktop/NNW/transcripts_by_company/CARLYLE_GROUP_LP_2012Q2.txt,14309L10,CG,CARLYLE GROUP LP,-0.19,-0.11
/Users/vazea/Desktop/NNW/transcripts_by_company/APPFOLIO_INC_2015Q4.txt,03783C10,APPF,APPFOLIO INC,-0.69,-0.78
/Users/vazea/Desktop/NNW/transcripts_by_company/SAIA_INC_2017Q1.txt,78709Y10,SAIA,SAIA INC,0.44,0.41
/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_MILLS_INC_2018Q2.txt,37033410,GIS,GENERAL MILLS INC,0.82,0.82
/Users/vazea/Desktop/NNW/transcripts_by_company/WEBMD_HEALTH_CORP_2008Q2.txt,94770V10,WBMD,WEBMD HEALTH CORP,0.11,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/KAYNE_ANDERSON_ENERGY_DEVELOPMEN_2009Q3.txt,48660Q10,KED,KAYNE ANDERSON ENERGY DEVELOPMEN,0.28,0.31
/Users/vazea/Desktop/NNW/transcripts_by_company/SMITH_WESSON_HOLDING_CORP_2012Q4.txt,83175610,SWHC,SMITH & WESSON HOLDING CORP,0.41,0.29
/Users/vazea/Desktop/NNW/transcripts_by_company/CONSTELLATION_BRANDS_INC_2013Q2.txt,21036P10,STZ,CONSTELLATION BRANDS INC,0.71,0.54
/Users/vazea/Desktop/NNW/transcripts_by_company/CEVA_INC_2016Q4.txt,15721010,CEVA,CEVA INC,0.93,0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/INSEEGO_CORP_2018Q2.txt,45782B10,INSG,INSEEGO CORP,-0.02,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/SIGNET_JEWELERS_LTD_2011Q3.txt,G8127610,SIG,SIGNET JEWELERS LTD,0.07,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/ENCORE_CAPITAL_GROUP_INC_2005Q2.txt,29255410,ECPG,ENCORE CAPITAL GROUP INC,0.34,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/VISA_INC_2016Q2.txt,92826C83,V,VISA INC,0.68,0.66
/Users/vazea/Desktop/NNW/transcripts_by_company/ENDOLOGIX_INC_2014Q4.txt,29266S10,ELGX,ENDOLOGIX INC,-0.38,-0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/APACHE_CORP_2002Q3.txt,03741110,APA,APACHE CORP,1.0,1.09
/Users/vazea/Desktop/NNW/transcripts_by_company/AGILENT_TECHNOLOGIES_INC_2010Q1.txt,00846U10,A,AGILENT TECHNOLOGIES INC,0.38,0.32
/Users/vazea/Desktop/NNW/transcripts_by_company/CP_SHIPS_LIMITED_2003Q4.txt,22409V10,TEU,CP SHIPS LIMITED,0.89,0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/WATERS_CORP_2016Q3.txt,94184810,WAT,WATERS CORP,1.57,1.57
/Users/vazea/Desktop/NNW/transcripts_by_company/WP_CAREY_CO_LLC_2012Q1.txt,92930Y10,WPC,WP CAREY & CO LLC,0.3,0.55
/Users/vazea/Desktop/NNW/transcripts_by_company/EAGLE_TEST_SYSTEMS_INC_2007Q3.txt,27000610,EGLT,EAGLE TEST SYSTEMS INC,0.09,0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTROPIC_COMMUNICATIONS_INC_2009Q1.txt,29384R10,ENTR,ENTROPIC COMMUNICATIONS INC,-0.06,-0.07
/Users/vazea/Desktop/NNW/transcripts_by_company/PERFORMANT_HEALTHCARE_INC_2015Q3.txt,71377E10,PFMT,PERFORMANT HEALTHCARE INC,0.02,0.0
/Users/vazea/Desktop/NNW/transcripts_by_company/CONMED_CORP_2012Q3.txt,20741010,CNMD,CONMED CORP,0.43,0.4
/Users/vazea/Desktop/NNW/transcripts_by_company/MERCK_CO_INC_2021Q3.txt,58933Y10,MRK,"MERCK & CO., INC.",1.75,1.54
/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBALSTAR_INC_2015Q3.txt,37897340,GSAT,GLOBALSTAR INC,-0.02,-0.03
/Users/vazea/Desktop/NNW/transcripts_by_company/1800FLOWERSCOM_INC_2004Q1.txt,68243Q10,FLWS,1-800-FLOWERS.COM INC,-0.08,-0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/MEDIFAST_INC_2012Q1.txt,58470H10,MED,MEDIFAST INC,0.32,0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/CONCEPTUS_INC_2007Q3.txt,20601610,CPTS,CONCEPTUS INC,-0.09,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/HELMERICH_AND_PAYNE_INC_2008Q2.txt,42345210,HP,HELMERICH AND PAYNE INC,0.92,0.99
/Users/vazea/Desktop/NNW/transcripts_by_company/DISTRIBUTION_SOLUTIONS_GROUP_INC_2023Q3.txt,52077610,DSGR,DISTRIBUTION SOLUTIONS GROUP INC,0.17,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/LAYNE_CHRISTENSEN_CO_2007Q3.txt,52105010,LAYN,LAYNE CHRISTENSEN CO,0.5,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/RF_INDUSTRIES_LTD_2020Q2.txt,74955210,RFIL,RF INDUSTRIES LTD,-0.01,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/ENTRAVISION_COMMUNICATIONS_CORP_2021Q3.txt,29382R10,EVC,ENTRAVISION COMMUNICATIONS CORP,0.14,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/BEMIS_COMPANY_INC_2006Q1.txt,08143710,BMS,BEMIS COMPANY INC,0.42,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/JUNIPER_NETWORKS_INC_2018Q1.txt,48203R10,JNPR,JUNIPER NETWORKS INC,0.28,0.25
/Users/vazea/Desktop/NNW/transcripts_by_company/ROPER_TECHNOLOGIES_INC_2010Q3.txt,77669610,ROP,ROPER TECHNOLOGIES INC,0.87,0.8
/Users/vazea/Desktop/NNW/transcripts_by_company/LEAR_CORP_2021Q2.txt,52186520,LEA,LEAR CORP,2.45,2.49
/Users/vazea/Desktop/NNW/transcripts_by_company/MERSANA_THERAPEUTICS_INC_2020Q1.txt,59045L10,MRSN,MERSANA THERAPEUTICS INC,-0.35,-0.37
/Users/vazea/Desktop/NNW/transcripts_by_company/LANDSEA_HOMES_CORP_2023Q3.txt,51509P10,LSEA,LANDSEA HOMES CORP,0.22,0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/CENTURY_CASINOS_INC_2020Q4.txt,15649210,CNTY,CENTURY CASINOS INC,-1.62,-1.85
/Users/vazea/Desktop/NNW/transcripts_by_company/SITEONE_LANDSCAPE_SUPPLY_INC_2018Q3.txt,82982L10,SITE,SITEONE LANDSCAPE SUPPLY INC,0.79,0.72
/Users/vazea/Desktop/NNW/transcripts_by_company/CENCORA_INC_2019Q4.txt,03073E10,ABC,CENCORA INC,7.09,7.05
/Users/vazea/Desktop/NNW/transcripts_by_company/MOVE_INC_2011Q2.txt,62458M10,MOVE,MOVE INC,0.02,0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/ALLIANT_ENERGY_CORP_2009Q2.txt,01880210,LNT,ALLIANT ENERGY CORP,0.34,0.32
/Users/vazea/Desktop/NNW/transcripts_by_company/FLEX_PHARMA_INC_2016Q2.txt,33938A10,FLKS,FLEX PHARMA INC,-0.71,-0.61
/Users/vazea/Desktop/NNW/transcripts_by_company/CHARMING_SHOPPES_INC_2005Q2.txt,16113310,CHRS,CHARMING SHOPPES INC,0.21,0.22
/Users/vazea/Desktop/NNW/transcripts_by_company/PJT_PARTNERS_INC_2020Q4.txt,69343T10,PJT,PJT PARTNERS INC,4.93,4.19
/Users/vazea/Desktop/NNW/transcripts_by_company/PHILIP_MORRIS_INTERNATIONAL_INC_2009Q3.txt,71817210,PM,PHILIP MORRIS INTERNATIONAL INC,0.93,0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/ASCENDIS_PHARMA_AS_2019Q4.txt,04351P10,ASND,ASCENDIS PHARMA A/S,-4.69,-4.21
/Users/vazea/Desktop/NNW/transcripts_by_company/PLX_PHARMA_INC_2022Q1.txt,72942A10,PLXP,PLX PHARMA INC,-0.39,-0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/EMMIS_COMMUNICATIONS_CORP_2008Q1.txt,29152510,EMMS,EMMIS COMMUNICATIONS CORP,-0.07,-0.1
/Users/vazea/Desktop/NNW/transcripts_by_company/BUNGE_LTD_2003Q2.txt,G1696210,BG,BUNGE LTD,0.71,0.7
/Users/vazea/Desktop/NNW/transcripts_by_company/LXP_INDUSTRIAL_TRUST_2005Q3.txt,52904310,LXP,LXP INDUSTRIAL TRUST,0.04,0.2
/Users/vazea/Desktop/NNW/transcripts_by_company/QUANTA_SERVICES_INC_2021Q2.txt,74762E10,PWR,QUANTA SERVICES INC,1.06,1.04
/Users/vazea/Desktop/NNW/transcripts_by_company/ATLAS_AIR_WORLDWIDE_HOLDINGS_INC_2007Q4.txt,04916420,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,4.15,3.73
/Users/vazea/Desktop/NNW/transcripts_by_company/DARDEN_RESTAURANTS_INC_2024Q1.txt,23719410,DRI,DARDEN RESTAURANTS INC,1.78,1.71
/Users/vazea/Desktop/NNW/transcripts_by_company/ZELTIQ_AESTHETICS_INC_2013Q4.txt,98933Q10,ZLTQ,ZELTIQ AESTHETICS INC,-0.53,-0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/NYFIX_INC_2004Q4.txt,67071210,NYFX,NYFIX INC,-1.02,-0.91
/Users/vazea/Desktop/NNW/transcripts_by_company/MASTERCRAFT_BOAT_HOLDINGS_INC_2020Q3.txt,57637H10,MCFT,MASTERCRAFT BOAT HOLDINGS INC,0.46,0.48
/Users/vazea/Desktop/NNW/transcripts_by_company/HARTE_HANKS_INC_2018Q3.txt,41619620,HHS,HARTE HANKS INC,-1.01,-0.77
/Users/vazea/Desktop/NNW/transcripts_by_company/BOB_EVANS_FARMS_INC_2003Q3.txt,09676110,BOBE,BOB EVANS FARMS INC,0.47,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/ARBOR_REALTY_TRUST_INC_2021Q3.txt,03892310,ABR,ARBOR REALTY TRUST INC,0.51,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/EUROPEAN_WAX_CENTER_INC_2022Q3.txt,29882P10,EWCZ,EUROPEAN WAX CENTER INC,0.11,0.09
/Users/vazea/Desktop/NNW/transcripts_by_company/DEL_TACO_RESTAURANTS_INC_2020Q2.txt,24549610,TACO,DEL TACO RESTAURANTS INC,0.0,-0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/CSI_COMPRESSCO_LP_2018Q4.txt,12637A10,CCLP,CSI COMPRESSCO LP,-0.86,-0.88
/Users/vazea/Desktop/NNW/transcripts_by_company/CARLYLE_GROUP_INC_2023Q2.txt,14316J10,CG,CARLYLE GROUP INC,0.88,0.66
/Users/vazea/Desktop/NNW/transcripts_by_company/ONEBEACON_INSURANCE_GROUP_LTD_2007Q4.txt,G6774210,OB,ONEBEACON INSURANCE GROUP LTD,2.14,2.0
/Users/vazea/Desktop/NNW/transcripts_by_company/SPSS_INCORPORATED_2003Q1.txt,78462K10,SPSS,SPSS INCORPORATED,0.08,0.08
/Users/vazea/Desktop/NNW/transcripts_by_company/PURE_STORAGE_INC_2023Q2.txt,74624M10,PSTG,PURE STORAGE INC,0.32,0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/BENTLEY_SYSTEMS_INC_2022Q3.txt,08265T20,BSY,BENTLEY SYSTEMS INC,0.19,0.17
/Users/vazea/Desktop/NNW/transcripts_by_company/UBER_TECHNOLOGIES_INC_2019Q4.txt,90353T10,UBER,UBER TECHNOLOGIES INC,-6.81,-6.91
/Users/vazea/Desktop/NNW/transcripts_by_company/SILVERGATE_CAPITAL_CORP_2020Q3.txt,82837P40,SI,SILVERGATE CAPITAL CORP,0.37,0.24
/Users/vazea/Desktop/NNW/transcripts_by_company/HEIDRICK_STRUGGLES_INTERNATION_2008Q1.txt,42281910,HSII,HEIDRICK & STRUGGLES INTERNATION,0.38,0.59
/Users/vazea/Desktop/NNW/transcripts_by_company/RANPAK_HOLDINGS_CORP_2021Q1.txt,75321W10,PACK,RANPAK HOLDINGS CORP,0.08,-0.02
/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_CORP_2014Q2.txt,26000310,DOV,DOVER CORP,1.29,1.27
/Users/vazea/Desktop/NNW/transcripts_by_company/XILINX_INC_2005Q2.txt,98391910,XLNX,XILINX INC,0.24,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/OPENLANE_INC_2017Q4.txt,48238T10,KAR,OPENLANE INC,2.5,2.37
/Users/vazea/Desktop/NNW/transcripts_by_company/KINGSOFT_CLOUD_HOLDINGS_LTD_2020Q3.txt,49639K10,KC,KINGSOFT CLOUD HOLDINGS LTD,-0.8,-1.11
/Users/vazea/Desktop/NNW/transcripts_by_company/ACCO_BRANDS_CORP_2018Q3.txt,00081T10,ACCO,ACCO BRANDS CORP,0.34,0.35
/Users/vazea/Desktop/NNW/transcripts_by_company/BROOKFIELD_RENEWABLE_PARTNERS_LP_2015Q3.txt,G162581X,BEP,BROOKFIELD RENEWABLE PARTNERS LP,-0.07,-0.01
/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_CORP_2019Q4.txt,26000310,DOV,DOVER CORP,5.93,5.85
/Users/vazea/Desktop/NNW/transcripts_by_company/TECH_DATA_CORP_2005Q4.txt,87823710,TECD,TECH DATA CORP,2.55,2.48
/Users/vazea/Desktop/NNW/transcripts_by_company/ARDAGH_GROUP_SA_2020Q4.txt,L0223L10,ARD,ARDAGH GROUP SA,1.44,1.41
/Users/vazea/Desktop/NNW/transcripts_by_company/LSI_CORP_2008Q4.txt,50216110,LSI,LSI CORP,0.44,0.42
/Users/vazea/Desktop/NNW/transcripts_by_company/TXU_CORPORATION_2004Q1.txt,87316810,TXU,TXU CORPORATION,0.63,0.45
/Users/vazea/Desktop/NNW/transcripts_by_company/BOYD_GAMING_CORP_2003Q2.txt,10330410,BYD,BOYD GAMING CORP,0.21,0.28
/Users/vazea/Desktop/NNW/transcripts_by_company/WEYERHAEUSER_CO_2006Q4.txt,96216610,WY,WEYERHAEUSER CO,3.62,3.43
/Users/vazea/Desktop/NNW/transcripts_by_company/SLM_CORP_2002Q3.txt,78442P10,SLM,SLM CORP,1.21,1.19
/Users/vazea/Desktop/NNW/transcripts_by_company/EBAY_INC_2004Q1.txt,27864210,EBAY,EBAY INC,0.31,0.26
/Users/vazea/Desktop/NNW/transcripts_by_company/QLOGIC_CORP_2016Q2.txt,74727710,QLGC,QLOGIC CORP,0.17,0.14
/Users/vazea/Desktop/NNW/transcripts_by_company/CREDICORP_LTD_2016Q1.txt,G2519Y10,BAP,CREDICORP LTD,2.904,2.95
/Users/vazea/Desktop/NNW/transcripts_by_company/COLLEGIUM_PHARMACEUTICAL_INC_2017Q4.txt,19459J10,COLL,COLLEGIUM PHARMACEUTICAL INC,-2.47,-2.55
/Users/vazea/Desktop/NNW/transcripts_by_company/OVERSEAS_SHIPHOLDING_GROUP_2011Q2.txt,69036810,OSG,OVERSEAS SHIPHOLDING GROUP,-1.2,-1.17
/Users/vazea/Desktop/NNW/transcripts_by_company/MANTECH_INTERNATIONAL_CORP_2020Q1.txt,56456310,MANT,MANTECH INTERNATIONAL CORP,0.81,0.75
/Users/vazea/Desktop/NNW/transcripts_by_company/PENTAIR_INC_2006Q1.txt,70963110,PNR,PENTAIR INC,0.42,0.42
/Users/vazea/Desktop/NNW/transcripts_by_company/DISTRIBUTION_SOLUTIONS_GROUP_INC_2018Q2.txt,52077610,LAWS,DISTRIBUTION SOLUTIONS GROUP INC,0.35,0.23
/Users/vazea/Desktop/NNW/transcripts_by_company/GUIDANCE_SOFTWARE_INC_2007Q4.txt,40169210,GUID,GUIDANCE SOFTWARE INC,0.07,0.07
/Users/vazea/Desktop/NNW/transcripts_by_company/CEDAR_FAIR_LP_2019Q4.txt,15018510,FUN,CEDAR FAIR LP,3.03,3.13
/Users/vazea/Desktop/NNW/transcripts_by_company/MASTERCARD_INC_2022Q3.txt,57636Q10,MA,MASTERCARD INC,2.68,2.58
/Users/vazea/Desktop/NNW/transcripts_by_company/GRIFFON_CORP_2020Q3.txt,39843310,GFF,GRIFFON CORP,0.59,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/SUCCESSFACTORS_INC_2010Q4.txt,86459610,SFSF,SUCCESSFACTORS INC,0.07,0.07
/Users/vazea/Desktop/NNW/transcripts_by_company/ACUITY_BRANDS_INC_2007Q4.txt,00508Y10,AYI,ACUITY BRANDS INC,3.38,3.4
/Users/vazea/Desktop/NNW/transcripts_by_company/VALERO_ENERGY_CORP_2005Q4.txt,91913Y10,VLO,VALERO ENERGY CORP,6.76,6.66
/Users/vazea/Desktop/NNW/transcripts_by_company/MEDICAL_PROPERTIES_TRUST_INC_2019Q3.txt,58463J30,MPW,MEDICAL PROPERTIES TRUST INC,0.2,0.21
/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERIOR_GROUP_OF_COMPANIES_INC_2020Q2.txt,86835810,SGC,SUPERIOR GROUP OF COMPANIES INC,1.0,0.24
/Users/vazea/Desktop/NNW/transcripts_by_company/RPX_CORP_2016Q2.txt,74972G10,RPXC,RPX CORP,0.18,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/FLEX_LTD_2002Q4.txt,Y2573F10,FLEX,FLEX LTD,0.61,0.62
/Users/vazea/Desktop/NNW/transcripts_by_company/VEECO_INSTRUMENTS_INC_2005Q3.txt,92241710,VECO,VEECO INSTRUMENTS INC,0.14,0.13
/Users/vazea/Desktop/NNW/transcripts_by_company/NCI_INC_2008Q4.txt,62886K10,NCIT,NCI INC,1.25,1.23
/Users/vazea/Desktop/NNW/transcripts_by_company/BOOT_BARN_HOLDINGS_INC_2022Q2.txt,09940610,BOOT,BOOT BARN HOLDINGS INC,1.25,0.88
/Users/vazea/Desktop/NNW/transcripts_by_company/NOVELL_INC_2009Q2.txt,67000610,NOVL,NOVELL INC,0.08,0.06
/Users/vazea/Desktop/NNW/transcripts_by_company/BAYTEX_ENERGY_TRUST_2008Q4.txt,0731761X,BTE,BAYTEX ENERGY TRUST,2.74,2.58
/Users/vazea/Desktop/NNW/transcripts_by_company/OPTINOSE_INC_2018Q1.txt,68404V10,OPTN,OPTINOSE INC,-0.81,-0.74
/Users/vazea/Desktop/NNW/transcripts_by_company/ROBERT_HALF_INC_2013Q2.txt,77032310,RHI,ROBERT HALF INC,0.46,0.43
/Users/vazea/Desktop/NNW/transcripts_by_company/SCICLONEPHARMACEUTICALS_INCORPO_2005Q1.txt,80862K10,SCLN,SCICLONEPHARMACEUTICALS INCORPO,-0.03,-0.07
