ticker,quarter,eps_actual,eps_forecast,transcript_path,cosine_prepared,cosine_qa,nnw_final,has_qa_section
ENVA,2020Q2,1.68,0.93,/Users/vazea/Desktop/NNW/transcripts_by_company/ENOVA_INTERNATIONAL_INC_2020Q2.txt,0.21179606775838983,0.11614934614265231,0.6720545860989579,True
SPCE,2022Q2,-0.43,-0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRGIN_GALACTIC_HOLDINGS_INC_2022Q2.txt,0.3142103378191097,0.24396171845707185,0.4418279437238185,True
ADI,2012Q3,0.56,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/ANALOG_DEVICES_INC_2012Q3.txt,0.6123780667030769,0.20870854312680248,0.1789133901701206,True
VIVE,2020Q2,-0.44,-0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/VIVEVE_MEDICAL_INC_2020Q2.txt,0.42186036249504033,0.32654942892447714,0.25159020858048253,True
IHG,2007Q3,0.28,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERCONTINENTAL_HOTELS_GROUP_2007Q3.txt,0.43962422104007265,0.06625995727938275,0.4941158216805446,False
DMRC,2016Q2,-0.62,-0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGIMARC_CORP_2016Q2.txt,0.17112317027904267,0.145874988634857,0.6830018410861003,True
PGTI,2019Q4,0.82,0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/PGT_INNOVATIONS_INC_2019Q4.txt,0.022374035353875294,0.05304377158336262,0.9245821930627621,False
ITI,2010Q4,0.06,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/ITERIS_INC_2010Q4.txt,0.10880093936866779,0.35376333838639934,0.5374357222449329,True
HW,2015Q1,0.09,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/HEADWATERS_2015Q1.txt,0.23299327891046823,0.15126442142315544,0.6157422996663763,True
ALKS,2014Q3,0.03,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/ALKERMES_PLC_2014Q3.txt,0.007571378767566375,0.03096849264107251,0.9614601285913611,False
KSWS,2003Q3,0.8,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/KSWISS_INC_2003Q3.txt,0.10416755133068849,0.15550683523947753,0.740325613429834,True
CAG,2006Q1,0.31,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/CONAGRA_BRANDS_INC_2006Q1.txt,0.3492846368623374,0.48235067388356356,0.16836468925409898,True
PLNT,2018Q3,0.28,0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/PLANET_FITNESS_INC_2018Q3.txt,0.13550125461103166,0.4637309529368956,0.4007677924520727,True
FLDM,2016Q4,-2.62,-2.59,/Users/vazea/Desktop/NNW/transcripts_by_company/STANDARD_BIOTOOLS_INC_2016Q4.txt,0.06396632418070936,0.16039043122427665,0.775643244595014,True
CBAK,2010Q4,-0.53,-0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/CHINA_BAK_BATTERY_INC_2010Q4.txt,0.405372469896887,0.18886208012251077,0.4057654499806022,True
DWSN,2017Q4,-1.44,-1.52,/Users/vazea/Desktop/NNW/transcripts_by_company/DAWSON_GEOPHYSICAL_CO_2017Q4.txt,0.16650179271430393,0.033657419525558875,0.7998407877601371,False
RVBD,2013Q4,1.01,1.0,/Users/vazea/Desktop/NNW/transcripts_by_company/RIVERBED_TECHNOLOGY_INC_2013Q4.txt,0.3209073818976693,0.15843172325634974,0.520660894845981,True
RCKY,2010Q4,1.14,0.91,/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKY_BRANDS_INC_2010Q4.txt,0.28209906006197727,0.14032831177739305,0.5775726281606297,True
CMS,2008Q2,0.19,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/CMS_ENERGY_CORP_2008Q2.txt,0.21275177722175223,0.22841771373563285,0.5588305090426149,True
TRK,2008Q1,0.71,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/SPEEDWAY_MOTORSPORTS_2008Q1.txt,0.4981933511119418,0.16083518169529373,0.3409714671927644,True
ACCO,2012Q2,0.26,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/ACCO_BRANDS_CORP_2012Q2.txt,0.17715289079577712,0.08366522381927294,0.7391818853849499,False
W,2017Q1,-0.48,-0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/WAYFAIR_INC_2017Q1.txt,0.09501465146037218,0.3562591441363247,0.5487262044033032,True
TACT,2008Q3,0.13,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/TRANSACT_TECHNOLOGIES_INC_2008Q3.txt,0.02624251176266179,0.2845271691504749,0.6892303190868634,True
OMAB,2019Q3,0.9,0.89,/Users/vazea/Desktop/NNW/transcripts_by_company/GRUPO_AEROPORTUARIO_DEL_CENTRO_N_2019Q3.txt,0.37974691916383096,0.36296800955906894,0.2572850712771001,True
CPLA,2013Q1,0.7,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/CAPELLA_EDUCATION_CO_2013Q1.txt,0.3822483835825507,0.16430431481032243,0.4534473016071268,True
FLWS,2007Q3,0.02,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/1800FLOWERSCOM_INC_2007Q3.txt,0.2353279030619905,0.10590386265272173,0.6587682342852879,True
RM,2023Q1,0.9,0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/REGIONAL_MANAGEMENT_CORP_2023Q1.txt,0.007083930103788062,0.38458937926440734,0.6083266906318046,True
ELY,2011Q2,-0.01,-0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/TOPGOLF_CALLAWAY_BRANDS_CORP_2011Q2.txt,0.3144070211167063,0.16580753270622875,0.519785446177065,True
SMRA,2005Q2,-0.16,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/SOMERA_COMMUNICATIONS_INC_2005Q2.txt,0.15583956662046386,0.16894266210244607,0.6752177712770902,True
ALOG,2004Q4,0.86,0.78,/Users/vazea/Desktop/NNW/transcripts_by_company/ANALOGIC_CORP_2004Q4.txt,0.261271301570446,0.39470636297555156,0.34402233545400246,True
FDC,2002Q4,1.66,1.66,/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_DATA_2002Q4.txt,0.24152890819588557,0.03188419027217427,0.7265869015319402,False
IPCC,2005Q3,0.89,0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/INFINITY_PROPERTY_AND_CSLTY_CORP_2005Q3.txt,0.12839545959792736,0.12749088609271927,0.7441136543093534,True
JBL,2010Q2,0.29,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/JABIL_INC_2010Q2.txt,0.2756505427600706,0.1797541959327099,0.5445952613072195,True
IOVA,2021Q2,-0.53,-0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/IOVANCE_BIOTHERAPEUTICS_INC_2021Q2.txt,0.05390481739518223,0.21014770251558954,0.7359474800892282,True
VOLT,2020Q3,-0.22,-0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/VOLT_INFORMATION_SCIENCES_INC_2020Q3.txt,0.1892680145914731,0.16647591222027958,0.6442560731882473,True
FLDM,2021Q2,-0.23,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/STANDARD_BIOTOOLS_INC_2021Q2.txt,0.027698253230205874,0.06386302644818533,0.9084387203216088,False
GDEN,2023Q2,0.4,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/GOLDEN_ENTERTAINMENT_INC_2023Q2.txt,0.36276559377921264,0.19182558696099608,0.44540881925979126,True
UPST,2022Q1,0.61,0.54,/Users/vazea/Desktop/NNW/transcripts_by_company/UPSTART_HOLDINGS_INC_2022Q1.txt,0.09177519644531702,0.1373148611230517,0.7709099424316312,True
CASM,2016Q4,-0.24,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/CAS_MEDICAL_SYSTEMS_INC_2016Q4.txt,0.07195879719081694,0.20250818707438906,0.7255330157347941,True
GHDX,2007Q4,-1.02,-1.04,/Users/vazea/Desktop/NNW/transcripts_by_company/GENOMIC_HEALTH_INC_2007Q4.txt,0.27776940740553285,0.1135534994676097,0.6086770931268575,True
TIVO,2005Q3,-0.33,-0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/TIVO_INC_2005Q3.txt,0.1311906934075731,0.10826100149408488,0.760548305098342,True
PKI,2020Q3,2.09,1.47,/Users/vazea/Desktop/NNW/transcripts_by_company/REVVITY_INC_2020Q3.txt,0.228544851000981,0.027476629221735348,0.7439785197772837,False
CYTO,2006Q4,-0.64,-0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/CYTOGEN_CORPORATION_2006Q4.txt,0.1590015811142045,0.1514510716963792,0.6895473471894163,True
IOTS,2019Q2,-0.03,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ADESTO_TECHNOLOGIES_CORP_2019Q2.txt,0.12699807774161148,0.06514044447537826,0.8078614777830102,False
WBSN,2007Q3,0.24,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/WEBSENSE_INC_2007Q3.txt,0.07608954634181242,0.33465412732206706,0.5892563263361206,True
STN,2017Q2,0.51,0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/STANTEC_INC_2017Q2.txt,0.10898497523905029,0.16853819707022236,0.7224768276907274,True
ISSI,2002Q3,-0.55,-0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRATED_SILICON_SOLUTION_INC_2002Q3.txt,0.25713572922987704,0.19403329993994908,0.5488309708301738,True
RWLK,2022Q3,-0.09,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/REWALK_ROBOTICS_LTD_2022Q3.txt,0.07462547839863888,0.14008916716847636,0.7852853544328848,True
HURN,2014Q2,0.95,0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/HURON_CONSULTING_GROUP_INC_2014Q2.txt,0.24549416392396498,0.3327716449720155,0.42173419110401955,True
AXL,2020Q4,0.14,-0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_AXLE_MANUFACTURING_HO_2020Q4.txt,0.1860193395341163,0.13574807334724243,0.6782325871186412,True
INSM,2017Q2,-0.72,-0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/INSMED_INC_2017Q2.txt,0.17173425027791522,0.18117028527635495,0.6470954644457299,True
ASGN,2020Q2,1.17,0.87,/Users/vazea/Desktop/NNW/transcripts_by_company/ASGN_INC_2020Q2.txt,0.26796939025734484,0.20957200812377247,0.5224586016188828,True
MCRL,2012Q2,0.1,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/MICREL_INC_2012Q2.txt,0.2609833224880873,0.22021025260722732,0.5188064249046853,True
ITI,2012Q4,0.02,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ITERIS_INC_2012Q4.txt,0.329219215920804,0.25207223842601684,0.4187085456531791,True
IHG,2008Q3,0.34,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERCONTINENTAL_HOTELS_GROUP_2008Q3.txt,0.45096389503127776,0.06185457437036263,0.4871815305983596,False
BORR,2021Q3,-0.24,-0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/BORR_DRILLING_LTD_2021Q3.txt,0.3220448742816645,0.13891081272793995,0.5390443129903956,True
ERII,2021Q4,0.24,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/ENERGY_RECOVERY_INC_2021Q4.txt,0.28099916820026843,0.12991714953543995,0.5890836822642916,True
FFIV,2017Q2,1.95,1.97,/Users/vazea/Desktop/NNW/transcripts_by_company/F5_INC_2017Q2.txt,0.20030352281507305,0.17645304630639583,0.6232434308785312,True
BBOX,2017Q4,0.77,0.73,/Users/vazea/Desktop/NNW/transcripts_by_company/BLACK_BOX_CORPORATION_2017Q4.txt,0.2764466912137452,0.0582212885856455,0.6653320202006093,False
BV,2015Q4,-0.19,-0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/BAZAARVOICE_INC_2015Q4.txt,0.0906140816070541,0.1304866652920269,0.778899253100919,True
CTAS,2023Q4,12.99,12.84,/Users/vazea/Desktop/NNW/transcripts_by_company/CINTAS_CORP_2023Q4.txt,0.04929522322173445,0.26955765575069734,0.6811471210275682,True
EVC,2006Q2,0.04,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/ENTRAVISION_COMMUNICATIONS_CORP_2006Q2.txt,0.2249946756572056,0.2629486271204738,0.5120566972223206,True
IREP,2002Q4,-1.88,-0.89,/Users/vazea/Desktop/NNW/transcripts_by_company/INTEREP_NATL_RADIO_SALES_2002Q4.txt,0.05411608796731586,0.28309318118457266,0.6627907308481116,True
CARG,2018Q2,0.06,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/CARGURUS_INC_2018Q2.txt,0.10982809209616343,0.27999975623940027,0.6101721516644363,True
CEVA,2012Q4,0.79,0.78,/Users/vazea/Desktop/NNW/transcripts_by_company/CEVA_INC_2012Q4.txt,0.07352006867666815,0.011895093279260532,0.9145848380440713,False
XPEV,2022Q2,-3.16,-1.94,/Users/vazea/Desktop/NNW/transcripts_by_company/XPENG_INC_2022Q2.txt,0.1235563164459722,0.08096710926453986,0.7954765742894879,False
OXM,2006Q1,0.79,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/OXFORD_INDUSTRIES_INC_2006Q1.txt,0.1044170712121607,0.0691361365947478,0.8264467921930915,False
TT,2021Q3,1.8,1.85,/Users/vazea/Desktop/NNW/transcripts_by_company/TRANE_TECHNOLOGIES_PLC_2021Q3.txt,0.08345419121689873,0.13995674027749058,0.7765890685056107,True
ACEL,2023Q3,0.22,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/ACCEL_ENTERTAINMENT_INC_2023Q3.txt,0.20001416442649878,0.21335264557532008,0.5866331899981811,True
STE,2017Q4,3.76,3.72,/Users/vazea/Desktop/NNW/transcripts_by_company/STERIS_PLC_2017Q4.txt,0.09913621213177037,0.6219576443959326,0.27890614347229703,True
DTV,2013Q2,1.18,1.32,/Users/vazea/Desktop/NNW/transcripts_by_company/DIRECTV_2013Q2.txt,0.06675990496616531,0.1625549307819173,0.7706851642519174,True
AJX,2022Q1,0.15,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/RITHM_PROPERTY_TRUST_INC_2022Q1.txt,0.28611748653256336,0.08330839994199013,0.6305741135254466,False
NYT,2011Q3,0.05,0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/NEW_YORK_TIMES_CO_2011Q3.txt,0.0731727488890019,0.13864290875369706,0.788184342357301,True
STEI,2002Q3,0.08,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/STEWART_ENTERPRISES_INC_2002Q3.txt,0.2597187184498008,0.07629086051191022,0.6639904210382889,False
AVID,2008Q2,0.0,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/AVID_TECHNOLOGY_INC_2008Q2.txt,0.13633973573500505,0.0975036400619475,0.7661566242030475,False
SVU,2006Q4,2.23,2.25,/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERVALU_INC_2006Q4.txt,0.6371417981642113,0.3965128402243805,0.01,True
EGT,2007Q4,-4.56,-5.07,/Users/vazea/Desktop/NNW/transcripts_by_company/ELIXIR_GAMING_TECHNOLOGIES_INC_2007Q4.txt,0.1566104074340627,0.31124051657075485,0.5321490759951824,True
MTG,2008Q4,-4.26,-3.23,/Users/vazea/Desktop/NNW/transcripts_by_company/MGIC_INVESTMENT_CORP_2008Q4.txt,0.18201085078907603,0.10428776618459402,0.7137013830263299,True
UTHR,2012Q3,1.04,1.26,/Users/vazea/Desktop/NNW/transcripts_by_company/UNITED_THERAPEUTICS_CORP_2012Q3.txt,0.27952852267206285,0.2557183326778705,0.4647531446500667,True
OVAS,2016Q2,-0.62,-0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/OVASCIENCE_INC_2016Q2.txt,0.4164493305750386,0.37059013534074,0.2129605340842215,True
ORN,2010Q3,0.26,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/ORION_GROUP_HOLDINGS_INC_2010Q3.txt,0.10225775611482109,0.32942682891937375,0.5683154149658052,True
JBLU,2016Q2,0.53,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/JETBLUE_AIRWAYS_CORP_2016Q2.txt,0.1954372926366006,0.11092788768595492,0.6936348196774444,True
ZG,2016Q4,-0.5,-0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/ZILLOW_GROUP_INC_2016Q4.txt,0.5194257355551046,0.08452485199004968,0.3960494124548457,False
CCDC,2004Q3,0.18,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/CONCORDE_CAREER_COLLEGES_2004Q3.txt,0.3058754870543185,0.3226989347729879,0.37142557817269356,True
ELY,2019Q4,1.1,1.11,/Users/vazea/Desktop/NNW/transcripts_by_company/TOPGOLF_CALLAWAY_BRANDS_CORP_2019Q4.txt,0.12531012937335037,0.10429254811426321,0.7703973225123864,True
NUS,2016Q1,0.42,0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/NU_SKIN_ENTERPRISES_INC_2016Q1.txt,0.215223142083584,0.1567031819694528,0.6280736759469633,True
PRCH,2023Q3,-0.06,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/PORCH_GROUP_INC_2023Q3.txt,0.2773231576341213,0.08116882668061291,0.6415080156852658,False
CLMT,2023Q3,1.26,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/CALUMET_SPECIALTY_PRODUCTS_PARTN_2023Q3.txt,0.09931593506660844,0.18602238573902588,0.7146616791943657,True
MCD,2002Q3,0.38,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/MCDONALDS_CORP_2002Q3.txt,0.29776748798435554,0.20314206814679966,0.4990904438688448,True
EVBG,2018Q1,-0.17,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/EVERBRIDGE_INC_2018Q1.txt,0.34851246343845654,0.45099671994522916,0.2004908166163143,True
BPOP,2019Q4,6.88,6.76,/Users/vazea/Desktop/NNW/transcripts_by_company/POPULAR_INC_2019Q4.txt,0.18185220967160423,0.20678124534578313,0.6113665449826127,True
ENZN,2008Q2,-0.04,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/ENZON_PHARMACEUTICALS_INC_2008Q2.txt,0.2844321774822801,0.15177197769310957,0.5637958448246103,True
BOX,2017Q2,-0.14,-0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/BOX_INC_2017Q2.txt,0.2637713643633885,0.07592511311947148,0.66030352251714,False
ACAT,2007Q4,1.15,1.1,/Users/vazea/Desktop/NNW/transcripts_by_company/ARCTIC_CAT_INC_2007Q4.txt,0.2761419971990295,0.5067312926715645,0.217126710129406,True
TDY,2007Q2,0.67,0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/TELEDYNE_TECHNOLOGIES_INC_2007Q2.txt,0.12554641796092333,0.04998054266705549,0.8244730393720211,False
BAS,2017Q2,-0.57,-0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/BASIC_ENERGY_SERVICES_INC_2017Q2.txt,0.05828808410159997,0.2411729845507703,0.7005389313476297,True
SHO,2023Q1,0.08,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/SUNSTONE_HOTEL_INVESTORS_INC_2023Q1.txt,0.025696389262084517,0.2338555772558411,0.7404480334820744,True
PLT,2007Q1,0.28,0.31,/Users/vazea/Desktop/NNW/transcripts_by_company/PLANTRONICS_INC_2007Q1.txt,0.08527066775883725,0.19961797918803345,0.7151113530531292,True
OFS,2014Q1,0.15,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/OFS_CAPITAL_CORP_2014Q1.txt,0.08018426633483644,0.39832762648249637,0.5214881071826671,True
INGR,2020Q2,1.12,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/INGREDION_INC_2020Q2.txt,0.18371141947900915,0.10655770361226828,0.7097308769087226,True
XEC,2006Q1,1.12,1.21,/Users/vazea/Desktop/NNW/transcripts_by_company/CIMAREX_ENERGY_CO_2006Q1.txt,0.4090439737759482,0.2865089449449699,0.30444708127908193,True
SBNY,2022Q3,5.57,5.51,/Users/vazea/Desktop/NNW/transcripts_by_company/SIGNATURE_BANK_2022Q3.txt,0.19507547376093481,0.18585996070331853,0.6190645655357466,True
GLP,2009Q4,2.42,2.4,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_PARTNERS_LP_2009Q4.txt,0.09944483149777351,0.16332774270200331,0.7372274258002232,True
EVBN,2021Q2,1.15,0.96,/Users/vazea/Desktop/NNW/transcripts_by_company/EVANS_BANCORP_INC_2021Q2.txt,0.08626038649728995,0.24617770474149123,0.6675619087612188,True
XON,2018Q4,-3.93,-1.69,/Users/vazea/Desktop/NNW/transcripts_by_company/INTREXON_CORP_2018Q4.txt,0.18399820626734523,0.19439805753554776,0.6216037361971071,True
STZ,2023Q3,2.83,2.87,/Users/vazea/Desktop/NNW/transcripts_by_company/CONSTELLATION_BRANDS_INC_2023Q3.txt,0.2965602178745929,0.3559058268424482,0.34753395528295883,True
SO,2008Q4,2.37,2.36,/Users/vazea/Desktop/NNW/transcripts_by_company/SOUTHERN_CO_2008Q4.txt,0.1215795540708984,0.14089340043622478,0.7375270454928768,True
GLP,2022Q4,10.02,9.88,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_PARTNERS_LP_2022Q4.txt,0.24412992114320223,0.14188384840017632,0.6139862304566215,True
STEI,2004Q1,0.12,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/STEWART_ENTERPRISES_INC_2004Q1.txt,0.36757545811778564,0.07353235924283164,0.5588921826393827,False
NCR,2017Q3,0.93,0.91,/Users/vazea/Desktop/NNW/transcripts_by_company/NCR_VOYIX_CORP_2017Q3.txt,0.23908299515392925,0.06564585268493275,0.695271152161138,False
TTD,2020Q1,0.9,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/TRADE_DESK_INC_2020Q1.txt,0.05130111505118881,0.279171870544223,0.6695270144045882,True
RMBS,2019Q3,0.23,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/RAMBUS_INC_2019Q3.txt,0.20833012209886867,0.10561414665239516,0.6860557312487361,True
DVN,2012Q4,3.26,3.25,/Users/vazea/Desktop/NNW/transcripts_by_company/DEVON_ENERGY_CORP_2012Q4.txt,0.08336925838687444,0.3804880603164268,0.5361426812966987,True
IM,2012Q4,1.95,1.82,/Users/vazea/Desktop/NNW/transcripts_by_company/INGRAM_MICRO_2012Q4.txt,0.07842180630788362,0.2154864558798609,0.7060917378122554,True
BWA,2019Q2,1.0,1.01,/Users/vazea/Desktop/NNW/transcripts_by_company/BORGWARNER_INC_2019Q2.txt,0.20164052319332165,0.06065908440721403,0.7377003923994644,False
AMSWA,2014Q2,0.13,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/LOGILITY_SUPPLY_CHAIN_SOLUTIONS_2014Q2.txt,0.21502111993646977,0.4543498116736669,0.33062906838986333,True
MERU,2010Q3,0.02,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/MERU_NETWORKS_INC_2010Q3.txt,0.20622680175994257,0.24138360834959502,0.5523895898904624,True
RWT,2020Q3,1.02,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/REDWOOD_TRUST_INC_2020Q3.txt,0.056478274824014296,0.26231619530626094,0.6812055298697248,True
SQNM,2010Q2,-0.25,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/SEQUENOM_2010Q2.txt,0.22800136109116684,0.15105143905102802,0.6209471998578051,True
TNC,2017Q3,0.32,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/TENNANT_CO_2017Q3.txt,0.31882360973444085,0.13779920548183117,0.5433771847837281,True
AKRX,2019Q3,0.02,-0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/AKORN_INC_2019Q3.txt,0.18349077909471245,0.1534109045204321,0.6630983163848554,True
XRX,2019Q1,0.91,0.78,/Users/vazea/Desktop/NNW/transcripts_by_company/XEROX_CORP_2019Q1.txt,0.19286093076663255,0.20260281311938097,0.6045362561139864,True
ZOOM,2010Q3,0.29,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/ZOOM_TECHNOLOGIES_INC_2010Q3.txt,0.16536990597163795,0.13920959257383964,0.6954205014545225,True
SONS,2007Q4,-0.09,-0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/SONUS_NETWORKS_2007Q4.txt,0.22790057123638183,0.2178394568930172,0.5542599718706009,True
IPA,2023Q3,-0.19,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/IMMUNOPRECISE_ANTIBODIES_LTD_2023Q3.txt,0.28817427479315294,0.15621956304069126,0.5556061621661558,True
SWI,2021Q2,0.44,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/SOLARWINDS_CORP_2021Q2.txt,0.31660118262745696,0.09725030045822315,0.5861485169143199,False
AGS,2018Q1,0.1,-0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/PLAYAGS_INC_2018Q1.txt,0.3986252203433878,0.24824200056673534,0.3531327790898769,True
CACH,2008Q2,0.16,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/CACHE_INC_2008Q2.txt,0.23665458763263625,0.3907717047784702,0.3725737075888936,True
NVAX,2021Q3,-4.31,-4.0,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVAVAX_INC_2021Q3.txt,0.32058229094435137,0.1409988583413862,0.5384188507142624,True
NCR,2009Q2,0.13,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/NCR_VOYIX_CORP_2009Q2.txt,0.09624112589836016,0.12992405018594774,0.773834823915692,True
OGE,2010Q3,1.65,1.51,/Users/vazea/Desktop/NNW/transcripts_by_company/OGE_ENERGY_CORP_2010Q3.txt,0.19780054930157118,0.17142833385483186,0.630771116843597,True
PMT,2019Q4,2.42,2.44,/Users/vazea/Desktop/NNW/transcripts_by_company/PENNYMAC_MORTGAGE_INVESTMENT_TRU_2019Q4.txt,0.19248669369787894,0.3226257069892859,0.48488759931283515,True
CDRO,2022Q4,-1.03,-0.94,/Users/vazea/Desktop/NNW/transcripts_by_company/CODERE_ONLINE_LUXEMBOURG_SA_2022Q4.txt,0.36501840444604866,0.3234138751880506,0.3115677203659007,True
SIX,2020Q1,-1.0,-1.1,/Users/vazea/Desktop/NNW/transcripts_by_company/SIX_FLAGS_ENTERTAINMENT_CORP_DE_2020Q1.txt,0.039041218456834996,0.3603219500825138,0.6006368314606513,True
BHI,2002Q3,0.26,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/BAKER_HUGHES_INC_2002Q3.txt,0.21046793527964527,0.1887109721084554,0.6008210926118993,True
ASML,2009Q1,-0.35,-0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/ASML_HOLDING_NV_2009Q1.txt,0.27462558982277935,0.26392226995076407,0.46145214022645653,True
NAPS,2006Q1,-0.46,-0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/NAPSTER_INC_2006Q1.txt,0.2731417596135318,0.03398797230375881,0.6928702680827094,False
XLRN,2020Q1,-0.95,-0.9,/Users/vazea/Desktop/NNW/transcripts_by_company/ACCELERON_PHARMA_INC_2020Q1.txt,0.2901066448845562,0.10121140054090101,0.6086819545745428,True
AOMR,2022Q4,0.78,3.58,/Users/vazea/Desktop/NNW/transcripts_by_company/ANGEL_OAK_MORTGAGE_REIT_INC_2022Q4.txt,0.11238745409061006,0.12201648873790558,0.7655960571714844,True
CMCM,2014Q2,0.08,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/CHEETAH_MOBILE_INC_2014Q2.txt,0.0762250072201924,0.06535893155749292,0.8584160612223146,False
VRSN,2003Q4,0.61,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/VERISIGN_INC_2003Q4.txt,0.09859297727155664,0.04252852052275237,0.8588785022056911,False
