ticker,quarter,eps_actual,eps_forecast,transcript_path,cosine_prepared,cosine_qa,nnw_final,has_qa_section
IAA,2022Q1,0.66,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/IAA_INC_2022Q1.txt,0.27179231307152657,0.1642899256512343,0.5639177612772392,True
MLNK,2022Q2,0.09,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/MERIDIANLINK_INC_2022Q2.txt,0.31589786050361196,0.36505522389850437,0.3190469155978836,True
PCTI,2017Q4,0.28,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/PCTEL_INC_2017Q4.txt,0.37368854319742484,0.05985038458952338,0.5664610722130518,False
COVS,2015Q4,-0.52,-0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/COVISINT_CORP_2015Q4.txt,0.12268254950694098,0.13391551961556086,0.7434019308774982,True
RFIL,2022Q1,0.06,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/RF_INDUSTRIES_LTD_2022Q1.txt,0.2457467841817533,0.23904244492050558,0.5152107708977411,True
WOR,2011Q2,0.2,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/WORTHINGTON_ENTERPRISES_INC_2011Q2.txt,0.1060671499391107,0.25877226473467174,0.6351605853262176,True
SBUX,2022Q2,0.59,0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/STARBUCKS_CORP_2022Q2.txt,0.1333191617080494,0.12207133955673481,0.7446094987352159,True
STFC,2002Q2,-0.02,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/STATE_AUTO_FINANCIAL_CORP_2002Q2.txt,0.29527051008905025,0.3112766170367414,0.3934528728742083,True
WDR,2014Q4,3.64,3.63,/Users/vazea/Desktop/NNW/transcripts_by_company/WADDELL_REED_FINANCIAL_INC_2014Q4.txt,0.3619878425356794,0.07703255275021492,0.5609796047141057,False
MYE,2011Q3,0.14,0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/MYERS_INDUSTRIES_INC_2011Q3.txt,0.3068889276551132,0.43057262114576356,0.2625384511991232,True
MRCY,2006Q2,0.18,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/MERCURY_SYSTEMS_INC_2006Q2.txt,0.45000944332439624,0.24541416991710416,0.30457638675849963,True
CYTO,2007Q2,-0.35,-0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/CYTOGEN_CORPORATION_2007Q2.txt,0.30726428640153197,0.32435795382774946,0.3683777597707185,True
STST,2007Q3,0.19,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/ARGON_ST_INC_2007Q3.txt,0.5256638131709451,0.3729198789353706,0.10141630789368428,True
LLY,2004Q4,2.82,2.81,/Users/vazea/Desktop/NNW/transcripts_by_company/ELI_LILLY_AND_CO_2004Q4.txt,0.31487459107025034,0.2802133868685822,0.4049120220611674,True
ROL,2010Q4,0.56,0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/ROLLINS_INC_2010Q4.txt,0.12984767216200205,0.140207223526854,0.7299451043111439,True
TTOO,2020Q3,-0.08,-0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/T2_BIOSYSTEMS_INC_2020Q3.txt,0.28559576167058565,0.12395046345305895,0.5904537748763554,True
FIVE,2024Q1,0.67,0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/FIVE_BELOW_INC_2024Q1.txt,0.18953222887192225,0.16276014016365659,0.6477076309644212,True
MSSR,2008Q2,0.16,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/MCCORMICK_SCHMICKS_SEAFOOD_RE_2008Q2.txt,0.3324311751988581,0.24716297755459946,0.4204058472465424,True
PRGX,2019Q3,-0.03,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/PRGX_GLOBAL_INC_2019Q3.txt,0.17377281678869155,0.1126039457425583,0.7136232374687501,True
TCDA,2018Q4,-4.64,-2.92,/Users/vazea/Desktop/NNW/transcripts_by_company/TRICIDA_INC_2018Q4.txt,0.031521929753747964,0.020545052842551283,0.9479330174037007,False
ALHC,2022Q4,-0.83,-0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/ALIGNMENT_HEALTHCARE_INC_2022Q4.txt,0.08303854120223085,0.1655855465420159,0.7513759122557533,True
ECPG,2010Q2,0.47,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/ENCORE_CAPITAL_GROUP_INC_2010Q2.txt,0.1464400443803525,0.24803966936762478,0.6055202862520227,True
LTRE,2012Q1,0.14,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/LEARNING_TREE_INTERNATIONAL_2012Q1.txt,0.10725242815466238,0.06462096030684479,0.8281266115384928,False
DGII,2023Q2,0.5,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGI_INTERNATIONAL_INC_2023Q2.txt,0.06010883664696823,0.08850177477185502,0.8513893885811767,False
SON,2002Q3,0.34,0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/SONOCO_PRODUCTS_CO_2002Q3.txt,0.19956693054426053,0.2385068732785631,0.5619261961771763,True
LCI,2021Q1,0.06,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/LANNETT_COMPANY_INC_2021Q1.txt,0.28174615953487436,0.15516068359155383,0.5630931568735718,True
ETD,2022Q4,3.93,3.48,/Users/vazea/Desktop/NNW/transcripts_by_company/ETHAN_ALLEN_INTERIORS_INC_2022Q4.txt,0.09714060461341813,0.18054729848642156,0.7223120969001603,True
LOCL,2023Q1,-0.23,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/LOCAL_BOUNTI_CORP_2023Q1.txt,0.22494737080583663,0.398486430918914,0.3765661982752494,True
MBRX,2005Q1,-0.35,-0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/METABASIS_THERAPEUTICS_INC_2005Q1.txt,0.660120514923918,0.049166019565404194,0.29071346551067784,False
RS,2021Q1,4.1,3.56,/Users/vazea/Desktop/NNW/transcripts_by_company/RELIANCE_INC_2021Q1.txt,0.13900336357023338,0.04437252786023745,0.8166241085695292,False
MDCO,2010Q4,1.14,1.12,/Users/vazea/Desktop/NNW/transcripts_by_company/MEDICINES_CO_2010Q4.txt,0.21680937052818886,0.08881860528700437,0.6943720241848068,False
ATHX,2014Q4,-0.29,-0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/ATHERSYS_INC_2014Q4.txt,0.41500881479800233,0.09725921055006831,0.48773197465192936,False
PAG,2021Q4,14.89,15.0,/Users/vazea/Desktop/NNW/transcripts_by_company/PENSKE_AUTOMOTIVE_GROUP_INC_2021Q4.txt,0.14282291603345834,0.14823252367949524,0.7089445602870464,True
ABR,2018Q1,0.45,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/ARBOR_REALTY_TRUST_INC_2018Q1.txt,0.17583123082597454,0.18916198345644905,0.6350067857175764,True
SONO,2008Q4,0.64,0.67,/Users/vazea/Desktop/NNW/transcripts_by_company/SONOSITE_INC_2008Q4.txt,0.45512381491662757,0.05413949512902892,0.4907366899543435,False
MAS,2020Q2,0.84,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/MASCO_CORP_2020Q2.txt,0.19274808515247524,0.016804521429692583,0.7904473934178322,False
DIS,2022Q3,1.09,0.99,/Users/vazea/Desktop/NNW/transcripts_by_company/WALT_DISNEY_CO_2022Q3.txt,0.11147345519218574,0.2829486071813464,0.6055779376264678,True
ALTG,2021Q2,-0.48,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ALTA_EQUIPMENT_GROUP_INC_2021Q2.txt,0.3014008263062127,0.3005331355681516,0.39806603812563573,True
DO,2006Q3,1.19,1.25,/Users/vazea/Desktop/NNW/transcripts_by_company/DIAMOND_OFFSHORE_DRILLING_INC_2006Q3.txt,0.09468382170740054,0.19373239628572092,0.7115837820068786,True
CI,2014Q3,1.95,1.82,/Users/vazea/Desktop/NNW/transcripts_by_company/CIGNA_HOLDING_CO_2014Q3.txt,0.026567657321519337,0.1811467142427082,0.7922856284357724,True
MCHX,2022Q3,-0.01,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/MARCHEX_INC_2022Q3.txt,0.15434051750485384,0.16271867341943722,0.682940809075709,True
EVC,2013Q1,-0.01,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/ENTRAVISION_COMMUNICATIONS_CORP_2013Q1.txt,0.20040332654431886,0.03760814276696601,0.7619885306887152,False
SALE,2014Q3,0.16,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/RETAILMENOT_INC_2014Q3.txt,0.4194976864676532,0.30550201736199856,0.27500029617034827,True
XEC,2013Q1,1.06,1.06,/Users/vazea/Desktop/NNW/transcripts_by_company/CIMAREX_ENERGY_CO_2013Q1.txt,0.45572567714854195,0.12230998802206215,0.4219643348293959,True
CHMI,2018Q4,2.23,2.07,/Users/vazea/Desktop/NNW/transcripts_by_company/CHERRY_HILL_MORTGAGE_INVESTMENT_2018Q4.txt,0.06029141756458719,0.2857712644596433,0.6539373179757695,True
IDSY,2012Q2,-0.1,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/ID_SYSTEMS_INC_2012Q2.txt,0.07382235112613705,0.33826327247736643,0.5879143763964965,True
DHI,2009Q3,-0.45,-0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/DR_HORTON_INC_2009Q3.txt,0.27403060687062736,0.34522532717887094,0.38074406595050175,True
MT,2006Q4,5.28,5.47,/Users/vazea/Desktop/NNW/transcripts_by_company/MITTAL_STEEL_CO_NV_2006Q4.txt,0.05684898740094151,0.11712256656139645,0.8260284460376621,True
USG,2016Q1,0.43,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/USG_CORPORATION_2016Q1.txt,0.27805370624011283,0.18443849800572293,0.5375077957541643,True
CLNE,2020Q3,-0.01,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/CLEAN_ENERGY_FUELS_CORP_2020Q3.txt,0.11725772437692845,0.1327180277247447,0.7500242478983268,True
ZDGE,2022Q1,0.14,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/ZEDGE_INC_2022Q1.txt,0.18558363604672748,0.2741316056107117,0.5402847583425608,True
TRGP,2018Q3,-0.24,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_CORP_2018Q3.txt,0.22987736825656452,0.4357503885428521,0.33437224320058345,True
MSFT,2018Q2,0.96,0.86,/Users/vazea/Desktop/NNW/transcripts_by_company/MICROSOFT_CORP_2018Q2.txt,0.2246471505231566,0.09054691993953114,0.6848059295373122,False
SUP,2017Q1,0.31,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERIOR_INDUSTRIES_INTERNATIONA_2017Q1.txt,0.2919750161366745,0.07985611111108634,0.6281688727522391,False
BSVN,2019Q4,0.81,0.84,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK7_CORP_2019Q4.txt,0.18112900615263705,0.11223785469037988,0.7066331391569831,True
MX,2019Q1,-0.58,-0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/MAGNACHIP_SEMICONDUCTOR_CORP_2019Q1.txt,0.2843614382800945,0.049762924945002486,0.665875636774903,False
ARRY,2015Q2,-0.06,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/ARRAY_BIOPHARMA_INC_2015Q2.txt,0.15316131550034767,0.01638780637174213,0.8304508781279102,False
MMSI,2018Q1,0.31,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/MERIT_MEDICAL_SYSTEMS_INC_2018Q1.txt,0.22557779375369408,0.10026229110965167,0.6741599151366543,True
ALKS,2021Q2,0.3,0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/ALKERMES_PLC_2021Q2.txt,0.055459747207661655,0.3201613141998962,0.6243789385924421,True
FBHS,2017Q2,0.92,0.87,/Users/vazea/Desktop/NNW/transcripts_by_company/FORTUNE_BRANDS_INNOVATIONS_INC_2017Q2.txt,0.2053320233120815,0.28783227028203023,0.5068357064058884,True
AAN,2012Q2,0.47,0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/AARONS_INC_2012Q2.txt,0.13653482411134032,0.43640524956167265,0.427059926326987,True
SEPR,2006Q4,1.6,1.33,/Users/vazea/Desktop/NNW/transcripts_by_company/SEPRACOR_INC_2006Q4.txt,0.25446485425355664,0.051454566686107504,0.6940805790603359,False
NOVL,2003Q2,-0.02,-0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVELL_INC_2003Q2.txt,0.03850585712475414,0.35220645573110004,0.6092876871441457,True
ADSK,2012Q1,0.4,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/AUTODESK_INC_2012Q1.txt,0.17716719997853228,0.4006622726029945,0.4221705274184733,True
SILC,2021Q2,0.42,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/SILICOM_LTD_2021Q2.txt,0.35605010804870324,0.1601127311053435,0.4838371608459532,True
GWR,2011Q2,0.73,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/GENESEE_WYOMING_INC_2011Q2.txt,0.22104547079903147,0.503373073505572,0.2755814556953965,True
CYBS,2006Q2,0.07,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/CYBERSOURCE_CORP_2006Q2_1.txt,0.1741231468227413,0.11224908339375456,0.7136277697835041,True
KLIC,2017Q2,0.4,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/KULICKE_AND_SOFFA_INDUSTRIES_INC_2017Q2.txt,0.20193391868160696,0.2027944951281989,0.5952715861901942,True
HYW,2021Q4,7.76,7.4,/Users/vazea/Desktop/NNW/transcripts_by_company/HYWIN_HOLDINGS_LTD_2021Q4.txt,0.24531179477878481,0.3459870488204127,0.40870115640080246,True
IPCC,2004Q2,1.15,0.73,/Users/vazea/Desktop/NNW/transcripts_by_company/INFINITY_PROPERTY_AND_CSLTY_CORP_2004Q2.txt,0.187530223803043,0.10465063634241169,0.7078191398545454,True
SYF,2018Q3,0.91,0.81,/Users/vazea/Desktop/NNW/transcripts_by_company/SYNCHRONY_FINANCIAL_2018Q3.txt,0.08978162726716785,0.3988854495643002,0.511332923168532,True
BORL,2007Q1,-0.09,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/BORLAND_SOFTWARE_2007Q1.txt,0.15102551068524345,0.23007051529877182,0.6189039740159847,True
TRK,2004Q3,0.06,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/SPEEDWAY_MOTORSPORTS_2004Q3.txt,0.06518041137867157,0.30101794701800116,0.6338016416033272,True
HES,2011Q1,1.82,1.82,/Users/vazea/Desktop/NNW/transcripts_by_company/HESS_CORP_2011Q1.txt,0.37411890183567637,0.2399044359802607,0.385976662184063,True
LAD,2014Q3,1.32,1.31,/Users/vazea/Desktop/NNW/transcripts_by_company/LITHIA_MOTORS_INC_2014Q3.txt,0.26677136649198674,0.16055962790754033,0.572669005600473,True
BC,2009Q3,-1.29,-1.37,/Users/vazea/Desktop/NNW/transcripts_by_company/BRUNSWICK_CORP_2009Q3.txt,0.2746919384414415,0.12294275430717122,0.6023653072513873,True
D,2002Q1,1.2,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/DOMINION_ENERGY_INC_2002Q1.txt,0.15026662162341434,0.052849171470617344,0.7968842069059684,False
OXY,2012Q1,1.92,1.92,/Users/vazea/Desktop/NNW/transcripts_by_company/OCCIDENTAL_PETROLEUM_CORP_2012Q1.txt,0.099371712332143,0.3996567702416061,0.5009715174262508,True
ICOS,2002Q1,-0.65,-0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/ICOS_CORP_2002Q1.txt,0.0289651709868711,0.06666386411681158,0.9043709648963173,False
WEN,2022Q3,0.24,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/WENDYS_CO_2022Q3.txt,0.28572490882427126,0.1705815493245264,0.5436935418512023,True
SNI,2012Q1,0.73,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/SCRIPPS_NETWORKS_INTERACTIVE_INC_2012Q1.txt,0.07047523854804409,0.043112655729245046,0.8864121057227109,False
TGT,2009Q1,0.74,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGET_CORP_2009Q1.txt,0.17085840344318678,0.1424103865200394,0.6867312100367737,True
SSNC,2023Q1,1.11,1.14,/Users/vazea/Desktop/NNW/transcripts_by_company/SSC_TECHNOLOGIES_HOLDINGS_INC_2023Q1.txt,0.09223156470856678,0.08692439844027709,0.8208440368511561,False
SYX,2017Q4,1.3,1.29,/Users/vazea/Desktop/NNW/transcripts_by_company/SYSTEMAX_INC_2017Q4.txt,0.09123190808846761,0.13490693959567748,0.773861152315855,True
NVMI,2013Q2,0.14,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/NOVA_LTD_2013Q2.txt,0.1330857828613224,0.1124343692214161,0.7544798479172615,True
ONEW,2022Q2,2.54,2.09,/Users/vazea/Desktop/NNW/transcripts_by_company/ONEWATER_MARINE_INC_2022Q2.txt,0.09850906420480895,0.19462041451089226,0.7068705212842987,True
MMS,2017Q1,0.73,0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/MAXIMUS_INC_2017Q1.txt,0.29139321131543267,0.1349181217797447,0.5736886669048226,True
CST,2014Q1,0.14,0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/CST_BRANDS_INC_2014Q1.txt,0.1571994671382849,0.3614762211621243,0.4813243116995908,True
CHRW,2007Q4,1.86,1.85,/Users/vazea/Desktop/NNW/transcripts_by_company/CH_ROBINSON_WORLDWIDE_INC_2007Q4.txt,0.2605270420071579,0.06329902743458679,0.6761739305582553,False
KEYN,2010Q4,0.51,0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/KEYNOTE_SYSTEMS_INC_2010Q4.txt,0.11234624247696161,0.14485662605872426,0.7427971314643141,True
LFCR,2023Q3,-0.22,-0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/LIFECORE_BIOMEDICAL_INC_2023Q3.txt,0.09686167082713844,0.034782099601548586,0.868356229571313,False
SYMM,2010Q1,0.05,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/SYMMETRICOM_INCORPORATED_2010Q1.txt,0.23338117592619623,0.15546464910264382,0.61115417497116,True
RITT,2007Q1,-0.05,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/RIT_TECHNOLOGIES_LTD_2007Q1.txt,0.2999455272705185,0.06478083652254976,0.6352736362069318,False
LTRN,2021Q1,-0.24,-0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/LANTERN_PHARMA_INC_2021Q1.txt,0.44405460087072957,0.12379167955852974,0.43215371957074067,True
MMS,2012Q2,0.49,0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/MAXIMUS_INC_2012Q2.txt,0.193703914236223,0.14889220969089811,0.6574038760728789,True
LM,2008Q4,1.86,2.81,/Users/vazea/Desktop/NNW/transcripts_by_company/LEGG_MASON_INC_2008Q4.txt,0.25518849406035277,0.10649933096214123,0.6383121749775059,True
ELON,2015Q3,-0.02,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/ECHELON_CORPORATION_2015Q3.txt,0.0776074676932212,0.15363196674695037,0.7687605655598284,True
FLGT,2022Q1,5.08,3.42,/Users/vazea/Desktop/NNW/transcripts_by_company/FULGENT_GENETICS_INC_2022Q1.txt,0.005197900388738946,0.02419081146782387,0.9706112881434372,False
MERU,2014Q2,-0.13,-0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/MERU_NETWORKS_INC_2014Q2.txt,0.1264207668652343,0.041647531995756486,0.8319317011390093,False
WERN,2022Q3,0.9,0.98,/Users/vazea/Desktop/NNW/transcripts_by_company/WERNER_ENTERPRISES_INC_2022Q3.txt,0.4071504072865898,0.24604049803978903,0.3468090946736212,True
LTH,2022Q2,-0.01,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/LIFE_TIME_GROUP_HOLDINGS_INC_2022Q2.txt,0.42647111305322644,0.3496183945673089,0.2239104923794647,True
EBAY,2010Q4,1.73,1.69,/Users/vazea/Desktop/NNW/transcripts_by_company/EBAY_INC_2010Q4.txt,0.13382042209960368,0.4857864988193002,0.38039307908109615,True
PPC,2012Q1,0.19,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/PILGRIMS_PRIDE_CORP_2012Q1.txt,0.19609607815983404,0.26191211692166416,0.5419918049185019,True
ADVS,2005Q4,0.41,0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/ADVENT_SOFTWARE_INC_2005Q4.txt,0.2363817485455414,0.22477381786017017,0.5388444335942885,True
SUP,2016Q3,0.23,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/SUPERIOR_INDUSTRIES_INTERNATIONA_2016Q3.txt,0.3077969806934737,0.21285263631212833,0.4793503829943979,True
NS,2009Q2,1.04,0.93,/Users/vazea/Desktop/NNW/transcripts_by_company/NUSTAR_ENERGY_LP_2009Q2.txt,0.40224546257918065,0.3124765902037846,0.2852779472170347,True
IEX,2007Q3,0.47,0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/IDEX_CORP_2007Q3.txt,0.35280130577714625,0.17934682512233216,0.4678518691005217,True
CRIS,2015Q1,-0.07,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/CURIS_INCORPORATED_2015Q1.txt,0.21584166707242988,0.26929451135654175,0.5148638215710284,True
VRTS,2018Q4,12.26,12.32,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTUS_INVESTMENT_PARTNERS_INC_2018Q4.txt,0.2137566458148665,0.12769016558515361,0.6585531885999798,True
PPL,2012Q4,2.42,2.35,/Users/vazea/Desktop/NNW/transcripts_by_company/PPL_CORP_2012Q4.txt,0.3920357370600079,0.2510659426486753,0.35689832029131685,True
ATHX,2016Q4,-0.18,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/ATHERSYS_INC_2016Q4.txt,0.11040421903002864,0.11787374749254634,0.7717220334774251,True
TGT,2020Q1,1.53,1.43,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGET_CORP_2020Q1.txt,0.23804620837860585,0.2154347699157484,0.5465190217056457,True
SCSC,2010Q2,0.44,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/SCANSOURCE_INC_2010Q2.txt,0.11213975573783537,0.1994801242395055,0.6883801200226591,True
DGICA,2023Q3,0.01,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/DONEGAL_GROUP_INC_2023Q3.txt,0.04577942055675163,0.07780661016958593,0.8764139692736624,False
LRN,2010Q4,0.71,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/K12_INC_2010Q4.txt,0.3783539338426357,0.13641952931332735,0.48522653684403694,True
NTGR,2008Q4,0.92,1.22,/Users/vazea/Desktop/NNW/transcripts_by_company/NETGEAR_INC_2008Q4.txt,0.27051980102784234,0.1742466573696552,0.5552335416025025,True
EQBK,2017Q2,0.52,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/EQUITY_BANCSHARES_INC_2017Q2.txt,0.10398418885353128,0.24140979913431052,0.6546060120121582,True
OSG,2004Q1,1.93,1.84,/Users/vazea/Desktop/NNW/transcripts_by_company/OVERSEAS_SHIPHOLDING_GROUP_2004Q1.txt,0.09661386698404838,0.16474896209405643,0.7386371709218952,True
IART,2006Q2,0.34,0.31,/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRA_LIFESCIENCES_HOLDINGS_CO_2006Q2.txt,0.31147846692253023,0.45516455594575406,0.23335697713171571,True
PSXP,2021Q2,1.013,0.88,/Users/vazea/Desktop/NNW/transcripts_by_company/PHILLIPS_66_PARTNERS_LP_2021Q2.txt,0.23323144010263827,0.259670244813752,0.5070983150836097,True
MYL,2013Q3,0.82,0.78,/Users/vazea/Desktop/NNW/transcripts_by_company/MYLAN_INC_2013Q3.txt,0.15041403117423344,0.2707920457881901,0.5787939230375765,True
ARW,2021Q4,15.5,14.66,/Users/vazea/Desktop/NNW/transcripts_by_company/ARROW_ELECTRONICS_INC_2021Q4.txt,0.08642371473799618,0.17994973340141504,0.7336265518605888,True
WEC,2019Q1,1.33,1.26,/Users/vazea/Desktop/NNW/transcripts_by_company/WEC_ENERGY_GROUP_INC_2019Q1.txt,0.4506458161169084,0.22526136395950885,0.3240928199235827,True
RRR,2017Q2,0.53,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/RED_ROCK_RESORTS_INC_2017Q2.txt,0.30604199865791176,0.3215184267032999,0.3724395746387884,True
BLMN,2023Q1,0.98,0.88,/Users/vazea/Desktop/NNW/transcripts_by_company/BLOOMIN_BRANDS_INC_2023Q1.txt,0.180017025174337,0.2461872996086598,0.5737956752170033,True
ARW,2003Q1,0.1,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/ARROW_ELECTRONICS_INC_2003Q1.txt,0.190292014941435,0.24913215139847858,0.5605758336600865,True
PLUG,2020Q1,-0.12,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/PLUG_POWER_INC_2020Q1.txt,0.1273092617971993,0.029543117303686178,0.8431476208991144,False
APH,2002Q2,0.46,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/AMPHENOL_CORP_2002Q2.txt,0.2638453527925275,0.09260751828418565,0.6435471289232868,False
TRIB,2009Q3,0.15,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/TRINITY_BIOTECH_PLC_2009Q3.txt,0.1713767883383959,0.16508997707649203,0.6635332345851122,True
IDCC,2004Q1,0.1,-0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/INTERDIGITAL_COMMUNICATIONS_2004Q1.txt,0.24548073539835022,0.1580405535108445,0.5964787110908052,True
V,2013Q3,1.88,1.8,/Users/vazea/Desktop/NNW/transcripts_by_company/VISA_INC_2013Q3.txt,0.02159276418413741,0.3646995433201958,0.6137076924956668,True
TNM,2005Q1,0.12,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/NELSON_THOMAS_INC_2005Q1.txt,0.23170720962427535,0.29884207123005907,0.46945071914566555,True
ROK,2016Q3,1.55,1.47,/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKWELL_AUTOMATION_INC_2016Q3.txt,0.2228163611948588,0.2070126061464249,0.5701710326587163,True
CHMA,2020Q4,-1.43,-1.49,/Users/vazea/Desktop/NNW/transcripts_by_company/CHIASMA_INC_2020Q4.txt,0.1768660015339224,0.22482235004566806,0.5983116484204095,True
NOC,2015Q1,2.41,2.26,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHROP_GRUMMAN_CORP_2015Q1.txt,0.09005202091250672,0.11694471955003874,0.7930032595374545,True
FSII,2008Q1,-0.07,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/FSI_INTERNATIONAL_2008Q1.txt,0.0820854624380466,0.07583088234307037,0.8420836552188831,False
NOC,2002Q2,1.53,1.46,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHROP_GRUMMAN_CORP_2002Q2.txt,0.055631389617643766,0.12542722656551678,0.8189413838168395,True
SCLN,2009Q4,0.25,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/SCICLONEPHARMACEUTICALS_INCORPO_2009Q4.txt,0.2629649456616197,0.39898530567666124,0.3380497486617191,True
MAT,2020Q1,-0.56,-0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/MATTEL_INC_2020Q1.txt,0.4355568205632857,0.32163933610118,0.2428038433355343,True
CPB,2014Q3,0.62,0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/CAMPBELLS_CO_2014Q3.txt,0.023400133335376577,0.12159602845819681,0.8550038382064266,True
KMB,2002Q3,0.87,0.89,/Users/vazea/Desktop/NNW/transcripts_by_company/KIMBERLYCLARK_CORP_2002Q3.txt,0.03253367156511755,0.42548994046919336,0.5419763879656891,True
