ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
ZEBRA TECHNOLOGIES CORP,3.0,0.46,0.36,transcripts_by_company/Zebra_Technologies_2010Q3.txt,0.29389140009880066,0.7061085999011993
SERVICESOURCE INTERNATIONAL INC,4.0,0.05,0.04,transcripts_by_company/ServiceSource_International_Inc_2012Q4.txt,0.2976527512073517,0.7023472487926483
CALGON CARBON CORP,1.0,0.14,0.25,transcripts_by_company/Calgon_Carbon_Corporation_2016Q1.txt,0.24853220582008362,0.7514677941799164
EXPRESS INC,4.0,0.17,-0.26,transcripts_by_company/PetMed_Express_Inc_2021Q4.txt,0.29348254203796387,0.7065174579620361
ONESPAWORLD HOLDINGS LTD,2.0,-0.16,-0.12,transcripts_by_company/OneSpaWorld_Holdings_Limited_2021Q2.txt,0.03653183579444885,0.9634681642055511
DUCKWALL-ALCO STORES INC,3.0,0.9,0.36,transcripts_by_company/Duckwall-ALCO_Stores_2008Q3.txt,0.28129908442497253,0.7187009155750275
OSI SYSTEMS INC,3.0,0.53,0.7,transcripts_by_company/OSI_Systems_Inc_2015Q3.txt,0.10969498753547668,0.8903050124645233
AGNC INVESTMENT CORP,3.0,0.61,0.59,transcripts_by_company/AGNC_Investment_Corp_2018Q3.txt,0.22978711128234863,0.7702128887176514
PRESTIGE BRANDS HOLDINGS INC,2.0,0.35,0.28,transcripts_by_company/Prestige_Brands_Holdings_Inc_2012Q2.txt,0.28623467683792114,0.7137653231620789
NATIONAL FUEL GAS CO N J,1.0,1.15,1.02,transcripts_by_company/National_Fuel_Gas_Company_2014Q1.txt,0.2575281262397766,0.7424718737602234
SVB FINANCIAL GROUP,2.0,6.08,5.04,transcripts_by_company/SVB_Financial_Group_2019Q2.txt,0.1912357211112976,0.8087642788887024
NOKIA CORP,3.0,0.09,0.08,transcripts_by_company/Kemira_Oyj_2015Q3.txt,0.3690537214279175,0.6309462785720825
MCCORMICK  COMPANY INC,2.0,1.16,1.13,transcripts_by_company/McCormick_and_Company_Incorporated_2019Q2.txt,0.2819342315196991,0.7180657684803009
VF CORP,4.0,2.32,2.0,transcripts_by_company/VF_Corporation_2011Q4.txt,0.0959133729338646,0.9040866270661354
INFINERA CORP,4.0,-0.16,-0.09,transcripts_by_company/Infinera_Corporation_2008Q4.txt,0.12412744760513306,0.8758725523948669
ARCH COAL INC,2.0,-0.11,1.05,transcripts_by_company/Arch_Coal_Inc_2009Q2.txt,0.3724907338619232,0.6275092661380768
CROCS INC,4.0,-0.58,-0.25,transcripts_by_company/Crocs_Inc_2016Q4.txt,0.19567811489105225,0.8043218851089478
ARRIS GROUP INC,1.0,0.21,0.15,transcripts_by_company/ARRIS_Group_Inc_2006Q1.txt,0.25935134291648865,0.7406486570835114
CALPINE CORPORATION,2.0,-0.3,-0.05,transcripts_by_company/Calpine_Corporation_2004Q2.txt,0.10413265973329544,0.8958673402667046
INSPIRE MEDICAL SYSTEMS INC,1.0,-0.53,-0.81,transcripts_by_company/Inspire_Medical_Systems_Inc_2023Q1.txt,0.410235732793808,0.589764267206192
MODINE MANUFACTURING CO,1.0,0.18,0.22,transcripts_by_company/Modine_Manufacturing_Company_2013Q1.txt,0.20463773608207703,0.795362263917923
DANAHER CORP,1.0,1.08,1.11,transcripts_by_company/Danaher_Corporation_2016Q1.txt,0.1252826303243637,0.8747173696756363
SIGNET JEWELERS LTD,1.0,1.09,3.08,transcripts_by_company/Signet_Jewelers_Limited_2009Q1.txt,0.15663395822048187,0.8433660417795181
IPG PHOTONICS CORP,2.0,1.91,1.35,transcripts_by_company/IPG_Photonics_Corporation_2017Q2.txt,0.29583337903022766,0.7041666209697723
OIL STATES INTERNATIONAL INC,1.0,-0.22,-0.15,transcripts_by_company/Oil_States_International_Inc_2022Q1.txt,0.148252472281456,0.851747527718544
MARATHON OIL CORP,1.0,0.18,-0.06,transcripts_by_company/Marathon_Oil_Corporation_2018Q1.txt,0.24257896840572357,0.7574210315942764
CLICKSOFTWARE TECHNOLOGIES,4.0,0.11,0.1,transcripts_by_company/ClickSoftware_Technologies_Ltd_2014Q4.txt,0.2534317672252655,0.7465682327747345
