count,mean,median,std,min,max,q25,q75,q90,q95,q99,skewness,kurtosis,negative_count,zero_count,positive_count
2000,0.7117434863088882,0.7303073668733344,0.16265106422064332,0.11399039169480231,0.9967250004009318,0.6107167135352145,0.8411421110554168,0.9121142758901299,0.9407657399913412,0.9708634480755699,-0.5648988206491731,-0.14308197802102196,0,0,2000
