ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
TETRA TECH INC NEW,2.0,0.14,0.18,transcripts_by_company/Tetra_Tech_2006Q2.txt,0.052717484533786774,0.9472825154662132
CON-WAY INC,3.0,0.87,1.13,transcripts_by_company/Con-Way_2007Q3.txt,0.10208681225776672,0.8979131877422333
CHEFS WAREHOUSE INC,1.0,0.14,0.14,transcripts_by_company/The_Chefs_Warehouse_Inc_2013Q1.txt,0.3272962272167206,0.6727037727832794
NEWELL BRANDS INC,1.0,0.34,0.32,transcripts_by_company/Newell_Brands_Inc_2017Q1.txt,0.18227270245552063,0.8177272975444794
LIFEPOINT HOSPITALS INC,1.0,0.65,0.9,transcripts_by_company/LifePoint_Hospitals_Inc_2014Q1.txt,0.19397203624248505,0.806027963757515
NATIONAL OILWELL VARCO INC,2.0,0.02,0.2,transcripts_by_company/National_Oilwell_Varco_Inc_2020Q2.txt,0.18909688293933868,0.8109031170606613
ZAFGEN INC,3.0,-0.73,-0.83,transcripts_by_company/Zafgen_Inc_2015Q3.txt,0.15711353719234467,0.8428864628076553
"HEARTLAND FINANCIAL USA, INC.",4.0,0.93,1.01,transcripts_by_company/Heartland_Financial_USA_Inc_2018Q4.txt,0.24293646216392517,0.7570635378360748
CONSOLIDATED WATER CO LTD,2.0,0.15,0.19,transcripts_by_company/Consolidated_Water_Co_Ltd_2022Q2.txt,0.21859577298164368,0.7814042270183563
BORGWARNER INC,1.0,0.77,1.01,transcripts_by_company/BorgWarner_Inc_2020Q1.txt,0.15648983418941498,0.843510165810585
CYNERGISTEK INC,1.0,-0.07,-0.13,transcripts_by_company/CynergisTek_Inc_2022Q1.txt,0.2999424934387207,0.7000575065612793
ALASKA AIR GROUP INC,3.0,2.16,2.09,transcripts_by_company/Alaska_Air_Group_Inc_2015Q3.txt,0.09794707596302032,0.9020529240369797
UMB FINANCIAL CORP,1.0,1.9,2.19,transcripts_by_company/UMB_Financial_Corporation_2023Q1.txt,0.16101345419883728,0.8389865458011627
CROSS COUNTRY HEALTHCARE INC,3.0,0.05,0.04,transcripts_by_company/Cross_Country_Healthcare_Inc_2019Q3.txt,0.31208452582359314,0.6879154741764069
COACH INC,3.0,0.34,0.28,transcripts_by_company/Monaco_Coach_Corporation_2004Q3.txt,0.09536570310592651,0.9046342968940735
MAIDEN HOLDINGS LTD,4.0,0.23,0.38,transcripts_by_company/MAIDEN_HOLDINGS_LTD_2009Q4.txt,0.20683515071868896,0.793164849281311
NETSUITE INC,3.0,0.05,0.05,transcripts_by_company/NetSuite_Inc_2011Q3.txt,0.33137598633766174,0.6686240136623383
ADAPTIVE BIOTECHNOLOGIES CORP,2.0,-0.26,-0.2,transcripts_by_company/Adaptive_Biotechnologies_Corporation_2020Q2.txt,0.004895161837339401,0.9951048381626606
GERON CORP,4.0,-0.19,-0.2,transcripts_by_company/Geron_2011Q4.txt,0.19852995872497559,0.8014700412750244
GRAINGER W W INC,1.0,3.18,3.3,transcripts_by_company/Grainger_PLC_2016Q1.txt,0.28862252831459045,0.7113774716854095
TEREX CORP,1.0,0.32,0.39,transcripts_by_company/Terex_Corporation_2003Q1.txt,0.11010033637285233,0.8898996636271477
CALERES INC,4.0,0.8,0.94,transcripts_by_company/Caleres_Inc_2017Q4.txt,0.11845368891954422,0.8815463110804558
AGROFRESH SOLUTIONS INC,1.0,-0.26,-0.05,transcripts_by_company/AgroFresh_Solutions_Inc_2018Q1.txt,0.4042220115661621,0.5957779884338379
KELLY SERVICES INC,3.0,0.29,0.45,transcripts_by_company/Kelly_Services_Inc_2020Q3.txt,0.2726711332798004,0.7273288667201996
MERIT MEDICAL SYSTEMS INC,1.0,0.12,0.14,transcripts_by_company/Merit_Medical_Systems_2014Q1.txt,0.31465044617652893,0.6853495538234711
INTER PARFUMS INC,1.0,0.41,0.25,transcripts_by_company/Inter_Parfums_Inc_2011Q1.txt,0.1942865252494812,0.8057134747505188
UNIFI INC,2.0,-0.14,-0.01,transcripts_by_company/Unifi_Inc_2005Q2.txt,0.17920450866222382,0.8207954913377762
CORVEL CORPORATION,1.0,0.33,0.27,transcripts_by_company/CorVel_Corporation_2006Q1.txt,0.279217004776001,0.720782995223999
DISH NETWORK CORP,1.0,0.76,0.72,transcripts_by_company/DISH_Network_Corporation_2017Q1.txt,0.19491823017597198,0.805081769824028
DAIICHI SANKYO COMPANY LIMITED,2.0,9.84,20.4,transcripts_by_company/Daiichi_Sankyo_Company_Limited_2022Q2.txt,0.13454844057559967,0.8654515594244003
HOVNANIAN ENTERPRISES INC,1.0,-0.17,-0.03,transcripts_by_company/Hovnanian_Enterprises_Inc_2014Q1.txt,0.14451447129249573,0.8554855287075043
MRC GLOBAL INC,1.0,0.14,0.23,transcripts_by_company/MRC_Global_Inc_2019Q1.txt,0.03527709096670151,0.9647229090332985
ELECTRONIC ARTS INC,1.0,0.48,0.16,transcripts_by_company/Electronic_Arts_Inc_2014Q1.txt,0.15144234895706177,0.8485576510429382
AVON PRODUCTS INC,2.0,0.48,0.52,transcripts_by_company/Avon_Products_Inc_2010Q2.txt,0.12626400589942932,0.8737359941005707
PERFICIENT INC,1.0,0.26,0.32,transcripts_by_company/Perficient_Inc_2015Q1.txt,0.2248300164937973,0.7751699835062027
PENSKE AUTOMOTIVE GROUP INC,1.0,1.25,1.34,transcripts_by_company/Penske_Automotive_Group_Inc_2019Q1.txt,0.12361875176429749,0.8763812482357025
ENERGEN CORP,4.0,0.63,0.36,transcripts_by_company/Energen_Corporation_2017Q4.txt,0.2835445702075958,0.7164554297924042
REPLIGEN CORP,2.0,0.26,-0.01,transcripts_by_company/Repligen_Corporation_2008Q2.txt,0.25601285696029663,0.7439871430397034
BUCKEYE TECHNOLOGIES INC,2.0,0.24,0.29,transcripts_by_company/Buckeye_Technologies_Inc_2008Q2.txt,0.225803941488266,0.774196058511734
SWS GROUP INC,2.0,-0.11,0.09,transcripts_by_company/SWS_Group_Inc_2012Q2.txt,0.15216611325740814,0.8478338867425919
SHIP FINANCE INTERNATIONAL LTD,3.0,0.31,0.26,transcripts_by_company/Ship_Finance_International_Limited_2017Q3.txt,0.03761478513479233,0.9623852148652077
NATIONWIDE HEALTH PROPERTYS,1.0,0.47,0.29,transcripts_by_company/Nationwide_Health_Properties_Inc_2009Q1.txt,0.24162648618221283,0.7583735138177872
AMERICAN EQUITY INVESTMENT LIFE,2.0,0.98,1.19,transcripts_by_company/American_Equity_Investment_Life_Holding_Company_2022Q2.txt,0.16837330162525177,0.8316266983747482
THE VALSPAR CORP,3.0,0.49,0.5,transcripts_by_company/Valspar_2006Q3.txt,0.10446747392416,0.89553252607584
NOVELL INC,2.0,0.03,0.04,transcripts_by_company/Novell_Inc_2004Q2.txt,0.2980881333351135,0.7019118666648865
INTERACTIVE BROKERS GROUP INC,1.0,0.3,0.55,transcripts_by_company/Interactive_Brokers_Group_Inc_2009Q1.txt,0.08870083093643188,0.9112991690635681
UIPATH INC,3.0,0.01,-0.06,transcripts_by_company/UiPath_Inc_2021Q3.txt,0.1563599705696106,0.8436400294303894
MARLIN BUSINESS SERVICES CORP,4.0,0.04,0.05,transcripts_by_company/Marlin_Business_Services_Corp_2009Q4.txt,0.33111682534217834,0.6688831746578217
LCC INTERNATIONAL INC,4.0,-0.06,0.04,transcripts_by_company/LCC_International_2006Q4.txt,0.263621985912323,0.736378014087677
INTERPUBLIC GROUP OF COMPANIES I,1.0,0.0,0.01,transcripts_by_company/The_Interpublic_Group_of_Companies_Inc_2016Q1.txt,0.1762578785419464,0.8237421214580536
BALLY TECHNOLOGIES INC,4.0,0.58,0.55,transcripts_by_company/Bally_Technologies_Inc_2009Q4.txt,0.10380764305591583,0.8961923569440842
ARRAY BIOPHARMA INC,4.0,-0.1,-0.17,transcripts_by_company/Array_BioPharma_Inc_2012Q4.txt,0.2721199095249176,0.7278800904750824
FLOWERS FOODS INC,4.0,0.34,0.27,transcripts_by_company/Flowers_Foods_2008Q4.txt,0.27635493874549866,0.7236450612545013
CONAGRA FOODS INC,3.0,0.26,0.3,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,0.18167948722839355,0.8183205127716064
OVERSTOCK.COM INC,1.0,-0.35,-0.58,transcripts_by_company/Overstockcom_Inc_2020Q1.txt,0.29713141918182373,0.7028685808181763
ADECCO GROUP AG,4.0,1.2,1.11,transcripts_by_company/Adecco_SA_2014Q4.txt,0.1082264855504036,0.8917735144495964
CHURCHILL DOWNS INC,4.0,0.14,0.19,transcripts_by_company/Churchill_Downs_Inc_2012Q4.txt,0.014031816273927689,0.9859681837260723
HASBRO BRADLEY I,2.0,0.33,0.36,transcripts_by_company/Hasbro_Inc_2011Q2.txt,0.17475922405719757,0.8252407759428024
PATNI COMPUTER SYSTEMS LTD,4.0,0.36,0.36,transcripts_by_company/Patni_Computer_Systems_Ltd_2007Q4.txt,0.2917269170284271,0.7082730829715729
EQUIFAX INC,3.0,0.57,0.58,transcripts_by_company/Equifax_Inc_2009Q3.txt,0.1776195764541626,0.8223804235458374
ADVANCE AUTO PARTS INC,1.0,3.34,2.19,transcripts_by_company/Advance_Auto_Parts_Inc_2021Q1.txt,0.275052934885025,0.724947065114975
RESPIRONICS INC,3.0,0.25,0.55,transcripts_by_company/Respironics_Inc_2005Q3.txt,0.1024976596236229,0.8975023403763771
BOTTOMLINE TECHNOLOGIES (DE) INC,3.0,0.22,0.33,transcripts_by_company/Bottomline_Technologies_de_Inc_2021Q3.txt,0.13624350726604462,0.8637564927339554
TOROMONT INDUSTRIES LTD,4.0,1.93,1.4,transcripts_by_company/Toromont_Industries_Ltd_2022Q4.txt,0.14507947862148285,0.8549205213785172
HELIX TECHNOLOGY CORP,4.0,0.1,0.32,transcripts_by_company/Helix_Technology_Corporation_2004Q4.txt,0.30030128359794617,0.6996987164020538
HANOVER CAPITAL MORTGAGE-HLD,1.0,0.31,0.3,transcripts_by_company/Hanover_Capital_Mortgage_Holdings_2004Q1.txt,0.2768400013446808,0.7231599986553192
EDISON INTERNATIONAL,4.0,0.81,0.82,transcripts_by_company/Edison_International_2013Q4.txt,0.10701392590999603,0.892986074090004
ENERNOC INC,2.0,-0.51,0.12,transcripts_by_company/EnerNOC_Inc_2011Q2.txt,0.24717557430267334,0.7528244256973267
MASTEC INC,2.0,0.18,0.14,transcripts_by_company/MasTec_Inc_2006Q2.txt,0.27160874009132385,0.7283912599086761
FLEETCOR TECHNOLOGIES INC,1.0,3.8,3.91,transcripts_by_company/FLEETCOR_Technologies_Inc_2023Q1.txt,0.1762024313211441,0.8237975686788559
ALLIQUA BIOMEDICAL INC,1.0,-0.28,-0.24,transcripts_by_company/Alliqua_BioMedical_Inc_2016Q1.txt,0.22198724746704102,0.778012752532959
POWER INTEGRATIONS INC,2.0,0.16,0.15,transcripts_by_company/Power_Integrations_2005Q2.txt,0.25503331422805786,0.7449666857719421
CIVISTA BANCSHARES INC,1.0,0.68,0.51,transcripts_by_company/Civista_Bancshares_Inc_2021Q1.txt,0.12682726979255676,0.8731727302074432
EDWARDS LIFESCIENCES CORP,4.0,0.62,0.6,transcripts_by_company/Edwards_Lifesciences_2011Q4.txt,0.2953137159347534,0.7046862840652466
PRECIGEN INC,4.0,-0.13,-0.13,transcripts_by_company/Precigen_Inc_2021Q4.txt,0.2248377799987793,0.7751622200012207
TEXTRON INC,4.0,1.6,1.56,transcripts_by_company/Textron_Inc_2023Q4.txt,0.13087430596351624,0.8691256940364838
DISH NETWORK CORP,2.0,0.88,0.54,transcripts_by_company/DISH_Network_Corporation_2016Q2.txt,0.16726365685462952,0.8327363431453705
"URBAN OUTFITTERS, INC.",2.0,0.31,0.23,transcripts_by_company/Urban_Outfitters_Inc_2010Q2.txt,0.25547105073928833,0.7445289492607117
CALPINE CORPORATION,3.0,-0.17,0.05,transcripts_by_company/Calpine_Corporation_2005Q3.txt,0.22409047186374664,0.7759095281362534
BRAINSWAY LTD,2.0,0.616,-0.12,transcripts_by_company/Rai_Way_SpA_2019Q2.txt,0.2932126224040985,0.7067873775959015
LOWE'S COMPANIES INC,4.0,0.81,0.76,transcripts_by_company/Lowes_Companies_2005Q4.txt,0.3102271854877472,0.6897728145122528
SOLERA HOLDINGS INC,4.0,0.64,0.71,transcripts_by_company/Solera_Holdings_Inc_2013Q4.txt,0.22277013957500458,0.7772298604249954
TASKUS INC,3.0,0.32,0.33,transcripts_by_company/TaskUs_Inc_2023Q3.txt,0.1828497350215912,0.8171502649784088
QUESTCOR PHARMACEUTICALS,2.0,0.12,0.1,transcripts_by_company/Questcor_Pharmaceuticals_Inc_2008Q2.txt,0.16581861674785614,0.8341813832521439
PETSMART INC,3.0,0.54,0.49,transcripts_by_company/PetSmart_Inc_2011Q3.txt,0.371609091758728,0.628390908241272
GENERAL CABLE CORP,1.0,1.21,1.06,transcripts_by_company/General_Cable_Corp_2008Q1.txt,0.1290089637041092,0.8709910362958908
MATRIX SERVICE CO,3.0,-0.6,0.1,transcripts_by_company/Matrix_Service_Company_2021Q3.txt,0.11653246730566025,0.8834675326943398
LOGAN RIDGE FINANCE CORP,1.0,-0.32,0.03,transcripts_by_company/Logan_Ridge_Finance_Corporation_2022Q1.txt,0.14505286514759064,0.8549471348524094
HARLEY-DAVIDSON INC,4.0,0.09,0.36,transcripts_by_company/Harley-Davidson_Inc_2019Q4.txt,0.13323834538459778,0.8667616546154022
RENASANT CORP,3.0,0.24,0.35,transcripts_by_company/Renasant_Corporation_2013Q3.txt,0.14759477972984314,0.8524052202701569
COST PLUS,1.0,1.03,1.01,transcripts_by_company/Cost_Plus_2003Q1.txt,0.3226090371608734,0.6773909628391266
NIU TECHNOLOGIES,3.0,1.28,1.72,transcripts_by_company/Niu_Technologies_2021Q3.txt,0.11130958795547485,0.8886904120445251
GLOBE SPECIALTY METALS INC,1.0,0.31,0.26,transcripts_by_company/Globe_Specialty_Metals_2011Q1.txt,0.13147008419036865,0.8685299158096313
BLACK BOX CORPORATION,4.0,0.85,0.8,transcripts_by_company/Black_Box_Network_Services_2010Q4.txt,0.251137912273407,0.748862087726593
BADGER METER INC,1.0,0.55,0.4,transcripts_by_company/Badger_Meter_Inc_2016Q1.txt,0.3105814754962921,0.6894185245037079
VIKING THERAPEUTICS INC,3.0,-0.08,-0.12,transcripts_by_company/Viking_Therapeutics_Inc_2019Q3.txt,0.22563980519771576,0.7743601948022842
NGAS RESOURCES INC,4.0,-0.11,-0.01,transcripts_by_company/NGAS_Resources_Inc_2009Q4.txt,0.16036303341388702,0.839636966586113
ARQULE INC,1.0,0.12,-0.16,transcripts_by_company/ArQule_Inc_2006Q1.txt,0.26154595613479614,0.7384540438652039
HERON THERAPEUTICS INC,3.0,-0.63,-0.73,transcripts_by_company/Heron_Therapeutics_Inc_2015Q3.txt,0.25080856680870056,0.7491914331912994
RYDER SYSTEM INC,1.0,1.12,1.21,transcripts_by_company/Ryder_System_Inc_2016Q1.txt,0.213627427816391,0.786372572183609
HISTOGENICS CORP,2.0,-0.58,-0.51,transcripts_by_company/Histogenics_Corp_2015Q2.txt,0.2517404556274414,0.7482595443725586
PROGENICS PHARMACEUTICALS INC,4.0,-0.2,-0.18,transcripts_by_company/Progenics_Pharmaceuticals_Inc_2017Q4.txt,0.1523265689611435,0.8476734310388565
MARCUS CORP,2.0,0.19,0.17,transcripts_by_company/Neiman_Marcus_Group_Inc_2007Q2.txt,0.1313418596982956,0.8686581403017044
WI-LAN INC,2.0,0.04,0.04,transcripts_by_company/Wi-Lan_Inc_2017Q2.txt,0.20148955285549164,0.7985104471445084
PENNANTPARK INVESTMENT CORP,3.0,0.18,0.22,transcripts_by_company/PennantPark_Investment_Corporation_2017Q3.txt,0.1898788958787918,0.8101211041212082
VALUEVISION MEDIA INC,3.0,-0.03,0.03,transcripts_by_company/ValueVision_Media_2002Q3.txt,0.2449142187833786,0.7550857812166214
ARROW ELECTRONICS INC,1.0,0.76,0.44,transcripts_by_company/Arrow_Electronics_Inc_2010Q1.txt,0.14447754621505737,0.8555224537849426
KUSHCO HOLDINGS INC,1.0,-0.04,-0.03,transcripts_by_company/KushCo_Holdings_Inc_2021Q1.txt,0.14019493758678436,0.8598050624132156
AVON PRODUCTS INC,1.0,0.26,0.15,transcripts_by_company/Avon_Products_Inc_2013Q1.txt,0.33357203006744385,0.6664279699325562
MAGNETEK INC,4.0,0.05,0.07,transcripts_by_company/Magnetek_2007Q4.txt,0.27162426710128784,0.7283757328987122
APARTMENT INCOME REIT CORP,2.0,-0.01,0.14,transcripts_by_company/Killam_Apartment_REIT_2023Q2.txt,0.11952385306358337,0.8804761469364166
ASPEN TECHNOLOGY INC,4.0,0.36,0.3,transcripts_by_company/Aspen_Technology_Inc_2014Q4.txt,0.28687354922294617,0.7131264507770538
FLOWERS FOODS INC,2.0,0.33,0.27,transcripts_by_company/Flowers_Foods_Inc_2020Q2.txt,0.16570346057415009,0.8342965394258499
SYKES ENTERPRISES INC,1.0,0.42,0.45,transcripts_by_company/Sykes_Enterprises_Incorporated_2016Q1.txt,0.1917686015367508,0.8082313984632492
LIFEPOINT HOSPITALS INC,1.0,0.6,0.77,transcripts_by_company/LifePoint_Hospitals_Inc_2006Q1.txt,0.14292745292186737,0.8570725470781326
BJ SERVICES CO,4.0,0.54,0.52,transcripts_by_company/BJ_Services_Company_2004Q4.txt,0.26590394973754883,0.7340960502624512
PHARMERICA CORP,1.0,0.46,0.33,transcripts_by_company/PharMerica_Corporation_2013Q1.txt,0.1382923573255539,0.8617076426744461
LANTHEUS HOLDINGS INC,4.0,0.34,0.32,transcripts_by_company/Lantheus_Holdings_Inc_2019Q4.txt,0.17441456019878387,0.8255854398012161
FULGENT GENETICS INC,3.0,0.0,-0.02,transcripts_by_company/Fulgent_Genetics_Inc_2018Q3.txt,0.2910081446170807,0.7089918553829193
GUITAR CENTER INC,1.0,0.57,0.66,transcripts_by_company/Guitar_Center_Inc_2007Q1.txt,0.4662023186683655,0.5337976813316345
LAMB WESTON HOLDINGS INC,2.0,0.65,0.51,transcripts_by_company/Lamb_Weston_Holdings_Inc_2022Q2.txt,0.12215559184551239,0.8778444081544876
TELVENT GIT SA,1.0,0.19,0.14,transcripts_by_company/Telvent_GIT_SA_2006Q1.txt,0.22995474934577942,0.7700452506542206
MOLINA HEALTHCARE INC,2.0,-0.17,0.59,transcripts_by_company/Molina_Healthcare_2005Q2.txt,0.2797786593437195,0.7202213406562805
RHODIA SA,4.0,-0.75,-0.16,transcripts_by_company/Rhodia_SA_2005Q4.txt,0.14027772843837738,0.8597222715616226
MKS INSTRUMENTS INC,4.0,0.4,0.37,transcripts_by_company/MKS_Instruments_Inc_2013Q4.txt,0.09971649944782257,0.9002835005521774
SIGNET JEWELERS LTD,1.0,1.55,1.36,transcripts_by_company/Signet_Jewelers_Ltd_2011Q1.txt,0.08257529139518738,0.9174247086048126
ALBANY INTERNATIONAL CORP,2.0,0.32,0.46,transcripts_by_company/Albany_International_2011Q2.txt,0.2924960255622864,0.7075039744377136
ACACIA COMMUNICATIONS INC,2.0,-0.08,0.36,transcripts_by_company/Acacia_Communications_Inc_2018Q2.txt,0.16097915172576904,0.839020848274231
CVRX INC,2.0,-0.56,-0.63,transcripts_by_company/CVRx_Inc_2023Q2.txt,0.13674233853816986,0.8632576614618301
VIASAT INC,3.0,-0.11,0.16,transcripts_by_company/ViaSat_2002Q3.txt,0.19866733253002167,0.8013326674699783
SPRAGUE RESOURCES LP,4.0,0.28,0.57,transcripts_by_company/Sprague_Resources_LP_2020Q4.txt,0.35547199845314026,0.6445280015468597
CORNING INC,1.0,0.4,0.42,transcripts_by_company/Corning_Incorporated_2019Q1.txt,0.16041859984397888,0.8395814001560211
MIRAGEN THERAPEUTICS INC,4.0,-0.33,-0.3,transcripts_by_company/Miragen_Therapeutics_Inc_2018Q4.txt,0.29513242840766907,0.7048675715923309
CEMEX SAB DE CV,4.0,0.06,-0.01,transcripts_by_company/Bolsa_Mexicana_de_Valores_SAB_de_CV_2020Q4.txt,0.22140224277973175,0.7785977572202682
LOGITECH INTERNATIONAL SA,4.0,0.22,0.64,transcripts_by_company/Logitech_International_2008Q4.txt,0.11330225318670273,0.8866977468132973
RELIANCE INC,4.0,1.05,0.63,transcripts_by_company/Reliance_Steel_and_Aluminum_Co_2009Q4.txt,0.17161825299263,0.82838174700737
SCHNITZER STEEL INDUSTRIES INC,2.0,0.0,0.28,transcripts_by_company/Schnitzer_Steel_Industries_Inc_2015Q2.txt,0.10416588932275772,0.8958341106772423
DYNAMICS RESEARCH CORP,2.0,0.24,0.27,transcripts_by_company/Dynamics_Research_Corporation_2004Q2.txt,0.20974165201187134,0.7902583479881287
TJX COMPANIES INC,3.0,1.17,1.06,transcripts_by_company/The_TJX_Companies_Inc_2018Q3.txt,0.20953169465065002,0.79046830534935
EXTREME NETWORKS INC,2.0,0.1,0.12,transcripts_by_company/Extreme_Networks_Inc_2015Q2.txt,0.09757767617702484,0.9024223238229752
MANHATTAN ASSOCIATES INC,2.0,0.61,0.37,transcripts_by_company/Manhattan_Associates_Inc_2021Q2.txt,0.2185893952846527,0.7814106047153473
ARGO GROUP INTERNATIONAL HOLDING,2.0,0.14,0.8,transcripts_by_company/Argo_Group_International_Holdings_Ltd_2011Q2.txt,0.18790407478809357,0.8120959252119064
BRANDYWINE REALTY TRUST,4.0,0.12,0.04,transcripts_by_company/Brandywine_Realty_Trust_2013Q4.txt,0.15834669768810272,0.8416533023118973
BLACKBAUD INC,2.0,0.85,0.61,transcripts_by_company/Blackbaud_Inc_2020Q2.txt,0.1726292073726654,0.8273707926273346
ACUITY BRANDS INC,2.0,1.37,1.28,transcripts_by_company/Acuity_Brands_Inc_2015Q2.txt,0.2350342571735382,0.7649657428264618
QUALSTAR,4.0,-0.02,-0.07,transcripts_by_company/Qualstar_Corporation_2010Q4.txt,0.3006455898284912,0.6993544101715088
HERC HOLDINGS INC,4.0,1.16,0.75,transcripts_by_company/Herc_Holdings_Inc_2018Q4.txt,0.16187304258346558,0.8381269574165344
ZIX CORP,3.0,-0.07,-0.1,transcripts_by_company/ZIX_Corporation_2006Q3.txt,0.27694836258888245,0.7230516374111176
MYERS INDUSTRIES INC,3.0,0.14,0.16,transcripts_by_company/Myers_Industries_2005Q3.txt,0.1655762493610382,0.8344237506389618
PDF SOLUTIONS INC,3.0,0.21,0.19,transcripts_by_company/PDF_Solutions_2012Q3.txt,0.2957550585269928,0.7042449414730072
AAC HOLDINGS INC,1.0,0.12,0.23,transcripts_by_company/AAC_Technologies_Holdings_Inc_2017Q1.txt,0.032559409737586975,0.967440590262413
BIODELIVERY SCIENCES INTERNATION,2.0,-0.75,1.21,transcripts_by_company/BioDelivery_Sciences_International_Inc_2009Q2.txt,0.22331291437149048,0.7766870856285095
SANDISK CORP,4.0,1.29,1.25,transcripts_by_company/Skanska_AB_2011Q4.txt,0.2596544623374939,0.7403455376625061
PROTHENA CORPORATION PLC,1.0,-0.81,-0.8,transcripts_by_company/Prothena_Corporation_PLC_2016Q1.txt,0.23635521531105042,0.7636447846889496
MERIT MEDICAL SYSTEMS INC,4.0,0.79,0.75,transcripts_by_company/Merit_Medical_Systems_Inc_2022Q4.txt,0.09976054728031158,0.9002394527196884
AMERICAN WATER WORKS COMPANY INC,1.0,0.44,0.41,transcripts_by_company/American_Water_Works_Company_Inc_2015Q1.txt,0.25932979583740234,0.7406702041625977
ARROWHEAD PHARMACEUTICALS INC,3.0,-0.12,-0.2,transcripts_by_company/Arrowhead_Pharmaceuticals_Inc_2018Q3.txt,0.19518251717090607,0.8048174828290939
US UNWIRED INC,4.0,-0.25,-0.36,transcripts_by_company/US_Unwired_2003Q4.txt,0.2502968907356262,0.7497031092643738
INPHI CORP,3.0,0.12,0.1,transcripts_by_company/Inphi_Corporation_2014Q3.txt,0.0868430882692337,0.9131569117307663
NUCOR CORP,3.0,6.5,4.42,transcripts_by_company/Nucor_Corporation_2022Q3.txt,0.2632003128528595,0.7367996871471405
INNERWORKINGS INC,3.0,0.1,0.11,transcripts_by_company/InnerWorkings_Inc_2012Q3.txt,0.09786350280046463,0.9021364971995354
DXP ENTERPRISES INC,4.0,0.61,0.49,transcripts_by_company/DXP_Enterprises_Inc_2011Q4.txt,0.13722538948059082,0.8627746105194092
TRUPANION INC,3.0,0.01,-0.03,transcripts_by_company/Trupanion_Inc_2017Q3.txt,0.25330257415771484,0.7466974258422852
AUTOMATIC DATA PROCESSING INC,2.0,0.42,0.46,transcripts_by_company/Automatic_Data_Processing_2010Q2.txt,0.09768717736005783,0.9023128226399422
ESSENDANT INC,3.0,1.0,1.0,transcripts_by_company/Essendant_Inc_2015Q3.txt,0.3311935067176819,0.6688064932823181
TELENAV INC,3.0,0.29,0.22,transcripts_by_company/TeleNav_Inc_2010Q3.txt,0.13228395581245422,0.8677160441875458
TEXAS INSTRUMENTS INC,2.0,1.48,1.2,transcripts_by_company/Texas_Instruments_Incorporated_2020Q2.txt,0.35223355889320374,0.6477664411067963
JIVE SOFTWARE INC,2.0,-0.14,-0.08,transcripts_by_company/Jive_Software_Inc_2013Q2.txt,0.1306246817111969,0.8693753182888031
STR HOLDINGS INC,4.0,-0.09,0.11,transcripts_by_company/STR_Holdings_Inc_2012Q4.txt,0.1407570093870163,0.8592429906129837
CF INDUSTRIES HOLDINGS INC,4.0,3.27,1.09,transcripts_by_company/CF_Industries_Holdings_Inc_2021Q4.txt,0.19478219747543335,0.8052178025245667
AGIOS PHARMACEUTICALS INC,1.0,-0.13,-0.59,transcripts_by_company/Agios_Pharmaceuticals_Inc_2015Q1.txt,0.2558828294277191,0.7441171705722809
M/I HOMES INC,1.0,1.09,0.71,transcripts_by_company/MI_Homes_Inc_2020Q1.txt,0.37579065561294556,0.6242093443870544
GALP ENERGIA SGPS SA,2.0,0.18,0.16,transcripts_by_company/Galp_Energia_SGPS_SA_2017Q2.txt,0.10830871015787125,0.8916912898421288
TRAEGER INC,2.0,0.04,0.02,transcripts_by_company/Traeger_Inc_2023Q2.txt,0.24445557594299316,0.7555444240570068
OMEGA HEALTHCARE INVESTORS INC,2.0,-0.05,0.09,transcripts_by_company/Omega_HealthCare_Investors_2005Q2.txt,0.3375056982040405,0.6624943017959595
HARVARD BIOSCIENCE INC,4.0,0.07,0.35,transcripts_by_company/Harvard_Bioscience_Inc_2008Q4.txt,0.31391164660453796,0.686088353395462
LIBBEY INC,4.0,-0.02,0.35,transcripts_by_company/Libbey_Inc_2017Q4.txt,0.2303989827632904,0.7696010172367096
ADVANCE AUTO PARTS INC,2.0,2.27,2.38,transcripts_by_company/Advance_Auto_Parts_Inc_2015Q2.txt,0.2708876430988312,0.7291123569011688
MANTECH INTERNATIONAL CORP,1.0,0.81,0.59,transcripts_by_company/ManTech_International_Corporation_2020Q1.txt,0.31475719809532166,0.6852428019046783
ONESPAWORLD HOLDINGS LTD,4.0,0.09,0.12,transcripts_by_company/OneSpaWorld_Holdings_Limited_2019Q4.txt,0.299696147441864,0.700303852558136
PALL CORP,1.0,0.26,0.31,transcripts_by_company/Pall_Corp_2004Q1.txt,0.21280762553215027,0.7871923744678497
BANK OF NOVA SCOTIA,4.0,0.95,0.94,transcripts_by_company/Bank_of_Nova_Scotia_2007Q4.txt,0.26697614789009094,0.7330238521099091
TEREX CORP,3.0,0.82,1.11,transcripts_by_company/Terex_Corporation_2019Q3.txt,0.11580371856689453,0.8841962814331055
SIMULATIONS PLUS INC,4.0,0.11,0.11,transcripts_by_company/Simulations_Plus_Inc_2019Q4.txt,0.322355180978775,0.677644819021225
ADAPTIVE BIOTECHNOLOGIES CORP,1.0,-0.4,-0.44,transcripts_by_company/Adaptive_Biotechnologies_Corporation_2023Q1.txt,0.24848482012748718,0.7515151798725128
