ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
ITC HOLDINGS CORP,1.0,0.44,1.27,transcripts_by_company/ITC_Holdings_Corp_2014Q1.txt,0.33573994040489197,0.664260059595108
DSP GROUP INC,3.0,0.26,0.38,transcripts_by_company/DSP_Group_Inc_2007Q3.txt,0.19987471401691437,0.8001252859830856
51JOB INC,4.0,0.61,0.58,transcripts_by_company/51job_Inc_2011Q4.txt,0.10525920987129211,0.8947407901287079
1ST UNITED BANCORP INC,4.0,0.03,0.05,transcripts_by_company/1st_United_Bancorp_Inc_2011Q4.txt,0.2565637528896332,0.7434362471103668
MDU RESOURCES GROUP INC,1.0,0.17,0.23,transcripts_by_company/MDU_Resources_Group_Inc_2016Q1.txt,0.07792497426271439,0.9220750257372856
INTERSIL CORPORATION,4.0,0.2,0.18,transcripts_by_company/Intersil_Corporation_2015Q4.txt,0.19707649946212769,0.8029235005378723
HENRY JACK & ASSOCIATES,2.0,0.35,0.37,transcripts_by_company/Jack_Henry_and_Associates_2010Q2.txt,0.2640911638736725,0.7359088361263275
WIND RIVER SYSTEMS INC,3.0,0.07,0.05,transcripts_by_company/Wind_River_Systems_2005Q3.txt,0.22712796926498413,0.7728720307350159
ECOPETROL SA,4.0,0.03,0.33,transcripts_by_company/Ecopetrol_SA_2016Q4.txt,0.3577236235141754,0.6422763764858246
DYCOM INDUSTRIES INC,4.0,0.15,0.19,transcripts_by_company/Dycom_Industries_Inc_2009Q4.txt,0.08324763178825378,0.9167523682117462
AVALONBAY COMMUNITIES INC,1.0,0.6,0.67,transcripts_by_company/Avalonbay_Communities_2008Q1.txt,0.0783659964799881,0.9216340035200119
MSA SAFETY INC,2.0,1.22,1.2,transcripts_by_company/MSA_Safety_Incorporated_2019Q2.txt,0.16949957609176636,0.8305004239082336
HUMANA INC,2.0,0.51,0.52,transcripts_by_company/Humana_Inc_2005Q2.txt,0.1569325476884842,0.8430674523115158
MEDIACOM COMMUNICATIONS CORP,4.0,0.06,-0.2,transcripts_by_company/Mediacom_Communications_2003Q4.txt,0.23322919011116028,0.7667708098888397
ABM INDUSTRIES INC,3.0,0.51,0.54,transcripts_by_company/ABM_Industries_Incorporated_2017Q3.txt,0.2719746232032776,0.7280253767967224
OMNICELL INC,3.0,0.6,0.82,transcripts_by_company/Omnicell_Inc_2020Q3.txt,0.2873271703720093,0.7126728296279907
MANHATTAN ASSOCIATES INC,4.0,0.46,0.35,transcripts_by_company/Manhattan_Associates_Inc_2018Q4.txt,0.14547866582870483,0.8545213341712952
HIMS & HERS HEALTH INC,2.0,-0.1,-0.03,transcripts_by_company/Hims_and_Hers_Health_Inc_2022Q2.txt,0.20522405207157135,0.7947759479284286
AMERICAN VANGUARD CORP,1.0,0.03,0.12,transcripts_by_company/American_Vanguard_2009Q1.txt,0.3367864191532135,0.6632135808467865
CASH SYSTEMS INC,1.0,-0.07,-0.02,transcripts_by_company/Cash_Systems_Inc_2006Q1.txt,0.30878105759620667,0.6912189424037933
UNDER ARMOUR INC,3.0,0.41,0.42,transcripts_by_company/Under_Armour_Inc_2014Q3.txt,0.22283439338207245,0.7771656066179276
LEAR CORP,1.0,3.73,2.97,transcripts_by_company/Lear_Corporation_2021Q1.txt,0.35217806696891785,0.6478219330310822
HUB GROUP INC,1.0,0.58,0.41,transcripts_by_company/Hub_Group_Inc_2016Q1.txt,0.17253459990024567,0.8274654000997543
TECHNE CORP,2.0,0.88,0.87,transcripts_by_company/Techne_Corporation_2014Q2.txt,0.16509214043617249,0.8349078595638275
SVB FINANCIAL GROUP,2.0,1.06,0.88,transcripts_by_company/SVB_Financial_Group_2013Q2.txt,0.2592093348503113,0.7407906651496887
CEPHEID INC,3.0,-0.32,-0.12,transcripts_by_company/Cepheid_2015Q3.txt,0.1968189775943756,0.8031810224056244
JABIL CIRCUIT INC,3.0,0.62,0.59,transcripts_by_company/Jabil_Circuit_Inc_2011Q3.txt,0.18122676014900208,0.8187732398509979
ESSENTIAL PROPERTIES REALTY TRUS,4.0,0.05,0.15,transcripts_by_company/Essential_Properties_Realty_Trust_Inc_2020Q4.txt,0.32942038774490356,0.6705796122550964
TRICON RESIDENTIAL INC,2.0,0.16,0.12,transcripts_by_company/Tricon_Residential_Inc_2023Q2.txt,0.16616465151309967,0.8338353484869003
ECOLAB INC,2.0,0.56,0.56,transcripts_by_company/Ecolab_Inc_2010Q2.txt,0.18045173585414886,0.8195482641458511
US UNWIRED INC,4.0,-0.07,-0.04,transcripts_by_company/US_Unwired_2004Q4.txt,0.1749984323978424,0.8250015676021576
TRIPLE-S MANAGEMENT CORP,2.0,-1.62,0.38,transcripts_by_company/Triple-S_Management_Corporation_2018Q2.txt,0.1002274602651596,0.8997725397348404
CHUBB CORP,3.0,0.89,1.94,transcripts_by_company/Chubb_Corporation_2005Q3.txt,0.22779062390327454,0.7722093760967255
CHRISTOPHER & BANKS CORP,1.0,-0.26,-0.12,transcripts_by_company/Christopher_and_Banks_Corporation_2019Q1.txt,0.3247734606266022,0.6752265393733978
PIEDMONT OFFICE REALTY TRUST INC,3.0,-0.09,0.08,transcripts_by_company/Piedmont_Office_Realty_Trust_Inc_2016Q3.txt,0.15602360665798187,0.8439763933420181
COMMUNITY HEALTHCARE TRUST INC,1.0,0.21,0.27,transcripts_by_company/Community_Healthcare_Trust_Incorporated_2022Q1.txt,0.29223161935806274,0.7077683806419373
CENTRAL EUROPEAN MEDIA ENTERPRIS,4.0,0.64,1.25,transcripts_by_company/Central_European_Media_Enterprises_Ltd_2006Q4.txt,0.09293536841869354,0.9070646315813065
HUMANA INC,2.0,0.37,0.32,transcripts_by_company/Humana_2003Q2.txt,0.23045487701892853,0.7695451229810715
PENSON WORLDWIDE INC,1.0,-0.94,0.02,transcripts_by_company/Penson_Worldwide_Inc_2012Q1.txt,0.43211591243743896,0.567884087562561
MAXLINEAR INC,4.0,0.86,0.57,transcripts_by_company/MaxLinear_Inc_2021Q4.txt,0.268842488527298,0.731157511472702
MICROTUNE,4.0,0.02,-0.01,transcripts_by_company/Microtune_Inc_2009Q4.txt,0.17403312027454376,0.8259668797254562
NXSTAGE MEDICAL INC,1.0,-0.09,-0.09,transcripts_by_company/NxStage_Medical_Inc_2015Q1.txt,0.2965147793292999,0.7034852206707001
RETAIL OPPORTUNITY INVESTMENTS C,3.0,0.06,0.08,transcripts_by_company/Retail_Opportunity_Investments_Corp_2020Q3.txt,0.5144553780555725,0.4855446219444275
CRYOLIFE INC,1.0,0.04,0.1,transcripts_by_company/CryoLife_Inc_2014Q1.txt,0.12372371554374695,0.876276284456253
ENTEGRIS INC,4.0,-0.14,0.1,transcripts_by_company/Entegris_2008Q4.txt,0.14372658729553223,0.8562734127044678
RESMED INC,2.0,0.41,0.45,transcripts_by_company/ResMed_Inc_2007Q2.txt,0.20852653682231903,0.791473463177681
MARCHEX INC,3.0,0.11,0.08,transcripts_by_company/Marchex_Inc_2008Q3.txt,0.23959986865520477,0.7604001313447952
AIMMUNE THERAPEUTICS INC,4.0,-0.95,-0.91,transcripts_by_company/Aimmune_Therapeutics_Inc_2018Q4.txt,0.11576064676046371,0.8842393532395363
RELIANCE INC,1.0,2.14,1.06,transcripts_by_company/Reliance_Steel_2006Q1.txt,0.33317628502845764,0.6668237149715424
FIVERR INTERNATIONAL LTD,4.0,0.56,0.41,transcripts_by_company/Fiverr_International_Ltd_CurrentQ4.txt,0.19490265846252441,0.8050973415374756
PVH CORP,1.0,1.18,1.0,transcripts_by_company/PVH_Corp_2012Q1.txt,0.36995217204093933,0.6300478279590607
SAPIENT CORP,1.0,0.06,0.11,transcripts_by_company/Sapient_Corporation_2013Q1.txt,0.279670774936676,0.720329225063324
MASTEC INC,4.0,1.07,0.9,transcripts_by_company/Mastek_Limited_2018Q4.txt,0.0745352953672409,0.9254647046327591
SEMTECH CORP,3.0,0.35,0.3,transcripts_by_company/Semtech_Corporation_2016Q3.txt,0.22731733322143555,0.7726826667785645
MICROSEMI CORP,2.0,0.34,0.34,transcripts_by_company/MTI_MicroFuel_Cells_2008Q2.txt,0.3521716594696045,0.6478283405303955
CBS CORP,3.0,0.25,0.24,transcripts_by_company/CBS_Corporation_2009Q3.txt,0.20145952701568604,0.798540472984314
NETGEAR INC,3.0,0.76,0.68,transcripts_by_company/NETGEAR_Inc_2016Q3.txt,0.11030864715576172,0.8896913528442383
TERRAN ORBITAL CORP,1.0,-0.24,-0.13,transcripts_by_company/Terran_Orbital_Corporation_2023Q1.txt,0.16854986548423767,0.8314501345157623
GIBRALTAR INDUSTRIES INC,2.0,0.66,0.69,transcripts_by_company/Gibraltar_Industries_Inc_2006Q2.txt,0.2322641909122467,0.7677358090877533
ORION SA,4.0,0.4,0.24,transcripts_by_company/Orion_Oyj_2020Q4.txt,0.29995331168174744,0.7000466883182526
COGENT COMMUNICATIONS HOLDINGS I,2.0,0.02,0.1,transcripts_by_company/Cogent_Communications_Holdings_Inc_2015Q2.txt,0.23280873894691467,0.7671912610530853
ANAREN INC,1.0,0.22,0.14,transcripts_by_company/Anaren_Inc_2006Q1.txt,0.16083788871765137,0.8391621112823486
CORVEL CORPORATION,3.0,0.62,0.63,transcripts_by_company/CorVel_Corporation_2010Q3.txt,0.31809598207473755,0.6819040179252625
SYNOVUS FINANCIAL CORP,1.0,0.84,0.64,transcripts_by_company/Synovus_Financial_Corp_2018Q1.txt,0.31343623995780945,0.6865637600421906
GLOBALSTAR INC,3.0,-0.06,-0.06,transcripts_by_company/Globalstar_Inc_2011Q3.txt,0.3699394166469574,0.6300605833530426
AEHR TEST SYSTEMS,3.0,0.09,0.07,transcripts_by_company/Aehr_Test_Systems_2006Q3.txt,0.28805816173553467,0.7119418382644653
VUZIX CORP,4.0,-0.17,-0.15,transcripts_by_company/Vuzix_Corporation_2022Q4.txt,0.12611770629882812,0.8738822937011719
TRAFFIC.COM INC,3.0,-0.31,-0.28,transcripts_by_company/Trafficcom_2006Q3.txt,0.09921526163816452,0.9007847383618355
"PENNEY, JC",3.0,0.75,0.55,transcripts_by_company/JC_Penney_Corporation_Inc_2006Q3.txt,0.1795036494731903,0.8204963505268097
MID-AMERICA APARTMENT COMMUNITIE,2.0,0.65,0.59,transcripts_by_company/Mid-America_Apartment_Communities_Inc_2020Q2.txt,0.20228861272335052,0.7977113872766495
MCGRATH RENTCORP,1.0,0.31,0.42,transcripts_by_company/McGrath_Rentcorp_2006Q1.txt,0.1838362216949463,0.8161637783050537
DOVER CORP,4.0,1.54,1.53,transcripts_by_company/Dover_Motorsports_Inc_2019Q4.txt,0.4032946825027466,0.5967053174972534
CHIMERIX INC,1.0,-0.28,-0.28,transcripts_by_company/Chimerix_Inc_2022Q1.txt,0.3244929015636444,0.6755070984363556
SYMYX TECHNOLOGIES INC,4.0,-0.1,0.08,transcripts_by_company/Symyx_Technologies_Inc_2007Q4.txt,0.12475322186946869,0.8752467781305313
PLANAR SYSTEMS INCORPORATED,1.0,0.05,0.29,transcripts_by_company/Planar_Systems_2004Q1.txt,0.43554219603538513,0.5644578039646149
EXACT SCIENCES CORP,4.0,-0.08,-0.07,transcripts_by_company/EXACT_Sciences_Corporation_2010Q4.txt,0.23441147804260254,0.7655885219573975
RYANAIR HOLDINGS PLC,4.0,0.33,0.28,transcripts_by_company/Ryanair_2002Q4.txt,0.062278080731630325,0.9377219192683697
CHECKPOINT SYSTEMS INC,1.0,0.1,0.02,transcripts_by_company/Checkpoint_Systems_2010Q1.txt,0.27621784806251526,0.7237821519374847
SCANSOURCE INC,2.0,0.52,0.46,transcripts_by_company/ScanSource_Inc_2010Q2.txt,0.12360736727714539,0.8763926327228546
TEXAS CAPITAL BANCSHARES INC,2.0,0.22,0.33,transcripts_by_company/Texas_Capital_Bancshares_Inc_2008Q2.txt,0.14021152257919312,0.8597884774208069
KULICKE & SOFFA INDS INC,4.0,0.38,0.09,transcripts_by_company/Kulicke_and_Soffa_2005Q4.txt,0.1910005658864975,0.8089994341135025
MRC GLOBAL INC,3.0,0.42,0.27,transcripts_by_company/MRC_Global_Inc_2022Q3.txt,0.1534917801618576,0.8465082198381424
RESMED INC,2.0,0.68,0.71,transcripts_by_company/ResMed_Inc_2015Q2.txt,0.22447410225868225,0.7755258977413177
JOINT CORP,2.0,-0.26,-0.27,transcripts_by_company/The_Joint_Corp_2016Q2.txt,0.1588687300682068,0.8411312699317932
ENGINEERED SUPPORT SYS INC,3.0,0.72,0.49,transcripts_by_company/Engineered_Support_Systems_2003Q3.txt,0.1305423527956009,0.8694576472043991
POST HOLDINGS INC,3.0,1.39,1.4,transcripts_by_company/Post_Holdings_Inc_2019Q3.txt,0.3505053222179413,0.6494946777820587
MARATHON OIL CORP,3.0,0.61,0.67,transcripts_by_company/Marathon_Oil_Corporation_2009Q3.txt,0.17868070304393768,0.8213192969560623
CORE SCIENTIFIC INC,2.0,-0.02,0.2,transcripts_by_company/Sequent_Scientific_Limited_2022Q2.txt,0.11376602947711945,0.8862339705228806
INVESCO HOLDING COMPANY LTD,2.0,0.63,0.67,transcripts_by_company/Invesco_Ltd_2015Q2.txt,0.17610377073287964,0.8238962292671204
CORNING INC,2.0,0.53,0.43,transcripts_by_company/Owens_Corning_2021Q2.txt,0.3122745156288147,0.6877254843711853
EVEREST GROUP LTD,4.0,9.12,7.52,transcripts_by_company/Everest_Re_Group_Ltd_2021Q4.txt,0.23710621893405914,0.7628937810659409
GEOPARK HOLDINGS LTD,1.0,0.51,1.1,transcripts_by_company/GeoPark_Limited_2022Q1.txt,0.3200206458568573,0.6799793541431427
EVERI HOLDINGS INC,4.0,0.12,0.27,transcripts_by_company/Everi_Holdings_Inc_CurrentQ4.txt,0.30270203948020935,0.6972979605197906
CLOUD PEAK ENERGY INC,1.0,0.38,0.35,transcripts_by_company/Cloud_Peak_Energy_Inc_2010Q1.txt,0.19574154913425446,0.8042584508657455
HUMAN GENOME SCIENCES INCORPORAT,2.0,-0.47,-0.47,transcripts_by_company/Human_Genome_Sciences_Inc_2006Q2.txt,0.17728163301944733,0.8227183669805527
AMERICAN STATES WATER CO,4.0,0.3,0.41,transcripts_by_company/Amica_Mature_Lifestyles_Inc_2013Q4.txt,0.1994064897298813,0.8005935102701187
RSP PERMIAN INC,3.0,0.15,0.14,transcripts_by_company/RSP_Permian_Inc_2015Q3.txt,0.22651387751102448,0.7734861224889755
COGO GROUP INC,2.0,0.19,0.17,transcripts_by_company/Cogo_Group_Inc_2010Q2.txt,0.09809249639511108,0.9019075036048889
SERVICENOW INC,1.0,1.05,0.9,transcripts_by_company/ServiceNow_Inc_2020Q1.txt,0.1329142302274704,0.8670857697725296
DENTSPLY INTERNATIONAL INC,2.0,0.69,0.68,transcripts_by_company/DENTSPLY_International_Inc_2005Q2.txt,0.15485042333602905,0.845149576663971
AMERICAN ELECTRIC POWER COMPANY,3.0,1.43,1.48,transcripts_by_company/American_Electric_Power_Company_Inc_2021Q3.txt,0.1821874976158142,0.8178125023841858
CEVA INC,3.0,0.2,0.23,transcripts_by_company/CEVA_Logistics_AG_2022Q3.txt,0.11992155760526657,0.8800784423947334
NETSCOUT SYSTEMS INC,3.0,0.39,0.44,transcripts_by_company/NetScout_Systems_Inc_2016Q3.txt,0.28662389516830444,0.7133761048316956
TEXTAINER GROUP HOLDINGS LTD,3.0,0.22,0.37,transcripts_by_company/Textainer_Group_Holdings_Limited_2019Q3.txt,0.08591072261333466,0.9140892773866653
RADIOSHACK CORPORATION,1.0,0.3,0.32,transcripts_by_company/RadioShack_Corporation_2008Q1.txt,0.13684077560901642,0.8631592243909836
INTERCONTINENTAL EXCHANGE INC,2.0,3.43,3.53,transcripts_by_company/Intercontinental_Exchange_Inc_2016Q2.txt,0.20818735659122467,0.7918126434087753
ALIGHT INC,3.0,0.12,0.14,transcripts_by_company/Elsight_Limited_2022Q3.txt,0.18037286400794983,0.8196271359920502
FORRESTER RESEARCH INC,3.0,0.31,0.32,transcripts_by_company/Forrester_Research_2008Q3.txt,0.23142430186271667,0.7685756981372833
OPENTV CORPORATION,3.0,-0.24,-0.04,transcripts_by_company/OpenTV_2002Q3.txt,0.25892189145088196,0.741078108549118
SFL CORPORATION LTD,3.0,0.39,0.26,transcripts_by_company/Scales_Corporation_Limited_2022Q3.txt,0.394700288772583,0.605299711227417
SEPRACOR INC,4.0,0.92,0.52,transcripts_by_company/Sepracor_2008Q4.txt,0.3437364399433136,0.6562635600566864
BANK OF NOVA SCOTIA,3.0,0.98,1.08,transcripts_by_company/Bank_of_Nova_Scotia_2008Q3.txt,0.19301292300224304,0.806987076997757
SPLUNK INC,4.0,0.83,0.01,transcripts_by_company/Splunk_Inc_2022Q4.txt,0.3567003607749939,0.6432996392250061
ALLERGAN INC,2.0,0.86,0.95,transcripts_by_company/Allergan_2006Q2.txt,0.16689859330654144,0.8331014066934586
AFFILIATED MANAGERS GROUP INC,4.0,1.79,1.66,transcripts_by_company/Affiliated_Managers_Group_Inc_2006Q4.txt,0.12473592162132263,0.8752640783786774
VICOR CORP,1.0,0.25,0.26,transcripts_by_company/Vicor_Corporation_2023Q1.txt,0.17831206321716309,0.8216879367828369
TESSERA TECHNOLOGIES INC.,1.0,0.05,0.27,transcripts_by_company/Tessera_Technologies_Inc_2008Q1.txt,0.3487238883972168,0.6512761116027832
STERLING CONSTRUCTION COMPANY IN,1.0,0.12,0.24,transcripts_by_company/Sterling_Construction_Company_Inc_2020Q1.txt,0.19869950413703918,0.8013004958629608
SUPERNUS PHARMACEUTICALS INC,3.0,0.52,0.51,transcripts_by_company/Supernus_Pharmaceuticals_Inc_2018Q3.txt,0.195168137550354,0.804831862449646
VF CORP,1.0,0.67,0.75,transcripts_by_company/VF_Corporation_2015Q1.txt,0.22781246900558472,0.7721875309944153
HUMANA INC,1.0,0.41,0.38,transcripts_by_company/Humana_2004Q1.txt,0.1853455901145935,0.8146544098854065
ASTEC INDUSTRIES INC,2.0,0.49,0.35,transcripts_by_company/Astec_Industrie_2005Q2.txt,0.33919239044189453,0.6608076095581055
SAP A.G.,3.0,0.91,1.03,transcripts_by_company/SAP_SE_2016Q3.txt,0.15662649273872375,0.8433735072612762
AEGERION PHARMACEUTICALS INC,2.0,-0.33,-0.08,transcripts_by_company/Aegerion_Pharmaceuticals_Inc_2014Q2.txt,0.3020489513874054,0.6979510486125946
HIMAX TECHNOLOGIES INC,3.0,0.795,0.28,transcripts_by_company/Himax_Technologies_Inc_2021Q3.txt,0.11483530700206757,0.8851646929979324
VOLT INFORMATION SCIENCES INC,4.0,1.03,0.54,transcripts_by_company/Volt_Information_Sciences_2007Q4.txt,0.1740967482328415,0.8259032517671585
MEMSIC INC,3.0,0.0,-0.03,transcripts_by_company/MEMSIC_Inc_2009Q3.txt,0.33825594186782837,0.6617440581321716
MILLENNIUM PHARMACEUTICALS INC,1.0,-0.09,-0.13,transcripts_by_company/Millennium_Pharmaceuticals_Inc_2005Q1.txt,0.2101259082555771,0.7898740917444229
ANGIODYNAMICS INC,4.0,0.12,0.16,transcripts_by_company/AngioDynamics_2008Q4.txt,0.28926050662994385,0.7107394933700562
DEUTSCHE TELEKOM AG,4.0,0.998,0.8,transcripts_by_company/Deutsche_Telekom_2015Q4.txt,0.16308438777923584,0.8369156122207642
1-800 CONTACTS INC,1.0,-0.16,0.01,transcripts_by_company/1-800_CONTACTS_INC_2004Q1.txt,0.29153960943222046,0.7084603905677795
PRICELINE GROUP INC,2.0,12.45,14.24,transcripts_by_company/Priceline_Group_2015Q2.txt,0.10617398470640182,0.8938260152935982
HALOZYME THERAPEUTICS INC,1.0,-0.12,-0.12,transcripts_by_company/Halozyme_Therapeutics_Inc_2015Q1.txt,0.2778657078742981,0.7221342921257019
CALIFORNIA WATER SERVICE CO,3.0,0.59,0.74,transcripts_by_company/California_Water_Service_Group_2004Q3.txt,0.04963820427656174,0.9503617957234383
BF GOODRICH COMPANY,3.0,0.41,0.31,transcripts_by_company/Goodrich_Corporation_2004Q3.txt,0.1678779125213623,0.8321220874786377
VIASAT INC,2.0,0.22,0.2,transcripts_by_company/ViaSat_2005Q2.txt,0.21429306268692017,0.7857069373130798
CLECO CORPORATE HOLDINGS LLC,2.0,0.64,0.58,transcripts_by_company/Cleco_Corporation_2012Q2.txt,0.16325624287128448,0.8367437571287155
ATHENE HOLDING LTD,1.0,-0.6,1.88,transcripts_by_company/Athene_Holding_Ltd_2020Q1.txt,0.16958719491958618,0.8304128050804138
D.R. HORTON INC,2.0,-0.45,-0.17,transcripts_by_company/DR_Horton_2009Q2.txt,0.21198540925979614,0.7880145907402039
VIEWRAY INC,4.0,-0.15,-0.14,transcripts_by_company/ViewRay_Inc_2022Q4.txt,0.11461275815963745,0.8853872418403625
ALBANY MOLECULAR RESEARCH,2.0,0.23,0.14,transcripts_by_company/Albany_Molecular_Research_2005Q2.txt,0.2941944897174835,0.7058055102825165
CVR ENERGY INC,1.0,-0.25,0.2,transcripts_by_company/CVR_ENERGY_INC_2010Q1.txt,0.30422621965408325,0.6957737803459167
STATE AUTO FINANCIAL CORP,2.0,-0.08,0.12,transcripts_by_company/State_Auto_Financial_Corporation_2018Q2.txt,0.3025968074798584,0.6974031925201416
DESCARTES SYSTEMS GROUP (THE),1.0,0.08,0.08,transcripts_by_company/The_Descartes_Systems_Group_2010Q1.txt,0.1669674515724182,0.8330325484275818
GYMBOREE CORPORATION,4.0,0.27,0.32,transcripts_by_company/Gymboree_Corp_2003Q4.txt,0.2282627820968628,0.7717372179031372
MASTERCARD INC,2.0,1.66,1.34,transcripts_by_company/Mastercard_Incorporated_2018Q2.txt,0.15375103056430817,0.8462489694356918
RADIOSHACK CORPORATION,4.0,-1.23,-1.27,transcripts_by_company/RadioShack_Corporation_2014Q4.txt,0.30400776863098145,0.6959922313690186
PATTERSON COMPANIES INC,4.0,0.58,0.56,transcripts_by_company/Patterson_Companies_Inc_2021Q4.txt,0.23937757313251495,0.760622426867485
MONTPELIER RE HOLDING,3.0,-0.65,0.62,transcripts_by_company/Montpelier_Re_Holdings_Ltd_2008Q3.txt,0.11692364513874054,0.8830763548612595
CONTAINER STORE GROUP INC,2.0,0.21,0.21,transcripts_by_company/The_Container_Store_Group_Inc_2022Q2.txt,0.13818323612213135,0.8618167638778687
HARLEY-DAVIDSON INC,2.0,-0.6,1.42,transcripts_by_company/Harley-Davidson_Inc_2020Q2.txt,0.18611882627010345,0.8138811737298965
GEN-PROBE INC,3.0,0.57,0.6,transcripts_by_company/Gen-Probe_2011Q3.txt,0.16981416940689087,0.8301858305931091
NEWELL RUBBERMAID INC,2.0,0.64,0.65,transcripts_by_company/Newell_Rubbermaid_Inc_2015Q2.txt,0.16219019889831543,0.8378098011016846
EXACT SCIENCES CORP,1.0,-0.08,-0.1,transcripts_by_company/Exact_Sciences_Corporation_2011Q1.txt,0.18688033521175385,0.8131196647882462
TREMOR VIDEO INC,1.0,-0.14,-0.12,transcripts_by_company/Tremor_Video_Inc_2017Q1.txt,0.23559239506721497,0.764407604932785
CAMBREX CORPORATION,2.0,0.68,0.61,transcripts_by_company/Cambrex_Corporation_2016Q2.txt,0.10662174969911575,0.8933782503008842
AUGUST TECHNOLOGY,3.0,-0.14,-0.01,transcripts_by_company/August_Technology_Corp_2002Q3.txt,0.18013502657413483,0.8198649734258652
ZEBRA TECHNOLOGIES CORP,2.0,0.61,0.47,transcripts_by_company/Zebra_Technologies_2011Q2.txt,0.3145778179168701,0.6854221820831299
U.S. PHYSICAL THERAPY INC,1.0,0.13,0.17,transcripts_by_company/US_Physical_Therapy_Inc_2004Q1.txt,0.1664256602525711,0.8335743397474289
SIRIUS XM RADIO INC,3.0,0.02,0.01,transcripts_by_company/SIRIUS_XM_Radio_Inc_2011Q3.txt,0.18073566257953644,0.8192643374204636
BILL BARRETT CORP,3.0,-0.1,-0.27,transcripts_by_company/Bill_Barrett_Corporation_2016Q3.txt,0.4121577739715576,0.5878422260284424
SEI CORP,2.0,0.32,0.34,transcripts_by_company/SEI_Investments_2003Q2.txt,0.20170146226882935,0.7982985377311707
CELGENE CORP,2.0,1.23,1.16,transcripts_by_company/Celgene_Corp_2015Q2.txt,0.1136622503399849,0.8863377496600151
CBOE GLOBAL MARKETS INC,4.0,1.7,1.29,transcripts_by_company/Cboe_Global_Markets_Inc_2021Q4.txt,0.23041056096553802,0.769589439034462
COLE KENNETH PRODUCTIONS,2.0,-0.11,0.13,transcripts_by_company/Kenneth_Cole_2008Q2.txt,0.33976811170578003,0.66023188829422
DOUGLAS EMMETT INC,2.0,0.14,0.14,transcripts_by_company/Douglas_Emmett_Inc_2022Q2.txt,0.14923176169395447,0.8507682383060455
CINCINNATI FINANCIAL CORP,4.0,0.57,0.65,transcripts_by_company/Cincinnati_Financial_Corporation_2008Q4.txt,0.3614268898963928,0.6385731101036072
HNI CORP,2.0,0.42,0.71,transcripts_by_company/HNI_Corporation_2017Q2.txt,0.05512157827615738,0.9448784217238426
CIMAREX ENERGY CO,1.0,2.0,0.99,transcripts_by_company/Cimarex_Energy_Co_2010Q1.txt,0.2367863804101944,0.7632136195898056
FEDERAL AGRICULTURAL MORTGAGE CO,4.0,1.22,1.12,transcripts_by_company/Federal_Agricultural_Mortgage_Corporation_2012Q4.txt,0.1116492971777916,0.8883507028222084
TUNIU CORP,3.0,-0.65,-0.63,transcripts_by_company/Tuniu_Corporation_2015Q3.txt,0.2654959559440613,0.7345040440559387
INFOSYS LTD,3.0,0.15,0.13,transcripts_by_company/Infosys_Limited_2020Q3.txt,0.15086910128593445,0.8491308987140656
ROADRUNNER TRANSPORTATION SYSTEM,2.0,0.24,0.22,transcripts_by_company/Roadrunner_Transportation_Systems_Inc_2011Q2.txt,0.06815849989652634,0.9318415001034737
ELEVATE CREDIT INC,2.0,-0.21,-0.03,transcripts_by_company/Elevate_Credit_Inc_2022Q2.txt,0.17017263174057007,0.8298273682594299
BG GROUP PLC,1.0,1.5,2.1,transcripts_by_company/Standard_Bank_Group_Ltd_2009Q1.txt,0.18950164318084717,0.8104983568191528
MRI INTERVENTIONS INC,4.0,-0.02,-0.02,transcripts_by_company/MRI_Interventions_Inc_2015Q4.txt,0.12601767480373383,0.8739823251962662
TRIMBLE INC,3.0,0.66,0.75,transcripts_by_company/Trimble_Inc_2022Q3.txt,0.16001185774803162,0.8399881422519684
VERA BRADLEY INC,1.0,0.5,0.47,transcripts_by_company/Vera_Bradley_Inc_2012Q1.txt,0.13718555867671967,0.8628144413232803
GENUS INC,3.0,-0.1,0.02,transcripts_by_company/Genus_Inc_2004Q3.txt,0.16371022164821625,0.8362897783517838
"O'REILLY AUTOMOTIVE, INC.",4.0,9.26,8.94,transcripts_by_company/OReilly_Automotive_Inc_2023Q4.txt,0.29096487164497375,0.7090351283550262
NETFLIX INC,1.0,-0.03,0.1,transcripts_by_company/NetFlixcom_2004Q1.txt,0.09507495164871216,0.9049250483512878
DARLING INTERNATIONAL INC.,1.0,0.27,0.33,transcripts_by_company/Darling_International_2013Q1.txt,0.19077852368354797,0.809221476316452
BOSTON BEER CO INC,1.0,0.35,0.37,transcripts_by_company/Boston_Beer_Company_2008Q1.txt,0.2208516001701355,0.7791483998298645
AMERICAN EXPRESS CO,2.0,0.68,0.65,transcripts_by_company/American_Express_Company_2004Q2.txt,0.19351595640182495,0.806484043598175
FURNITURE BRANDS INTL INC,1.0,0.51,0.45,transcripts_by_company/Furniture_Brands_2006Q1.txt,0.2271592915058136,0.7728407084941864
BRAVO BRIO RESTAURANT GROUP INC,3.0,0.11,0.17,transcripts_by_company/Bravo_Brio_Restaurant_Group_Inc_2013Q3.txt,0.1527894288301468,0.8472105711698532
TD AMERITRADE HOLDING CORP,2.0,0.36,0.42,transcripts_by_company/TD_Ameritrade_Holding_Corporation_2015Q2.txt,0.1646624356508255,0.8353375643491745
