ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
STANDARD MOTOR PRODUCTS INC,4.0,0.37,0.82,transcripts_by_company/Standard_Motor_Products_Inc_2023Q4.txt,0.16585445404052734,0.8341455459594727
AMERICAN EXPRESS CO,1.0,0.73,0.38,transcripts_by_company/American_Express_Company_2010Q1.txt,0.23000578582286835,0.7699942141771317
NAVIGANT CONSULTING CO,4.0,0.15,0.24,transcripts_by_company/Navigant_Consulting_2010Q4.txt,0.17939437925815582,0.8206056207418442
DELTA AIR LINES INC,4.0,-1.22,-1.52,transcripts_by_company/Delta_Air_Lines_Inc_2006Q4.txt,0.1551816612482071,0.8448183387517929
LIMBACH HOLDINGS INC,3.0,-0.46,0.33,transcripts_by_company/Limbach_Holdings_Inc_2018Q3.txt,0.2827989459037781,0.7172010540962219
ATRICURE INC,2.0,-0.11,-0.23,transcripts_by_company/AtriCure_Inc_2023Q2.txt,0.25196197628974915,0.7480380237102509
ELECTRONIC ARTS INC,2.0,-0.22,-0.07,transcripts_by_company/Electronic_Arts_2007Q2.txt,0.16183777153491974,0.8381622284650803
KENNAMETAL INC,1.0,0.46,0.82,transcripts_by_company/Kennametal_Inc_2020Q1.txt,0.0682963877916336,0.9317036122083664
GLOBAL TELECOM & TECHNOLOGY INC,3.0,-0.19,0.07,transcripts_by_company/Global_Telecom_and_Technology_Inc_2013Q3.txt,0.3667570948600769,0.6332429051399231
CROWN HOLDINGS INC,4.0,0.48,0.58,transcripts_by_company/Crown_Holdings_Inc_2014Q4.txt,0.2441880702972412,0.7558119297027588
HYSTER-YALE INC,1.0,0.9,1.27,transcripts_by_company/Hyster-Yale_Materials_Handling_Inc_2018Q1.txt,0.15295720100402832,0.8470427989959717
ELKCORP,1.0,0.75,0.46,transcripts_by_company/ElkCorp_2005Q1.txt,0.16010628640651703,0.839893713593483
