eps_name,quarter,actual_eps,forecast_eps,filepath
QUOT,2022Q3,-0.07,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/QUOTIENT_TECHNOLOGY_INC_2022Q3.txt
VTAE,2015Q4,-0.52,-2.15,/Users/vazea/Desktop/NNW/transcripts_by_company/VITAE_PHARMACEUTICALS_INC_2015Q4.txt
CAKE,2002Q3,0.26,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/CHEESECAKE_FACTORY_INC_2002Q3.txt
SONS,2010Q4,0.04,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/SONUS_NETWORKS_2010Q4.txt
ASGN,2012Q2,0.28,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/ON_ASSIGNMENT_INC_2012Q2.txt
XON,2014Q4,0.18,-1.18,/Users/vazea/Desktop/NNW/transcripts_by_company/INTREXON_CORP_2014Q4.txt
ASTE,2008Q2,0.93,0.96,/Users/vazea/Desktop/NNW/transcripts_by_company/ASTEC_INDUSTRIES_INC_2008Q2.txt
SAM,2014Q1,0.62,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/BOSTON_BEER_COMPANY_INC_2014Q1.txt
FNDT,2009Q2,0.11,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/FUNDTECH_LTD_2009Q2.txt
DSCI,2009Q1,-0.02,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/DERMA_SCIENCES_INC_2009Q1.txt
STN,2018Q2,0.41,0.54,/Users/vazea/Desktop/NNW/transcripts_by_company/STANTEC_INC_2018Q2.txt
FC,2015Q3,0.13,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/FRANKLIN_COVEY_CO_2015Q3.txt
RTEC,2012Q1,0.09,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/RUDOLPH_TECHNOLOGIES_INC_2012Q1.txt
AXE,2011Q4,1.43,5.45,/Users/vazea/Desktop/NNW/transcripts_by_company/ANIXTER_INTERNATIONAL_INC_2011Q4.txt
TRS,2016Q4,0.3,1.26,/Users/vazea/Desktop/NNW/transcripts_by_company/TRIMAS_CORP_2016Q4.txt
USAT,2017Q3,0.0,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/USA_TECHNOLOGIES_INC_2017Q3.txt
GPN,2019Q4,1.62,6.17,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_PAYMENTS_INC_2019Q4.txt
VECO,2005Q1,0.01,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/VEECO_INSTRUMENTS_INC_2005Q1.txt
KOOL,2010Q3,-0.02,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/THERMOGENESIS_CORP_2010Q3.txt
ADIC,2006Q2,0.04,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ADVANCED_DIGITAL_INFO_CORP_2006Q2.txt
MANT,2012Q4,0.55,2.7,/Users/vazea/Desktop/NNW/transcripts_by_company/MANTECH_INTERNATIONAL_CORP_2012Q4.txt
OCX,2016Q4,-0.11,-0.43,/Users/vazea/Desktop/NNW/transcripts_by_company/ONCOCYTE_CORP_2016Q4.txt
APD,2006Q3,0.92,0.91,/Users/vazea/Desktop/NNW/transcripts_by_company/AIR_PRODUCTS_AND_CHEMICALS_INC_2006Q3.txt
ADBE,2018Q4,1.9,6.81,/Users/vazea/Desktop/NNW/transcripts_by_company/ADOBE_INC_2018Q4.txt
CAPL,2016Q3,0.06,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/CROSSAMERICA_PARTNERS_LP_2016Q3_1.txt
RBCN,2008Q1,0.1,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/RUBICON_TECHNOLOGY_INC_2008Q1.txt
CMA,2012Q3,0.61,0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/COMERICA_INC_2012Q3.txt
FNKO,2023Q2,-0.43,-0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/FUNKO_INC_2023Q2.txt
CYBX,2015Q2,0.63,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/CYBERONICS_INC_2015Q2.txt
BOFI,2017Q4,0.5,2.08,/Users/vazea/Desktop/NNW/transcripts_by_company/BOFI_HOLDING_INC_2017Q4.txt
DIS,2020Q3,0.08,-0.6,/Users/vazea/Desktop/NNW/transcripts_by_company/WALT_DISNEY_CO_2020Q3.txt
OMAB,2016Q3,0.552,0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/GRUPO_AEROPORTUARIO_DEL_CENTRO_N_2016Q3.txt
COL,2012Q2,0.99,1.1,/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKWELL_COLLINS_INC_2012Q2.txt
ENB,2008Q4,0.45,1.72,/Users/vazea/Desktop/NNW/transcripts_by_company/ENBRIDGE_INC_2008Q4.txt
AMBA,2018Q4,0.45,1.98,/Users/vazea/Desktop/NNW/transcripts_by_company/AMBARELLA_INC_2018Q4.txt
ADAP,2019Q4,-0.3,-1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/ADAPTIMMUNE_THERAPEUTICS_PLC_2019Q4.txt
TNK,2008Q4,0.52,2.84,/Users/vazea/Desktop/NNW/transcripts_by_company/TEEKAY_TANKERS_LTD_2008Q4.txt
NM,2009Q4,0.11,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/NAVIOS_MARITIME_HOLDINGS_INC_2009Q4.txt
BDX,2005Q1,0.68,0.62,/Users/vazea/Desktop/NNW/transcripts_by_company/BECTON_DICKINSON_AND_CO_2005Q1.txt
LXK,2006Q1,1.03,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/LEXMARK_INTERNATIONAL_INC_2006Q1.txt
KO,2014Q4,0.44,2.03,/Users/vazea/Desktop/NNW/transcripts_by_company/COCACOLA_CO_2014Q4.txt
ZYXI,2020Q3,0.04,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/ZYNEX_INC_2020Q3.txt
CTHR,2007Q1,0.02,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/CHARLES_COLVARD_LTD_2007Q1.txt
UA,2015Q1,0.05,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/UNDER_ARMOUR_INC_2015Q1.txt
INFI,2008Q1,0.02,-0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/INFINITY_PHARMACEUTICALS_INC_2008Q1.txt
NMM,2013Q3,0.19,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/NAVIOS_MARITIME_PARTNERS_LP_2013Q3.txt
DKS,2009Q1,0.17,0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/DICKS_SPORTING_GOODS_INC_2009Q1.txt
DSX,2010Q2,0.42,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/DIANA_SHIPPING_INC_2010Q2.txt
DGII,2023Q1,0.48,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/DIGI_INTERNATIONAL_INC_2023Q1.txt
CLBT,2023Q2,0.05,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/CELLEBRITE_DI_LTD_2023Q2.txt
OSIR,2014Q2,-0.04,0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/OSIRIS_THERAPEUTICS_INC_2014Q2.txt
CSCO,2010Q3,0.42,0.38,/Users/vazea/Desktop/NNW/transcripts_by_company/CISCO_SYSTEMS_INC_2010Q3.txt
ECOL,2013Q1,0.32,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/US_ECOLOGY_INC_2013Q1.txt
IDTI,2012Q4,0.05,0.32,/Users/vazea/Desktop/NNW/transcripts_by_company/INTEGRATED_DEVICE_TECHNOLOGY_INC_2012Q4.txt
BAX,2019Q1,0.76,0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/BAXTER_INTERNATIONAL_INC_2019Q1.txt
PMCS,2006Q4,0.02,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/PMCSIERRA_INC_2006Q4.txt
LEN,2008Q4,-5.12,-2.25,/Users/vazea/Desktop/NNW/transcripts_by_company/LENNAR_CORP_2008Q4.txt
TEVA,2022Q3,0.59,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/TEVA_PHARMACEUTICAL_INDUSTRIES_L_2022Q3.txt
ARTX,2011Q2,-0.15,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/AROTECH_CORP_2011Q2.txt
SPGI,2018Q4,2.22,8.52,/Users/vazea/Desktop/NNW/transcripts_by_company/SP_GLOBAL_INC_2018Q4.txt
WNR,2015Q3,1.69,1.49,/Users/vazea/Desktop/NNW/transcripts_by_company/WESTERN_REFINING_INC_2015Q3.txt
PRSP,2019Q3,0.45,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/PERSPECTA_INC_2019Q3.txt
EXTR,2016Q2,0.09,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/EXTREME_NETWORKS_INC_2016Q2.txt
SIG,2006Q4,0.96,1.31,/Users/vazea/Desktop/NNW/transcripts_by_company/SIGNET_GROUP_PLC_2006Q4.txt
GERN,2006Q1,-0.14,-0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/GERON_CORP_2006Q1.txt
CMI,2009Q3,0.56,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/CUMMINS_INC_2009Q3.txt
YRK,2005Q2,1.08,1.01,/Users/vazea/Desktop/NNW/transcripts_by_company/YORK_INTERNATIONAL_CORP_2005Q2.txt
LAD,2011Q2,0.54,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/LITHIA_MOTORS_INC_2011Q2.txt
ALNY,2011Q1,-0.38,-0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/ALNYLAM_PHARMACEUTICALS_INC_2011Q1.txt
OIIM,2018Q2,0.06,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/O2MICRO_INTERNATIONAL_LTD_2018Q2.txt
BRC,2002Q3,0.36,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/BRADY_CORP_2002Q3.txt
FUBO,2022Q1,-0.89,-0.68,/Users/vazea/Desktop/NNW/transcripts_by_company/FUBOTV_INC_2022Q1.txt
PLUS,2004Q3,0.26,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/EPLUS_INC_2004Q3.txt
HSII,2012Q2,0.11,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/HEIDRICK_STRUGGLES_INTERNATION_2012Q2.txt
FLEX,2007Q2,0.2,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/FLEX_LTD_2007Q2.txt
SAIA,2014Q4,0.49,1.96,/Users/vazea/Desktop/NNW/transcripts_by_company/SAIA_INC_2014Q4.txt
BLUE,2016Q1,-1.52,-1.29,/Users/vazea/Desktop/NNW/transcripts_by_company/BLUEBIRD_BIO_INC_2016Q1.txt
POWR,2012Q4,0.13,0.19,/Users/vazea/Desktop/NNW/transcripts_by_company/POWERSECURE_INTERNATIONAL_INC_2012Q4.txt
NYT,2008Q1,0.09,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/NEW_YORK_TIMES_CO_2008Q1.txt
XRTX,2011Q1,0.24,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/XYRATEX_LTD_2011Q1.txt
MBUU,2018Q3,0.89,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/MALIBU_BOATS_INC_2018Q3.txt
VST,2020Q4,-0.05,2.27,/Users/vazea/Desktop/NNW/transcripts_by_company/VISTRA_CORP_2020Q4.txt
ENB,2021Q1,0.81,0.7,/Users/vazea/Desktop/NNW/transcripts_by_company/ENBRIDGE_INC_2021Q1.txt
AKAM,2021Q1,1.38,1.3,/Users/vazea/Desktop/NNW/transcripts_by_company/AKAMAI_TECHNOLOGIES_INC_2021Q1.txt
RIGL,2022Q1,-0.16,-0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/RIGEL_PHARMACEUTICALS_INC_2022Q1.txt
EGHT,2012Q2,0.01,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/8X8_INC_2012Q2.txt
OC,2021Q4,2.2,8.79,/Users/vazea/Desktop/NNW/transcripts_by_company/OWENS_CORNING_2021Q4.txt
PPL,2015Q4,0.43,2.2,/Users/vazea/Desktop/NNW/transcripts_by_company/PPL_CORP_2015Q4.txt
ANFI,2015Q2,0.29,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/AMIRA_NATURE_FOODS_LTD_2015Q2.txt
PAYC,2022Q2,1.26,1.12,/Users/vazea/Desktop/NNW/transcripts_by_company/PAYCOM_SOFTWARE_INC_2022Q2.txt
TZOO,2017Q2,0.05,0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/TRAVELZOO_2017Q2.txt
ICL,2023Q2,0.13,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/ICL_GROUP_LTD_2023Q2.txt
OMCL,2013Q2,0.27,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/OMNICELL_INC_2013Q2.txt
TSQ,2014Q3,0.28,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/TOWNSQUARE_MEDIA_INC_2014Q3.txt
VRNT,2019Q1,0.53,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/VERINT_SYSTEMS_INC_2019Q1.txt
PWR,2004Q2,-0.03,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/QUANTA_SERVICES_INC_2004Q2.txt
MSFT,2006Q4,0.31,1.26,/Users/vazea/Desktop/NNW/transcripts_by_company/MICROSOFT_CORP_2006Q4.txt
TEVA,2019Q2,0.6,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/TEVA_PHARMACEUTICAL_INDUSTRIES_L_2019Q2.txt
KLDO,2020Q1,-0.64,-0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/KALEIDO_BIOSCIENCES_INC_2020Q1.txt
ITOS,2021Q3,1.86,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/ITEOS_THERAPEUTICS_INC_2021Q3.txt
PSXP,2015Q4,0.61,1.81,/Users/vazea/Desktop/NNW/transcripts_by_company/PHILLIPS_66_PARTNERS_LP_2015Q4.txt
FSLR,2012Q3,1.27,1.0,/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_SOLAR_INC_2012Q3.txt
ASML,2013Q4,1.47,2.88,/Users/vazea/Desktop/NNW/transcripts_by_company/ASML_HOLDING_NV_2013Q4.txt
ADS,2018Q2,5.01,4.48,/Users/vazea/Desktop/NNW/transcripts_by_company/BREAD_FINANCIAL_HOLDINGS_INC_2018Q2.txt
WFC,2007Q2,0.67,0.67,/Users/vazea/Desktop/NNW/transcripts_by_company/WELLS_FARGO_CO_2007Q2.txt
CRS,2016Q1,0.26,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/CARPENTER_TECHNOLOGY_CORP_2016Q1.txt
UTI,2013Q3,0.01,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/UNIVERSAL_TECHNICAL_INSTITUTE_IN_2013Q3.txt
ISRG,2011Q2,2.91,2.71,/Users/vazea/Desktop/NNW/transcripts_by_company/INTUITIVE_SURGICAL_INC_2011Q2.txt
LFMD,2022Q1,-0.46,-0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/LIFEMD_INC_2022Q1.txt
CECE,2013Q2,0.31,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/CECO_ENVIRONMENTAL_CORP_2013Q2.txt
CMCO,2009Q4,0.17,1.93,/Users/vazea/Desktop/NNW/transcripts_by_company/COLUMBUS_MCKINNON_CORP_2009Q4.txt
HIG,2021Q1,0.56,1.21,/Users/vazea/Desktop/NNW/transcripts_by_company/HARTFORD_FINANCIAL_SERVICES_GROU_2021Q1.txt
EQT,2018Q4,0.79,2.33,/Users/vazea/Desktop/NNW/transcripts_by_company/EQT_CORP_2018Q4.txt
SWC,2002Q2,0.26,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/STILLWATER_MINING_CO_2002Q2.txt
PCT,2021Q2,-0.13,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/PURECYCLE_TECHNOLOGIES_INC_2021Q2.txt
NDAQ,2007Q2,0.39,0.37,/Users/vazea/Desktop/NNW/transcripts_by_company/NASDAQ_INC_2007Q2.txt
PKE,2010Q3,0.35,0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/PARK_ELECTROCHEMICAL_CORP_2010Q3.txt
AQMS,2023Q2,-0.06,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/AQUA_METALS_INC_2023Q2.txt
VOCS,2009Q3,0.17,0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/VOCUS_INC_2009Q3.txt
INFA,2004Q1,0.04,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/INFORMATICA_CORP_2004Q1.txt
ACTI,2008Q1,-0.09,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/ACTIVIDENTITY_CORPORATION_2008Q1.txt
UCTT,2014Q4,0.15,0.79,/Users/vazea/Desktop/NNW/transcripts_by_company/ULTRA_CLEAN_HOLDINGS_INC_2014Q4.txt
MCRS,2009Q1,0.34,0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/MICROS_SYSTEM_INC_2009Q1.txt
RUE,2011Q2,0.26,0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/RUE21_INC_2011Q2.txt
CMRX,2023Q1,-0.24,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/CHIMERIX_INC_2023Q1.txt
SATS,2019Q2,0.2,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/ECHOSTAR_CORP_2019Q2.txt
VRNT,2021Q1,0.52,0.69,/Users/vazea/Desktop/NNW/transcripts_by_company/VERINT_SYSTEMS_INC_2021Q1.txt
VFC,2019Q4,0.6,3.75,/Users/vazea/Desktop/NNW/transcripts_by_company/VF_CORP_2019Q4.txt
OPFI,2021Q3,0.21,0.15,/Users/vazea/Desktop/NNW/transcripts_by_company/OPPFI_INC_2021Q3.txt
SYX,2010Q1,0.31,0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/SYSTEMAX_INC_2010Q1.txt
RTN,2015Q3,1.47,1.44,/Users/vazea/Desktop/NNW/transcripts_by_company/RAYTHEON_CO_2015Q3.txt
JPM,2020Q4,3.79,7.47,/Users/vazea/Desktop/NNW/transcripts_by_company/JPMORGAN_CHASE_CO_2020Q4.txt
EEP,2002Q3,0.42,0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/ENBRIDGE_ENERGY_PARTNERS_LP_2002Q3.txt
MBT,2009Q2,1.49,0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/MOBILNYE_TELESISTEMY_PAO_2009Q2.txt
OPCH,2022Q2,0.19,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/OPTION_CARE_HEALTH_INC_2022Q2.txt
MYOV,2021Q2,-0.75,-0.71,/Users/vazea/Desktop/NNW/transcripts_by_company/MYOVANT_SCIENCES_LTD_2021Q2.txt
TXRH,2019Q1,0.7,0.82,/Users/vazea/Desktop/NNW/transcripts_by_company/TEXAS_ROADHOUSE_INC_2019Q1.txt
SHEN,2022Q4,-0.04,-0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/SHENANDOAH_TELECOMMUNICATIONS_CO_2022Q4.txt
ADP,2011Q1,0.56,0.54,/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOMATIC_DATA_PROCESSING_INC_2011Q1.txt
DLLR,2013Q4,0.49,1.74,/Users/vazea/Desktop/NNW/transcripts_by_company/DFC_GLOBAL_CORP_2013Q4.txt
OMCL,2018Q2,0.46,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/OMNICELL_INC_2018Q2.txt
HOLX,2015Q1,0.39,0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/HOLOGIC_INC_2015Q1.txt
SOHO,2020Q1,-1.01,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/SOTHERLY_HOTELS_INC_2020Q1.txt
RSTI,2015Q3,0.41,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/ROFINSINAR_TECHNOLOGY_INC_2015Q3.txt
ARDX,2023Q3,0.03,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/ARDELYX_INC_2023Q3.txt
AYTU,2022Q4,-0.49,-3.82,/Users/vazea/Desktop/NNW/transcripts_by_company/AYTU_BIOPHARMA_INC_2022Q4.txt
MSM,2009Q1,0.72,0.69,/Users/vazea/Desktop/NNW/transcripts_by_company/MSC_INDUSTRIAL_DIRECT_CO_INC_2009Q1.txt
ALLT,2012Q4,0.14,0.61,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLOT_LTD_2012Q4.txt
KEY,2015Q2,0.27,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/KEYCORP_2015Q2.txt
MRCY,2022Q3,0.57,0.58,/Users/vazea/Desktop/NNW/transcripts_by_company/MERCURY_SYSTEMS_INC_2022Q3.txt
ANDS,2007Q3,0.43,-0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/ANADYS_PHARMACEUTICALS_INC_2007Q3.txt
EV,2020Q1,0.86,0.84,/Users/vazea/Desktop/NNW/transcripts_by_company/EATON_VANCE_CORP_2020Q1.txt
VRSN,2003Q1,0.14,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/VERISIGN_INC_2003Q1.txt
RMBS,2015Q3,0.14,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/RAMBUS_INC_2015Q3.txt
ACTG,2014Q2,0.16,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/ACACIA_RESEARCH_CORP_2014Q2.txt
BOH,2006Q2,0.9,0.9,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_HAWAII_CORP_2006Q2.txt
LGF,2017Q1,0.01,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/LIONS_GATE_ENTERTAINMENT_CORP_2017Q1.txt
OCUL,2014Q3,-0.48,-0.44,/Users/vazea/Desktop/NNW/transcripts_by_company/OCULAR_THERAPEUTIX_INC_2014Q3.txt
HZO,2004Q3,0.61,0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/MARINEMAX_INC_2004Q3.txt
ZL,2005Q4,-0.08,-0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/ZARLINK_SEMICONDUCTOR_INC_2005Q4.txt
LAZ,2013Q3,0.46,0.38,/Users/vazea/Desktop/NNW/transcripts_by_company/LAZARD_LTD_2013Q3.txt
CERS,2005Q3,-0.07,-0.16,/Users/vazea/Desktop/NNW/transcripts_by_company/CERUS_CORP_2005Q3.txt
INFY,2016Q4,0.23,0.89,/Users/vazea/Desktop/NNW/transcripts_by_company/INFOSYS_LTD_2016Q4_1.txt
VTSI,2018Q4,-0.1,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTRA_INC_2018Q4.txt
FUN,2013Q3,3.3,2.94,/Users/vazea/Desktop/NNW/transcripts_by_company/CEDAR_FAIR_LP_2013Q3.txt
LKQ,2020Q3,0.75,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/LKQ_CORP_2020Q3.txt
STC,2016Q4,0.71,2.37,/Users/vazea/Desktop/NNW/transcripts_by_company/STEWART_INFORMATION_SERVICES_COR_2016Q4.txt
BIO,2021Q4,3.21,15.33,/Users/vazea/Desktop/NNW/transcripts_by_company/BIO_RAD_LABORATORIES_INC_2021Q4.txt
NGLS,2014Q2,0.64,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_PARTNERS_LP_2014Q2.txt
PPL,2004Q3,1.03,1.0,/Users/vazea/Desktop/NNW/transcripts_by_company/PPL_CORP_2004Q3.txt
LPNT,2012Q1,0.94,0.91,/Users/vazea/Desktop/NNW/transcripts_by_company/LIFEPOINT_HEALTH_INC_2012Q1.txt
VRNS,2015Q2,-0.18,-0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/VARONIS_SYSTEMS_INC_2015Q2.txt
NTIC,2021Q1,0.13,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHERN_TECHNOLOGIES_INTERNATIO_2021Q1.txt
PALM,2003Q4,-0.3,-2.91,/Users/vazea/Desktop/NNW/transcripts_by_company/PALM_INC_2003Q4.txt
DEST,2013Q1,0.29,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/DESTINATION_MATERNITY_CORP_2013Q1.txt
MA,2007Q4,0.89,5.5,/Users/vazea/Desktop/NNW/transcripts_by_company/MASTERCARD_INC_2007Q4.txt
TMO,2015Q3,1.8,1.8,/Users/vazea/Desktop/NNW/transcripts_by_company/THERMO_FISHER_SCIENTIFIC_INC_2015Q3.txt
IDSY,2010Q3,-0.14,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/ID_SYSTEMS_INC_2010Q3.txt
FRGI,2018Q1,0.16,0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/FIESTA_RESTAURANT_GROUP_INC_2018Q1.txt
HFWA,2010Q1,0.03,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/HERITAGE_FINANCIAL_CORP_2010Q1.txt
CAPR,2020Q1,-0.3,-0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/CAPRICOR_THERAPEUTICS_INC_2020Q1.txt
RAD,2008Q2,-0.1,-0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/RITE_AID_CORPORATION_2008Q2.txt
NTWK,2008Q2,0.04,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/NETSOL_TECHNOLOGIES_INCORPORATE_2008Q2.txt
CFMS,2016Q2,-0.34,-0.36,/Users/vazea/Desktop/NNW/transcripts_by_company/CONFORMIS_INC_2016Q2.txt
HDNG,2007Q2,,,/Users/vazea/Desktop/NNW/transcripts_by_company/HARDINGE_INC_2007Q2.txt
GPS,2022Q2,0.7,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/GAP_INC_2022Q2.txt
BSFT,2011Q3,0.38,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/BROADSOFT_INC_2011Q3.txt
SOVO,2022Q1,0.14,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/SOVOS_BRANDS_INC_2022Q1.txt
JNS,2011Q2,0.23,0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/JANUS_CAPITAL_GROUP_INC_2011Q2.txt
LUNA,2022Q3,0.09,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/LUNA_INNOVATIONS_INC_2022Q3.txt
SLGN,2021Q1,0.75,0.71,/Users/vazea/Desktop/NNW/transcripts_by_company/SILGAN_HOLDINGS_INC_2021Q1.txt
PRST,2009Q3,-0.08,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/PRESSTEK_INC_2009Q3.txt
DF,2015Q2,0.33,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/DEAN_FOODS_CO_2015Q2.txt
AME,2014Q2,0.61,0.59,/Users/vazea/Desktop/NNW/transcripts_by_company/AMETEK_INC_2014Q2.txt
AAPL,2008Q1,1.76,1.57,/Users/vazea/Desktop/NNW/transcripts_by_company/APPLE_INC_2008Q1.txt
MHO,2004Q2,1.73,1.54,/Users/vazea/Desktop/NNW/transcripts_by_company/MI_HOMES_INC_2004Q2.txt
ULTA,2013Q2,0.54,0.51,/Users/vazea/Desktop/NNW/transcripts_by_company/ULTA_BEAUTY_INC_2013Q2.txt
XHR,2021Q1,-0.5,-0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/XENIA_HOTELS_RESORTS_INC_2021Q1.txt
NS,2015Q3,0.68,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/NUSTAR_ENERGY_LP_2015Q3.txt
SOPH,2022Q4,-0.22,-1.51,/Users/vazea/Desktop/NNW/transcripts_by_company/SOPHIA_GENETICS_SA_2022Q4.txt
