eps_name,quarter,actual_eps,forecast_eps,filepath
KELYA,2010Q1,0.05,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/KELLY_SERVICES_INC_2010Q1.txt
PB,2020Q3,1.4,1.29,/Users/vazea/Desktop/NNW/transcripts_by_company/PROSPERITY_BANCSHARES_INC_2020Q3.txt
MTRN,2013Q2,0.43,0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/MATERION_CORP_2013Q2.txt
AMCN,2012Q1,-0.09,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/AIRMEDIA_GROUP_INC_2012Q1.txt
POWW,2024Q1,-0.02,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/AMMO_INC_2024Q1.txt
MSFT,2003Q1,0.55,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/MICROSOFT_CORP_2003Q1.txt
GD,2018Q1,2.65,2.49,/Users/vazea/Desktop/NNW/transcripts_by_company/GENERAL_DYNAMICS_CORP_2018Q1.txt
BSTC,2014Q1,0.11,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/BIOSPECIFICS_TECHNOLOGIES_CORP_2014Q1.txt
SYNO,2006Q1,-0.05,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/SYNOVIS_LIFE_TECHNOLOGIES_2006Q1.txt
SHOO,2012Q1,0.5,0.5,/Users/vazea/Desktop/NNW/transcripts_by_company/STEVEN_MADDEN_LTD_2012Q1.txt
SHSP,2018Q2,-0.29,-0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/SHARPSPRING_INC_2018Q2.txt
AT,2020Q4,0.39,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/ATLANTIC_POWER_CORP_2020Q4.txt
ROAD,2020Q1,0.11,0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/CONSTRUCTION_PARTNERS_INC_2020Q1.txt
NAPA,2023Q1,0.18,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/DUCKHORN_PORTFOLIO_INC_2023Q1.txt
BMY,2011Q4,0.53,2.3,/Users/vazea/Desktop/NNW/transcripts_by_company/BRISTOLMYERS_SQUIBB_CO_2011Q4.txt
VLO,2006Q3,2.42,2.56,/Users/vazea/Desktop/NNW/transcripts_by_company/VALERO_ENERGY_CORP_2006Q3.txt
SM,2023Q2,1.28,1.1,/Users/vazea/Desktop/NNW/transcripts_by_company/SM_ENERGY_CO_2023Q2.txt
CAMP,2012Q1,0.02,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/CALAMP_CORP_2012Q1.txt
THI,2008Q3,0.41,0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/TIM_HORTONS_INC_2008Q3.txt
ABT,2007Q3,0.67,0.66,/Users/vazea/Desktop/NNW/transcripts_by_company/ABBOTT_LABORATORIES_2007Q3.txt
EGHT,2022Q3,0.02,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/8X8_INC_2022Q3.txt
GHDX,2013Q1,-0.03,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/GENOMIC_HEALTH_INC_2013Q1.txt
STE,2017Q1,0.79,0.79,/Users/vazea/Desktop/NNW/transcripts_by_company/STERIS_PLC_2017Q1.txt
CBEY,2007Q3,0.12,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/CBEYOND_INC_2007Q3.txt
BIGC,2020Q4,-0.12,-0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/BIGCOMMERCE_HOLDINGS_INC_2020Q4.txt
MXCT,2023Q2,-0.1,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/MAXCYTE_INC_2023Q2.txt
DVD,2013Q1,-0.06,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_MOTORSPORTS_INC_2013Q1.txt
NDAQ,2007Q1,0.14,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/NASDAQ_INC_2007Q1.txt
T,2016Q2,0.72,0.72,/Users/vazea/Desktop/NNW/transcripts_by_company/ATT_INC_2016Q2.txt
VAST,2002Q1,-0.02,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/VASTERA_2002Q1.txt
HW,2012Q4,0.05,-0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/HEADWATERS_2012Q4.txt
PB,2021Q1,1.44,1.38,/Users/vazea/Desktop/NNW/transcripts_by_company/PROSPERITY_BANCSHARES_INC_2021Q1.txt
LIFE,2018Q1,-0.36,-0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/ATYR_PHARMA_INC_2018Q1.txt
CRXT,2022Q1,-0.61,-0.41,/Users/vazea/Desktop/NNW/transcripts_by_company/CLARUS_THERAPEUTICS_HOLDINGS_INC_2022Q1.txt
CMPR,2021Q4,-0.46,-0.8,/Users/vazea/Desktop/NNW/transcripts_by_company/CIMPRESS_PLC_2021Q4.txt
CCMP,2005Q4,0.34,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/CABOT_MICROELECTRONICS_CORP_2005Q4.txt
FARM,2020Q2,0.43,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/FARMER_BROS_CO_2020Q2.txt
TJX,2009Q2,0.47,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/TJX_COMPANIES_INC_2009Q2.txt
JCP,2017Q3,-0.21,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/J_C_PENNEY_COMPANY_INC_2017Q3.txt
CRAI,2020Q3,0.76,0.53,/Users/vazea/Desktop/NNW/transcripts_by_company/CRA_INTERNATIONAL_INC_2020Q3.txt
MSCI,2013Q4,0.48,2.22,/Users/vazea/Desktop/NNW/transcripts_by_company/MSCI_INC_2013Q4.txt
SMG,2006Q4,0.02,2.58,/Users/vazea/Desktop/NNW/transcripts_by_company/SCOTTS_MIRACLEGRO_CO_2006Q4.txt
ALGN,2014Q2,0.43,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/ALIGN_TECHNOLOGY_INC_2014Q2.txt
RP,2017Q4,0.26,0.92,/Users/vazea/Desktop/NNW/transcripts_by_company/REALPAGE_INC_2017Q4.txt
ALVR,2009Q2,-0.01,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/ALVARION_LTD_2009Q2.txt
CMS,2002Q4,0.11,1.5,/Users/vazea/Desktop/NNW/transcripts_by_company/CMS_ENERGY_CORP_2002Q4.txt
APEI,2014Q1,0.59,0.48,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_PUBLIC_EDUCATION_INC_2014Q1.txt
OCGN,2023Q1,-0.07,-0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/OCUGEN_INC_2023Q1.txt
MDU,2009Q2,0.3,0.27,/Users/vazea/Desktop/NNW/transcripts_by_company/MDU_RESOURCES_GROUP_INC_2009Q2.txt
AZUL,2020Q1,-0.365,0.34,/Users/vazea/Desktop/NNW/transcripts_by_company/AZUL_SA_2020Q1.txt
LOW,2004Q4,0.5,2.33,/Users/vazea/Desktop/NNW/transcripts_by_company/LOWES_COMPANIES_INC_2004Q4.txt
GLBC,2006Q3,-1.4,-1.42,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_CROSSING_LTD_2006Q3.txt
DBI,2022Q2,0.56,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/DESIGNER_BRANDS_INC_2022Q2.txt
DAN,2010Q2,0.22,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/DANA_INC_2010Q2.txt
CLUB,2009Q3,0.01,-0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/TOWN_SPORTS_INTERNATNL_HLDGS_INC_2009Q3.txt
TCMD,2017Q2,0.2,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/TACTILE_SYSTEMS_TECHNOLOGY_INC_2017Q2.txt
ARWR,2012Q4,,-1.66,/Users/vazea/Desktop/NNW/transcripts_by_company/ARROWHEAD_RESEARCH_CORP_2012Q4.txt
CELL,2008Q2,0.06,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/BRIGHTPOINT_INCORPORATED_2008Q2.txt
CLMT,2009Q1,2.3,0.54,/Users/vazea/Desktop/NNW/transcripts_by_company/CALUMET_SPECIALTY_PRODUCTS_PARTN_2009Q1.txt
VAPO,2018Q4,-1.39,-4.66,/Users/vazea/Desktop/NNW/transcripts_by_company/VAPOTHERM_INC_2018Q4.txt
MCK,2010Q3,1.19,1.19,/Users/vazea/Desktop/NNW/transcripts_by_company/MCKESSON_CORP_2010Q3.txt
LNW,2023Q1,0.23,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/LIGHT_WONDER_INC_2023Q1.txt
R,2011Q4,0.97,3.49,/Users/vazea/Desktop/NNW/transcripts_by_company/RYDER_SYSTEM_INC_2011Q4.txt
SII,2005Q3,0.38,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/SMITH_INTL_INC_2005Q3.txt
ALV,2015Q3,1.53,1.49,/Users/vazea/Desktop/NNW/transcripts_by_company/AUTOLIV_INC_2015Q3.txt
CENT,2022Q3,1.39,1.58,/Users/vazea/Desktop/NNW/transcripts_by_company/CENTRAL_GARDEN_PET_CO_2022Q3.txt
ASNA,2015Q3,0.18,0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/ASCENA_RETAIL_GROUP_INC_2015Q3.txt
FFIV,2008Q2,0.21,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/F5_INC_2008Q2.txt
BBSI,2007Q4,0.34,1.56,/Users/vazea/Desktop/NNW/transcripts_by_company/BARRETT_BUSINESS_SERVICES_INC_2007Q4.txt
ORBC,2010Q1,-0.02,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/ORBCOMM_INC_2010Q1.txt
XOXO,2014Q3,0.09,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/XO_GROUP_INC_2014Q3.txt
MDP,2013Q3,0.72,0.67,/Users/vazea/Desktop/NNW/transcripts_by_company/MEREDITH_CORP_2013Q3.txt
SBNY,2014Q1,1.41,1.35,/Users/vazea/Desktop/NNW/transcripts_by_company/SIGNATURE_BANK_2014Q1.txt
THS,2021Q2,0.26,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/TREEHOUSE_FOODS_INC_2021Q2.txt
INFI,2019Q2,-0.18,-0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/INFINITY_PHARMACEUTICALS_INC_2019Q2.txt
NOG,2020Q4,0.64,1.84,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHERN_OIL_AND_GAS_INC_2020Q4.txt
MHLD,2009Q3,0.21,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/MAIDEN_HOLDINGS_LTD_2009Q3.txt
EMES,2014Q2,0.83,0.83,/Users/vazea/Desktop/NNW/transcripts_by_company/EMERGE_ENERGY_SERVICES_LP_2014Q2.txt
WPP,2017Q4,,7.85,/Users/vazea/Desktop/NNW/transcripts_by_company/WPP_PLC_2017Q4.txt
BNS,2008Q2,0.97,0.96,/Users/vazea/Desktop/NNW/transcripts_by_company/BANK_OF_NOVA_SCOTIA_2008Q2.txt
PAYS,2020Q3,-0.14,0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/PAYSIGN_INC_2020Q3.txt
ADES,2007Q4,0.0,0.06,/Users/vazea/Desktop/NNW/transcripts_by_company/ADAES_INC_2007Q4.txt
BBNK,2011Q3,0.15,0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/BRIDGE_CAPITAL_HOLDINGS_2011Q3.txt
ARUN,2014Q2,0.18,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/ARUBA_NETWORKS_INC_2014Q2.txt
HBAN,2019Q3,0.34,0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/HUNTINGTON_BANCSHARES_INC_2019Q3.txt
HPE,2016Q2,0.42,0.42,/Users/vazea/Desktop/NNW/transcripts_by_company/HEWLETT_PACKARD_ENTERPRISE_CO_2016Q2.txt
AER,2021Q2,1.92,1.38,/Users/vazea/Desktop/NNW/transcripts_by_company/AERCAP_HOLDINGS_NV_2021Q2.txt
AHG,2007Q2,0.46,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/APRIA_HEALTHCARE_GROUP_INCORPORA_2007Q2.txt
DHT,2009Q3,0.07,0.07,/Users/vazea/Desktop/NNW/transcripts_by_company/DHT_HOLDINGS_INC_2009Q3.txt
PRFT,2005Q1,0.06,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/PERFICIENT_INC_2005Q1.txt
BBBY,2016Q1,0.93,0.95,/Users/vazea/Desktop/NNW/transcripts_by_company/BED_BATH_BEYOND_INC_2016Q1.txt
DLTR,2005Q3,0.28,0.29,/Users/vazea/Desktop/NNW/transcripts_by_company/DOLLAR_TREE_STORES_INC_2005Q3.txt
TRGP,2016Q1,-0.02,-0.13,/Users/vazea/Desktop/NNW/transcripts_by_company/TARGA_RESOURCES_CORP_2016Q1.txt
ENDP,2016Q2,0.86,0.76,/Users/vazea/Desktop/NNW/transcripts_by_company/ENDO_INTERNATIONAL_PLC_2016Q2.txt
SFL,2022Q2,0.45,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/SFL_CORPORATION_LTD_2022Q2.txt
DVD,2005Q2,0.19,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/DOVER_MOTORSPORTS_INC_2005Q2.txt
FRED,2011Q4,0.22,0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/FREDS_INC_2011Q4.txt
ALB,2005Q2,0.6,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/ALBEMARLE_CORP_2005Q2.txt
NERV,2021Q2,-0.25,-0.18,/Users/vazea/Desktop/NNW/transcripts_by_company/MINERVA_NEUROSCIENCES_INC_2021Q2.txt
CERN,2004Q4,0.56,1.71,/Users/vazea/Desktop/NNW/transcripts_by_company/CERNER_CORP_2004Q4.txt
RENT,2023Q1,-0.67,-0.73,/Users/vazea/Desktop/NNW/transcripts_by_company/RENT_THE_RUNWAY_INC_2023Q1.txt
TRIP,2014Q4,0.35,1.95,/Users/vazea/Desktop/NNW/transcripts_by_company/TRIPADVISOR_INC_2014Q4.txt
CAKE,2013Q3,0.52,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/CHEESECAKE_FACTORY_INC_2013Q3.txt
IPHI,2016Q1,0.27,0.26,/Users/vazea/Desktop/NNW/transcripts_by_company/INPHI_CORP_2016Q1.txt
ARW,2004Q4,0.5,1.97,/Users/vazea/Desktop/NNW/transcripts_by_company/ARROW_ELECTRONICS_INC_2004Q4.txt
RKT,2023Q1,-0.06,-0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/ROCKET_COMPANIES_INC_2023Q1.txt
AMBA,2019Q4,0.14,0.64,/Users/vazea/Desktop/NNW/transcripts_by_company/AMBARELLA_INC_2019Q4.txt
VIGN,2005Q4,0.19,0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/VIGNETTE_CORP_2005Q4.txt
GRPN,2012Q4,-0.01,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/GROUPON_INC_2012Q4.txt
LIOX,2011Q2,0.03,-0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/LIONBRIDGE_TECHNOLOGIES_INC_2011Q2.txt
GT,2013Q4,0.74,2.5,/Users/vazea/Desktop/NNW/transcripts_by_company/GOODYEAR_TIRE_RUBBER_CO_2013Q4.txt
AMG,2011Q2,1.71,1.67,/Users/vazea/Desktop/NNW/transcripts_by_company/AFFILIATED_MANAGERS_GROUP_INC_2011Q2.txt
SGMS,2015Q2,-1.19,-0.88,/Users/vazea/Desktop/NNW/transcripts_by_company/LIGHT_WONDER_INC_2015Q2.txt
SOFO,2009Q1,-0.03,-0.04,/Users/vazea/Desktop/NNW/transcripts_by_company/SONIC_FOUNDRY_INC_2009Q1.txt
CORE,2021Q1,0.36,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/COREMARK_HOLDING_COMPANY_INC_2021Q1.txt
STIM,2020Q4,-0.19,-1.53,/Users/vazea/Desktop/NNW/transcripts_by_company/NEURONETICS_INC_2020Q4.txt
MFA,2020Q4,0.08,-1.6,/Users/vazea/Desktop/NNW/transcripts_by_company/MFA_FINANCIAL_INC_2020Q4.txt
SBH,2010Q3,0.22,0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/SALLY_BEAUTY_HOLDINGS_INC_2010Q3.txt
MET,2023Q2,1.94,2.09,/Users/vazea/Desktop/NNW/transcripts_by_company/METLIFE_INC_2023Q2.txt
BXC,2012Q4,-0.12,-0.49,/Users/vazea/Desktop/NNW/transcripts_by_company/BLUELINX_HOLDINGS_INC_2012Q4.txt
CB,2014Q2,1.7,1.92,/Users/vazea/Desktop/NNW/transcripts_by_company/CHUBB_CORP_2014Q2.txt
MPW,2019Q3,0.2,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/MEDICAL_PROPERTIES_TRUST_INC_2019Q3.txt
MANH,2012Q1,0.6,0.52,/Users/vazea/Desktop/NNW/transcripts_by_company/MANHATTAN_ASSOCIATES_INC_2012Q1.txt
LUB,2003Q4,0.06,-0.4,/Users/vazea/Desktop/NNW/transcripts_by_company/LUBYS_INC_2003Q4.txt
ARLP,2011Q1,1.99,1.83,/Users/vazea/Desktop/NNW/transcripts_by_company/ALLIANCE_RESOURCE_PARTNERS_LP_2011Q1.txt
GRPN,2012Q3,0.03,0.03,/Users/vazea/Desktop/NNW/transcripts_by_company/GROUPON_INC_2012Q3.txt
ESL,2016Q4,1.96,4.51,/Users/vazea/Desktop/NNW/transcripts_by_company/ESTERLINE_TECHNOLOGIES_CORP_2016Q4.txt
WGO,2008Q4,-0.44,0.43,/Users/vazea/Desktop/NNW/transcripts_by_company/WINNEBAGO_INDUSTRIES_INC_2008Q4.txt
AMRI,2007Q1,0.1,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/ALBANY_MOLECULAR_RESEARCH_2007Q1.txt
GBX,2015Q4,2.02,5.8,/Users/vazea/Desktop/NNW/transcripts_by_company/GREENBRIER_COMPANIES_INC_2015Q4.txt
SJM,2006Q1,0.56,0.63,/Users/vazea/Desktop/NNW/transcripts_by_company/J_M_SMUCKER_CO_2006Q1.txt
LYV,2019Q4,-0.88,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/LIVE_NATION_ENTERTAINMENT_INC_2019Q4.txt
RRGB,2004Q4,0.33,1.52,/Users/vazea/Desktop/NNW/transcripts_by_company/RED_ROBIN_GOURMET_BURGERS_INC_2004Q4.txt
IBCP,2022Q2,0.61,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/INDEPENDENT_BANK_CORP_MICHIGAN_2022Q2.txt
ELON,2006Q3,-0.16,-0.22,/Users/vazea/Desktop/NNW/transcripts_by_company/ECHELON_CORPORATION_2006Q3.txt
ARIS,2015Q1,0.01,0.01,/Users/vazea/Desktop/NNW/transcripts_by_company/ARI_NETWORK_SERVICES_INC_2015Q1.txt
AEHR,2020Q4,-0.03,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/AEHR_TEST_SYSTEMS_2020Q4.txt
ESXB,2017Q4,0.13,0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/COMMUNITY_BANKERS_TRUST_CORP_2017Q4.txt
SSB,2015Q4,1.06,4.17,/Users/vazea/Desktop/NNW/transcripts_by_company/SOUTHSTATE_CORP_2015Q4.txt
SLXP,2004Q3,0.19,0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/SALIX_PHARMACEUTICALS_LTD_2004Q3.txt
CSL,2015Q4,1.24,4.7,/Users/vazea/Desktop/NNW/transcripts_by_company/CARLISLE_COMPANIES_INC_2015Q4.txt
PNW,2006Q4,0.14,3.2,/Users/vazea/Desktop/NNW/transcripts_by_company/PINNACLE_WEST_CAPITAL_CORP_2006Q4.txt
CMRX,2022Q4,-0.24,1.98,/Users/vazea/Desktop/NNW/transcripts_by_company/CHIMERIX_INC_2022Q4.txt
QADA,2015Q2,0.11,0.12,/Users/vazea/Desktop/NNW/transcripts_by_company/QAD_INC_2015Q2.txt
C,2009Q1,-0.18,-0.25,/Users/vazea/Desktop/NNW/transcripts_by_company/CITIGROUP_INCORPORATED_2009Q1.txt
RPID,2023Q1,-0.32,-0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/RAPID_MICRO_BIOSYSTEMS_INC_2023Q1.txt
AXSM,2019Q2,-0.41,-0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/AXSOME_THERAPEUTICS_INC_2019Q2.txt
MNTA,2009Q4,-0.34,-1.62,/Users/vazea/Desktop/NNW/transcripts_by_company/MOMENTA_PHARMACEUTICALS_INC_2009Q4.txt
CVX,2006Q3,2.29,2.05,/Users/vazea/Desktop/NNW/transcripts_by_company/CHEVRON_CORP_2006Q3.txt
BANC,2020Q4,0.35,-0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/BANC_OF_CALIFORNIA_INC_2020Q4.txt
SNSS,2014Q3,-0.25,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/SUNESIS_PHARMACEUTICALS_INC_2014Q3.txt
VRTS,2015Q2,2.21,2.25,/Users/vazea/Desktop/NNW/transcripts_by_company/VIRTUS_INVESTMENT_PARTNERS_INC_2015Q2.txt
IBCP,2021Q2,0.56,0.65,/Users/vazea/Desktop/NNW/transcripts_by_company/INDEPENDENT_BANK_CORP_MICHIGAN_2021Q2.txt
AVNX,2004Q3,-0.21,-0.2,/Users/vazea/Desktop/NNW/transcripts_by_company/AVANEX_CORPORATION_2004Q3.txt
CUTR,2007Q2,0.21,0.14,/Users/vazea/Desktop/NNW/transcripts_by_company/CUTERA_INC_2007Q2.txt
AKAM,2015Q2,0.57,0.58,/Users/vazea/Desktop/NNW/transcripts_by_company/AKAMAI_TECHNOLOGIES_INC_2015Q2.txt
TECD,2008Q2,0.5,0.3,/Users/vazea/Desktop/NNW/transcripts_by_company/TECH_DATA_CORP_2008Q2.txt
LBY,2018Q2,0.18,0.11,/Users/vazea/Desktop/NNW/transcripts_by_company/LIBBEY_INC_2018Q2.txt
VTYX,2022Q2,-0.39,-0.47,/Users/vazea/Desktop/NNW/transcripts_by_company/VENTYX_BIOSCIENCES_INC_2022Q2.txt
MRVC,2017Q1,-0.08,-0.09,/Users/vazea/Desktop/NNW/transcripts_by_company/MRV_COMMUNICATIONS_INC_2017Q1.txt
WNC,2022Q3,0.73,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/WABASH_NATIONAL_CORP_2022Q3.txt
PIR,2004Q4,0.55,1.3,/Users/vazea/Desktop/NNW/transcripts_by_company/PIER_1_IMPORTS_2004Q4.txt
XOM,2014Q3,1.89,1.79,/Users/vazea/Desktop/NNW/transcripts_by_company/EXXON_MOBIL_CORP_2014Q3.txt
POWR,2013Q3,0.17,0.17,/Users/vazea/Desktop/NNW/transcripts_by_company/POWERSECURE_INTERNATIONAL_INC_2013Q3.txt
ICFI,2018Q1,0.77,0.77,/Users/vazea/Desktop/NNW/transcripts_by_company/ICF_INTERNATIONAL_INC_2018Q1.txt
EB,2019Q3,-0.36,-0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/EVENTBRITE_INC_2019Q3.txt
CHS,2019Q3,0.01,0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/CHICOS_FAS_INC_2019Q3.txt
NTRI,2010Q2,0.4,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/NUTRISYSTEM_INC_2010Q2.txt
HRB,2004Q1,0.06,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/H_R_BLOCK_INC_2004Q1.txt
NVEE,2023Q3,1.51,1.42,/Users/vazea/Desktop/NNW/transcripts_by_company/NV5_GLOBAL_INC_2023Q3.txt
FFWM,2021Q4,0.53,2.24,/Users/vazea/Desktop/NNW/transcripts_by_company/FIRST_FOUNDATION_INC_2021Q4.txt
CHTP,2007Q4,-0.18,-0.69,/Users/vazea/Desktop/NNW/transcripts_by_company/CHELSEA_THERAPEUTICS_INTERNATION_2007Q4.txt
BBW,2005Q4,0.52,1.29,/Users/vazea/Desktop/NNW/transcripts_by_company/BUILDABEAR_WORKSHOP_INC_2005Q4.txt
DLLR,2011Q2,0.3533,0.55,/Users/vazea/Desktop/NNW/transcripts_by_company/DOLLAR_FINANCIAL_CORP_2011Q2.txt
MTG,2018Q2,0.49,0.35,/Users/vazea/Desktop/NNW/transcripts_by_company/MGIC_INVESTMENT_CORP_2018Q2.txt
ENT,2015Q4,-0.06,0.05,/Users/vazea/Desktop/NNW/transcripts_by_company/GLOBAL_EAGLE_ENTERTAINMENT_INC_2015Q4.txt
WYN,2016Q2,1.4,1.37,/Users/vazea/Desktop/NNW/transcripts_by_company/WYNDHAM_DESTINATIONS_INC_2016Q2.txt
WTRG,2022Q1,0.76,0.75,/Users/vazea/Desktop/NNW/transcripts_by_company/ESSENTIAL_UTILITIES_INC_2022Q1.txt
DSX,2009Q1,0.47,0.46,/Users/vazea/Desktop/NNW/transcripts_by_company/DIANA_SHIPPING_INC_2009Q1.txt
MDT,2007Q2,0.59,0.56,/Users/vazea/Desktop/NNW/transcripts_by_company/MEDTRONIC_INC_2007Q2.txt
PNR,2020Q4,0.7,2.44,/Users/vazea/Desktop/NNW/transcripts_by_company/PENTAIR_PLC_2020Q4.txt
NTRS,2020Q4,1.49,5.81,/Users/vazea/Desktop/NNW/transcripts_by_company/NORTHERN_TRUST_CORP_2020Q4.txt
HIMX,2020Q2,0.01,-0.02,/Users/vazea/Desktop/NNW/transcripts_by_company/HIMAX_TECHNOLOGIES_INC_2020Q2.txt
VLN,2022Q2,-0.04,-0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/VALENS_SEMICONDUCTOR_LTD_2022Q2.txt
TACT,2021Q1,-0.25,-0.24,/Users/vazea/Desktop/NNW/transcripts_by_company/TRANSACT_TECHNOLOGIES_INC_2021Q1.txt
BIIB,2023Q2,4.02,3.74,/Users/vazea/Desktop/NNW/transcripts_by_company/BIOGEN_INC_2023Q2.txt
KERX,2011Q4,-0.12,-0.45,/Users/vazea/Desktop/NNW/transcripts_by_company/KERYX_BIOPHARMACEUTICALS_2011Q4.txt
TLND,2019Q2,-0.21,-0.33,/Users/vazea/Desktop/NNW/transcripts_by_company/TALEND_SA_2019Q2.txt
BSX,2004Q1,0.23,0.21,/Users/vazea/Desktop/NNW/transcripts_by_company/BOSTON_SCIENTIFIC_CORP_2004Q1.txt
PAE,2020Q4,-0.07,0.32,/Users/vazea/Desktop/NNW/transcripts_by_company/PAE_INC_2020Q4.txt
LNCE,2013Q2,0.24,0.28,/Users/vazea/Desktop/NNW/transcripts_by_company/SNYDERSLANCE_INC_2013Q2.txt
AEO,2015Q1,0.02,0.0,/Users/vazea/Desktop/NNW/transcripts_by_company/AMERICAN_EAGLE_OUTFITTERS_INC_2015Q1.txt
HDNG,2013Q2,0.34,0.39,/Users/vazea/Desktop/NNW/transcripts_by_company/HARDINGE_INC_2013Q2.txt
GEG,2022Q1,-0.01,0.1,/Users/vazea/Desktop/NNW/transcripts_by_company/GREAT_ELM_GROUP_INC_2022Q1.txt
LHX,2019Q3,2.58,2.37,/Users/vazea/Desktop/NNW/transcripts_by_company/L3HARRIS_TECHNOLOGIES_INC_2019Q3.txt
VRNT,2018Q3,0.66,0.57,/Users/vazea/Desktop/NNW/transcripts_by_company/VERINT_SYSTEMS_INC_2018Q3.txt
SPB,2017Q2,1.19,1.27,/Users/vazea/Desktop/NNW/transcripts_by_company/SPECTRUM_BRANDS_HOLDINGS_INC_2017Q2_1.txt
ZIOP,2019Q2,-0.09,-0.08,/Users/vazea/Desktop/NNW/transcripts_by_company/ALAUNOS_THERAPEUTICS_INC_2019Q2.txt
VNCE,2016Q2,0.14,0.23,/Users/vazea/Desktop/NNW/transcripts_by_company/VINCE_HOLDING_CORP_2016Q2.txt
