count,mean,median,std,min,max,q25,q75,q90,q95,q99,skewness,kurtosis,negative_count,zero_count,positive_count
2000,0.7149244541546437,0.7353159456907987,0.156885763339405,0.1736713504454968,0.9954360021604886,0.6047788411085535,0.8393552339748165,0.9047225914526336,0.9386739008483551,0.9711107694463965,-0.5045296446268355,-0.38071091246454936,0,0,2000
