ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
LIVE NATION ENTERTAINMENT INC,2.0,0.15,0.14,transcripts_by_company/Live_Nation_Inc_2007Q2.txt,0.16045214235782623,0.8395478576421738
BIO-RAD LABORATORIES INC,2.0,3.54,2.73,transcripts_by_company/Bio-Rad_Laboratories_Inc_2021Q2.txt,0.269157737493515,0.730842262506485
INTERSTATE HOTELS & RESORTS INC,1.0,-0.03,-0.02,transcripts_by_company/Interstate_Hotels_and_Resorts_2004Q1.txt,0.07717084884643555,0.9228291511535645
CIBER INC,1.0,0.03,0.04,transcripts_by_company/Ciber_Inc_2013Q1.txt,0.3049144148826599,0.6950855851173401
MGM GROWTH PROPERTIES LLC,1.0,0.22,0.24,transcripts_by_company/MGM_Growth_Properties_LLC_2018Q1.txt,0.22705918550491333,0.7729408144950867
IDEXX LABORATORIES INC,3.0,0.66,0.67,transcripts_by_company/IDEXX_Laboratories_Inc_2011Q3.txt,0.16561578214168549,0.8343842178583145
MT BANK CORP,4.0,2.66,2.42,transcripts_by_company/ING_Bank_Slaski_SA_2017Q4.txt,0.13204136490821838,0.8679586350917816
INFOBLOX INC,2.0,0.07,0.14,transcripts_by_company/Infoblox_Inc_2014Q2.txt,0.12445083260536194,0.8755491673946381
NU SKIN ENTERPRISES INC,1.0,0.37,0.92,transcripts_by_company/Nu_Skin_Enterprises_Inc_2023Q1.txt,0.10511168837547302,0.894888311624527
OXFORD INDUSTRIES INC,1.0,0.13,0.73,transcripts_by_company/Oxford_Industries_Inc_2021Q1.txt,0.10340920090675354,0.8965907990932465
STEPAN CO,3.0,0.92,1.12,transcripts_by_company/Stepan_Co_2013Q3.txt,0.34537285566329956,0.6546271443367004
BRUNSWICK CORP,1.0,0.12,0.28,transcripts_by_company/Brunswick_Corporation_2008Q1.txt,0.2295917272567749,0.7704082727432251
NEUROMETRIX INC,2.0,-0.13,-0.11,transcripts_by_company/NeuroMetrix_Inc_2009Q2.txt,0.2565920650959015,0.7434079349040985
